university_name,university_id
russian biotechnological university biotech,U3112
moscow state linguistic university,U3113
moscow technical university of communications and informatics,U3114
university of mostar,U3115
muban chombueng rajabhat university,U3116
mukogawa womenâs university,U3117
mulungushi university,U3118
musashino university,U3119
universidad nacional abierta y a distancia unad,U3120
universidad nacional de asunciã³n,U3121
universidad nacional de chimborazo,U3122
universidad nacional de itapãºa,U3123
universidad nacional de rafaela unraf,U3124
nagoya university of commerce business,U3125
nakhchivan state university,U3126
nakhon ratchasima rajabhat university,U3127
namal university,U3128
namangan engineering construction institute,U3129
namangan institute of engineering and technology,U3130
namangan state university,U3131
nasarawa state university keffi,U3132
national agrarian university la molina,U3133
national university of computer and emerging sciences,U3134
national film and television school,U3135
national university of food technologies,U3136
national university odessa law academy,U3137
the national university of ostroh academy,U3138
national polytechnic university of armenia,U3139
national university of quilmes,U3140
national school of artificial intelligence ensia,U3141
national university of science and technology oman,U3142
national university sudan,U3143
national textile university,U3144
national transport university,U3145
national university of water and environmental engineering,U3146
national university âyuri kondratyuk poltava polytechnicâ,U3147
navoi state pedagogical institute,U3148
netaji subhas university of technology,U3149
newman university,U3150
niger delta university,U3151
nihon pharmaceutical university,U3152
niigata university of health and welfare,U3153
university of niigata prefecture,U3154
ninevah university,U3155
nitte deemed to be university,U3156
university of northampton,U3157
northeast ohio medical university,U3158
northern border university,U3159
northern technical university,U3160
norwich university of the arts,U3161
university centre of nour bachir elbayadh,U3162
university of nova gorica,U3163
novosibirsk state university of economics and management,U3164
nueva ecija university of science and technology neust,U3165
universidad nur,U3166
october 6 university,U3167
october university for modern sciences and arts msa,U3168
odesa ii mechnikov national university,U3169
oguz han engineering and technology university of turkmenistan,U3170
university of okara,U3171
omsk state agrarian university,U3172
open christian university,U3173
universitã dâoran 2 mohamed ben ahmed,U3174
oran graduate school of economics,U3175
orel state agrarian university named after nv parahin,U3176
orel state university named after is turgenev,U3177
ort uruguay university,U3178
osol aldeen university college,U3179
university college of osteopathy,U3180
ostrogradsky national university of kremenchuk,U3181
university of oum el bouaghi,U3182
universidad del pacãfico,U3183
universidad del pacãfico ecuador,U3184
palestine polytechnic university,U3185
palestine technical university â kadoorie,U3186
universidad de pamplona,U3187
panteion university of social and political sciences,U3188
panthãonassas university paris 2,U3189
pavlo tychyna uman state pedagogical university,U3190
university of petra,U3191
petre shotadze tbilisi medical academy,U3192
petroleum university of technology,U3193
petro mohyla black sea national university,U3194
pharos university,U3195
philadelphia university jordan,U3196
plateau state university bokkos,U3197
platov southrussian state polytechnic university npi,U3198
plymouth marjon university,U3199
polytechnic institute of setãºbal,U3200
pontifical catholic university of argentina,U3201
university of poonch rawalakot,U3202
universidad popular autã³noma del estado de puebla,U3203
prefectural university of hiroshima,U3204
presbyterian university ghana,U3205
presidency university,U3206
university of professional studies accra,U3207
prydniprovska state academy of civil engineering and architecture,U3208
pskov state university,U3209
puccampinas,U3210
university of puthisastra,U3211
quaideawam university of engineering science and technology quest,U3212
queen arwa university,U3213
queen margaret university,U3214
universidade rainha njinga a mbande urnm,U3215
rajamangala university of technology isan,U3216
rajamangala university of technology thanyaburi rmutt,U3217
rawalpindi medical university,U3218
rennes school of business,U3219
ritsumeikan asia pacific university apu,U3220
rose bruford college,U3221
rostov state university of economics,U3222
royal agricultural university,U3223
royal central school of speech and drama university of london,U3224
royal college of academics,U3225
royal college of art,U3226
royal conservatoire of scotland,U3227
royal academy of dramatic art rada,U3228
royal college of music,U3229
royal academy of music,U3230
royal northern college of music,U3231
russian state agrarian university â moscow timiryazev agricultural academy,U3232
russian university of state for social russ,U3233
ryazan state medical university,U3234
university of sadat city,U3235
university of saida,U3236
university of saint joseph,U3237
saint petersburg state pediatric medical university,U3238
saint thomas university colombia,U3239
sakon nakhon rajabhat university,U3240
salahaddin university,U3241
samara state medical university,U3242
samarkand state university,U3243
samarkand state institute of foreign languages,U3244
samarkand state medical university,U3245
samsun university,U3246
university of san martãn de porres,U3247
university of santander,U3248
universidad santo tomãs,U3249
sarsen amanzholov east kazakhstan university,U3250
satya wacana christian university,U3251
saudi electronic university,U3252
sbs swiss business school,U3253
university of science and technology of southern philippines ustp,U3254
sebha university,U3255
sefako makgatho health sciences university,U3256
seisa dohto university,U3257
senshu university,U3258
seyitnazar seydi turkmen state pedagogical institute,U3259
shah abdul latif university khairpur,U3260
shaheed benazir bhutto women university peshawar,U3261
shaheed mohtarma benazir bhutto medical university,U3262
shaheed zulfiqar ali bhutto medical university,U3263
the university of shiga prefecture,U3264
shonan institute of technology,U3265
silesian university in opava,U3266
simad university,U3267
simã³n bolãvar university colombia,U3268
universidad del sinãº,U3269
sir syed university of engineering and technology,U3270
skolkovo institute of science and technology skoltech,U3271
solent university southampton,U3272
university of sopron,U3273
university of souk ahras,U3274
institute of southern punjab â multan,U3275
southern technical university,U3276
sri balaji vidyapeeth,U3277
sri lanka institute of information technology,U3278
state energy institute of turkmenistan,U3279
stavropol state agrarian university,U3280
st lukeâs international university,U3281
st maryâs university college belfast,U3282
st maryâs university twickenham,U3283
stranmillis university college,U3284
university of suffolk,U3285
university of sufism and modern sciences usms,U3286
sugiyama jogakuen university,U3287
sukkur iba university,U3288
university of swabi,U3289
tafila technical university,U3290
university of taipei,U3291
takushoku university,U3292
tama art university,U3293
university of tamanghasset,U3294
tarlac agricultural university,U3295
tarsus university,U3296
tashkent institute of chemical technology,U3297
tashkent institute of finance,U3298
tashkent university of information technologies,U3299
tashkent institute of irrigation and agricultural mechanisation,U3300
tashkent medical academy,U3301
tashkent pediatric medical institute,U3302
tashkent pharmaceutical institute,U3303
tashkent state dental institute,U3304
tashkent state university of economics,U3305
tashkent state university of law,U3306
tashkent state university of oriental studies,U3307
tashkent state pedagogical university named after nizami,U3308
tashkent state technical university,U3309
tashkent state transport university,U3310
tashkent institute of textile and light industry,U3311
tata institute of fundamental research,U3312
tatung university,U3313
t c demiroälu bilim university,U3314
teacher education college of setif,U3315
technical university of moldova,U3316
university of technology nowshera,U3317
universidad tãcnica de manabã,U3318
universidad tecnolã³gica de bolãvar,U3319
universidad tecnolã³gica de santiago utesa,U3320
tecnolã³gico de costa rica,U3321
instituto tecnolã³gico metropolitano,U3322
teerthanker mahaveer university,U3323
teikyo heisei university,U3324
institut teknologi nasional bandung itenas bandung,U3325
university of telafer,U3326
institute of telecommunications and informatics of turkmenistan,U3327
tenri university,U3328
termez state university,U3329
termez institute of engineering and technology,U3330
termiz institute of agrotechnology and innovative development,U3331
university of the thai chamber of commerce,U3332
university of thiqar,U3333
thomas adewumi university,U3334
tikrit university,U3335
tishk international university,U3336
tissemsilt university,U3337
tohoku gakuin university,U3338
tokyo university of foreign studies,U3339
tokyo university of technology,U3340
tomsk state pedagogical university,U3341
trinity laban conservatoire of music and dance,U3342
university of tripoli,U3343
turanastana university,U3344
turin polytechnic university in tashkent,U3345
turkmen state architecture and construction institute,U3346
turkmen state institute of economics and management,U3347
tver state technical university,U3348
ubon ratchathani university,U3349
ubt,U3350
uees espiritu santo university,U3351
uin sulthan thaha saifuddin jambi,U3352
ulyanovsk state university,U3353
ulyanovsk state technical university,U3354
unesc,U3355
unichristus,U3356
universiapolis â universitã internationale dâagadir,U3357
ural state university of economics,U3358
ural state medical university,U3359
urgench state university,U3360
uruk university,U3361
universidad ute,U3362
national university of uzbekistan named after mirzo ulugbek,U3363
uzbekistan state university of world languages,U3364
uzbek state university of physical culture and sport,U3365
valahia university of targoviste,U3366
university of vale do itajaã,U3367
varendra university,U3368
varna university of management,U3369
vasyl stefanyk precarpathian national university,U3370
veritas university abuja,U3371
university of veterinary medicine and pharmacy in koåice,U3372
vila velha university,U3373
vinayaka missionâs research foundation,U3374
visayas state university,U3375
visvesvaraya technological university,U3376
volgograd state medical university,U3377
university of wales trinity saint david,U3378
university of warith alanbiyaa,U3379
wasit university,U3380
westcliff university,U3381
western caspian university,U3382
west ukrainian national university,U3383
whu beisheim,U3384
women university mardan,U3385
the women university multan,U3386
university of worcester,U3387
world university of bangladesh wub,U3388
the world islamic sciences and education university wise,U3389
wrexham glyndwr university,U3390
writtle university college,U3391
wsb academy,U3392
yagshigeldi kakayev international university of oil and gas,U3393
yamaguchi prefectural university,U3394
yanka kupala state university of grodno,U3395
yaåar university,U3396
york st john university,U3397
yusuf maitama sule university kano,U3398
zarqa university,U3399
zhetysu university,U3400
zhytomyr polytechnic state university,U3401
ziane achour university of djelfa,U3402
ziauddin university,U3403
university of duisburgessen,U3404
golestan university of medical sciences,U3405
university of new mexico main campus,U3406
islamic azad university najafabad branch iaun,U3407
kermanshah university of medical sciences,U3408
southwestern university of finance and economics,U3409
suny university at albany,U3410
universitã bourgogne franchecomtã ubfc,U3411
indian institute of technology indore,U3412
majmaah university,U3413
university of perugia,U3414
university of strasbourg,U3415
university of dayton,U3416
university of missourist louis,U3417
national institute of technology hamirpur,U3418
shahid beheshti university,U3419
southern illinois university carbondale,U3420
university of thessaly,U3421
university of wisconsinmilwaukee,U3422
china university of geosciences beijing,U3423
creighton university,U3424
guangxi university,U3425
hyogo college of medicine,U3426
jiangxi university of finance and economics,U3427
lusophone university of humanities and technologies,U3428
menoufia university,U3429
zhejiang university of technology,U3430
university of colorado colorado springs,U3431
university of fort hare,U3432
fujian normal university,U3433
grand valley state university,U3434
university of north carolina wilmington,U3435
shahid rajaee teacher training university,U3436
southwest jiaotong university,U3437
tshwane university of technology,U3438
universidad autã³noma chapingo,U3439
universidade federal do triãngulo mineiro,U3440
universidade federal do vale do são francisco,U3441
federal university of pelotas,U3442
federal university of piauã,U3443
federal university of the state of rio de janeiro unirio,U3444
federal university of vales do jequitinhonha e mucuri,U3445
universidad michoacana de san nicolãs de hidalgo,U3446
university of passo fundo upf,U3447
tokyo university of pharmacy and life sciences,U3448
adamawa state university mubi,U3449
aga khan university,U3450
ahl al bayt university,U3451
tashkent metropolitan university,U3452
alfarahidi university,U3453
american university of nigeria,U3454
arab open university â kuwait,U3455
arab open university lebanon,U3456
augustine university,U3457
balochistan university of engineering and technology khuzdar,U3458
bamidele olumilua university of education science and technology ikereikiti,U3459
basrah university college of science and technology,U3460
bowen university,U3461
centro universitãrio de jaguariãºna,U3462
centro universitãrio max planck,U3463
cãsar ritz colleges switzerland,U3464
coal city university,U3465
cross river university of technology,U3466
cv raman global university,U3467
deraya university,U3468
dhonburi rajabhat university,U3469
dijlah university,U3470
doäuå university,U3471
ebonyi state university,U3472
academy of economic studies of moldova,U3473
university of engineering and technology mardan,U3474
universidade estadual de goiãs,U3475
european university of valencia,U3476
externado university of colombia,U3477
federal university gashua,U3478
federal university of lafia,U3479
first technical university,U3480
fukui prefectural university,U3481
fundaãão oswaldo cruz,U3482
fundaciã³n universitaria del ãrea andina,U3483
greenwich university,U3484
gregory university uturu,U3485
university of health and allied sciences,U3486
huachiew chalermprakiet university,U3487
ignatius ajuru university of education,U3488
jerash private university,U3489
university of jos,U3490
kampala international university,U3491
karshi state university,U3492
kermanshah university of technology,U3493
khomein university of medical sciences,U3494
kings university,U3495
kobe city university of foreign studies,U3496
konya technical university,U3497
kto karatay university,U3498
loei rajabhat university,U3499
marian college kuttikkanam autonomous,U3500
michael and cecilia ibru university,U3501
michael okpara university of agriculture umudike,U3502
mioti tech and business school,U3503
universidad monteãvila,U3504
nara institute of science and technology,U3505
national university of mongolia,U3506
nigerian police academy wudil,U3507
novena university,U3508
nursing school of coimbra,U3509
olusegun agagu university of science and technology,U3510
paris university of international education,U3511
polytechnic university of tirana,U3512
poltava vg korolenko national pedagogical university pnpu,U3513
ravensbourne,U3514
salem university,U3515
samuel adegboyega university,U3516
sikkim manipal university,U3517
simã³n bolãvar university,U3518
sokoto state university,U3519
soran university,U3520
university of south santa catarina unisul,U3521
sr university,U3522
sri padmavati mahila visvavidyalayam womens university,U3523
sulaimani polytechnic university,U3524
suratthani rajabhat university,U3525
tashkent state agrarian university,U3526
tecmilenio university,U3527
umaru musa yarâadua university,U3528
unnoba,U3529
ãskã¼dar university,U3530
usmanu danfodiyo university sokoto,U3531
university of uyo,U3532
virtual university of tunis,U3533
âwellspring university,U3534
nan,U3535
