university_id,year,source,global_rank,overall_score,academic_reputation,employer_reputation
U01368,2023,WUR_2023,450.5,,,
U01369,2025,QS_2025,1300.5,,3.9,3.0
U01369,2024,THE_2024,1100.5,,,
U01369,2023,WUR_2023,550.5,,,
U01370,2025,QS_2025,1300.5,,4.4,12.8
U01370,2024,THE_2024,1601.0,,,
U01370,2023,WUR_2023,1601.0,,,
U01371,2025,QS_2025,1300.5,,3.1,2.5
U01371,2024,THE_2024,900.5,,,
U01371,2023,WUR_2023,900.5,,,
U01372,2025,QS_2025,1300.5,,6.6,5.7
U01372,2024,THE_2024,1601.0,,,
U01372,2023,WUR_2023,1601.0,,,
U01373,2025,QS_2025,1300.5,,4.2,4.2
U01374,2025,QS_2025,1300.5,,5.0,5.5
U01375,2025,QS_2025,1300.5,,2.6,2.4
U01375,2023,WUR_2023,900.5,,,
U01376,2025,QS_2025,1300.5,,6.3,1.1
U01376,2024,THE_2024,1601.0,,,
U01376,2023,WUR_2023,1350.5,,,
U01377,2025,QS_2025,1300.5,,4.2,4.0
U01377,2024,THE_2024,1601.0,,,
U01377,2023,WUR_2023,1350.5,,,
U01378,2025,QS_2025,1300.5,,4.5,2.3
U01378,2024,THE_2024,1601.0,,,
U01378,2023,WUR_2023,1601.0,,,
U01379,2025,QS_2025,1300.5,,9.0,11.6
U01379,2024,THE_2024,1100.5,,,
U01379,2023,WUR_2023,550.5,,,
U01380,2025,QS_2025,1300.5,,3.7,2.5
U01380,2024,THE_2024,1601.0,,,
U01380,2023,WUR_2023,1350.5,,,
U01381,2025,QS_2025,1300.5,,6.1,4.3
U01381,2024,THE_2024,1601.0,,,
U01381,2023,WUR_2023,1601.0,,,
U01382,2025,QS_2025,1300.5,,5.2,1.8
U01383,2025,QS_2025,1300.5,,6.2,7.0
U01384,2025,QS_2025,1300.5,,5.9,4.4
U01385,2025,QS_2025,1300.5,,5.4,4.2
U01385,2024,THE_2024,1601.0,,,
U01385,2023,WUR_2023,1601.0,,,
U01386,2025,QS_2025,1300.5,,4.7,5.9
U01387,2025,QS_2025,1300.5,,6.3,4.0
U01387,2024,THE_2024,1350.5,,,
U01387,2023,WUR_2023,1100.5,,,
U01388,2025,QS_2025,1300.5,,6.0,10.4
U01388,2024,THE_2024,1601.0,,,
U01388,2023,WUR_2023,,,,
U01389,2025,QS_2025,1300.5,,2.2,3.5
U01390,2025,QS_2025,1300.5,,3.6,2.1
U01391,2025,QS_2025,1300.5,,5.6,2.1
U01391,2024,THE_2024,1350.5,,,
U01391,2023,WUR_2023,1350.5,,,
U01392,2025,QS_2025,1300.5,,7.6,2.4
U01393,2025,QS_2025,1300.5,,5.2,12.7
U01394,2025,QS_2025,1300.5,,4.5,3.7
U01395,2025,QS_2025,1300.5,,5.4,2.7
U01395,2024,THE_2024,1601.0,,,
U01396,2025,QS_2025,1300.5,,4.9,4.9
U01396,2024,THE_2024,1100.5,,,
U01396,2023,WUR_2023,1350.5,,,
U01397,2025,QS_2025,1300.5,,3.9,1.8
U01397,2024,THE_2024,1350.5,,,
U01397,2023,WUR_2023,1601.0,,,
U01398,2025,QS_2025,1300.5,,11.7,3.3
U01398,2024,THE_2024,1601.0,,,
U01398,2023,WUR_2023,,,,
U01399,2025,QS_2025,1300.5,,4.0,10.0
U01400,2025,QS_2025,1300.5,,5.5,5.6
U01400,2024,THE_2024,1350.5,,,
U01400,2023,WUR_2023,1350.5,,,
U01401,2025,QS_2025,1300.5,,7.7,4.9
U01401,2024,THE_2024,900.5,,,
U01401,2023,WUR_2023,900.5,,,
U01402,2025,QS_2025,1501.0,,3.5,3.5
U01402,2024,THE_2024,1100.5,,,
U01403,2025,QS_2025,1501.0,,5.7,4.8
U01404,2025,QS_2025,1501.0,,3.6,9.1
U01405,2025,QS_2025,1501.0,,5.2,3.3
U01406,2025,QS_2025,1501.0,,3.7,4.1
U01407,2025,QS_2025,1501.0,,5.3,2.6
U01408,2025,QS_2025,1501.0,,6.8,12.8
U01409,2025,QS_2025,1501.0,,5.2,3.3
U01410,2025,QS_2025,1501.0,,3.0,2.5
U01410,2024,THE_2024,,,,
U01411,2025,QS_2025,1501.0,,3.4,2.8
U01412,2025,QS_2025,1501.0,,4.1,4.4
U01413,2025,QS_2025,1501.0,,6.2,4.4
U01414,2025,QS_2025,1501.0,,6.6,4.1
U01414,2024,THE_2024,,,,
U01414,2023,WUR_2023,,,,
U01415,2025,QS_2025,1501.0,,3.3,1.8
U01415,2024,THE_2024,1601.0,,,
U01416,2025,QS_2025,1501.0,,7.0,7.9
U01417,2025,QS_2025,1501.0,,4.1,5.1
U01417,2024,THE_2024,1601.0,,,
U01417,2023,WUR_2023,1601.0,,,
U01418,2025,QS_2025,1501.0,,3.6,3.2
U01418,2024,THE_2024,1601.0,,,
U01418,2023,WUR_2023,1601.0,,,
U01419,2025,QS_2025,1501.0,,7.6,2.7
U01420,2025,QS_2025,1501.0,,5.5,7.0
U01420,2024,THE_2024,1601.0,,,
U01421,2025,QS_2025,1501.0,,7.1,1.9
U01422,2025,QS_2025,1501.0,,6.6,2.8
U01422,2024,THE_2024,1601.0,,,
U01422,2023,WUR_2023,1601.0,,,
U01423,2025,QS_2025,1501.0,,5.8,3.9
U01423,2024,THE_2024,1601.0,,,
U01424,2025,QS_2025,1501.0,,7.0,7.3
U01425,2025,QS_2025,1501.0,,2.7,3.5
U01425,2024,THE_2024,900.5,,,
U01425,2023,WUR_2023,450.5,,,
U01426,2025,QS_2025,1501.0,,4.9,4.6
U01427,2025,QS_2025,1501.0,,4.2,3.8
U01428,2025,QS_2025,1501.0,,4.1,2.9
U01428,2024,THE_2024,1350.5,,,
U01428,2023,WUR_2023,1350.5,,,
U01429,2025,QS_2025,1501.0,,7.0,4.1
U01429,2024,THE_2024,,,,
U01430,2025,QS_2025,1501.0,,5.1,2.6
U01430,2024,THE_2024,1601.0,,,
U01431,2025,QS_2025,1501.0,,4.6,3.1
U01431,2024,THE_2024,1350.5,,,
U01431,2023,WUR_2023,1100.5,,,
U01432,2025,QS_2025,1501.0,,5.0,1.6
U01433,2025,QS_2025,1501.0,,4.5,2.5
U01433,2024,THE_2024,1350.5,,,
U01433,2023,WUR_2023,1350.5,,,
U01434,2025,QS_2025,1501.0,,6.3,5.4
U01434,2024,THE_2024,1601.0,,,
U01434,2023,WUR_2023,1601.0,,,
U01435,2025,QS_2025,1501.0,,4.7,5.3
U01436,2025,QS_2025,1501.0,,3.5,6.0
U01436,2024,THE_2024,1350.5,,,
U01436,2023,WUR_2023,1350.5,,,
U01437,2025,QS_2025,1501.0,,9.7,4.6
U01438,2025,QS_2025,1501.0,,6.3,2.5
U01438,2024,THE_2024,1601.0,,,
U01438,2023,WUR_2023,1350.5,,,
U01439,2025,QS_2025,1501.0,,3.8,2.4
U01440,2025,QS_2025,1501.0,,3.0,3.7
U01441,2025,QS_2025,1501.0,,6.4,4.7
U01442,2025,QS_2025,1501.0,,6.3,8.7
U01442,2024,THE_2024,,,,
U01442,2023,WUR_2023,,,,
U01443,2025,QS_2025,1501.0,,8.6,4.2
U01444,2025,QS_2025,1501.0,,3.1,1.6
U01445,2025,QS_2025,1501.0,,6.6,4.4
U01446,2025,QS_2025,1501.0,,5.3,2.0
U01446,2024,THE_2024,1100.5,,,
U01446,2023,WUR_2023,900.5,,,
U01447,2025,QS_2025,1501.0,,4.4,2.4
U01447,2024,THE_2024,1601.0,,,
U01447,2023,WUR_2023,1601.0,,,
U01448,2025,QS_2025,1501.0,,5.9,1.8
U01449,2025,QS_2025,1501.0,,5.5,1.5
U01450,2025,QS_2025,1501.0,,3.5,1.8
U01450,2024,THE_2024,1601.0,,,
U01450,2023,WUR_2023,1601.0,,,
U01451,2025,QS_2025,1501.0,,4.6,4.3
U01452,2025,QS_2025,1501.0,,3.9,2.9
U01453,2025,QS_2025,1501.0,,6.1,3.2
U01453,2024,THE_2024,,,,
U01453,2023,WUR_2023,,,,
U01454,2025,QS_2025,1501.0,,3.4,2.1
U01455,2025,QS_2025,1501.0,,4.5,3.4
U01456,2025,QS_2025,1501.0,,4.1,1.4
U01457,2025,QS_2025,1501.0,,4.4,2.4
U01458,2025,QS_2025,1501.0,,4.9,2.4
U01459,2025,QS_2025,1501.0,,4.7,6.1
U01459,2024,THE_2024,,,,
U01460,2025,QS_2025,1501.0,,4.8,2.7
U01460,2024,THE_2024,1350.5,,,
U01461,2025,QS_2025,1501.0,,11.8,2.4
U01462,2025,QS_2025,1501.0,,7.2,2.2
U01463,2025,QS_2025,1501.0,,7.1,2.1
U01464,2025,QS_2025,1501.0,,6.0,3.9
U01465,2025,QS_2025,1501.0,,4.0,2.6
U01466,2025,QS_2025,1501.0,,6.1,3.9
U01466,2024,THE_2024,1601.0,,,
U01466,2023,WUR_2023,1601.0,,,
U01467,2025,QS_2025,1501.0,,6.5,3.2
U01468,2025,QS_2025,1501.0,,3.3,2.3
U01469,2025,QS_2025,1501.0,,3.6,1.6
U01470,2025,QS_2025,1501.0,,7.9,2.0
U01471,2025,QS_2025,1501.0,,3.8,9.9
U01472,2025,QS_2025,1501.0,,4.1,1.8
U01472,2023,WUR_2023,1601.0,,,
U01473,2025,QS_2025,1501.0,,6.7,1.7
U01474,2025,QS_2025,1501.0,,7.4,2.1
U01475,2025,QS_2025,1501.0,,5.1,2.4
U01476,2025,QS_2025,1501.0,,6.4,3.3
U01476,2024,THE_2024,1601.0,,,
U01476,2023,WUR_2023,1601.0,,,
U01477,2025,QS_2025,1501.0,,5.2,3.4
U01477,2024,THE_2024,,,,
U01477,2023,WUR_2023,,,,
U01478,2025,QS_2025,1501.0,,6.1,9.0
U01478,2024,THE_2024,,,,
U01478,2023,WUR_2023,,,,
U01479,2025,QS_2025,1501.0,,6.0,2.3
U01480,2025,QS_2025,1501.0,,2.2,3.5
U01480,2024,THE_2024,,,,
U01481,2025,QS_2025,1501.0,,4.9,1.3
U01482,2025,QS_2025,1501.0,,3.8,3.6
U01483,2025,QS_2025,1501.0,,7.7,2.7
U01484,2025,QS_2025,1501.0,,3.7,1.3
U01484,2024,THE_2024,1601.0,,,
U01484,2023,WUR_2023,1601.0,,,
U01485,2025,QS_2025,1501.0,,3.9,2.5
U01486,2025,QS_2025,1501.0,,4.1,2.5
U01487,2025,QS_2025,1501.0,,3.8,1.3
U01488,2025,QS_2025,1501.0,,3.8,1.7
U01489,2025,QS_2025,1501.0,,2.9,2.0
U01490,2025,QS_2025,1501.0,,3.6,1.7
U01491,2025,QS_2025,1501.0,,8.1,5.1
U01491,2024,THE_2024,1601.0,,,
U01491,2023,WUR_2023,1601.0,,,
U01492,2025,QS_2025,1501.0,,7.1,5.2
U01493,2025,QS_2025,1501.0,,5.5,2.5
U01494,2025,QS_2025,1501.0,,6.6,2.5
U01495,2025,QS_2025,1501.0,,5.6,2.9
U01496,2025,QS_2025,1501.0,,4.5,2.2
U01496,2024,THE_2024,1601.0,,,
U01496,2023,WUR_2023,1601.0,,,
U01497,2025,QS_2025,1501.0,,4.7,2.3
U01497,2024,THE_2024,1601.0,,,
U01497,2023,WUR_2023,,,,
U01498,2025,QS_2025,1501.0,,6.4,1.7
U01498,2024,THE_2024,,,,
U01499,2025,QS_2025,1501.0,,3.0,2.2
U01500,2025,QS_2025,1501.0,,5.6,2.2
U01500,2024,THE_2024,1350.5,,,
U01500,2023,WUR_2023,1601.0,,,
U01501,2025,QS_2025,1501.0,,7.2,9.4
U01502,2025,QS_2025,1501.0,,4.1,4.2
U01503,2025,QS_2025,1501.0,,2.6,2.6
U01504,2024,THE_2024,11.0,93.1,,
U01505,2024,THE_2024,13.0,92.1,,
U01506,2024,THE_2024,30.0,82.5,,
U01507,2024,THE_2024,33.0,81.4,,
U01508,2024,THE_2024,35.0,80.3,,
U01509,2024,THE_2024,37.0,79.2,,
U01510,2024,THE_2024,38.0,79.0,,
U01511,2024,THE_2024,40.0,78.5,,
U01512,2024,THE_2024,47.0,76.7,,
U01513,2024,THE_2024,50.0,75.9,,
U01514,2024,THE_2024,51.0,75.6,,
U01515,2024,THE_2024,53.0,75.4,,
U01516,2024,THE_2024,67.0,72.6,,
U01517,2024,THE_2024,83.0,69.2,,
U01518,2024,THE_2024,84.0,68.9,,
U01519,2024,THE_2024,85.0,68.7,,
U01520,2024,THE_2024,86.0,68.5,,
U01521,2024,THE_2024,87.0,68.2,,
U01522,2024,THE_2024,87.0,68.2,,
U01523,2024,THE_2024,91.0,67.8,,
U01524,2024,THE_2024,94.0,67.2,,
U01525,2024,THE_2024,95.0,67.0,,
U01526,2024,THE_2024,99.0,66.7,,
U01527,2024,THE_2024,102.0,66.5,,
U01528,2024,THE_2024,105.0,66.2,,
U01529,2024,THE_2024,106.0,66.1,,
U01530,2024,THE_2024,111.0,65.8,,
U01531,2024,THE_2024,111.0,65.8,,
U01532,2024,THE_2024,122.0,65.0,,
U01533,2024,THE_2024,123.0,64.9,,
U01534,2024,THE_2024,128.0,64.1,,
U01535,2024,THE_2024,134.0,63.2,,
U01536,2024,THE_2024,136.0,63.0,,
U01537,2024,THE_2024,136.0,63.0,,
U01538,2024,THE_2024,140.0,62.8,,
U01539,2024,THE_2024,140.0,62.8,,
U01540,2024,THE_2024,145.0,62.5,,
U01541,2024,THE_2024,150.0,62.0,,
U01542,2024,THE_2024,152.0,61.9,,
U01543,2024,THE_2024,155.0,61.8,,
U01544,2024,THE_2024,155.0,61.8,,
U01545,2024,THE_2024,161.0,61.4,,
U01546,2024,THE_2024,168.0,60.8,,
U01547,2024,THE_2024,175.0,60.4,,
U01548,2024,THE_2024,177.0,60.2,,
U01549,2024,THE_2024,187.0,59.5,,
U01550,2024,THE_2024,193.0,59.0,,
U01551,2024,THE_2024,193.0,59.0,,
U01552,2024,THE_2024,193.0,59.0,,
U01553,2024,THE_2024,198.0,58.9,,
U01554,2024,THE_2024,225.5,,,
U01555,2024,THE_2024,225.5,,,
U01556,2024,THE_2024,225.5,,,
U01557,2024,THE_2024,225.5,,,
U01558,2024,THE_2024,225.5,,,
U01559,2024,THE_2024,225.5,,,
U01560,2024,THE_2024,225.5,,,
U01561,2024,THE_2024,225.5,,,
U01562,2024,THE_2024,225.5,,,
U01563,2024,THE_2024,225.5,,,
U01564,2024,THE_2024,225.5,,,
U01565,2024,THE_2024,225.5,,,
U01566,2024,THE_2024,225.5,,,
U01567,2024,THE_2024,275.5,,,
U01568,2024,THE_2024,275.5,,,
U01569,2024,THE_2024,275.5,,,
U01570,2024,THE_2024,275.5,,,
U01571,2024,THE_2024,275.5,,,
U01572,2024,THE_2024,275.5,,,
U01573,2024,THE_2024,275.5,,,
U01574,2024,THE_2024,275.5,,,
U01575,2024,THE_2024,275.5,,,
U01576,2024,THE_2024,275.5,,,
U01577,2024,THE_2024,275.5,,,
U01578,2024,THE_2024,275.5,,,
U01579,2024,THE_2024,275.5,,,
U01580,2024,THE_2024,275.5,,,
U01581,2024,THE_2024,275.5,,,
U01582,2024,THE_2024,275.5,,,
U01583,2024,THE_2024,325.5,,,
U01584,2024,THE_2024,325.5,,,
U01585,2024,THE_2024,325.5,,,
U01586,2024,THE_2024,325.5,,,
U01587,2024,THE_2024,325.5,,,
U01588,2024,THE_2024,325.5,,,
U01589,2024,THE_2024,325.5,,,
U01590,2024,THE_2024,325.5,,,
U01591,2024,THE_2024,325.5,,,
U01592,2024,THE_2024,325.5,,,
U01593,2024,THE_2024,325.5,,,
U01594,2024,THE_2024,325.5,,,
U01595,2024,THE_2024,325.5,,,
U01596,2024,THE_2024,325.5,,,
U01597,2024,THE_2024,325.5,,,
U01598,2024,THE_2024,325.5,,,
U01599,2024,THE_2024,375.5,,,
U01600,2024,THE_2024,375.5,,,
U01601,2024,THE_2024,375.5,,,
U01602,2024,THE_2024,375.5,,,
U01603,2024,THE_2024,375.5,,,
U01604,2024,THE_2024,375.5,,,
U01605,2024,THE_2024,375.5,,,
U01606,2024,THE_2024,375.5,,,
U01607,2024,THE_2024,450.5,,,
U01608,2024,THE_2024,450.5,,,
U01609,2024,THE_2024,450.5,,,
U01610,2024,THE_2024,450.5,,,
U01611,2024,THE_2024,450.5,,,
U01612,2024,THE_2024,450.5,,,
U01613,2024,THE_2024,450.5,,,
U01614,2024,THE_2024,450.5,,,
U01615,2024,THE_2024,450.5,,,
U01616,2024,THE_2024,450.5,,,
U01617,2024,THE_2024,450.5,,,
U01618,2024,THE_2024,450.5,,,
U01619,2024,THE_2024,450.5,,,
U01620,2024,THE_2024,450.5,,,
U01621,2024,THE_2024,450.5,,,
U01622,2024,THE_2024,450.5,,,
U01623,2024,THE_2024,450.5,,,
U01624,2024,THE_2024,450.5,,,
U01625,2024,THE_2024,450.5,,,
U01626,2024,THE_2024,450.5,,,
U01627,2024,THE_2024,450.5,,,
U01628,2024,THE_2024,450.5,,,
U01629,2024,THE_2024,450.5,,,
U01630,2024,THE_2024,450.5,,,
U01631,2024,THE_2024,450.5,,,
U01632,2024,THE_2024,550.5,,,
U01633,2024,THE_2024,550.5,,,
U01634,2024,THE_2024,550.5,,,
U01635,2024,THE_2024,550.5,,,
U01636,2024,THE_2024,550.5,,,
U01637,2024,THE_2024,550.5,,,
U01638,2024,THE_2024,550.5,,,
U01639,2024,THE_2024,550.5,,,
U01640,2024,THE_2024,550.5,,,
U01641,2024,THE_2024,550.5,,,
U01642,2024,THE_2024,550.5,,,
U01643,2024,THE_2024,550.5,,,
U01644,2024,THE_2024,550.5,,,
U01645,2024,THE_2024,550.5,,,
U01646,2024,THE_2024,550.5,,,
U01647,2024,THE_2024,550.5,,,
U01648,2024,THE_2024,550.5,,,
U01649,2024,THE_2024,550.5,,,
U01650,2024,THE_2024,550.5,,,
U01651,2024,THE_2024,550.5,,,
U01652,2024,THE_2024,550.5,,,
U01653,2024,THE_2024,550.5,,,
U01654,2024,THE_2024,550.5,,,
U01655,2024,THE_2024,550.5,,,
U01656,2024,THE_2024,550.5,,,
U01657,2024,THE_2024,550.5,,,
U01658,2024,THE_2024,550.5,,,
U01659,2024,THE_2024,550.5,,,
U01660,2024,THE_2024,550.5,,,
U01661,2024,THE_2024,550.5,,,
U01662,2024,THE_2024,550.5,,,
U01663,2024,THE_2024,550.5,,,
U01664,2024,THE_2024,550.5,,,
U01665,2024,THE_2024,550.5,,,
U01666,2024,THE_2024,550.5,,,
U01667,2024,THE_2024,700.5,,,
U01668,2024,THE_2024,700.5,,,
U01669,2024,THE_2024,700.5,,,
U01670,2024,THE_2024,700.5,,,
U01671,2024,THE_2024,700.5,,,
U01672,2024,THE_2024,700.5,,,
U01673,2024,THE_2024,700.5,,,
U01674,2024,THE_2024,700.5,,,
U01675,2024,THE_2024,700.5,,,
U01676,2024,THE_2024,700.5,,,
U01677,2024,THE_2024,700.5,,,
U01678,2024,THE_2024,700.5,,,
U01679,2024,THE_2024,700.5,,,
U01680,2024,THE_2024,700.5,,,
U01681,2024,THE_2024,700.5,,,
U01682,2024,THE_2024,700.5,,,
U01683,2024,THE_2024,700.5,,,
U01684,2024,THE_2024,700.5,,,
U01685,2024,THE_2024,700.5,,,
U01686,2024,THE_2024,700.5,,,
U01687,2024,THE_2024,700.5,,,
U01688,2024,THE_2024,700.5,,,
U01689,2024,THE_2024,700.5,,,
U01690,2024,THE_2024,700.5,,,
U01691,2024,THE_2024,700.5,,,
U01692,2024,THE_2024,700.5,,,
U01693,2024,THE_2024,700.5,,,
U01694,2024,THE_2024,700.5,,,
U01695,2024,THE_2024,700.5,,,
U01696,2024,THE_2024,700.5,,,
U01697,2024,THE_2024,700.5,,,
U01698,2024,THE_2024,700.5,,,
U01699,2024,THE_2024,700.5,,,
U01700,2024,THE_2024,700.5,,,
U01701,2024,THE_2024,700.5,,,
U01702,2024,THE_2024,700.5,,,
U01703,2024,THE_2024,700.5,,,
U01704,2024,THE_2024,700.5,,,
U01705,2024,THE_2024,700.5,,,
U01706,2024,THE_2024,700.5,,,
U01707,2024,THE_2024,700.5,,,
U01708,2024,THE_2024,700.5,,,
U01709,2024,THE_2024,700.5,,,
U01710,2024,THE_2024,700.5,,,
U01711,2024,THE_2024,700.5,,,
U01712,2024,THE_2024,700.5,,,
U01713,2024,THE_2024,700.5,,,
U01714,2024,THE_2024,700.5,,,
U01715,2024,THE_2024,700.5,,,
U01716,2024,THE_2024,700.5,,,
U01717,2024,THE_2024,700.5,,,
U01718,2024,THE_2024,700.5,,,
U01719,2024,THE_2024,700.5,,,
U01720,2024,THE_2024,700.5,,,
U01721,2024,THE_2024,700.5,,,
U01722,2024,THE_2024,700.5,,,
U01723,2024,THE_2024,700.5,,,
U01724,2024,THE_2024,700.5,,,
U01725,2024,THE_2024,700.5,,,
U01726,2024,THE_2024,700.5,,,
U01727,2024,THE_2024,700.5,,,
U01728,2024,THE_2024,700.5,,,
U01729,2024,THE_2024,700.5,,,
U01730,2024,THE_2024,700.5,,,
U01731,2024,THE_2024,700.5,,,
U01732,2024,THE_2024,700.5,,,
U01733,2024,THE_2024,700.5,,,
U01734,2024,THE_2024,700.5,,,
U01735,2024,THE_2024,700.5,,,
U01736,2024,THE_2024,700.5,,,
U01737,2024,THE_2024,700.5,,,
U01738,2024,THE_2024,700.5,,,
U01739,2024,THE_2024,700.5,,,
U01740,2024,THE_2024,700.5,,,
U01741,2024,THE_2024,700.5,,,
U01742,2024,THE_2024,700.5,,,
U01743,2024,THE_2024,700.5,,,
U01744,2024,THE_2024,700.5,,,
U01745,2024,THE_2024,700.5,,,
U01746,2024,THE_2024,700.5,,,
U01747,2024,THE_2024,700.5,,,
U01748,2024,THE_2024,700.5,,,
U01749,2024,THE_2024,700.5,,,
U01750,2024,THE_2024,700.5,,,
U01751,2024,THE_2024,700.5,,,
U01752,2024,THE_2024,700.5,,,
U01753,2024,THE_2024,700.5,,,
U01754,2024,THE_2024,700.5,,,
U01755,2024,THE_2024,700.5,,,
U01756,2024,THE_2024,700.5,,,
U01757,2024,THE_2024,700.5,,,
U01758,2024,THE_2024,700.5,,,
U01759,2024,THE_2024,700.5,,,
U01760,2024,THE_2024,700.5,,,
U01761,2024,THE_2024,700.5,,,
U01762,2024,THE_2024,700.5,,,
U01763,2024,THE_2024,700.5,,,
U01764,2024,THE_2024,700.5,,,
U01765,2024,THE_2024,700.5,,,
U01766,2024,THE_2024,700.5,,,
U01767,2024,THE_2024,700.5,,,
U01768,2024,THE_2024,700.5,,,
U01769,2024,THE_2024,700.5,,,
U01770,2024,THE_2024,700.5,,,
U01771,2024,THE_2024,700.5,,,
U01772,2024,THE_2024,900.5,,,
U01773,2024,THE_2024,900.5,,,
U01774,2024,THE_2024,900.5,,,
U01775,2024,THE_2024,900.5,,,
U01776,2024,THE_2024,900.5,,,
U01777,2024,THE_2024,900.5,,,
U01778,2024,THE_2024,900.5,,,
U01779,2024,THE_2024,900.5,,,
U01780,2024,THE_2024,900.5,,,
U01781,2024,THE_2024,900.5,,,
U01782,2024,THE_2024,900.5,,,
U01783,2024,THE_2024,900.5,,,
U01784,2024,THE_2024,900.5,,,
U01785,2024,THE_2024,900.5,,,
U01786,2024,THE_2024,900.5,,,
U01787,2024,THE_2024,900.5,,,
U01788,2024,THE_2024,900.5,,,
U01789,2024,THE_2024,900.5,,,
U01790,2024,THE_2024,900.5,,,
U01791,2024,THE_2024,900.5,,,
U01792,2024,THE_2024,900.5,,,
U01793,2024,THE_2024,900.5,,,
U01794,2024,THE_2024,900.5,,,
U01795,2024,THE_2024,900.5,,,
U01796,2024,THE_2024,900.5,,,
U01797,2024,THE_2024,900.5,,,
U01798,2024,THE_2024,900.5,,,
U01799,2024,THE_2024,900.5,,,
U01800,2024,THE_2024,900.5,,,
U01801,2024,THE_2024,900.5,,,
U01802,2024,THE_2024,900.5,,,
U01803,2024,THE_2024,900.5,,,
U01804,2024,THE_2024,900.5,,,
U01805,2024,THE_2024,900.5,,,
U01806,2024,THE_2024,900.5,,,
U01807,2024,THE_2024,900.5,,,
U01808,2024,THE_2024,900.5,,,
U01809,2024,THE_2024,900.5,,,
U01810,2024,THE_2024,900.5,,,
U01811,2024,THE_2024,900.5,,,
U01812,2024,THE_2024,900.5,,,
U01813,2024,THE_2024,900.5,,,
U01814,2024,THE_2024,900.5,,,
U01815,2024,THE_2024,900.5,,,
U01816,2024,THE_2024,900.5,,,
U01817,2024,THE_2024,900.5,,,
U01818,2024,THE_2024,900.5,,,
U01819,2024,THE_2024,900.5,,,
U01820,2024,THE_2024,900.5,,,
U01821,2024,THE_2024,900.5,,,
U01822,2024,THE_2024,900.5,,,
U01823,2024,THE_2024,900.5,,,
U01824,2024,THE_2024,900.5,,,
U01825,2024,THE_2024,900.5,,,
U01826,2024,THE_2024,900.5,,,
U01827,2024,THE_2024,900.5,,,
U01828,2024,THE_2024,900.5,,,
U01829,2024,THE_2024,900.5,,,
U01830,2024,THE_2024,900.5,,,
U01831,2024,THE_2024,900.5,,,
U01832,2024,THE_2024,900.5,,,
U01833,2024,THE_2024,900.5,,,
U01834,2024,THE_2024,900.5,,,
U01835,2024,THE_2024,900.5,,,
U01836,2024,THE_2024,900.5,,,
U01837,2024,THE_2024,900.5,,,
U01838,2024,THE_2024,900.5,,,
U01839,2024,THE_2024,900.5,,,
U01840,2024,THE_2024,900.5,,,
U01841,2024,THE_2024,900.5,,,
U01842,2024,THE_2024,900.5,,,
U01843,2024,THE_2024,900.5,,,
U01844,2024,THE_2024,900.5,,,
U01845,2024,THE_2024,900.5,,,
U01846,2024,THE_2024,900.5,,,
U01847,2024,THE_2024,900.5,,,
U01848,2024,THE_2024,900.5,,,
U01849,2024,THE_2024,900.5,,,
U01850,2024,THE_2024,900.5,,,
U01851,2024,THE_2024,900.5,,,
U01852,2024,THE_2024,900.5,,,
U01853,2024,THE_2024,900.5,,,
U01854,2024,THE_2024,900.5,,,
U01855,2024,THE_2024,900.5,,,
U01856,2024,THE_2024,900.5,,,
U01857,2024,THE_2024,900.5,,,
U01858,2024,THE_2024,900.5,,,
U01859,2024,THE_2024,900.5,,,
U01860,2024,THE_2024,900.5,,,
U01861,2024,THE_2024,900.5,,,
U01862,2024,THE_2024,900.5,,,
U01863,2024,THE_2024,900.5,,,
U01864,2024,THE_2024,900.5,,,
U01865,2024,THE_2024,900.5,,,
U01866,2024,THE_2024,900.5,,,
U01867,2024,THE_2024,900.5,,,
U01868,2024,THE_2024,900.5,,,
U01869,2024,THE_2024,900.5,,,
U01870,2024,THE_2024,900.5,,,
U01871,2024,THE_2024,900.5,,,
U01872,2024,THE_2024,900.5,,,
U01873,2024,THE_2024,900.5,,,
U01874,2024,THE_2024,900.5,,,
U01875,2024,THE_2024,900.5,,,
U01876,2024,THE_2024,900.5,,,
U01877,2024,THE_2024,900.5,,,
U01878,2024,THE_2024,900.5,,,
U01879,2024,THE_2024,900.5,,,
U01880,2024,THE_2024,900.5,,,
U01881,2024,THE_2024,900.5,,,
U01882,2024,THE_2024,900.5,,,
U01883,2024,THE_2024,900.5,,,
U01884,2024,THE_2024,900.5,,,
U01885,2024,THE_2024,1100.5,,,
U01886,2024,THE_2024,1100.5,,,
U01887,2024,THE_2024,1100.5,,,
U01888,2024,THE_2024,1100.5,,,
U01889,2024,THE_2024,1100.5,,,
U01890,2024,THE_2024,1100.5,,,
U01891,2024,THE_2024,1100.5,,,
U01892,2024,THE_2024,1100.5,,,
U01893,2024,THE_2024,1100.5,,,
U01894,2024,THE_2024,1100.5,,,
U01895,2024,THE_2024,1100.5,,,
U01896,2024,THE_2024,1100.5,,,
U01897,2024,THE_2024,1100.5,,,
U01898,2024,THE_2024,1100.5,,,
U01899,2024,THE_2024,1100.5,,,
U01900,2024,THE_2024,1100.5,,,
U01901,2024,THE_2024,1100.5,,,
U01902,2024,THE_2024,1100.5,,,
U01903,2024,THE_2024,1100.5,,,
U01904,2024,THE_2024,1100.5,,,
