university_id,year,source,global_rank,overall_score,academic_reputation,employer_reputation
U00235,2023,WUR_2023,450.5,,,
U00236,2025,QS_2025,236.0,42.3,58.9,27.3
U00237,2025,QS_2025,236.0,42.3,30.5,28.8
U00237,2024,THE_2024,225.5,,,
U00237,2023,WUR_2023,192.0,54.8,,
U00238,2025,QS_2025,236.0,42.3,22.6,20.8
U00238,2024,THE_2024,133.0,63.6,,
U00238,2023,WUR_2023,154.0,57.6,,
U00239,2025,QS_2025,239.0,41.8,54.4,73.5
U00240,2025,QS_2025,239.0,41.8,30.1,14.0
U00240,2024,THE_2024,550.5,,,
U00240,2023,WUR_2023,700.5,,,
U00241,2025,QS_2025,241.0,41.7,40.2,52.1
U00242,2025,QS_2025,241.0,41.7,20.0,35.9
U00242,2024,THE_2024,275.5,,,
U00242,2023,WUR_2023,325.5,,,
U00243,2025,QS_2025,243.0,41.3,22.8,31.0
U00243,2024,THE_2024,161.0,61.4,,
U00243,2023,WUR_2023,123.0,60.7,,
U00244,2025,QS_2025,244.0,41.2,42.8,21.4
U00244,2024,THE_2024,450.5,,,
U00244,2023,WUR_2023,450.5,,,
U00245,2025,QS_2025,245.0,41.1,11.9,10.5
U00246,2025,QS_2025,246.0,41.0,45.6,49.1
U00246,2024,THE_2024,450.5,,,
U00246,2023,WUR_2023,550.5,,,
U00247,2025,QS_2025,246.0,41.0,22.6,10.4
U00247,2024,THE_2024,225.5,,,
U00247,2023,WUR_2023,225.5,,,
U00248,2025,QS_2025,248.0,40.8,24.4,21.8
U00248,2024,THE_2024,92.0,67.4,,
U00248,2023,WUR_2023,98.0,63.5,,
U00249,2025,QS_2025,249.0,40.7,30.6,68.0
U00249,2024,THE_2024,325.5,,,
U00249,2023,WUR_2023,275.5,,,
U00250,2025,QS_2025,250.0,40.6,28.6,29.5
U00250,2024,THE_2024,550.5,,,
U00250,2023,WUR_2023,375.5,,,
U00251,2025,QS_2025,251.0,40.5,27.0,81.0
U00252,2025,QS_2025,252.0,40.3,27.1,21.1
U00252,2024,THE_2024,168.0,60.8,,
U00252,2023,WUR_2023,375.5,,,
U00253,2025,QS_2025,252.0,40.3,18.2,12.0
U00253,2024,THE_2024,325.5,,,
U00253,2023,WUR_2023,550.5,,,
U00254,2025,QS_2025,252.0,40.3,46.4,27.1
U00254,2024,THE_2024,111.0,65.8,,
U00254,2023,WUR_2023,119.0,61.0,,
U00255,2025,QS_2025,255.0,40.1,27.0,13.7
U00255,2024,THE_2024,275.5,,,
U00256,2025,QS_2025,256.0,39.9,43.2,72.7
U00256,2024,THE_2024,1350.5,,,
U00256,2023,WUR_2023,1350.5,,,
U00257,2025,QS_2025,256.0,39.9,17.8,27.1
U00257,2024,THE_2024,375.5,,,
U00257,2023,WUR_2023,550.5,,,
U00258,2025,QS_2025,258.0,39.8,50.0,53.6
U00258,2024,THE_2024,700.5,,,
U00258,2023,WUR_2023,900.5,,,
U00259,2025,QS_2025,259.0,39.7,17.2,15.4
U00259,2024,THE_2024,164.0,61.3,,
U00259,2023,WUR_2023,134.0,59.0,,
U00260,2025,QS_2025,260.0,39.6,44.0,20.7
U00260,2024,THE_2024,450.5,,,
U00260,2023,WUR_2023,550.5,,,
U00261,2025,QS_2025,523.0,23.5,20.1,19.9
U00262,2025,QS_2025,261.0,39.4,34.7,27.3
U00263,2025,QS_2025,263.0,39.3,36.9,56.9
U00264,2025,QS_2025,264.0,39.1,33.2,25.2
U00264,2024,THE_2024,325.5,,,
U00264,2023,WUR_2023,450.5,,,
U00265,2025,QS_2025,265.0,38.8,27.0,65.1
U00266,2025,QS_2025,265.0,38.8,31.7,29.4
U00267,2025,QS_2025,267.0,38.7,24.1,11.3
U00267,2024,THE_2024,161.0,61.4,,
U00267,2023,WUR_2023,131.0,59.4,,
U00268,2025,QS_2025,267.0,38.7,26.5,42.1
U00269,2025,QS_2025,269.0,38.6,17.2,13.5
U00269,2024,THE_2024,225.5,,,
U00269,2023,WUR_2023,450.5,,,
U00270,2025,QS_2025,269.0,38.6,19.5,28.1
U00270,2024,THE_2024,325.5,,,
U00270,2023,WUR_2023,450.5,,,
U00271,2025,QS_2025,271.0,38.5,33.9,10.3
U00271,2024,THE_2024,177.0,60.2,,
U00271,2023,WUR_2023,275.5,,,
U00272,2025,QS_2025,272.0,38.4,28.0,14.1
U00273,2025,QS_2025,273.0,38.3,30.1,35.1
U00273,2024,THE_2024,325.5,,,
U00273,2023,WUR_2023,325.5,,,
U00274,2025,QS_2025,273.0,38.3,26.2,30.3
U00274,2024,THE_2024,325.5,,,
U00274,2023,WUR_2023,325.5,,,
U00275,2025,QS_2025,275.0,38.2,19.4,16.7
U00275,2024,THE_2024,325.5,,,
U00276,2025,QS_2025,275.0,38.2,38.2,17.2
U00277,2025,QS_2025,275.0,38.2,35.0,12.7
U00278,2025,QS_2025,278.0,38.1,41.3,17.9
U00278,2024,THE_2024,450.5,,,
U00278,2023,WUR_2023,450.5,,,
U00279,2025,QS_2025,278.0,38.1,23.3,13.7
U00279,2024,THE_2024,225.5,,,
U00279,2023,WUR_2023,225.5,,,
U00280,2025,QS_2025,280.0,38.0,13.6,13.5
U00280,2024,THE_2024,199.0,58.7,,
U00281,2025,QS_2025,281.0,37.9,32.8,18.2
U00282,2025,QS_2025,281.0,37.9,25.9,30.0
U00282,2024,THE_2024,325.5,,,
U00282,2023,WUR_2023,450.5,,,
U00283,2025,QS_2025,283.0,37.5,65.6,33.3
U00283,2024,THE_2024,900.5,,,
U00283,2023,WUR_2023,900.5,,,
U00284,2025,QS_2025,284.0,37.3,9.3,2.5
U00284,2024,THE_2024,225.5,,,
U00285,2025,QS_2025,285.0,37.2,31.2,70.2
U00285,2024,THE_2024,375.5,,,
U00285,2023,WUR_2023,550.5,,,
U00286,2025,QS_2025,285.0,37.2,33.5,56.3
U00287,2025,QS_2025,285.0,37.2,35.2,30.4
U00287,2024,THE_2024,160.0,61.5,,
U00287,2023,WUR_2023,146.0,58.0,,
U00288,2025,QS_2025,285.0,37.2,19.8,13.7
U00288,2024,THE_2024,225.5,,,
U00288,2023,WUR_2023,163.0,56.9,,
U00289,2025,QS_2025,285.0,37.2,52.8,17.0
U00289,2024,THE_2024,375.5,,,
U00289,2023,WUR_2023,325.5,,,
U00290,2025,QS_2025,285.0,37.2,19.7,17.9
U00290,2024,THE_2024,275.5,,,
U00290,2023,WUR_2023,225.5,,,
U00291,2025,QS_2025,291.0,37.1,13.9,11.4
U00291,2024,THE_2024,225.5,,,
U00291,2023,WUR_2023,325.5,,,
U00292,2025,QS_2025,291.0,37.1,31.6,8.3
U00292,2024,THE_2024,275.5,,,
U00292,2023,WUR_2023,225.5,,,
U00293,2025,QS_2025,293.0,37.0,37.3,22.2
U00294,2025,QS_2025,293.0,37.0,16.0,7.4
U00294,2024,THE_2024,275.5,,,
U00294,2023,WUR_2023,325.5,,,
U00295,2025,QS_2025,295.0,36.9,19.0,39.4
U00295,2024,THE_2024,275.5,,,
U00295,2023,WUR_2023,550.5,,,
U00296,2025,QS_2025,296.0,36.7,26.1,35.8
U00296,2024,THE_2024,325.5,,,
U00297,2025,QS_2025,297.0,36.6,37.3,27.3
U00297,2024,THE_2024,166.0,61.1,,
U00297,2023,WUR_2023,156.0,57.4,,
U00298,2025,QS_2025,298.0,36.5,36.2,51.9
U00298,2024,THE_2024,450.5,,,
U00299,2025,QS_2025,298.0,36.5,23.1,43.1
U00299,2024,THE_2024,275.5,,,
U00299,2023,WUR_2023,275.5,,,
U00300,2025,QS_2025,300.0,36.4,20.4,28.2
U00300,2024,THE_2024,158.0,61.7,,
U00300,2023,WUR_2023,176.0,56.1,,
U00301,2025,QS_2025,301.0,36.3,29.3,41.9
U00301,2024,THE_2024,187.0,59.5,,
U00301,2023,WUR_2023,136.0,58.6,,
U00302,2025,QS_2025,302.0,35.9,23.2,24.3
U00302,2024,THE_2024,275.5,,,
U00302,2023,WUR_2023,550.5,,,
U00303,2025,QS_2025,302.0,35.9,27.8,6.2
U00303,2024,THE_2024,152.0,61.9,,
U00304,2025,QS_2025,304.0,35.8,18.5,26.6
U00304,2024,THE_2024,275.5,,,
U00304,2023,WUR_2023,275.5,,,
U00305,2025,QS_2025,304.0,35.8,61.9,23.3
U00306,2025,QS_2025,306.0,35.7,19.9,20.8
U00306,2024,THE_2024,225.5,,,
U00306,2023,WUR_2023,275.5,,,
U00307,2025,QS_2025,307.0,35.5,37.5,22.3
U00307,2024,THE_2024,92.0,67.4,,
U00307,2023,WUR_2023,95.0,63.6,,
U00308,2025,QS_2025,308.0,35.3,37.1,79.1
U00309,2025,QS_2025,309.0,35.2,43.2,33.2
U00310,2025,QS_2025,309.0,35.2,20.3,7.8
U00311,2025,QS_2025,311.0,35.1,26.7,25.4
U00311,2024,THE_2024,275.5,,,
U00311,2023,WUR_2023,375.5,,,
U00312,2025,QS_2025,312.0,35.0,37.8,46.4
U00312,2024,THE_2024,700.5,,,
U00312,2023,WUR_2023,700.5,,,
U00313,2025,QS_2025,312.0,35.0,17.7,17.9
U00313,2024,THE_2024,450.5,,,
U00314,2025,QS_2025,314.0,34.9,23.1,33.0
U00315,2025,QS_2025,315.0,34.8,17.3,42.4
U00315,2024,THE_2024,450.5,,,
U00315,2023,WUR_2023,450.5,,,
U00316,2025,QS_2025,316.0,34.7,24.4,48.7
U00316,2024,THE_2024,700.5,,,
U00317,2025,QS_2025,316.0,34.7,16.6,35.5
U00318,2025,QS_2025,316.0,34.7,25.8,25.2
U00318,2024,THE_2024,199.0,58.7,,
U00318,2023,WUR_2023,225.5,,,
U00319,2025,QS_2025,319.0,34.6,24.0,11.4
U00319,2024,THE_2024,275.5,,,
U00320,2025,QS_2025,320.0,34.4,36.1,17.5
U00320,2024,THE_2024,138.0,62.9,,
U00320,2023,WUR_2023,148.0,57.8,,
U00321,2025,QS_2025,321.0,34.2,34.4,62.0
U00321,2024,THE_2024,1601.0,,,
U00321,2023,WUR_2023,1350.5,,,
U00322,2025,QS_2025,321.0,34.2,21.3,44.9
U00322,2024,THE_2024,700.5,,,
U00322,2023,WUR_2023,900.5,,,
U00323,2025,QS_2025,321.0,34.2,31.3,56.5
U00324,2025,QS_2025,324.0,34.1,19.0,29.5
U00324,2024,THE_2024,225.5,,,
U00324,2023,WUR_2023,194.0,54.6,,
U00325,2025,QS_2025,324.0,34.1,20.2,15.9
U00325,2024,THE_2024,275.5,,,
U00325,2023,WUR_2023,275.5,,,
U00326,2025,QS_2025,326.0,34.0,10.5,11.8
U00326,2024,THE_2024,375.5,,,
U00327,2025,QS_2025,326.0,34.0,27.0,67.2
U00327,2024,THE_2024,550.5,,,
U00327,2023,WUR_2023,700.5,,,
U00328,2025,QS_2025,328.0,33.8,23.2,37.1
U00328,2024,THE_2024,275.5,,,
U00329,2025,QS_2025,328.0,33.8,36.2,28.1
U00330,2025,QS_2025,328.0,33.8,38.1,35.3
U00330,2024,THE_2024,900.5,,,
U00330,2023,WUR_2023,1100.5,,,
U00331,2025,QS_2025,331.0,33.7,31.8,28.8
U00331,2024,THE_2024,225.5,,,
U00331,2023,WUR_2023,275.5,,,
U00332,2025,QS_2025,501.0,24.1,15.9,24.6
U00332,2024,THE_2024,225.5,,,
U00332,2023,WUR_2023,325.5,,,
U00333,2025,QS_2025,332.0,33.6,17.2,7.2
U00333,2024,THE_2024,275.5,,,
U00334,2025,QS_2025,334.0,33.5,44.7,14.3
U00334,2024,THE_2024,325.5,,,
U00334,2023,WUR_2023,450.5,,,
U00335,2025,QS_2025,335.0,33.4,19.4,29.0
U00336,2025,QS_2025,336.0,33.3,13.5,5.6
U00336,2024,THE_2024,325.5,,,
U00336,2023,WUR_2023,325.5,,,
U00337,2025,QS_2025,336.0,33.3,6.4,9.4
U00337,2024,THE_2024,275.5,,,
U00337,2023,WUR_2023,325.5,,,
U00338,2025,QS_2025,336.0,33.3,20.4,12.3
U00338,2024,THE_2024,150.0,62.0,,
U00338,2023,WUR_2023,196.0,54.5,,
U00339,2025,QS_2025,336.0,33.3,36.3,65.3
U00339,2024,THE_2024,1350.5,,,
U00339,2023,WUR_2023,900.5,,,
U00340,2025,QS_2025,340.0,33.2,11.1,5.3
U00340,2024,THE_2024,375.5,,,
U00340,2023,WUR_2023,550.5,,,
U00341,2025,QS_2025,340.0,33.2,21.3,12.7
U00341,2024,THE_2024,325.5,,,
U00342,2025,QS_2025,342.0,33.0,11.1,13.3
U00342,2024,THE_2024,375.5,,,
U00342,2023,WUR_2023,450.5,,,
U00343,2025,QS_2025,342.0,33.0,11.5,33.6
U00343,2024,THE_2024,325.5,,,
U00343,2023,WUR_2023,450.5,,,
U00344,2025,QS_2025,344.0,32.9,18.8,32.0
U00344,2024,THE_2024,700.5,,,
U00344,2023,WUR_2023,1100.5,,,
U00345,2025,QS_2025,344.0,32.9,16.9,7.7
U00345,2024,THE_2024,191.0,59.2,,
U00345,2023,WUR_2023,151.0,57.7,,
U00346,2025,QS_2025,344.0,32.9,15.1,13.5
U00346,2024,THE_2024,275.5,,,
U00347,2025,QS_2025,347.0,32.8,14.7,32.5
U00347,2024,THE_2024,225.5,,,
U00348,2025,QS_2025,347.0,32.8,36.6,19.7
U00348,2024,THE_2024,375.5,,,
U00348,2023,WUR_2023,375.5,,,
U00349,2025,QS_2025,349.0,32.6,17.0,7.7
U00349,2024,THE_2024,375.5,,,
U00349,2023,WUR_2023,325.5,,,
U00350,2025,QS_2025,350.0,32.5,45.8,41.0
U00350,2024,THE_2024,900.5,,,
U00350,2023,WUR_2023,900.5,,,
U00351,2025,QS_2025,350.0,32.5,16.8,34.8
U00351,2024,THE_2024,550.5,,,
U00351,2023,WUR_2023,550.5,,,
U00352,2025,QS_2025,352.0,32.4,20.8,21.3
U00352,2024,THE_2024,375.5,,,
U00352,2023,WUR_2023,375.5,,,
U00353,2025,QS_2025,353.0,32.3,20.4,71.6
U00354,2025,QS_2025,354.0,32.2,23.9,48.8
U00354,2024,THE_2024,550.5,,,
U00354,2023,WUR_2023,900.5,,,
U00355,2025,QS_2025,355.0,32.1,33.4,23.6
U00356,2025,QS_2025,355.0,32.1,29.4,10.8
U00356,2024,THE_2024,450.5,,,
U00356,2023,WUR_2023,700.5,,,
U00357,2025,QS_2025,355.0,32.1,9.2,4.5
U00357,2024,THE_2024,225.5,,,
U00357,2023,WUR_2023,225.5,,,
U00358,2025,QS_2025,358.0,32.0,22.9,10.5
U00358,2024,THE_2024,325.5,,,
U00359,2025,QS_2025,359.0,31.9,13.8,9.0
U00359,2024,THE_2024,450.5,,,
U00359,2023,WUR_2023,550.5,,,
U00360,2025,QS_2025,359.0,31.9,48.4,61.6
U00361,2025,QS_2025,359.0,31.9,13.9,5.6
U00361,2024,THE_2024,700.5,,,
U00361,2023,WUR_2023,900.5,,,
U00362,2025,QS_2025,362.0,31.7,18.6,17.1
U00362,2024,THE_2024,700.5,,,
U00362,2023,WUR_2023,700.5,,,
U00363,2025,QS_2025,362.0,31.7,23.6,16.2
U00363,2024,THE_2024,325.5,,,
U00363,2023,WUR_2023,450.5,,,
U00364,2025,QS_2025,362.0,31.7,22.7,18.6
U00364,2024,THE_2024,375.5,,,
U00365,2025,QS_2025,365.0,31.6,36.3,30.5
U00366,2025,QS_2025,365.0,31.6,38.5,28.3
U00366,2024,THE_2024,225.5,,,
U00366,2023,WUR_2023,275.5,,,
U00367,2025,QS_2025,367.0,31.5,31.6,22.8
U00368,2025,QS_2025,368.0,31.4,44.1,21.8
U00368,2024,THE_2024,700.5,,,
U00368,2023,WUR_2023,900.5,,,
U00369,2025,QS_2025,368.0,31.4,32.9,46.7
U00370,2025,QS_2025,368.0,31.4,20.6,26.8
U00370,2024,THE_2024,450.5,,,
U00371,2025,QS_2025,371.0,31.3,25.2,28.8
U00371,2024,THE_2024,225.5,,,
U00371,2023,WUR_2023,225.5,,,
U00372,2025,QS_2025,371.0,31.3,8.2,5.0
U00372,2024,THE_2024,450.5,,,
U00372,2023,WUR_2023,450.5,,,
U00373,2025,QS_2025,371.0,31.3,31.8,27.7
U00374,2025,QS_2025,371.0,31.3,41.5,7.2
U00374,2024,THE_2024,450.5,,,
U00374,2023,WUR_2023,450.5,,,
U00375,2025,QS_2025,375.0,31.2,34.6,8.4
U00375,2024,THE_2024,375.5,,,
U00375,2023,WUR_2023,450.5,,,
U00376,2025,QS_2025,375.0,31.2,27.8,12.1
U00376,2024,THE_2024,325.5,,,
U00377,2025,QS_2025,377.0,31.1,18.5,9.8
U00377,2024,THE_2024,275.5,,,
U00377,2023,WUR_2023,325.5,,,
U00378,2025,QS_2025,377.0,31.1,45.3,56.6
U00379,2025,QS_2025,377.0,31.1,36.6,22.5
U00379,2024,THE_2024,375.5,,,
U00379,2023,WUR_2023,550.5,,,
U00380,2025,QS_2025,380.0,30.8,4.9,4.8
U00381,2025,QS_2025,380.0,30.8,15.4,10.0
U00381,2024,THE_2024,450.5,,,
U00381,2023,WUR_2023,375.5,,,
U00382,2025,QS_2025,382.0,30.7,40.4,15.1
U00382,2024,THE_2024,450.5,,,
U00382,2023,WUR_2023,450.5,,,
U00383,2025,QS_2025,383.0,30.6,10.0,12.0
U00383,2024,THE_2024,550.5,,,
U00383,2023,WUR_2023,900.5,,,
U00384,2025,QS_2025,384.0,30.5,19.9,14.2
U00384,2024,THE_2024,325.5,,,
U00384,2023,WUR_2023,225.5,,,
U00385,2025,QS_2025,385.0,30.4,12.1,6.6
U00385,2024,THE_2024,275.5,,,
U00385,2023,WUR_2023,450.5,,,
U00386,2025,QS_2025,385.0,30.4,20.2,8.8
U00387,2025,QS_2025,387.0,30.3,28.4,40.7
U00387,2024,THE_2024,1350.5,,,
U00388,2025,QS_2025,388.0,30.2,28.7,21.8
U00389,2025,QS_2025,389.0,30.1,3.3,1.8
U00389,2024,THE_2024,275.5,,,
U00389,2023,WUR_2023,225.5,,,
U00390,2025,QS_2025,389.0,30.1,10.0,4.7
U00390,2024,THE_2024,550.5,,,
U00391,2025,QS_2025,389.0,30.1,26.4,26.2
U00391,2024,THE_2024,275.5,,,
U00392,2025,QS_2025,392.0,30.0,27.6,37.9
U00392,2024,THE_2024,450.5,,,
U00392,2023,WUR_2023,700.5,,,
U00393,2025,QS_2025,393.0,29.9,26.7,33.2
U00393,2024,THE_2024,550.5,,,
U00393,2023,WUR_2023,450.5,,,
U00394,2025,QS_2025,393.0,29.9,17.7,5.9
U00394,2024,THE_2024,225.5,,,
U00394,2023,WUR_2023,192.0,54.8,,
U00395,2025,QS_2025,393.0,29.9,31.3,15.4
U00395,2024,THE_2024,325.5,,,
U00395,2023,WUR_2023,375.5,,,
U00396,2025,QS_2025,396.0,29.7,19.2,11.8
U00397,2025,QS_2025,396.0,29.7,20.3,8.8
U00398,2025,QS_2025,396.0,29.7,10.8,16.1
U00398,2024,THE_2024,275.5,,,
U00398,2023,WUR_2023,275.5,,,
U00399,2025,QS_2025,396.0,29.7,17.0,11.8
U00400,2025,QS_2025,396.0,29.7,8.8,5.7
U00400,2024,THE_2024,375.5,,,
U00400,2023,WUR_2023,325.5,,,
U00401,2025,QS_2025,401.0,29.6,23.6,11.4
U00401,2024,THE_2024,900.5,,,
U00402,2025,QS_2025,401.0,29.6,24.3,54.6
U00402,2024,THE_2024,375.5,,,
U00402,2023,WUR_2023,450.5,,,
U00403,2025,QS_2025,403.0,29.5,5.2,20.5
U00403,2024,THE_2024,375.5,,,
U00403,2023,WUR_2023,700.5,,,
U00404,2025,QS_2025,403.0,29.5,14.3,7.7
U00404,2024,THE_2024,375.5,,,
U00404,2023,WUR_2023,275.5,,,
U00405,2025,QS_2025,405.0,29.3,7.4,28.7
U00406,2025,QS_2025,405.0,29.3,27.8,43.4
U00406,2024,THE_2024,1601.0,,,
U00406,2023,WUR_2023,1601.0,,,
U00407,2025,QS_2025,405.0,29.3,6.1,4.6
U00408,2025,QS_2025,408.0,29.1,10.0,3.6
U00408,2023,WUR_2023,375.5,,,
U00409,2025,QS_2025,408.0,29.1,23.5,31.7
U00409,2024,THE_2024,700.5,,,
U00409,2023,WUR_2023,900.5,,,
U00410,2025,QS_2025,410.0,29.0,24.0,38.4
U00410,2024,THE_2024,450.5,,,
U00411,2025,QS_2025,410.0,29.0,32.1,31.1
U00412,2025,QS_2025,412.0,28.9,19.3,11.2
U00412,2024,THE_2024,450.5,,,
U00413,2025,QS_2025,413.0,28.8,14.7,15.7
U00413,2024,THE_2024,550.5,,,
U00413,2023,WUR_2023,700.5,,,
U00414,2025,QS_2025,413.0,28.8,3.1,2.8
U00415,2025,QS_2025,415.0,28.7,15.8,11.4
U00415,2024,THE_2024,550.5,,,
U00415,2023,WUR_2023,700.5,,,
U00416,2025,QS_2025,416.0,28.6,30.7,37.6
U00416,2024,THE_2024,700.5,,,
U00416,2023,WUR_2023,700.5,,,
U00417,2025,QS_2025,416.0,28.6,23.9,24.8
U00417,2024,THE_2024,375.5,,,
U00417,2023,WUR_2023,550.5,,,
U00418,2025,QS_2025,418.0,28.5,18.4,13.7
U00418,2024,THE_2024,325.5,,,
U00418,2023,WUR_2023,225.5,,,
U00419,2025,QS_2025,418.0,28.5,24.9,65.3
U00420,2025,QS_2025,420.0,28.4,22.0,42.4
U00420,2024,THE_2024,1100.5,,,
U00420,2023,WUR_2023,1350.5,,,
U00421,2025,QS_2025,421.0,28.3,20.1,26.0
U00421,2024,THE_2024,450.5,,,
U00421,2023,WUR_2023,450.5,,,
U00422,2025,QS_2025,421.0,28.3,18.3,25.5
U00422,2024,THE_2024,450.5,,,
U00423,2025,QS_2025,423.0,28.1,12.5,18.5
U00423,2024,THE_2024,450.5,,,
U00423,2023,WUR_2023,450.5,,,
U00424,2025,QS_2025,423.0,28.1,19.2,8.1
U00424,2024,THE_2024,275.5,,,
U00424,2023,WUR_2023,275.5,,,
U00425,2025,QS_2025,425.0,28.0,13.9,54.7
U00425,2024,THE_2024,900.5,,,
U00425,2023,WUR_2023,1100.5,,,
U00426,2025,QS_2025,426.0,27.9,23.5,46.9
U00426,2024,THE_2024,1350.5,,,
U00426,2023,WUR_2023,1350.5,,,
U00427,2025,QS_2025,426.0,27.9,21.2,32.0
U00427,2024,THE_2024,375.5,,,
U00427,2023,WUR_2023,450.5,,,
U00428,2025,QS_2025,428.0,27.8,15.8,7.0
U00429,2025,QS_2025,428.0,27.8,13.5,6.6
U00429,2024,THE_2024,325.5,,,
U00429,2023,WUR_2023,450.5,,,
U00430,2025,QS_2025,430.0,27.7,11.8,4.2
U00430,2023,WUR_2023,900.5,,,
U00431,2025,QS_2025,431.0,27.6,8.6,4.1
U00431,2023,WUR_2023,375.5,,,
U00432,2025,QS_2025,431.0,27.6,22.0,13.5
U00432,2024,THE_2024,550.5,,,
U00433,2025,QS_2025,431.0,27.6,44.4,14.1
U00433,2024,THE_2024,550.5,,,
U00433,2023,WUR_2023,700.5,,,
U00434,2025,QS_2025,477.0,25.1,17.3,42.2
U00434,2024,THE_2024,,,,
U00434,2023,WUR_2023,,,,
U00435,2025,QS_2025,435.0,27.4,8.1,49.3
U00436,2025,QS_2025,436.0,27.2,7.8,14.0
U00436,2024,THE_2024,450.5,,,
U00436,2023,WUR_2023,550.5,,,
U00437,2025,QS_2025,436.0,27.2,8.0,4.5
U00437,2024,THE_2024,375.5,,,
U00437,2023,WUR_2023,450.5,,,
U00438,2025,QS_2025,436.0,27.2,26.5,16.3
U00439,2025,QS_2025,439.0,27.1,19.1,23.5
U00439,2024,THE_2024,900.5,,,
U00439,2023,WUR_2023,900.5,,,
U00440,2025,QS_2025,440.0,27.0,7.4,5.3
U00441,2025,QS_2025,440.0,27.0,21.7,7.4
U00442,2025,QS_2025,442.0,26.8,18.3,20.4
U00443,2025,QS_2025,442.0,26.8,24.7,18.4
U00443,2024,THE_2024,700.5,,,
U00444,2025,QS_2025,442.0,26.8,24.2,35.5
U00445,2025,QS_2025,445.0,26.7,14.4,6.5
U00445,2024,THE_2024,375.5,,,
U00445,2023,WUR_2023,375.5,,,
U00446,2025,QS_2025,445.0,26.7,12.7,5.9
U00446,2024,THE_2024,375.5,,,
U00446,2023,WUR_2023,450.5,,,
U00447,2025,QS_2025,445.0,26.7,35.6,11.0
U00448,2025,QS_2025,448.0,26.6,9.6,3.8
U00448,2024,THE_2024,450.5,,,
U00448,2023,WUR_2023,700.5,,,
U00449,2025,QS_2025,448.0,26.6,7.9,10.3
U00449,2024,THE_2024,375.5,,,
U00449,2023,WUR_2023,450.5,,,
U00450,2025,QS_2025,448.0,26.6,18.6,3.4
U00451,2025,QS_2025,451.0,26.5,5.3,5.0
U00451,2024,THE_2024,375.5,,,
U00451,2023,WUR_2023,450.5,,,
U00452,2025,QS_2025,452.0,26.4,12.1,7.8
U00452,2024,THE_2024,325.5,,,
U00452,2023,WUR_2023,550.5,,,
U00453,2025,QS_2025,452.0,26.4,34.7,20.5
U00453,2024,THE_2024,550.5,,,
U00454,2025,QS_2025,452.0,26.4,14.4,12.6
U00454,2024,THE_2024,375.5,,,
U00454,2023,WUR_2023,450.5,,,
U00455,2025,QS_2025,452.0,26.4,11.2,9.4
U00455,2024,THE_2024,450.5,,,
U00455,2023,WUR_2023,375.5,,,
U00456,2025,QS_2025,456.0,26.3,16.6,23.6
U00456,2024,THE_2024,225.5,,,
U00457,2025,QS_2025,456.0,26.3,19.9,11.6
U00458,2025,QS_2025,456.0,26.3,39.1,10.3
U00459,2025,QS_2025,456.0,26.3,12.8,12.8
U00459,2024,THE_2024,450.5,,,
U00459,2023,WUR_2023,550.5,,,
U00460,2025,QS_2025,460.0,26.2,18.0,7.3
U00461,2025,QS_2025,461.0,26.1,43.4,55.0
U00462,2025,QS_2025,462.0,26.0,21.7,15.4
U00462,2024,THE_2024,325.5,,,
U00462,2023,WUR_2023,325.5,,,
U00463,2025,QS_2025,462.0,26.0,39.1,12.6
U00464,2025,QS_2025,464.0,25.9,4.4,3.4
U00465,2025,QS_2025,465.0,25.8,28.4,33.2
U00465,2024,THE_2024,700.5,,,
U00465,2023,WUR_2023,900.5,,,
U00466,2025,QS_2025,466.0,25.7,18.3,10.5
U00467,2025,QS_2025,466.0,25.7,11.0,52.0
U00467,2024,THE_2024,700.5,,,
U00467,2023,WUR_2023,550.5,,,
U00468,2025,QS_2025,466.0,25.7,18.0,10.7
U00469,2025,QS_2025,466.0,25.7,23.3,20.0
U00469,2024,THE_2024,325.5,,,
U00469,2023,WUR_2023,375.5,,,
U00470,2025,QS_2025,470.0,25.6,20.7,12.0
U00470,2024,THE_2024,375.5,,,
U00470,2023,WUR_2023,450.5,,,
U00471,2025,QS_2025,471.0,25.5,14.4,14.5
U00471,2024,THE_2024,550.5,,,
U00471,2023,WUR_2023,700.5,,,
U00472,2025,QS_2025,472.0,25.3,15.5,5.2
U00472,2024,THE_2024,325.5,,,
U00472,2023,WUR_2023,325.5,,,
U00473,2025,QS_2025,472.0,25.3,12.8,12.3
U00473,2024,THE_2024,450.5,,,
U00473,2023,WUR_2023,550.5,,,
U00474,2025,QS_2025,474.0,25.2,8.6,5.8
U00474,2024,THE_2024,450.5,,,
U00474,2023,WUR_2023,450.5,,,
U00475,2025,QS_2025,474.0,25.2,24.1,12.3
U00475,2024,THE_2024,700.5,,,
U00475,2023,WUR_2023,900.5,,,
U00476,2025,QS_2025,474.0,25.2,15.8,3.4
U00477,2025,QS_2025,434.0,27.5,18.1,17.3
U00477,2024,THE_2024,375.5,,,
U00477,2023,WUR_2023,275.5,,,
U00478,2025,QS_2025,477.0,25.1,24.0,52.1
U00478,2024,THE_2024,700.5,,,
U00478,2023,WUR_2023,900.5,,,
U00479,2025,QS_2025,477.0,25.1,6.1,5.0
U00479,2023,WUR_2023,700.5,,,
U00480,2025,QS_2025,477.0,25.1,14.9,5.7
U00480,2024,THE_2024,325.5,,,
