university_id,university_name,the_rank_2023,the_rank_2023_numeric,the_2023_rank_type
U1921,University of Malakand,601.0,601.0,Banded
U1923,Medical University of Lodz,601.0,601.0,Banded
U1925,University of Mohaghegh Ardabili,601.0,601.0,Banded
U1978,Azarbaijan Shahid Madani University,601.0,601.0,Banded
U1983,Benha University,601.0,601.0,Banded
U1999,Fayoum University,601.0,601.0,Banded
U2015,Icesi University,601.0,601.0,Banded
U2027,Kansai Medical University,601.0,601.0,Banded
U2039,Maharishi Markandeshwar University (MMU),601.0,601.0,Banded
U2049,Minia University,601.0,601.0,Banded
U2063,"University of Occupational and Environmental Health, Japan",601.0,601.0,Banded
U2065,Universidad Peruana Cayetano Heredia,601.0,601.0,Banded
U2072,Riphah International University,601.0,601.0,Banded
U2122,University of Antofagasta,601.0,601.0,Banded
U2151,University of Costa Rica,601.0,601.0,Banded
U2155,Dow University of Health Sciences,601.0,601.0,Banded
U2157,Universidade Eduardo Mondlane,601.0,601.0,Banded
U2236,University of Namibia,601.0,601.0,Banded
U2590,Riga Stradiņš University,601.0,601.0,Banded
U3398,Université Bourgogne Franche-Comté (UBFC),601.0,601.0,Banded
U3399,University of Desarrollo,601.0,601.0,Banded
U3400,Graphic Era University,601.0,601.0,Banded
U3401,Indian Institute of Technology Indore,601.0,601.0,Banded
U3402,Majmaah University,601.0,601.0,Banded
U3403,University of Perugia,601.0,601.0,Banded
U3404,University of Strasbourg,601.0,601.0,Banded
U0188,keio university,801.0,801.0,Banded
U0229,chulalongkorn university,801.0,801.0,Banded
U0258,university of warsaw,801.0,801.0,Banded
U0322,national technical university of athens,801.0,801.0,Banded
U0339,university of the philippines,801.0,801.0,Banded
U0350,cairo university,801.0,801.0,Banded
U0354,university of pretoria,801.0,801.0,Banded
U0361,university of aveiro,801.0,801.0,Banded
U0368,mahidol university,801.0,801.0,Banded
U0383,anna university,801.0,801.0,Banded
U0409,masaryk university,801.0,801.0,Banded
U0430,university of science and technology beijing,801.0,801.0,Banded
U0439,vilnius university,801.0,801.0,Banded
U0453,national taiwan normal university,801.0,801.0,Banded
U0465,kobe university,801.0,801.0,Banded
U0475,hiroshima university,801.0,801.0,Banded
U0478,bilkent university,801.0,801.0,Banded
U0486,national sun yat-sen university,801.0,801.0,Banded
U0508,aristotle university of thessaloniki,801.0,801.0,Banded
U0511,ewha womans university,801.0,801.0,Banded
U0519,kyungpook national university,801.0,801.0,Banded
U0531,coventry university,801.0,801.0,Banded
U0542,sunway university,801.0,801.0,Banded
U0544,university of salamanca,801.0,801.0,Banded
U0572,university of the punjab,801.0,801.0,Banded
U0599,university of ljubljana,801.0,801.0,Banded
U0603,king khalid university,801.0,801.0,Banded
U0621,university of minho,801.0,801.0,Banded
U0654,universiti tenaga nasional (uniten),801.0,801.0,Banded
U0656,university of the basque country,801.0,801.0,Banded
U0687,princess nourah bint abdulrahman university,801.0,801.0,Banded
U0689,"university of agriculture, faisalabad",801.0,801.0,Banded
U0694,shiraz university,801.0,801.0,Banded
U0740,university of belgrade,801.0,801.0,Banded
U0746,universiti malaysia pahang,801.0,801.0,Banded
U0762,university of malta,801.0,801.0,Banded
U0766,king faisal university,801.0,801.0,Banded
U0786,texas tech university,801.0,801.0,Banded
U0787,the new school,801.0,801.0,Banded
U0790,university of latvia,801.0,801.0,Banded
U0804,alexandria university,801.0,801.0,Banded
U0809,"birla institute of technology and science, pilani",801.0,801.0,Banded
U0817,kuwait university,801.0,801.0,Banded
U0828,toronto metropolitan university,801.0,801.0,Banded
U0843,university of brighton,801.0,801.0,Banded
U0859,cy cergy paris university,801.0,801.0,Banded
U0860,donghua university,801.0,801.0,Banded
U0864,kansas state university,801.0,801.0,Banded
U0894,university of palermo,801.0,801.0,Banded
U0915,makerere university,801.0,801.0,Banded
U0938,university of calabria,801.0,801.0,Banded
U0945,university of peshawar,801.0,801.0,Banded
U0946,university of salford,801.0,801.0,Banded
U0949,worcester polytechnic institute,801.0,801.0,Banded
U0954,athens university of economics and business,801.0,801.0,Banded
U0959,clemson university,801.0,801.0,Banded
U0975,rhodes university,801.0,801.0,Banded
U0982,the university of alabama,801.0,801.0,Banded
U1005,yeungnam university,801.0,801.0,Banded
U1006,al-azhar university,801.0,801.0,Banded
U1007,aligarh muslim university,801.0,801.0,Banded
U1054,leeds beckett university,801.0,801.0,Banded
U1061,mississippi state university,801.0,801.0,Banded
U1066,nanjing normal university,801.0,801.0,Banded
U1076,panjab university,801.0,801.0,Banded
U1086,sheffield hallam university,801.0,801.0,Banded
U1100,taibah university,801.0,801.0,Banded
U1165,university of deusto,801.0,801.0,Banded
U1169,university of ioannina,801.0,801.0,Banded
U1182,university of rhode island,801.0,801.0,Banded
U1188,university of the free state,801.0,801.0,Banded
U1195,university of wyoming,801.0,801.0,Banded
U1203,al-balqa applied university,801.0,801.0,Banded
U1262,marquette university,801.0,801.0,Banded
U1295,suez canal university,801.0,801.0,Banded
U1300,tanta university,801.0,801.0,Banded
U1371,university of memphis,801.0,801.0,Banded
U1375,university of north carolina at greensboro,801.0,801.0,Banded
U1401,zagazig university,801.0,801.0,Banded
U1446,universidad autónoma de chile,801.0,801.0,Banded
U1694,"China University of Petroleum, Beijing",801.0,801.0,Banded
U1727,Yangzhou University,801.0,801.0,Banded
U1730,The University of Aizu,801.0,801.0,Banded
U1736,University of Beira Interior,801.0,801.0,Banded
U1737,Bharathiar University,801.0,801.0,Banded
U1738,Boğaziçi University,801.0,801.0,Banded
U1749,École Nationale des Travaux Publics de l'État (ENTPE),801.0,801.0,Banded
U1755,University of Foggia,801.0,801.0,Banded
U1758,Guangdong University of Technology,801.0,801.0,Banded
U1764,Indian Institute of Technology Patna,801.0,801.0,Banded
U1768,ISCTE-University Institute of Lisbon,801.0,801.0,Banded
U1773,Juntendo University,801.0,801.0,Banded
U1784,Manipal Academy of Higher Education,801.0,801.0,Banded
U1788,Monterrey Institute of Technology,801.0,801.0,Banded
U1789,University of Namur,801.0,801.0,Banded
U1790,Nanjing Forestry University,801.0,801.0,Banded
U1791,Nanjing Tech University,801.0,801.0,Banded
U1792,National Institute of Applied Sciences of Lyon (INSA Lyon),801.0,801.0,Banded
U1793,National University of Sciences and Technology,801.0,801.0,Banded
U1800,"Northeastern University, China",801.0,801.0,Banded
U1801,Northern Illinois University,801.0,801.0,Banded
U1803,Ohio University (Main campus),801.0,801.0,Banded
U1804,Old Dominion University,801.0,801.0,Banded
U1810,Parthenope University of Naples,801.0,801.0,Banded
U1811,Universiti Pendidikan Sultan Idris,801.0,801.0,Banded
U1812,Universitat Politècnica de Catalunya,801.0,801.0,Banded
U1813,Polytechnic University of Valencia,801.0,801.0,Banded
U1818,University of Rome III,801.0,801.0,Banded
U1819,Roskilde University,801.0,801.0,Banded
U1820,University of Salento,801.0,801.0,Banded
U1826,University of Siegen,801.0,801.0,Banded
U1827,South China Normal University,801.0,801.0,Banded
U1839,VIT University,801.0,801.0,Banded
U1846,University of the Aegean,801.0,801.0,Banded
U1848,University of Alcalá,801.0,801.0,Banded
U1850,American University in Cairo,801.0,801.0,Banded
U1857,University of the Balearic Islands,801.0,801.0,Banded
U1858,University of Bergamo,801.0,801.0,Banded
U1866,Chapman University,801.0,801.0,Banded
U1867,Institute of Chemical Technology,801.0,801.0,Banded
U1868,Chengdu University,801.0,801.0,Banded
U1871,University of Clermont Auvergne,801.0,801.0,Banded
U1877,Federal University of Minas Gerais,801.0,801.0,Banded
U1879,Florida Atlantic University,801.0,801.0,Banded
U1881,Fuzhou University,801.0,801.0,Banded
U1882,University of Girona,801.0,801.0,Banded
U1891,Indian Institute of Technology Gandhinagar,801.0,801.0,Banded
U1894,Universitat Internacional de Catalunya,801.0,801.0,Banded
U1898,University of Jaén,801.0,801.0,Banded
U1909,King Mongkut’s University of Technology Thonburi,801.0,801.0,Banded
U1910,Kingston University,801.0,801.0,Banded
U1915,University of Lahore,801.0,801.0,Banded
U1917,Lakehead University,801.0,801.0,Banded
U1918,Lithuanian University of Health Sciences,801.0,801.0,Banded
U1919,University of Lleida,801.0,801.0,Banded
U1920,Lovely Professional University,801.0,801.0,Banded
U1926,Montana State University,801.0,801.0,Banded
U1927,Nanjing University of Information Science and Technology,801.0,801.0,Banded
U1930,"National Institute of Technology, Tiruchirappalli",801.0,801.0,Banded
U1931,New Mexico State University (Main campus),801.0,801.0,Banded
U1933,Northeast Normal University,801.0,801.0,Banded
U1934,University of Northern British Columbia (UNBC),801.0,801.0,Banded
U1936,Ozyegin University,801.0,801.0,Banded
U1937,Pablo de Olavide University,801.0,801.0,Banded
U1938,Panthéon-Sorbonne University – Paris 1,801.0,801.0,Banded
U1940,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),801.0,801.0,Banded
U1943,University of Rennes 1,801.0,801.0,Banded
U1945,University of Roehampton,801.0,801.0,Banded
U1948,Shantou University,801.0,801.0,Banded
U1949,Shiraz University of Medical Sciences,801.0,801.0,Banded
U1954,"University of Technology, Iraq",801.0,801.0,Banded
U1955,University of Texas at El Paso,801.0,801.0,Banded
U1966,Wenzhou Medical University,801.0,801.0,Banded
U1977,University of Applied Sciences and Arts of Western Switzerland,801.0,801.0,Banded
U1982,University of Bedfordshire,801.0,801.0,Banded
U1984,Beni-Suef University,801.0,801.0,Banded
U1991,Diego Portales University,801.0,801.0,Banded
U1995,Edge Hill University,801.0,801.0,Banded
U1996,"University of Engineering and Technology, Peshawar",801.0,801.0,Banded
U2002,Firat University,801.0,801.0,Banded
U2003,Florida Agricultural and Mechanical University,801.0,801.0,Banded
U2006,Fujita Health University,801.0,801.0,Banded
U2022,The Islamia University of Bahawalpur,801.0,801.0,Banded
U2024,Iuliu Haţieganu University of Medicine and Pharmacy Cluj-Napoca,801.0,801.0,Banded
U2028,Karlstad University,801.0,801.0,Banded
U2030,Kerman University of Medical Sciences,801.0,801.0,Banded
U2031,Kindai University,801.0,801.0,Banded
U2033,Kurume University,801.0,801.0,Banded
U2034,University of La Laguna,801.0,801.0,Banded
U2038,Mae Fah Luang University,801.0,801.0,Banded
U2044,Medical University of Gdańsk,801.0,801.0,Banded
U2060,Nippon Medical School,801.0,801.0,Banded
U2067,Pontifical Catholic University of Rio Grande do Sul (PUCRS),801.0,801.0,Banded
U2086,University of South Bohemia in České Budějovice,801.0,801.0,Banded
U2093,Symbiosis International University,801.0,801.0,Banded
U2102,University of Urbino Carlo Bo,801.0,801.0,Banded
U2108,University of Winchester,801.0,801.0,Banded
U2111,Zewail City of Science and Technology,801.0,801.0,Banded
U2112,Zhejiang University of Finance and Economics,801.0,801.0,Banded
U2156,Duzce University,801.0,801.0,Banded
U2201,Istanbul Medeniyet University,801.0,801.0,Banded
U2212,KL University,801.0,801.0,Banded
U2258,Pontifical Javeriana University,801.0,801.0,Banded
U2272,University of La Serena,801.0,801.0,Banded
U2306,Tribhuvan University,801.0,801.0,Banded
U2432,Universidade Federal de Sergipe,801.0,801.0,Banded
U3405,University of Dayton,801.0,801.0,Banded
U3406,University of Missouri-St Louis,801.0,801.0,Banded
U3407,National Institute of Technology Hamirpur,801.0,801.0,Banded
U3408,Shahid Beheshti University,801.0,801.0,Banded
U3409,Southern Illinois University Carbondale,801.0,801.0,Banded
U3410,University of Thessaly,801.0,801.0,Banded
U3411,University of Wisconsin-Milwaukee,801.0,801.0,Banded
U0163,al-farabi kazakh national university,1001.0,1001.0,Banded
U0182,waseda university,1001.0,1001.0,Banded
U0330,university of delhi,1001.0,1001.0,Banded
U0425,national taipei university of technology,1001.0,1001.0,Banded
U0491,isfahan university of technology,1001.0,1001.0,Banded
U0524,pusan national university,1001.0,1001.0,Banded
U0567,chiang mai university,1001.0,1001.0,Banded
U0568,lebanese university,1001.0,1001.0,Banded
U0571,university of szeged,1001.0,1001.0,Banded
U0575,university of debrecen,1001.0,1001.0,Banded
U0577,sogang university,1001.0,1001.0,Banded
U0592,ain shams university,1001.0,1001.0,Banded
U0626,istanbul university,1001.0,1001.0,Banded
U0636,chang gung university,1001.0,1001.0,Banded
U0639,inha university,1001.0,1001.0,Banded
U0646,east china university of science and technology,1001.0,1001.0,Banded
U0649,national central university,1001.0,1001.0,Banded
U0658,palacký university olomouc,1001.0,1001.0,Banded
U0685,jeonbuk national university,1001.0,1001.0,Banded
U0729,jadavpur university,1001.0,1001.0,Banded
U0749,university of westminster,1001.0,1001.0,Banded
U0760,university of calcutta,1001.0,1001.0,Banded
U0761,university of engineering & technology (uet) lahore,1001.0,1001.0,Banded
U0767,nanjing university of aeronautics and astronautics,1001.0,1001.0,Banded
U0770,university of patras,1001.0,1001.0,Banded
U0773,chiba university,1001.0,1001.0,Banded
U0789,universidade federal de santa catarina,1001.0,1001.0,Banded
U0838,universiti tunku abdul rahman (utar),1001.0,1001.0,Banded
U0851,wuhan university of technology,1001.0,1001.0,Banded
U0855,charles sturt university,1001.0,1001.0,Banded
U0856,chonnam national university,1001.0,1001.0,Banded
U0858,clarkson university,1001.0,1001.0,Banded
U0871,okayama university,1001.0,1001.0,Banded
U0877,technological university dublin,1001.0,1001.0,Banded
U0890,university of ghana,1001.0,1001.0,Banded
U0896,university of south africa,1001.0,1001.0,Banded
U0898,"vietnam national university, hanoi",1001.0,1001.0,Banded
U0903,beijing jiaotong university,1001.0,1001.0,Banded
U0911,kanazawa university,1001.0,1001.0,Banded
U0924,robert gordon university,1001.0,1001.0,Banded
U0939,university of east london,1001.0,1001.0,Banded
U0943,university of murcia,1001.0,1001.0,Banded
U0961,ferdowsi university of mashhad,1001.0,1001.0,Banded
U0964,indian institute of technology bhubaneswar,1001.0,1001.0,Banded
U0968,kumamoto university,1001.0,1001.0,Banded
U0970,niigata university,1001.0,1001.0,Banded
U0997,university of central lancashire,1001.0,1001.0,Banded
U1004,yarmouk university,1001.0,1001.0,Banded
U1008,amity university,1001.0,1001.0,Banded
U1012,assiut university,1001.0,1001.0,Banded
U1048,jiangnan university,1001.0,1001.0,Banded
U1101,tallinn university,1001.0,1001.0,Banded
U1109,tokyo metropolitan university,1001.0,1001.0,Banded
U1209,bahauddin zakariya university,1001.0,1001.0,Banded
U1233,fu jen catholic university,1001.0,1001.0,Banded
U1252,kharkiv national university of radio electronics,1001.0,1001.0,Banded
U1259,kwame nkrumah university of science and technology,1001.0,1001.0,Banded
U1271,national taiwan ocean university,1001.0,1001.0,Banded
U1273,óbuda university,1001.0,1001.0,Banded
U1277,pondicherry university,1001.0,1001.0,Banded
U1280,portland state university,1001.0,1001.0,Banded
U1283,rikkyo university,1001.0,1001.0,Banded
U1363,universiti malaysia perlis,1001.0,1001.0,Banded
U1387,university of split,1001.0,1001.0,Banded
U1431,sakarya university,1001.0,1001.0,Banded
U1747,École Centrale de Lyon,1001.0,1001.0,Banded
U1752,Universidade Estadual Paulista (Unesp),1001.0,1001.0,Banded
U1753,Federal University of Rio de Janeiro,1001.0,1001.0,Banded
U1762,Indian Institute of Technology Guwahati,1001.0,1001.0,Banded
U1763,Indian Institute of Technology (Indian School of Mines) Dhanbad,1001.0,1001.0,Banded
U1795,National Institute of Technology Rourkela,1001.0,1001.0,Banded
U1825,Shahid Beheshti University of Medical Sciences,1001.0,1001.0,Banded
U1844,Xidian University,1001.0,1001.0,Banded
U1849,University of Algarve,1001.0,1001.0,Banded
U1851,"University of the Andes, Colombia",1001.0,1001.0,Banded
U1853,Arts et Métiers,1001.0,1001.0,Banded
U1862,Carlos III University of Madrid,1001.0,1001.0,Banded
U1863,University of Castilla-La Mancha,1001.0,1001.0,Banded
U1869,University of Chile,1001.0,1001.0,Banded
U1874,Czech University of Life Sciences Prague (CZU),1001.0,1001.0,Banded
U1880,Florida Institute of Technology,1001.0,1001.0,Banded
U1890,"Indian Institute of Science Education and Research, Pune",1001.0,1001.0,Banded
U1892,University of Indonesia,1001.0,1001.0,Banded
U1896,Isfahan University of Medical Sciences,1001.0,1001.0,Banded
U1899,Jaume I University,1001.0,1001.0,Banded
U1907,Kaohsiung Medical University,1001.0,1001.0,Banded
