,qs_overall_score,qs_academic_reputation_score,qs_employer_reputation_score,qs_faculty_student_score,qs_citations_per_faculty_score,qs_international_students_score,qs_international_faculty_score,qs_employment_outcomes_score,qs_sustainability_score,the_overall_score_2024,the_teaching_score_2024,the_research_score_2024,the_citations_score_2024,the_industry_income_score_2024,the_international_outlook_score_2024,the_student_staff_ratio_2024,the_international_students_pct_2024,the_female_percentage_2024,wb_tertiary_enrollment_ratio_2015,wb_tertiary_graduation_ratio_2015,wb_female_tertiary_students_pct_2015,wb_tertiary_pupil_teacher_ratio_2015,wb_youth_literacy_15_24_pct_2015,wb_tertiary_graduates_2015
the_teaching_score_2024,0.701760939519329,0.6711358375311645,0.5205663499950008,0.5271624266998776,0.6504615319437598,0.38498253116817105,0.37335390118044826,0.4820176601072314,0.5621295967547422,0.7313975109237075,1.0,0.7247516331046792,0.5135349566262117,0.6858428149368836,0.37097351148891833,-0.37494186632527815,0.4659337687351946,0.01043561439719758,0.16980074958079722,0.09221493726309762,0.09193980552029897,-0.22897955415522595,0.23165572633407544,0.15852946748526964
the_research_score_2024,0.798349599213994,0.7057640505174337,0.5601625042320703,0.3526905265084301,0.8052741257396643,0.5066533730991994,0.5219314951341032,0.5107548200805442,0.714235568916929,0.8615209920953597,0.7247516331046792,1.0,0.6934585143481153,0.8456653823351135,0.5699217867172501,0.02634589245996922,0.5854299945015511,0.020413953287316374,0.2928637116113732,0.20666833416969702,0.12200071843960836,-0.36410660911193543,0.2326497913331633,0.08871314998255832
the_citations_score_2024,0.5336213952234636,0.5094848215137777,0.39710238692231253,0.11469814489970717,0.7633504136901139,0.4872316096324302,0.576822672927134,0.41965544658374737,0.6133757164597119,0.9139407929007239,0.5135349566262117,0.6934585143481153,1.0,0.5750578829926153,0.6110796025367342,0.06902870550954743,0.4413939485346631,0.09453089812983319,0.0947979913841857,0.03508078224746979,0.006658963592608634,-0.17196925877752695,0.2882456260328944,0.159371057785958
the_industry_income_score_2024,0.5514210814794017,0.5680131985116312,0.44894744420200056,0.3560174955273333,0.7401751554452545,0.38080104220838057,0.38184828859415604,0.38981341853083523,0.6119774605977576,0.7547422052214071,0.6858428149368836,0.8456653823351135,0.5750578829926153,1.0,0.4541509048655446,-0.057255090371205346,0.5346372197163053,-0.08206779656480616,0.32074817540318584,0.17788861207844467,0.13562563091807303,-0.36132547074274846,0.2098098596398071,0.13019714230013868
the_international_outlook_score_2024,0.399564123440934,0.4309224495480944,0.36396554446810103,0.13167715165177496,0.4392668972667188,0.8254621123346408,0.8427869460639346,0.3604099124638535,0.5322770738666041,0.6743688002398416,0.37097351148891833,0.5699217867172501,0.6110796025367342,0.4541509048655446,1.0,0.057374718630233947,0.7359968931661599,0.17180149607862968,0.19114634334841366,0.30952074965013576,0.22729472392806413,-0.4769962148575059,0.06744279631482197,-0.26309186132999657
the_student_staff_ratio_2024,-0.16603881078387067,-0.104384730906034,-0.08878650345031147,-0.6616685578978297,0.0837546164365956,-0.018104004257825303,0.0372782736803595,-0.02031514600705592,0.08128103856147224,-0.029892801396536182,-0.37494186632527815,0.02634589245996922,0.06902870550954743,-0.057255090371205346,0.057374718630233947,1.0,-0.13820636018040797,-0.017749397972852535,-0.059247976819547146,-0.024599439730414313,-0.14748597256287121,0.11413723777384717,-0.07478419525086998,-0.00047980712966773625
the_international_students_pct_2024,0.39901779341758464,0.37376991678075716,0.3307088765264909,0.27029952252242345,0.3915817379542981,0.9681109508671537,0.6856368114088596,0.30604695423780676,0.47305302335451227,0.575283017566944,0.4659337687351946,0.5854299945015511,0.4413939485346631,0.5346372197163053,0.7359968931661599,-0.13820636018040797,1.0,0.10434204294409644,0.5219193028824533,0.45159775376447864,0.15177333249910843,-0.4405855046301875,0.1632871020609508,-0.06779537775648146
the_female_percentage_2024,-0.10185721425787529,0.01274195015416981,-0.1323474962727718,-0.10081705828804521,-0.10840847468331019,0.09669173065921717,0.13747976513973426,0.08797762680423013,0.06579916197523192,0.05709227081779221,0.01043561439719758,0.020413953287316374,0.09453089812983319,-0.08206779656480616,0.17180149607862968,-0.017749397972852535,0.10434204294409644,1.0,0.09725571543719842,0.11437952710878725,0.3273896986455317,-0.042350431610543464,-0.12396968491244124,-0.1555475202050187
wb_tertiary_enrollment_ratio_2015,0.12383314761953386,0.037856478583350166,0.03744004493728136,0.09932339180875235,0.16156739477060703,0.31150464005368167,0.07142938948561162,0.0802924239358811,0.2466144580897886,0.18300219629510733,0.16980074958079722,0.2928637116113732,0.0947979913841857,0.32074817540318584,0.19114634334841366,-0.059247976819547146,0.5219193028824533,0.09725571543719842,1.0,0.5917514613557889,0.08149871845835452,-0.38010572744602794,-0.3964756751535966,-0.12252921951389437
wb_tertiary_graduation_ratio_2015,0.08406701548748526,0.17265244740668065,0.10487977166929821,0.16599291817656162,-0.028822193405837044,0.3654212902396656,0.1613052802508582,0.17035866240443173,0.22368022324560433,0.1058333283522562,0.09221493726309762,0.20666833416969702,0.03508078224746979,0.17788861207844467,0.30952074965013576,-0.024599439730414313,0.45159775376447864,0.11437952710878725,0.5917514613557889,1.0,0.10562841408059143,-0.44337412323647657,0.801949106877978,-0.32483584021234496
wb_female_tertiary_students_pct_2015,0.08292677239179079,0.02578501586749431,-0.06721503446528539,0.029628839264175845,-0.037388954092633174,0.1421866486580764,0.08208972290384448,0.1362843982717362,0.05671092457314422,0.06852888862900854,0.09193980552029897,0.12200071843960836,0.006658963592608634,0.13562563091807303,0.22729472392806413,-0.14748597256287121,0.15177333249910843,0.3273896986455317,0.08149871845835452,0.10562841408059143,1.0,-0.015383237640831326,-0.45609794849616275,-0.4708788523978757
wb_tertiary_pupil_teacher_ratio_2015,-0.16594950837742026,-0.2275609497735313,-0.14759138134417973,-0.42197503241362644,0.028968577355268407,-0.4314786720973909,-0.261277638674126,-0.20616496659438477,-0.17582634174097897,-0.3051829629682657,-0.22897955415522595,-0.36410660911193543,-0.17196925877752695,-0.36132547074274846,-0.4769962148575059,0.11413723777384717,-0.4405855046301875,-0.042350431610543464,-0.38010572744602794,-0.44337412323647657,-0.015383237640831326,1.0,-0.9061459382844652,0.41387753211101963
wb_youth_literacy_15_24_pct_2015,-0.06303707168835007,0.15680119380690866,0.13167752759413404,0.17638939064018297,0.17331550705885515,0.3910570757551192,0.21962194819907505,0.07189901571244874,0.26267148456331557,0.23199159255228355,0.23165572633407544,0.2326497913331633,0.2882456260328944,0.2098098596398071,0.06744279631482197,-0.07478419525086998,0.1632871020609508,-0.12396968491244124,-0.3964756751535966,0.801949106877978,-0.45609794849616275,-0.9061459382844652,1.0,0.08316150044414021
wb_tertiary_graduates_2015,0.05565158497652193,-0.039278309661931715,-0.07346795630044112,-0.12461285479208975,0.34393306791054923,-0.21064303583053606,-0.15976695446307923,-0.1982838520471827,0.08473264365792088,0.14629679235333473,0.15852946748526964,0.08871314998255832,0.159371057785958,0.13019714230013868,-0.26309186132999657,-0.00047980712966773625,-0.06779537775648146,-0.1555475202050187,-0.12252921951389437,-0.32483584021234496,-0.4708788523978757,0.41387753211101963,0.08316150044414021,1.0
