university_id,university_name,country_name,wb_country_code,wb_region,wb_income_group
U2804,Central Luzon State University,Philippines,PHL,East Asia & Pacific,Lower middle income
U2817,Cihan University – Erbil,Iraq,IRQ,Middle East & North Africa,Upper middle income
U2818,Cihan University Sulaimaniya,Iraq,IRQ,Middle East & North Africa,Upper middle income
U2829,Cyprus Health and Social Sciences University,Northern Cyprus,,,
U2830,Daffodil International University (DIU),Bangladesh,BGD,South Asia,Low income
U2833,Debre Tabor University,Ethiopia,ETH,Sub-Saharan Africa,Low income
U2835,"Delta State University, Abraka",Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U2837,Dhaka International University,Bangladesh,BGD,South Asia,Low income
U2843,Dovletmammet Azadi Turkmen National Institute of World Languages,Turkmenistan,TKM,Europe & Central Asia,Upper middle income
U2847,University of Duhok,Iraq,IRQ,Middle East & North Africa,Upper middle income
U2851,University of Eastern Philippines,Philippines,PHL,East Asia & Pacific,Lower middle income
U2875,Edo State University Uzairue,Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U2876,Edwin Clark University,Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U2877,Egerton University,Kenya,KEN,Sub-Saharan Africa,Low income
U2879,Elizade University,Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U2882,"Institute of Engineering, Technical and Transport Communications of Turkmenistan",Turkmenistan,TKM,Europe & Central Asia,Upper middle income
U2893,"Evangel University, Akaeze",Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U2895,Federal University of Kashere,Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U2898,"Federal University of Petroleum Resources, Effurun",Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U2899,"Federal University of Technology, Minna",Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U2900,"Federal University of Technology, Owerri",Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U2906,Fountain University,Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U2909,Fukushima University,Japan,JPN,East Asia & Pacific,High income: OECD
U2912,University of Garmian,Iraq,IRQ,Middle East & North Africa,Upper middle income
U2921,"The Graduate University for Advanced Studies, SOKENDAI",Japan,JPN,East Asia & Pacific,High income: OECD
U2927,Hagoromo University of International Studies,Japan,JPN,East Asia & Pacific,High income: OECD
U2928,Hakuoh University,Japan,JPN,East Asia & Pacific,High income: OECD
U2933,Hawler Medical University,Iraq,IRQ,Middle East & North Africa,Upper middle income
U2942,Hilla University College,Iraq,IRQ,Middle East & North Africa,Upper middle income
U2943,Hiroshima International University,Japan,JPN,East Asia & Pacific,High income: OECD
U2944,Hiroshima Shudo University,Japan,JPN,East Asia & Pacific,High income: OECD
U2945,Hiroshima Institute of Technology,Japan,JPN,East Asia & Pacific,High income: OECD
U2947,Hodeida University,Yemen,YEM,Middle East & North Africa,Lower middle income
U2948,Hokkaido University of Science,Japan,JPN,East Asia & Pacific,High income: OECD
U2952,University of Human Development,Iraq,IRQ,Middle East & North Africa,Upper middle income
U2953,Hyogo University of Teacher Education,Japan,JPN,East Asia & Pacific,High income: OECD
U2958,Imam Al-Kadhum College (IKC),Iraq,IRQ,Middle East & North Africa,Upper middle income
U2960,"Independent University, Bangladesh",Bangladesh,BGD,South Asia,Low income
U2968,International University for the Humanities and Development,Turkmenistan,TKM,Europe & Central Asia,Upper middle income
U2971,Institute of International Relations of the Ministry of Foreign Affairs of Turkmenistan,Turkmenistan,TKM,Europe & Central Asia,Upper middle income
U2973,Ionian University,Greece,GRC,Europe & Central Asia,High income: OECD
U2976,The Islamic University,Iraq,IRQ,Middle East & North Africa,Upper middle income
U2985,IUBAT – International University of Business Agriculture and Technology,Bangladesh,BGD,South Asia,Low income
U2988,Jabir ibn Hayyan Medical University,Iraq,IRQ,Middle East & North Africa,Upper middle income
U2990,Japan Advanced Institute of Science and Technology (JAIST),Japan,JPN,East Asia & Pacific,High income: OECD
U2991,Japan University of Economics,Japan,JPN,East Asia & Pacific,High income: OECD
U2992,Jashore University of Science and Technology,Bangladesh,BGD,South Asia,Low income
U2997,Kabarak University,Kenya,KEN,Sub-Saharan Africa,Low income
U2999,University of Kabianga,Kenya,KEN,Sub-Saharan Africa,Low income
U3009,Keisen University,Japan,JPN,East Asia & Pacific,High income: OECD
U3014,Khulna University of Engineering and Technology (KUET),Bangladesh,BGD,South Asia,Low income
U3022,University of Kirkuk,Iraq,IRQ,Middle East & North Africa,Upper middle income
U3023,Kitami Institute of Technology,Japan,JPN,East Asia & Pacific,High income: OECD
U3024,Knowledge University,Iraq,IRQ,Middle East & North Africa,Upper middle income
U3025,Kobe Gakuin University,Japan,JPN,East Asia & Pacific,High income: OECD
U3029,Kokugakuin University,Japan,JPN,East Asia & Pacific,High income: OECD
U3030,Konan University,Japan,JPN,East Asia & Pacific,High income: OECD
U3031,Konan Women’s University,Japan,JPN,East Asia & Pacific,High income: OECD
U3032,Koya University,Iraq,IRQ,Middle East & North Africa,Upper middle income
U3040,Kyoai Gakuen University,Japan,JPN,East Asia & Pacific,High income: OECD
U3041,Kyoto Koka Women’s University,Japan,JPN,East Asia & Pacific,High income: OECD
U3042,Kyoto Notre Dame University,Japan,JPN,East Asia & Pacific,High income: OECD
U3045,Landmark University,Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3054,University of Liberal Arts Bangladesh,Bangladesh,BGD,South Asia,Low income
U3056,Lira University,Uganda,UGA,Sub-Saharan Africa,Low income
U3074,Mapúa University,Philippines,PHL,East Asia & Pacific,Lower middle income
U3076,Mariano Marcos State University,Philippines,PHL,East Asia & Pacific,Lower middle income
U3083,Meikai University,Japan,JPN,East Asia & Pacific,High income: OECD
U3086,Mindanao State University – Iligan Institute of Technology,Philippines,PHL,East Asia & Pacific,Lower middle income
U3088,University of Misan,Iraq,IRQ,Middle East & North Africa,Upper middle income
U3103,Mukogawa Women’s University,Japan,JPN,East Asia & Pacific,High income: OECD
U3104,Mulungushi University,Zambia,ZMB,Sub-Saharan Africa,Lower middle income
U3105,Musashino University,Japan,JPN,East Asia & Pacific,High income: OECD
U3111,Nagoya University of Commerce & Business,Japan,JPN,East Asia & Pacific,High income: OECD
U3118,"Nasarawa State University, Keffi",Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3127,"National University, Sudan",Sudan,SDN,Sub-Saharan Africa,Lower middle income
U3134,Niger Delta University,Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3135,Nihon Pharmaceutical University,Japan,JPN,East Asia & Pacific,High income: OECD
U3136,Niigata University of Health and Welfare,Japan,JPN,East Asia & Pacific,High income: OECD
U3137,University of Niigata Prefecture,Japan,JPN,East Asia & Pacific,High income: OECD
U3138,Ninevah University,Iraq,IRQ,Middle East & North Africa,Upper middle income
U3143,Northern Technical University,Iraq,IRQ,Middle East & North Africa,Upper middle income
U3148,Nueva Ecija University of Science and Technology (NEUST),Philippines,PHL,East Asia & Pacific,Lower middle income
U3153,Oguz Han Engineering and Technology University of Turkmenistan,Turkmenistan,TKM,Europe & Central Asia,Upper middle income
U3162,Osol Al-Deen University College,Iraq,IRQ,Middle East & North Africa,Upper middle income
U3170,Panteion University of Social and Political Sciences,Greece,GRC,Europe & Central Asia,High income: OECD
U3179,"Plateau State University, Bokkos",Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3186,Prefectural University of Hiroshima,Japan,JPN,East Asia & Pacific,High income: OECD
U3195,Queen Arwa University,Yemen,YEM,Middle East & North Africa,Lower middle income
U3202,Ritsumeikan Asia Pacific University (APU),Japan,JPN,East Asia & Pacific,High income: OECD
U3207,Royal College of Academics,Luxembourg,LUX,Europe & Central Asia,High income: OECD
U3223,Salahaddin University–Erbil,Iraq,IRQ,Middle East & North Africa,Upper middle income
U3236,University of Science and Technology of Southern Philippines (USTP),Philippines,PHL,East Asia & Pacific,Lower middle income
U3238,Sebha University,Libya,LBY,Middle East & North Africa,Upper middle income
U3240,Seisa Dohto University,Japan,JPN,East Asia & Pacific,High income: OECD
U3241,Senshu University,Japan,JPN,East Asia & Pacific,High income: OECD
U3242,Seyitnazar Seydi Turkmen State Pedagogical Institute,Turkmenistan,TKM,Europe & Central Asia,Upper middle income
U3247,The University of Shiga Prefecture,Japan,JPN,East Asia & Pacific,High income: OECD
U3248,Shonan Institute of Technology,Japan,JPN,East Asia & Pacific,High income: OECD
U3250,SIMAD University,Somalia,SOM,Sub-Saharan Africa,Low income
U3256,"Soochow University, Taiwan",Taiwan,,,
U3260,Southern Technical University,Iraq,IRQ,Middle East & North Africa,Upper middle income
U3263,State Energy Institute of Turkmenistan,Turkmenistan,TKM,Europe & Central Asia,Upper middle income
U3265,St Luke’s International University,Japan,JPN,East Asia & Pacific,High income: OECD
U3271,Sugiyama Jogakuen University,Japan,JPN,East Asia & Pacific,High income: OECD
U3275,University of Taipei,Taiwan,,,
U3276,Takushoku University,Japan,JPN,East Asia & Pacific,High income: OECD
U3277,Tama Art University,Japan,JPN,East Asia & Pacific,High income: OECD
U3279,Tarlac Agricultural University,Philippines,PHL,East Asia & Pacific,Lower middle income
U3297,Tatung University,Taiwan,,,
U3307,Teikyo Heisei University,Japan,JPN,East Asia & Pacific,High income: OECD
U3309,University of Telafer,Iraq,IRQ,Middle East & North Africa,Upper middle income
U3310,Institute of Telecommunications and Informatics of Turkmenistan,Turkmenistan,TKM,Europe & Central Asia,Upper middle income
U3311,Tenri University,Japan,JPN,East Asia & Pacific,High income: OECD
U3316,University of Thi-Qar,Iraq,IRQ,Middle East & North Africa,Upper middle income
U3317,Thomas Adewumi University,Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3318,Tikrit University,Iraq,IRQ,Middle East & North Africa,Upper middle income
U3319,Tishk International University,Iraq,IRQ,Middle East & North Africa,Upper middle income
U3321,Tohoku Gakuin University,Japan,JPN,East Asia & Pacific,High income: OECD
U3322,Tokyo University of Foreign Studies,Japan,JPN,East Asia & Pacific,High income: OECD
U3323,Tokyo University of Technology,Japan,JPN,East Asia & Pacific,High income: OECD
U3326,University of Tripoli,Libya,LBY,Middle East & North Africa,Upper middle income
U3329,Turkmen State Architecture and Construction Institute,Turkmenistan,TKM,Europe & Central Asia,Upper middle income
U3330,Turkmen State Institute of Economics and Management,Turkmenistan,TKM,Europe & Central Asia,Upper middle income
U3333,UBT,Unknown,,,
U3344,Uruk University,Iraq,IRQ,Middle East & North Africa,Upper middle income
U3351,Varendra University,Bangladesh,BGD,South Asia,Low income
U3354,"Veritas University, Abuja",Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3358,Visayas State University,Philippines,PHL,East Asia & Pacific,Lower middle income
U3362,University of Warith Alanbiyaa,Iraq,IRQ,Middle East & North Africa,Upper middle income
U3363,Wasit University,Iraq,IRQ,Middle East & North Africa,Upper middle income
U3371,World University of Bangladesh (WUB),Bangladesh,BGD,South Asia,Low income
U3376,Yagshigeldi Kakayev International University of Oil and Gas,Turkmenistan,TKM,Europe & Central Asia,Upper middle income
U3377,Yamaguchi Prefectural University,Japan,JPN,East Asia & Pacific,High income: OECD
U3381,"Yusuf Maitama Sule University, Kano",Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3387,Hong Kong Polytechnic University,Unknown,,,
U3388,University of Montreal,Unknown,,,
U3394,Constructor University Bremen,Unknown,,,
U3400,Graphic Era University,Unknown,,,
U3410,University of Thessaly,Greece,GRC,Europe & Central Asia,High income: OECD
U3415,Hyogo College of Medicine,Japan,JPN,East Asia & Pacific,High income: OECD
U3428,Southwest Jiaotong University,Unknown,,,
U3439,Tokyo University of Pharmacy and Life Sciences,Japan,JPN,East Asia & Pacific,High income: OECD
U3440,"Adamawa State University, Mubi",Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3442,Ahl Al Bayt University,Iraq,IRQ,Middle East & North Africa,Upper middle income
U3444,Al-Farahidi University,Iraq,IRQ,Middle East & North Africa,Upper middle income
U3445,American University of Nigeria,Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3448,Ashur University College,Iraq,IRQ,Middle East & North Africa,Upper middle income
U3449,Augustine University,Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3451,"Bamidele Olumilua University of Education, Science and Technology, Ikere-Ikiti",Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3452,Basrah University College of Science and Technology,Iraq,IRQ,Middle East & North Africa,Upper middle income
U3453,Bowen University,Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3458,Coal City University,Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3459,Cross River University of Technology,Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3463,Dijlah University,Iraq,IRQ,Middle East & North Africa,Upper middle income
U3465,Ebonyi State University,Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3468,ESIC,Unknown,,,
U3472,Federal University Gashua,Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3473,Federal University of Lafia,Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3474,First Technical University,Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3475,Fukui Prefectural University,Japan,JPN,East Asia & Pacific,High income: OECD
U3479,Gregory University Uturu,Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3482,Ignatius Ajuru University of Education,Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3484,University of Jos,Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3485,Kampala International University,Uganda,UGA,Sub-Saharan Africa,Low income
U3489,Kings University,Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3490,Kobe City University of Foreign Studies,Japan,JPN,East Asia & Pacific,High income: OECD
U3495,Michael and Cecilia Ibru University,Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3496,"Michael Okpara University of Agriculture, Umudike",Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3499,Nara Institute of Science and Technology,Japan,JPN,East Asia & Pacific,High income: OECD
U3502,"Nigerian Police Academy, Wudil",Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3503,Novena University,Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3505,Olusegun Agagu University of Science and Technology,Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3510,Salahaddin University,Iraq,IRQ,Middle East & North Africa,Upper middle income
U3511,Salem University,Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3512,Samuel Adegboyega University,Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3515,Sokoto State University,Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3516,Soran University,Iraq,IRQ,Middle East & North Africa,Upper middle income
U3520,Sulaimani Polytechnic University,Iraq,IRQ,Middle East & North Africa,Upper middle income
U3524,Umaru Musa Yar’adua University,Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3527,"Usmanu Danfodiyo University, Sokoto",Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3528,University of Uyo,Nigeria,NGA,Sub-Saharan Africa,Lower middle income
U3530,​Wellspring University,Nigeria,NGA,Sub-Saharan Africa,Lower middle income
