university_id,university_name,country_name,country_code,country_name_canonical,qs_rank_2025,qs_overall_score,qs_academic_reputation_score,qs_employer_reputation_score,qs_faculty_student_score,qs_citations_per_faculty_score,qs_international_students_score,qs_international_faculty_score,qs_employment_outcomes_score,qs_sustainability_score,qs_present,the_rank_2024,the_overall_score_2024,the_teaching_score_2024,the_research_score_2024,the_citations_score_2024,the_industry_income_score_2024,the_international_outlook_score_2024,the_student_staff_ratio_2024,the_international_students_pct_2024,the_female_percentage_2024,the24_present,the_rank_2023,the_overall_score_2023,the_teaching_score_2023,the_research_score_2023,the_citations_score_2023,the_industry_income_score_2023,the_international_outlook_score_2023,the_student_staff_ratio_2023,the_international_students_pct_2023,the_female_percentage_2023,the23_present,worldbank_match_key,wb_country_code,wb_country_name,wb_long_name,wb_2alpha_code,wb_region,wb_income_group,worldbank_linked,wb_tertiary_enrollment_ratio_2015,wb_tertiary_graduation_ratio_2015,wb_female_tertiary_students_pct_2015,wb_tertiary_pupil_teacher_ratio_2015,wb_youth_literacy_15_24_pct_2015,wb_tertiary_graduates_2015,worldbank_education_2015_linked,score_difference,absolute_score_difference
U0096,university of alberta,Canada,CA,canada,96.0,61.2,57.0,42.2,39.1,61.3,71.0,98.3,70.0,97.6,True,,65.9,50.1,55.5,80.9,99.9,90.7,22.8,27.0,53.0,True,118.0,61.1,48.8,52.7,72.9,82.7,89.2,21.6,28.0,53.0,True,canada,CAN,Canada,Canada,CA,North America,High income: OECD,True,,,,,,,False,-4.700000000000003,4.700000000000003
U0098,pohang university of science and technology (postech),South Korea,KR,south korea,98.0,60.3,45.9,80.0,99.9,96.9,2.7,27.6,11.0,36.6,True,149.0,62.2,58.1,51.5,77.2,100.0,40.0,10.5,5.0,53.0,True,163.0,56.9,54.7,51.4,67.7,96.2,31.8,10.0,3.0,53.0,True,korea,KOR,Korea,Republic of Korea,KR,East Asia & Pacific,High income: OECD,True,93.1791381835938,,40.7566299438477,,,,True,-1.9000000000000057,1.9000000000000057
U0099,rwth aachen university,Germany,DE,germany,99.0,59.9,46.6,93.7,6.3,71.9,85.5,48.6,33.4,84.8,True,90.0,68.0,54.9,64.8,78.9,100.0,71.2,43.3,29.0,34.0,True,99.0,63.4,56.8,64.5,66.1,93.8,65.1,50.0,28.0,33.0,True,germany,DEU,Germany,Federal Republic of Germany,DE,Europe & Central Asia,High income: OECD,True,68.2655868530273,,47.9433212280273,7.51541996002197,,,True,-8.100000000000001,8.100000000000001
U0100,university of copenhagen,Denmark,DK,denmark,100.0,59.6,74.0,31.6,99.8,23.1,15.6,84.9,90.8,73.2,True,,66.3,49.2,51.1,91.3,89.5,80.1,4.3,14.0,62.0,True,114.0,61.7,45.1,47.5,87.2,55.0,84.7,4.2,16.0,62.0,True,denmark,DNK,Denmark,Kingdom of Denmark,DK,Europe & Central Asia,High income: OECD,True,82.7869720458984,,57.0733299255371,8.46296977996826,,74428.0,True,-6.699999999999996,6.699999999999996
U0103,uppsala university,Sweden,SE,sweden,103.0,59.3,61.4,33.7,52.0,42.3,81.1,99.4,68.4,99.2,True,,62.8,43.9,55.0,81.3,97.7,74.7,13.3,17.0,60.0,True,148.0,57.8,37.6,55.7,75.2,71.5,72.6,15.3,17.0,62.0,True,sweden,SWE,Sweden,Kingdom of Sweden,SE,Europe & Central Asia,High income: OECD,True,62.3007698059082,,59.1986618041992,12.5553598403931,,,True,-3.5,3.5
U0104,university of st andrews,United Kingdom,GB,united kingdom,104.0,59.2,46.5,63.2,64.7,49.2,100.0,98.4,18.5,91.1,True,,59.0,46.0,42.6,77.7,63.6,95.8,12.4,46.0,58.0,True,201.0,52.75,40.0,41.4,67.8,38.9,94.9,12.3,47.0,59.0,True,united kingdom,GBR,United Kingdom,United Kingdom of Great Britain and Northern Ireland,GB,Europe & Central Asia,High income: OECD,True,,,,,,740276.0,True,0.20000000000000284,0.20000000000000284
U0107,tohoku university,Japan,JP,japan,107.0,58.8,73.8,82.8,97.8,23.9,11.4,14.1,22.6,78.6,True,,63.8,67.8,66.4,53.8,99.9,58.5,11.8,12.0,28.0,True,201.0,52.75,59.1,62.3,36.8,94.5,51.1,12.4,14.0,28.0,True,japan,JPN,Japan,Japan,JP,East Asia & Pacific,High income: OECD,True,,,,,,,False,-5.0,5.0
U0108,university of nottingham,United Kingdom,GB,united kingdom,108.0,58.5,61.1,65.8,32.8,37.6,70.5,89.4,38.0,97.0,True,,63.8,45.6,45.9,90.6,71.2,92.8,16.0,27.0,54.0,True,130.0,59.6,41.8,44.1,86.6,41.7,90.4,15.1,31.0,54.0,True,united kingdom,GBR,United Kingdom,United Kingdom of Great Britain and Northern Ireland,GB,Europe & Central Asia,High income: OECD,True,,,,,,740276.0,True,-5.299999999999997,5.299999999999997
U0109,technical university of denmark,Denmark,DK,denmark,109.0,58.3,33.2,22.1,99.1,84.4,87.7,100.0,43.6,47.9,True,126.0,64.6,50.7,47.4,83.2,99.7,92.2,7.7,28.0,32.0,True,166.0,56.8,40.4,44.9,73.2,86.0,94.0,6.9,26.0,32.0,True,denmark,DNK,Denmark,Kingdom of Denmark,DK,Europe & Central Asia,High income: OECD,True,82.7869720458984,,57.0733299255371,8.46296977996826,,74428.0,True,-6.299999999999997,6.299999999999997
U0110,university of zurich,Switzerland,CH,switzerland,109.0,58.3,59.9,26.4,92.2,40.1,42.8,100.0,88.6,58.7,True,80.0,69.9,54.8,53.4,91.8,93.7,92.4,14.7,24.0,58.0,True,82.0,65.3,51.5,50.7,87.5,57.6,93.0,13.7,22.0,56.0,True,switzerland,CHE,Switzerland,Switzerland,CH,Europe & Central Asia,High income: OECD,True,57.672191619873,51.3324813842773,49.8023414611816,,,86178.0,True,-11.600000000000009,11.600000000000009
U0111,politecnico di milano,Italy,IT,italy,111.0,58.2,70.8,77.0,5.8,40.2,56.8,67.4,52.9,72.6,True,,57.25,42.9,49.7,71.9,95.3,65.3,25.7,19.0,35.0,True,301.0,47.85,39.0,45.3,56.4,74.6,62.0,25.4,18.0,53.0,True,italy,ITA,Italy,Italian Republic,IT,Europe & Central Asia,High income: OECD,True,62.4960708618164,,56.3315086364746,20.300500869751,,,True,0.9500000000000028,0.9500000000000028
U0112,boston university,United States,US,united states,108.0,58.6,61.9,69.1,38.3,41.3,88.9,34.3,77.2,65.9,True,78.0,70.1,59.6,54.1,94.3,76.4,74.1,10.8,29.0,58.0,True,71.0,67.5,55.9,56.1,92.9,41.1,65.9,10.8,31.0,59.0,True,united states,USA,United States,United States of America,US,North America,High income: OECD,True,85.7957763671875,,56.2370185852051,,,,True,-11.499999999999993,11.499999999999993
U0113,aalto university,Finland,FI,finland,113.0,57.9,45.7,40.6,33.2,73.6,40.1,95.2,95.1,94.7,True,,57.25,42.0,43.1,79.7,87.2,81.8,20.4,23.0,39.0,True,201.0,52.75,38.3,40.4,67.5,53.2,81.9,19.7,21.0,38.0,True,finland,FIN,Finland,Republic of Finland,FI,Europe & Central Asia,High income: OECD,True,87.2897033691406,53.0008697509766,53.594970703125,,,56829.0,True,0.6499999999999986,0.6499999999999986
U0114,georgia institute of technology,United States,US,united states,114.0,57.3,67.1,82.6,20.3,52.8,66.4,21.3,43.1,39.5,True,36.0,80.0,63.4,78.9,94.1,94.6,84.8,28.0,29.0,34.0,True,38.0,76.0,60.2,75.9,91.4,64.9,81.2,24.7,40.0,33.0,True,united states,USA,United States,United States of America,US,North America,High income: OECD,True,85.7957763671875,,56.2370185852051,,,,True,-22.700000000000003,22.700000000000003
U0115,university of waterloo,Canada,CA,canada,115.0,57.2,40.4,64.2,6.5,78.9,71.3,75.8,58.9,93.3,True,,61.7,42.2,49.3,83.7,78.3,89.3,24.2,23.0,47.0,True,201.0,52.75,36.8,46.4,71.0,47.3,87.5,23.2,23.0,48.0,True,canada,CAN,Canada,Canada,CA,North America,High income: OECD,True,,,,,,,False,-4.5,4.5
U0116,university of wisconsin-madison,United States,US,united states,116.0,57.1,77.7,47.8,74.3,23.7,23.6,35.3,81.6,59.6,True,63.0,73.3,68.5,67.5,85.5,79.8,62.8,9.9,13.0,53.0,True,81.0,65.5,59.7,62.9,78.7,48.4,51.8,10.0,14.0,53.0,True,united states,USA,United States,United States of America,US,North America,High income: OECD,True,85.7957763671875,,56.2370185852051,,,,True,-16.199999999999996,16.199999999999996
U0117,university of helsinki,Finland,FI,finland,117.0,56.8,62.3,29.1,59.4,49.6,5.7,73.4,90.5,94.5,True,121.0,65.1,48.1,57.6,90.6,69.2,56.7,15.9,5.0,67.0,True,110.0,62.5,45.9,58.5,86.6,39.1,57.0,15.8,5.0,67.0,True,finland,FIN,Finland,Republic of Finland,FI,Europe & Central Asia,High income: OECD,True,87.2897033691406,53.0008697509766,53.594970703125,,,56829.0,True,-8.299999999999997,8.299999999999997
U0119,university of oslo,Norway,NO,norway,119.0,56.1,55.6,16.0,73.8,55.7,31.7,91.6,80.9,72.1,True,127.0,64.3,45.6,50.6,92.1,72.3,75.6,12.5,15.0,66.0,True,126.0,60.2,40.1,48.5,89.0,44.5,77.0,13.3,15.0,66.0,True,norway,NOR,Norway,Kingdom of Norway,NO,Europe & Central Asia,High income: OECD,True,76.6963806152344,47.5122604370117,57.8713912963867,9.92749977111816,,48212.0,True,-8.199999999999996,8.199999999999996
U0120,queen mary university of london,United Kingdom,GB,united kingdom,120.0,55.8,48.3,36.9,30.4,62.8,99.2,99.5,21.4,95.6,True,135.0,63.1,37.6,42.6,97.9,73.9,98.1,14.6,45.0,54.0,True,124.0,60.4,34.3,41.3,97.7,44.0,97.1,13.1,46.0,55.0,True,united kingdom,GBR,United Kingdom,United Kingdom of Great Britain and Northern Ireland,GB,Europe & Central Asia,High income: OECD,True,,,,,,740276.0,True,-7.300000000000004,7.300000000000004
U0121,western university,Canada,CA,canada,120.0,55.8,32.6,38.9,3.3,93.4,49.5,99.8,96.7,99.3,True,,57.25,40.2,42.9,75.2,99.6,87.5,33.0,24.0,56.0,True,201.0,52.75,40.7,42.1,67.9,79.9,85.6,29.5,22.0,56.0,True,canada,CAN,Canada,Canada,CA,North America,High income: OECD,True,,,,,,,False,-1.4500000000000028,1.4500000000000028
U0122,qatar university,Qatar,QA,qatar,122.0,55.7,29.8,50.6,68.1,48.2,96.5,100.0,98.6,74.0,True,,54.45,31.3,35.6,83.4,61.8,96.0,8.4,36.0,77.0,True,201.0,52.75,27.0,38.7,79.6,61.4,98.9,8.8,35.0,77.0,True,qatar,QAT,Qatar,State of Qatar,QA,Middle East & North Africa,High income: nonOECD,True,14.5180797576904,3.57979011535645,65.976463317871,12.9428701400757,,3234.0,True,1.25,1.25
U0123,rmit university,Australia,AU,australia,123.0,55.5,40.4,48.0,5.2,77.7,91.4,100.0,38.4,93.9,True,,54.45,35.5,36.2,83.2,73.2,92.8,24.0,34.0,48.0,True,301.0,47.85,29.4,32.7,71.8,47.6,93.6,23.6,34.0,48.0,True,australia,AUS,Australia,Commonwealth of Australia,AU,East Asia & Pacific,High income: OECD,True,,,,,,,False,1.0499999999999972,1.0499999999999972
U0125,university of southern california,United States,US,united states,125.0,55.2,50.4,54.5,17.3,58.0,74.1,26.0,92.6,97.7,True,74.0,70.8,59.2,58.8,92.5,74.4,74.3,14.2,24.0,49.0,True,65.0,68.3,58.9,58.6,90.4,43.8,63.7,12.6,22.0,49.0,True,united states,USA,United States,United States of America,US,North America,High income: OECD,True,85.7957763671875,,56.2370185852051,,,,True,-15.599999999999994,15.599999999999994
U0127,university college dublin,Ireland,IE,ireland,126.0,55.0,51.4,43.5,16.6,46.4,74.8,99.1,89.8,95.6,True,,57.25,34.3,41.3,84.0,75.1,88.1,20.7,25.0,53.0,True,201.0,52.75,32.6,40.3,73.9,46.9,94.2,21.3,31.0,53.0,True,ireland,IRL,Ireland,Ireland,IE,Europe & Central Asia,High income: OECD,True,83.7777862548828,,50.907600402832,,,,True,-2.25,2.25
U0128,stockholm university,Sweden,SE,sweden,128.0,54.8,52.5,21.0,26.7,64.5,89.8,80.7,86.6,58.7,True,,59.6,32.1,49.6,91.0,59.2,81.2,20.3,13.0,53.0,True,176.0,56.1,29.7,50.4,87.1,38.3,66.3,20.7,7.0,53.0,True,sweden,SWE,Sweden,Kingdom of Sweden,SE,Europe & Central Asia,High income: OECD,True,62.3007698059082,,59.1986618041992,12.5553598403931,,,True,-4.800000000000004,4.800000000000004
U0129,newcastle university,United Kingdom,GB,united kingdom,129.0,54.5,50.0,59.3,39.2,38.7,68.6,89.5,31.3,97.1,True,,60.8,37.2,41.1,93.8,72.1,91.3,14.8,26.0,53.0,True,139.0,58.4,33.3,40.0,96.0,41.8,87.8,15.1,29.0,52.0,True,united kingdom,GBR,United Kingdom,United Kingdom of Great Britain and Northern Ireland,GB,Europe & Central Asia,High income: OECD,True,,,,,,740276.0,True,-6.299999999999997,6.299999999999997
U0130,"university of california, davis",United States,US,united states,130.0,54.4,63.0,48.0,23.5,52.5,51.3,72.7,22.8,76.1,True,59.0,74.1,63.7,67.8,87.2,91.5,78.7,13.3,18.0,60.0,True,63.0,68.5,59.7,66.3,80.9,52.4,68.7,13.1,18.0,60.0,True,united states,USA,United States,United States of America,US,North America,High income: OECD,True,85.7957763671875,,56.2370185852051,,,,True,-19.699999999999996,19.699999999999996
U0131,university of basel,Switzerland,CH,switzerland,131.0,54.3,26.6,13.5,61.4,94.5,85.8,100.0,69.9,44.6,True,,64.9,50.8,42.9,87.7,99.4,95.4,10.4,31.0,56.0,True,101.0,63.0,47.0,44.1,86.5,99.2,96.8,10.9,30.0,57.0,True,switzerland,CHE,Switzerland,Switzerland,CH,Europe & Central Asia,High income: OECD,True,57.672191619873,51.3324813842773,49.8023414611816,,,86178.0,True,-10.600000000000009,10.600000000000009
U0132,sapienza university of rome,Italy,IT,italy,132.0,54.2,80.7,48.5,5.0,45.3,8.0,3.1,88.0,72.3,True,181.0,60.0,53.5,48.1,77.9,85.4,46.5,22.2,9.0,61.0,True,201.0,52.75,52.4,44.9,67.7,53.0,43.5,28.2,10.0,60.0,True,italy,ITA,Italy,Italian Republic,IT,Europe & Central Asia,High income: OECD,True,62.4960708618164,,56.3315086364746,20.300500869751,,,True,-5.799999999999997,5.799999999999997
U0134,macquarie university,Australia,AU,australia,133.0,54.1,33.4,39.2,9.1,79.6,91.6,99.9,54.1,95.0,True,180.0,60.1,36.7,44.2,87.4,90.9,88.6,51.7,22.0,53.0,True,175.0,56.2,38.7,44.6,76.1,64.9,89.8,69.0,27.0,52.0,True,australia,AUS,Australia,Commonwealth of Australia,AU,East Asia & Pacific,High income: OECD,True,,,,,,,False,-6.0,6.0
U0135,university of science and technology of china,China (Mainland),CN,china,133.0,54.1,50.0,23.7,94.7,97.7,5.1,11.6,31.9,11.9,True,57.0,74.8,74.3,66.3,88.2,95.6,45.4,8.1,5.0,53.0,True,74.0,67.1,65.0,64.9,78.8,69.4,36.9,8.1,6.0,53.0,True,china,CHN,China,People's Republic of China,CN,East Asia & Pacific,Upper middle income,True,43.3917694091797,25.7051906585693,51.4681091308594,,,11923653.0,True,-20.699999999999996,20.699999999999996
U0136,eindhoven university of technology,Netherlands,NL,netherlands,136.0,54.0,28.7,72.1,35.7,79.3,82.7,100.0,24.2,29.8,True,,60.8,47.4,51.5,71.3,100.0,87.3,21.4,27.0,53.0,True,201.0,52.75,45.5,49.8,55.5,99.2,86.4,21.0,24.0,53.0,True,netherlands,NLD,Netherlands,Kingdom of the Netherlands,NL,Europe & Central Asia,High income: OECD,True,,48.2467498779297,52.307559967041,13.4636602401733,,,True,-6.799999999999997,6.799999999999997
U0137,university of vienna,Austria,AT,austria,137.0,53.9,70.9,40.4,23.2,13.0,92.0,100.0,89.7,60.9,True,,65.2,48.7,60.3,77.4,75.9,94.9,37.4,31.0,66.0,True,124.0,60.4,49.4,59.3,65.1,44.8,95.8,42.9,29.0,66.0,True,austria,AUT,Austria,Republic of Austria,AT,Europe & Central Asia,High income: OECD,True,81.5405120849609,34.8578910827637,53.2282218933105,6.99524021148682,,83587.0859375,True,-11.300000000000004,11.300000000000004
U0139,chalmers university of technology,Sweden,SE,sweden,139.0,53.7,26.3,50.4,50.5,77.4,63.1,100.0,31.7,87.0,True,189.0,59.4,42.7,46.6,79.4,97.1,74.1,15.4,17.0,32.0,True,251.0,50.0,34.9,44.5,64.4,66.0,77.4,13.8,19.0,32.0,True,sweden,SWE,Sweden,Kingdom of Sweden,SE,Europe & Central Asia,High income: OECD,True,62.3007698059082,,59.1986618041992,12.5553598403931,,,True,-5.699999999999996,5.699999999999996
U0141,lancaster university,United Kingdom,GB,united kingdom,141.0,53.6,38.9,36.7,27.7,69.6,92.3,93.3,28.8,96.2,True,,61.8,40.2,40.7,93.9,66.6,96.8,13.9,38.0,51.0,True,122.0,60.8,38.7,40.0,96.9,38.3,94.9,12.8,39.0,51.0,True,united kingdom,GBR,United Kingdom,United Kingdom of Great Britain and Northern Ireland,GB,Europe & Central Asia,High income: OECD,True,,,,,,740276.0,True,-8.199999999999996,8.199999999999996
U0142,leiden university,Netherlands,NL,netherlands,141.0,53.6,68.4,32.9,21.3,54.5,51.7,85.0,48.8,25.5,True,77.0,70.2,46.0,62.7,93.0,98.1,87.8,19.3,21.0,60.0,True,77.0,66.4,43.2,64.4,86.6,68.4,85.4,19.3,20.0,60.0,True,netherlands,NLD,Netherlands,Kingdom of the Netherlands,NL,Europe & Central Asia,High income: OECD,True,,48.2467498779297,52.307559967041,13.4636602401733,,,True,-16.6,16.6
U0143,rice university,United States,US,united states,141.0,53.6,39.1,27.3,62.5,87.9,94.1,77.5,29.5,20.6,True,,65.2,56.4,45.6,86.5,73.9,85.8,9.8,26.0,42.0,True,147.0,57.9,46.5,39.7,84.4,44.5,75.3,9.2,28.0,43.0,True,united states,USA,United States,United States of America,US,North America,High income: OECD,True,85.7957763671875,,56.2370185852051,,,,True,-11.600000000000001,11.600000000000001
U0144,aarhus university,Denmark,DK,denmark,144.0,53.3,54.7,27.6,30.8,63.8,11.9,89.8,69.5,76.4,True,,65.9,44.9,59.0,86.3,98.7,76.3,13.5,9.0,56.0,True,117.0,61.2,40.6,60.0,77.6,74.1,77.9,13.5,10.0,55.0,True,denmark,DNK,Denmark,Kingdom of Denmark,DK,Europe & Central Asia,High income: OECD,True,82.7869720458984,,57.0733299255371,8.46296977996826,,74428.0,True,-12.600000000000009,12.600000000000009
U0145,nanjing university,China (Mainland),CN,china,145.0,53.0,57.1,32.5,35.6,93.0,7.6,61.9,29.0,16.5,True,73.0,70.9,64.0,61.7,85.3,96.8,61.8,16.7,8.0,54.0,True,95.0,63.6,58.4,58.2,74.3,87.3,55.2,16.5,8.0,54.0,True,china,CHN,China,People's Republic of China,CN,East Asia & Pacific,Upper middle income,True,43.3917694091797,25.7051906585693,51.4681091308594,,,11923653.0,True,-17.900000000000006,17.900000000000006
U0151,university of bath,United Kingdom,GB,united kingdom,150.0,52.1,35.8,67.9,18.3,52.0,80.0,94.3,35.2,90.4,True,,54.45,34.7,35.1,80.5,65.3,95.0,15.8,31.0,45.0,True,251.0,50.0,32.2,33.8,73.8,39.9,93.4,15.4,34.0,46.0,True,united kingdom,GBR,United Kingdom,United Kingdom of Great Britain and Northern Ireland,GB,Europe & Central Asia,High income: OECD,True,,,,,,740276.0,True,-2.3500000000000014,2.3500000000000014
U0152,michigan state university,United States,US,united states,152.0,51.9,59.5,48.6,11.4,50.3,12.4,54.5,57.1,96.3,True,,65.4,54.8,52.3,86.2,70.0,71.4,16.1,11.0,52.0,True,106.0,62.8,56.2,55.6,78.8,39.9,61.9,16.0,13.0,52.0,True,united states,USA,United States,United States of America,US,North America,High income: OECD,True,85.7957763671875,,56.2370185852051,,,,True,-13.500000000000007,13.500000000000007
U0153,nagoya university,Japan,JP,japan,152.0,51.9,63.2,65.8,84.7,25.4,19.6,14.5,21.5,75.0,True,,57.25,55.3,55.7,54.3,99.5,41.9,13.0,12.0,30.0,True,301.0,47.85,48.4,54.1,39.7,99.2,35.8,12.8,12.0,30.0,True,japan,JPN,Japan,Japan,JP,East Asia & Pacific,High income: OECD,True,,,,,,,False,-5.350000000000001,5.350000000000001
U0154,texas a&m university,United States,US,united states,154.0,51.8,61.2,66.0,4.4,64.3,12.1,21.9,44.4,39.5,True,118.0,65.3,55.2,62.1,77.3,76.4,64.1,20.5,6.0,47.0,True,181.0,55.8,50.2,54.8,63.2,45.1,56.0,21.3,8.0,47.0,True,united states,USA,United States,United States of America,US,North America,High income: OECD,True,85.7957763671875,,56.2370185852051,,,,True,-13.5,13.5
U0155,university of geneva,Switzerland,CH,switzerland,155.0,51.6,45.5,17.2,40.4,62.4,97.6,100.0,49.5,42.3,True,183.0,59.8,41.8,38.0,86.7,80.7,97.1,8.4,40.0,62.0,True,201.0,52.75,34.7,35.4,81.8,48.2,98.6,8.7,40.0,62.0,True,switzerland,CHE,Switzerland,Switzerland,CH,Europe & Central Asia,High income: OECD,True,57.672191619873,51.3324813842773,49.8023414611816,,,86178.0,True,-8.199999999999996,8.199999999999996
U0157,wageningen university & research,Netherlands,NL,netherlands,155.0,51.6,42.1,23.8,98.6,41.3,81.2,59.4,21.1,92.3,True,,73.0,56.4,59.8,93.8,98.8,92.4,18.1,28.0,54.0,True,59.0,70.3,50.4,60.2,93.2,100.0,88.8,18.6,27.0,55.0,True,netherlands,NLD,Netherlands,Kingdom of the Netherlands,NL,Europe & Central Asia,High income: OECD,True,,48.2467498779297,52.307559967041,13.4636602401733,,,True,-21.4,21.4
U0158,erasmus university rotterdam,Netherlands,NL,netherlands,158.0,51.5,37.0,58.2,18.1,63.3,70.0,76.0,89.3,28.7,True,,66.7,38.5,54.1,96.9,94.7,90.6,36.0,25.0,54.0,True,80.0,65.7,38.6,57.1,95.6,64.4,89.7,33.9,22.0,53.0,True,netherlands,NLD,Netherlands,Kingdom of the Netherlands,NL,Europe & Central Asia,High income: OECD,True,,48.2467498779297,52.307559967041,13.4636602401733,,,True,-15.200000000000003,15.200000000000003
U0159,université de montréal,Canada,CA,canada,159.0,51.3,55.5,32.8,76.0,19.3,54.1,87.6,54.2,91.4,True,,65.8,51.2,54.1,81.7,96.6,87.7,20.5,22.0,53.0,True,,,,,,,,,,,False,canada,CAN,Canada,Canada,CA,North America,High income: OECD,True,,,,,,,False,-14.5,14.5
U0160,university of groningen,Netherlands,NL,netherlands,159.0,51.3,52.3,34.4,49.3,41.2,83.5,93.2,40.0,40.1,True,79.0,70.0,47.5,57.2,94.5,99.9,93.4,28.8,29.0,53.0,True,75.0,66.6,45.4,57.6,90.4,75.8,89.8,24.4,28.0,52.0,True,netherlands,NLD,Netherlands,Kingdom of the Netherlands,NL,Europe & Central Asia,High income: OECD,True,,48.2467498779297,52.307559967041,13.4636602401733,,,True,-18.700000000000003,18.700000000000003
U0161,university of bern,Switzerland,CH,switzerland,161.0,51.2,29.7,16.1,45.9,99.3,38.0,100.0,30.7,52.1,True,,65.4,45.1,47.0,93.3,99.2,87.0,18.2,16.0,59.0,True,94.0,63.7,46.0,46.5,90.7,86.3,88.2,17.2,17.0,58.0,True,switzerland,CHE,Switzerland,Switzerland,CH,Europe & Central Asia,High income: OECD,True,57.672191619873,51.3324813842773,49.8023414611816,,,86178.0,True,-14.200000000000003,14.200000000000003
U0162,hanyang university,South Korea,KR,south korea,162.0,51.1,43.0,78.0,77.1,28.5,57.6,17.4,43.3,85.8,True,,52.05,45.4,40.4,62.0,99.4,66.5,13.2,21.0,53.0,True,401.0,43.5,41.8,40.8,40.8,89.8,63.7,14.6,20.0,53.0,True,korea,KOR,Korea,Republic of Korea,KR,East Asia & Pacific,High income: OECD,True,93.1791381835938,,40.7566299438477,,,,True,-0.9499999999999957,0.9499999999999957
U0163,al-farabi kazakh national university,Kazakhstan,KZ,kazakhstan,163.0,51.0,54.2,79.6,99.3,1.4,54.2,49.0,59.6,29.8,True,,25.5,24.8,11.1,27.1,25.3,72.5,5.9,10.0,59.0,True,1001.0,27.05,27.3,10.8,26.2,41.1,69.2,5.7,15.0,56.0,True,kazakhstan,KAZ,Kazakhstan,Republic of Kazakhstan,KZ,Europe & Central Asia,Upper middle income,True,46.039909362793,67.1917724609375,55.4981384277344,12.9751901626587,,241472.0,True,25.5,25.5
U0164,complutense university of madrid,Spain,ES,spain,164.0,50.9,68.1,68.1,28.7,7.9,34.3,10.5,96.3,88.9,True,,43.6,40.3,29.4,58.8,52.1,46.7,11.8,10.0,62.0,True,401.0,43.5,31.4,34.7,60.5,39.1,44.7,20.3,12.0,62.0,True,spain,ESP,Spain,Kingdom of Spain,ES,Europe & Central Asia,High income: OECD,True,89.6701431274414,51.2237510681152,53.1438102722167,12.5089902877808,99.65568,438616.0,True,7.299999999999997,7.299999999999997
U0166,university of liverpool,United Kingdom,GB,united kingdom,165.0,50.7,46.1,39.4,37.8,36.6,85.4,88.3,36.3,95.6,True,,60.8,38.4,40.2,93.4,64.9,96.4,14.2,32.0,54.0,True,176.0,56.1,33.2,37.7,89.4,39.6,94.1,14.2,36.0,55.0,True,united kingdom,GBR,United Kingdom,United Kingdom of Great Britain and Northern Ireland,GB,Europe & Central Asia,High income: OECD,True,,,,,,740276.0,True,-10.099999999999994,10.099999999999994
U0167,kyushu university,Japan,JP,japan,167.0,50.3,58.3,66.5,78.4,27.9,14.1,18.7,15.1,77.6,True,,52.05,55.0,47.5,51.2,98.4,48.8,7.7,13.0,28.0,True,501.0,40.65,46.0,42.5,34.8,71.0,43.6,7.8,14.0,29.0,True,japan,JPN,Japan,Japan,JP,East Asia & Pacific,High income: OECD,True,,,,,,,False,-1.75,1.75
U0168,university of wollongong,Australia,AU,australia,167.0,50.3,29.5,24.5,17.0,94.6,56.3,91.8,18.3,93.9,True,,57.25,36.8,39.3,84.0,91.4,91.7,26.1,22.0,55.0,True,201.0,52.75,31.4,38.2,74.8,57.2,94.0,29.1,27.0,54.0,True,australia,AUS,Australia,Commonwealth of Australia,AU,East Asia & Pacific,High income: OECD,True,,,,,,,False,-6.950000000000003,6.950000000000003
U0169,ghent university,Belgium,BE,belgium,169.0,50.1,53.2,24.8,78.5,21.5,21.4,79.7,72.9,98.3,True,115.0,65.6,47.2,59.3,85.3,99.7,65.7,37.6,12.0,57.0,True,107.0,62.7,48.6,60.1,77.8,80.0,63.9,35.6,12.0,57.0,True,belgium,BEL,Belgium,Kingdom of Belgium,BE,Europe & Central Asia,High income: OECD,True,75.0368270874023,,55.8789100646973,,,,True,-15.499999999999993,15.499999999999993
U0171,university of cape town,South Africa,ZA,south africa,171.0,50.0,45.2,51.8,13.8,46.8,19.2,56.5,95.8,95.6,True,167.0,60.9,38.7,47.0,88.3,78.2,82.9,13.6,13.0,54.0,True,160.0,57.2,33.9,43.8,88.7,53.3,78.8,12.8,15.0,54.0,True,south africa,ZAF,South Africa,Republic of South Africa,ZA,Sub-Saharan Africa,Upper middle income,True,,,,,98.95578,,True,-10.899999999999999,10.899999999999999
U0172,university of reading,United Kingdom,GB,united kingdom,172.0,49.9,32.2,41.7,13.1,65.7,78.6,86.2,47.8,94.0,True,,57.25,37.5,40.6,84.1,70.8,95.5,16.6,31.0,55.0,True,198.0,54.4,36.5,39.6,78.5,42.2,93.3,16.4,32.0,56.0,True,united kingdom,GBR,United Kingdom,United Kingdom of Great Britain and Northern Ireland,GB,Europe & Central Asia,High income: OECD,True,,,,,,740276.0,True,-7.350000000000001,7.350000000000001
U0173,hokkaido university,Japan,JP,japan,173.0,49.8,59.0,63.3,76.2,26.0,12.1,18.7,15.5,78.1,True,,50.05,51.2,44.0,47.4,95.1,47.5,8.2,10.0,29.0,True,501.0,40.65,43.1,40.8,32.2,65.4,44.0,8.4,11.0,30.0,True,japan,JPN,Japan,Japan,JP,East Asia & Pacific,High income: OECD,True,,,,,,,False,-0.25,0.25
