university_id,country_id,year,source,global_rank,global_ranking_score,research_impact_score,students_per_staff,international_student_percentage,academic_reputation_score,research_productivity_index,international_students_score
U2650,C0245,2025,QS 2025,293.0,37.0,38.8,,,37.3,60.525252525252526,15.1
U3183,C0014,2025,QS 2025,293.0,37.0,59.8,,,16.0,67.55555555555556,89.7
U3415,C0268,2025,QS 2025,295.0,36.9,89.5,,,19.0,85.75757575757575,3.8
U1978,C0212,2025,QS 2025,296.0,36.7,61.9,,,26.1,74.8080808080808,8.0
U3264,C0245,2025,QS 2025,297.0,36.6,29.1,,,37.3,49.5959595959596,11.3
U0234,C0195,2025,QS 2025,298.0,36.5,1.4,,,36.2,5.979797979797979,70.0
U2008,C0244,2025,QS 2025,298.0,36.5,27.9,,,23.1,49.15151515151514,59.6
U0817,C0268,2025,QS 2025,300.0,36.4,99.9,,,20.4,91.61616161616163,2.7
U0701,C0245,2025,QS 2025,301.0,36.3,14.0,,,29.3,32.727272727272734,37.3
U0242,C0268,2025,QS 2025,302.0,35.9,82.0,,,23.2,76.4040404040404,6.7
U2577,C0082,2025,QS 2025,302.0,35.9,87.0,,,27.8,91.7979797979798,35.2
U1217,C0226,2025,QS 2025,304.0,35.8,45.4,,,18.5,60.68686868686869,32.6
U2360,C0030,2025,QS 2025,304.0,35.8,7.8,,,61.9,35.91919191919192,1.5
U0001,C0058,2025,QS 2025,306.0,35.7,53.2,,,19.9,68.44444444444444,14.9
U2708,C0245,2025,QS 2025,307.0,35.5,40.7,,,37.5,57.63636363636364,58.7
U0039,C0109,2025,QS 2025,308.0,35.3,1.5,,,37.1,16.18181818181818,6.7
U0720,C0086,2025,QS 2025,309.0,35.2,15.9,,,43.2,45.15151515151516,24.1
U2592,C0015,2025,QS 2025,309.0,35.2,9.3,,,20.3,33.51515151515152,100.0
U1518,C0245,2025,QS 2025,311.0,35.1,63.4,,,26.7,68.96969696969697,17.0
U0977,C0188,2025,QS 2025,312.0,35.0,5.5,,,37.8,38.12121212121212,15.4
U2880,C0212,2025,QS 2025,312.0,35.0,24.9,,,17.7,53.67676767676768,51.4
U2602,C0086,2025,QS 2025,314.0,34.9,55.2,,,23.1,60.88888888888889,46.8
U1719,C0181,2025,QS 2025,315.0,34.8,93.6,,,17.3,81.97979797979798,1.9
U1778,C0195,2025,QS 2025,316.0,34.7,2.1,,,24.4,36.505050505050505,92.2
U1876,C0268,2025,QS 2025,316.0,34.7,88.2,,,16.6,78.34343434343435,3.1
U3032,C0245,2025,QS 2025,316.0,34.7,29.2,,,25.8,45.01010101010101,18.4
U1914,C0039,2025,QS 2025,319.0,34.6,36.6,,,24.0,52.2020202020202,83.9
U2748,C0245,2025,QS 2025,320.0,34.4,34.9,,,36.1,55.01010101010101,4.9
U1226,C0118,2025,QS 2025,321.0,34.2,1.4,,,34.4,9.05050505050505,8.2
U1454,C0089,2025,QS 2025,321.0,34.2,76.0,,,21.3,74.42424242424241,4.6
U2422,C0216,2025,QS 2025,321.0,34.2,11.4,,,31.3,38.66666666666667,32.1
U2970,C0245,2025,QS 2025,324.0,34.1,39.3,,,19.0,55.77777777777778,16.9
U3154,C0058,2025,QS 2025,324.0,34.1,49.3,,,20.2,61.63636363636364,24.1
U0499,C0261,2025,QS 2025,326.0,34.0,99.9,,,10.5,64.5050505050505,3.3
U0959,C0257,2025,QS 2025,326.0,34.0,17.0,,,27.0,40.04040404040404,19.8
U1181,C0261,2025,QS 2025,328.0,33.8,15.1,,,23.2,30.16161616161617,53.4
U1789,C0245,2025,QS 2025,328.0,33.8,12.8,,,36.2,38.26262626262627,28.2
U2770,C0108,2025,QS 2025,328.0,33.8,25.9,,,38.1,45.03030303030303,1.5
U2003,C0268,2025,QS 2025,331.0,33.7,49.5,,,31.8,60.26262626262626,3.6
U0016,C0243,2025,QS 2025,501.0,24.1,16.7,,,15.9,20.14141414141414,99.8
U2783,C0244,2025,QS 2025,332.0,33.6,58.7,,,17.2,70.08080808080808,32.2
U2530,C0082,2025,QS 2025,334.0,33.5,41.7,,,44.7,62.60606060606061,35.1
U0882,C0108,2025,QS 2025,335.0,33.4,93.8,,,19.4,73.73737373737373,2.0
U0656,C0014,2025,QS 2025,336.0,33.3,51.8,,,13.5,63.030303030303024,88.8
U1197,C0080,2025,QS 2025,336.0,33.3,97.6,,,6.4,80.60606060606061,28.5
U1902,C0268,2025,QS 2025,336.0,33.3,98.5,,,20.4,87.4949494949495,4.9
U3213,C0187,2025,QS 2025,336.0,33.3,1.9,,,36.3,24.74747474747475,1.1
U3117,C0039,2025,QS 2025,340.0,33.2,57.0,,,11.1,66.78787878787878,49.5
U3145,C0014,2025,QS 2025,340.0,33.2,31.9,,,21.3,52.86868686868687,50.9
U0304,C0244,2025,QS 2025,342.0,33.0,46.5,,,11.1,58.64646464646465,99.8
U1884,C0264,2025,QS 2025,342.0,33.0,99.9,,,11.5,84.34343434343435,1.2
U0872,C0108,2025,QS 2025,344.0,32.9,97.6,,,18.8,78.82828282828284,1.2
U2161,C0245,2025,QS 2025,344.0,32.9,45.7,,,16.9,51.01010101010102,38.1
U3046,C0080,2025,QS 2025,344.0,32.9,59.4,,,15.1,71.11111111111111,8.6
U2111,C0168,2025,QS 2025,347.0,32.8,55.1,,,14.7,55.33333333333333,60.6
U3004,C0114,2025,QS 2025,347.0,32.8,65.1,,,36.6,75.81818181818181,1.1
U3261,C0039,2025,QS 2025,349.0,32.6,62.5,,,17.0,58.76767676767677,40.9
U0320,C0260,2025,QS 2025,350.0,32.5,3.0,,,45.8,35.71717171717172,7.2
U1841,C0082,2025,QS 2025,350.0,32.5,2.8,,,16.8,13.373737373737374,97.2
U0422,C0244,2025,QS 2025,352.0,32.4,31.2,,,20.8,44.72727272727273,98.9
U1479,C0181,2025,QS 2025,353.0,32.3,14.5,,,20.4,37.51515151515152,4.0
U3079,C0212,2025,QS 2025,354.0,32.2,15.5,,,23.9,48.02020202020203,8.2
U0859,C0245,2025,QS 2025,355.0,32.1,29.1,,,33.4,51.61616161616161,10.8
U2744,C0189,2025,QS 2025,355.0,32.1,49.8,,,29.4,66.02020202020202,22.9
U2936,C0141,2025,QS 2025,355.0,32.1,25.2,,,9.2,42.58585858585858,100.0
U3182,C0071,2025,QS 2025,358.0,32.0,10.8,,,22.9,41.41414141414141,15.1
U0753,C0261,2025,QS 2025,359.0,31.9,100.0,,,13.8,70.5050505050505,8.8
U1680,C0186,2025,QS 2025,359.0,31.9,1.6,,,48.4,15.353535353535351,1.3
U2654,C0189,2025,QS 2025,359.0,31.9,90.6,,,13.9,89.85858585858585,15.3
U1998,C0178,2025,QS 2025,362.0,31.7,21.9,,,18.6,44.1010101010101,3.2
U3412,C0268,2025,QS 2025,362.0,31.7,72.2,,,23.6,68.04040404040404,3.1
U3442,C0039,2025,QS 2025,362.0,31.7,22.6,,,22.7,39.15151515151516,78.7
U1804,C0195,2025,QS 2025,365.0,31.6,4.6,,,36.3,35.67676767676768,38.9
U2865,C0245,2025,QS 2025,365.0,31.6,23.3,,,38.5,46.96969696969697,19.3
U3391,C0086,2025,QS 2025,367.0,31.5,10.0,,,31.6,38.18181818181819,4.5
U1262,C0231,2025,QS 2025,368.0,31.4,4.7,,,44.1,24.94949494949495,4.2
U2881,C0117,2025,QS 2025,368.0,31.4,3.5,,,32.9,28.18181818181818,43.5
U3190,C0264,2025,QS 2025,368.0,31.4,79.1,,,20.6,81.75757575757575,2.0
U0702,C0245,2025,QS 2025,371.0,31.3,27.5,,,25.2,47.77777777777777,34.4
U1214,C0170,2025,QS 2025,371.0,31.3,52.1,,,8.2,38.72727272727272,96.3
U2480,C0216,2025,QS 2025,371.0,31.3,16.7,,,31.8,43.57575757575757,19.8
U3240,C0114,2025,QS 2025,371.0,31.3,33.3,,,41.5,54.525252525252526,5.3
U2802,C0114,2025,QS 2025,375.0,31.2,46.6,,,34.6,62.98989898989899,12.3
U3241,C0080,2025,QS 2025,375.0,31.2,29.3,,,27.8,51.61616161616162,4.4
U1402,C0268,2025,QS 2025,377.0,31.1,82.9,,,18.5,69.87878787878789,2.7
U1684,C0047,2025,QS 2025,377.0,31.1,1.6,,,45.3,17.01010101010101,2.5
U3236,C0116,2025,QS 2025,377.0,31.1,17.3,,,36.6,36.505050505050505,19.3
U2074,C0086,2025,QS 2025,380.0,30.8,99.1,,,4.9,75.85858585858585,100.0
U2890,C0244,2025,QS 2025,380.0,30.8,45.7,,,15.4,58.525252525252526,49.8
U3070,C0114,2025,QS 2025,382.0,30.7,38.8,,,40.4,58.18181818181818,4.2
U0143,C0108,2025,QS 2025,383.0,30.6,100.0,,,10.0,95.63636363636364,1.3
U3388,C0014,2025,QS 2025,384.0,30.5,31.0,,,19.9,53.09090909090909,45.5
U1942,C0268,2025,QS 2025,385.0,30.4,97.8,,,12.1,78.98989898989898,4.6
U2534,C0276,2025,QS 2025,385.0,30.4,9.9,,,20.2,19.29292929292929,46.5
U0252,C0021,2025,QS 2025,387.0,30.3,1.3,,,28.4,14.484848484848486,59.3
U2368,C0189,2025,QS 2025,388.0,30.2,23.9,,,28.7,48.34343434343435,57.0
U2603,C0114,2025,QS 2025,389.0,30.1,88.5,,,3.3,68.46464646464646,4.3
U2764,C0056,2025,QS 2025,389.0,30.1,75.0,,,10.0,74.1010101010101,20.0
U3351,C0245,2025,QS 2025,389.0,30.1,28.4,,,26.4,49.57575757575758,16.5
U1452,C0267,2025,QS 2025,392.0,30.0,29.4,,,27.6,28.848484848484844,25.5
U1412,C0089,2025,QS 2025,393.0,29.9,31.0,,,26.7,52.76767676767676,15.9
U2717,C0245,2025,QS 2025,393.0,29.9,65.3,,,17.7,64.62626262626263,7.0
U3097,C0114,2025,QS 2025,393.0,29.9,47.2,,,31.3,55.51515151515152,30.8
U1522,C0245,2025,QS 2025,396.0,29.7,24.6,,,19.2,41.09090909090909,96.4
U1779,C0086,2025,QS 2025,396.0,29.7,53.4,,,20.3,66.62626262626262,39.3
U1849,C0261,2025,QS 2025,396.0,29.7,76.9,,,10.8,71.4949494949495,31.2
U2504,C0022,2025,QS 2025,396.0,29.7,38.0,,,17.0,60.24242424242425,53.0
U3155,C0014,2025,QS 2025,396.0,29.7,73.1,,,8.8,76.02020202020202,23.0
U1073,C0195,2025,QS 2025,401.0,29.6,2.4,,,23.6,36.121212121212125,95.7
U1152,C0257,2025,QS 2025,401.0,29.6,32.4,,,24.3,39.474747474747474,13.0
U0118,C0264,2025,QS 2025,403.0,29.5,100.0,,,5.2,87.95959595959596,2.8
U2722,C0014,2025,QS 2025,403.0,29.5,51.2,,,14.3,55.51515151515152,69.4
U0899,C0082,2025,QS 2025,405.0,29.3,60.6,,,7.4,59.75757575757576,58.3
U1831,C0118,2025,QS 2025,405.0,29.3,1.2,,,27.8,5.777777777777778,16.9
U3320,C0227,2025,QS 2025,405.0,29.3,40.7,,,6.1,39.535353535353536,100.0
U0275,C0244,2025,QS 2025,408.0,29.1,57.1,,,10.0,56.02020202020202,99.5
U1287,C0057,2025,QS 2025,408.0,29.1,13.8,,,23.5,39.75757575757576,66.7
U0813,C0195,2025,QS 2025,410.0,29.0,1.8,,,24.0,33.85858585858586,13.5
U0107,C0260,2025,QS 2025,410.0,29.0,5.2,,,32.1,14.02020202020202,3.8
U0185,C0170,2025,QS 2025,412.0,28.9,21.7,,,19.3,33.39393939393939,99.8
U0733,C0015,2025,QS 2025,413.0,28.8,11.1,,,14.7,29.91919191919192,59.7
U3432,C0245,2025,QS 2025,413.0,28.8,91.6,,,3.1,57.17171717171716,13.5
U0474,C0039,2025,QS 2025,415.0,28.7,17.5,,,15.8,39.41414141414141,92.3
U1603,C0244,2025,QS 2025,416.0,28.6,7.0,,,30.7,30.868686868686872,67.4
U2073,C0113,2025,QS 2025,416.0,28.6,20.1,,,23.9,35.05050505050505,4.3
U2781,C0244,2025,QS 2025,418.0,28.5,14.0,,,18.4,37.85858585858586,89.4
U0284,C0257,2025,QS 2025,418.0,28.5,10.7,,,24.9,24.383838383838384,2.6
U0496,C0057,2025,QS 2025,420.0,28.4,3.6,,,22.0,25.171717171717173,50.2
U0549,C0112,2025,QS 2025,421.0,28.3,10.7,,,20.1,35.93939393939394,22.6
U2925,C0112,2025,QS 2025,421.0,28.3,23.0,,,18.3,42.22222222222221,30.8
U0174,C0244,2025,QS 2025,423.0,28.1,34.4,,,12.5,51.83838383838384,53.8
U2569,C0039,2025,QS 2025,423.0,28.1,23.8,,,19.2,45.81818181818182,41.6
U1448,C0267,2025,QS 2025,425.0,28.0,41.6,,,13.9,32.80808080808081,20.6
U0929,C0109,2025,QS 2025,426.0,27.9,1.8,,,23.5,7.7979797979797985,3.6
U1209,C0086,2025,QS 2025,426.0,27.9,17.4,,,21.2,41.25252525252526,26.9
U1023,C0086,2025,QS 2025,428.0,27.8,74.4,,,15.8,75.7979797979798,9.5
U1943,C0268,2025,QS 2025,428.0,27.8,82.0,,,13.5,76.64646464646465,3.4
U3119,C0268,2025,QS 2025,430.0,27.7,99.4,,,11.8,82.18181818181819,2.8
U0360,C0268,2025,QS 2025,431.0,27.6,99.7,,,8.6,86.68686868686868,4.0
U2139,C0195,2025,QS 2025,431.0,27.6,4.2,,,22.0,27.434343434343432,91.6
U2826,C0216,2025,QS 2025,431.0,27.6,26.2,,,44.4,53.77777777777778,14.8
U0043,C0243,2025,QS 2025,477.0,25.1,3.2,,,17.3,20.484848484848484,100.0
U0834,C0216,2025,QS 2025,435.0,27.4,2.2,,,8.1,1.7373737373737377,100.0
U0932,C0264,2025,QS 2025,436.0,27.2,98.7,,,7.8,80.38383838383838,1.5
U1372,C0014,2025,QS 2025,436.0,27.2,57.3,,,8.0,63.97979797979798,73.9
U2481,C0216,2025,QS 2025,436.0,27.2,19.7,,,26.5,45.23232323232324,25.0
U3348,C0137,2025,QS 2025,439.0,27.1,3.3,,,19.1,31.49494949494949,13.6
U1916,C0205,2025,QS 2025,440.0,27.0,66.0,,,7.4,51.5959595959596,
U2500,C0114,2025,QS 2025,440.0,27.0,64.6,,,21.7,71.55555555555554,12.6
U0465,C0245,2025,QS 2025,442.0,26.8,17.1,,,18.3,41.03030303030303,3.7
U1552,C0195,2025,QS 2025,442.0,26.8,9.5,,,24.7,27.57575757575757,57.0
U2488,C0114,2025,QS 2025,442.0,26.8,19.2,,,24.2,35.07070707070707,7.1
U0979,C0014,2025,QS 2025,445.0,26.7,46.9,,,14.4,58.12121212121212,16.0
U1025,C0086,2025,QS 2025,445.0,26.7,79.3,,,12.7,80.94949494949495,18.8
U2476,C0216,2025,QS 2025,445.0,26.7,19.9,,,35.6,47.13131313131313,24.3
U0503,C0268,2025,QS 2025,448.0,26.6,88.1,,,9.6,74.96969696969695,2.9
U0824,C0268,2025,QS 2025,448.0,26.6,90.6,,,7.9,72.68686868686869,1.8
U2510,C0082,2025,QS 2025,448.0,26.6,57.2,,,18.6,73.85858585858585,29.9
U2791,C0268,2025,QS 2025,451.0,26.5,99.1,,,5.3,88.66666666666666,2.5
U0240,C0268,2025,QS 2025,452.0,26.4,72.1,,,12.1,63.37373737373737,4.5
U1449,C0267,2025,QS 2025,452.0,26.4,5.4,,,34.7,11.676767676767676,25.2
U2886,C0245,2025,QS 2025,452.0,26.4,9.2,,,14.4,38.74747474747475,7.2
U3164,C0244,2025,QS 2025,452.0,26.4,30.3,,,11.2,42.24242424242425,81.3
U1358,C0195,2025,QS 2025,456.0,26.3,12.0,,,16.6,23.111111111111114,45.5
U2189,C0226,2025,QS 2025,456.0,26.3,15.2,,,19.9,39.71717171717172,21.8
U2519,C0082,2025,QS 2025,456.0,26.3,20.7,,,39.1,48.18181818181818,35.9
U2834,C0039,2025,QS 2025,456.0,26.3,50.1,,,12.8,55.6969696969697,14.3
U1988,C0245,2025,QS 2025,460.0,26.2,23.6,,,18.0,44.0,43.5
U2308,C0045,2025,QS 2025,461.0,26.1,4.2,,,43.4,22.181818181818183,2.2
U2030,C0080,2025,QS 2025,462.0,26.0,33.1,,,21.7,53.31313131313132,5.9
U2309,C0216,2025,QS 2025,462.0,26.0,8.2,,,39.1,40.8888888888889,18.9
U1254,C0273,2025,QS 2025,464.0,25.9,56.4,,,4.4,43.75757575757575,100.0
U1133,C0116,2025,QS 2025,465.0,25.8,11.4,,,28.4,28.12121212121212,5.6
U2594,C0086,2025,QS 2025,466.0,25.7,18.3,,,18.3,36.78787878787879,14.5
U2483,C0216,2025,QS 2025,466.0,25.7,8.1,,,11.0,17.07070707070707,43.1
U2607,C0245,2025,QS 2025,466.0,25.7,33.6,,,18.0,47.070707070707066,36.9
U3378,C0245,2025,QS 2025,466.0,25.7,33.5,,,23.3,50.525252525252526,5.0
U0927,C0245,2025,QS 2025,470.0,25.6,47.9,,,20.7,59.25252525252525,12.5
U0257,C0113,2025,QS 2025,471.0,25.5,51.7,,,14.4,56.54545454545455,14.3
U0598,C0244,2025,QS 2025,472.0,25.3,22.6,,,15.5,43.03030303030303,98.6
U1013,C0015,2025,QS 2025,472.0,25.3,14.3,,,12.8,31.77777777777778,33.5
U0227,C0244,2025,QS 2025,474.0,25.2,43.0,,,8.6,55.35353535353536,52.3
U0795,C0116,2025,QS 2025,474.0,25.2,8.9,,,24.1,32.707070707070706,12.9
U2598,C0086,2025,QS 2025,474.0,25.2,36.5,,,15.8,58.64646464646465,21.2
U3128,C0243,2025,QS 2025,434.0,27.5,22.0,,,18.1,46.58585858585859,100.0
U0271,C0257,2025,QS 2025,477.0,25.1,15.2,,,24.0,23.676767676767675,3.7
U0876,C0108,2025,QS 2025,477.0,25.1,95.6,,,6.1,66.46464646464645,1.1
U1775,C0244,2025,QS 2025,477.0,25.1,27.2,,,14.9,45.05050505050505,86.9
U0041,C0082,2025,QS 2025,481.0,25.0,21.7,,,36.9,52.18181818181817,18.2
U1675,C0011,2025,QS 2025,481.0,25.0,1.1,,,19.9,4.707070707070707,6.7
U3192,C0245,2025,QS 2025,481.0,25.0,76.3,,,10.1,76.46464646464646,2.4
U0389,C0268,2025,QS 2025,484.0,24.9,88.8,,,8.4,73.8989898989899,1.5
U0115,C0243,2025,QS 2025,485.0,24.8,46.8,,,4.6,33.57575757575758,100.0
U1445,C0267,2025,QS 2025,485.0,24.8,22.1,,,26.5,26.76767676767677,10.8
U2596,C0086,2025,QS 2025,487.0,24.7,31.0,,,15.3,29.05050505050505,22.7
U2842,C0245,2025,QS 2025,488.0,24.6,41.7,,,15.2,57.757575757575765,12.0
U0405,C0268,2025,QS 2025,489.0,24.5,81.4,,,7.6,72.40404040404042,2.1
U0413,C0261,2025,QS 2025,489.0,24.5,9.3,,,16.0,16.707070707070706,37.8
U0938,C0264,2025,QS 2025,489.0,24.5,92.2,,,4.9,72.44444444444444,1.4
U1881,C0268,2025,QS 2025,489.0,24.5,30.5,,,20.3,41.19191919191919,5.3
U2193,C0030,2025,QS 2025,489.0,24.5,16.2,,,41.1,37.45454545454546,2.7
U2883,C0080,2025,QS 2025,489.0,24.5,12.1,,,16.2,39.131313131313135,2.6
U0359,C0014,2025,QS 2025,495.0,24.4,20.9,,,9.0,29.43434343434344,97.8
U0556,C0251,2025,QS 2025,495.0,24.4,49.0,,,11.9,62.42424242424242,1.4
U1004,C0268,2025,QS 2025,497.0,24.2,27.4,,,12.1,40.72727272727273,2.1
U1438,C0195,2025,QS 2025,497.0,24.2,8.1,,,9.2,17.19191919191919,89.5
U2261,C0051,2025,QS 2025,497.0,24.2,1.6,,,35.4,18.343434343434343,2.0
U2712,C0245,2025,QS 2025,497.0,24.2,50.9,,,16.3,61.07070707070707,10.4
U1084,C0243,2025,QS 2025,202.0,46.1,60.7,,,22.7,67.6161616161616,78.9
U0464,C0245,2025,QS 2025,501.0,24.1,72.0,,,6.8,55.11111111111111,7.4
U0561,C0268,2025,QS 2025,501.0,24.1,63.5,,,13.3,66.56565656565655,9.0
U1011,C0086,2025,QS 2025,501.0,24.1,11.5,,,22.3,41.11111111111112,15.5
U2856,C0244,2025,QS 2025,501.0,24.1,19.4,,,12.7,40.24242424242424,85.6
U2769,C0245,2025,QS 2025,506.0,24.0,53.9,,,9.4,58.525252525252526,12.6
U3231,C0114,2025,QS 2025,506.0,24.0,32.7,,,24.9,53.474747474747474,6.1
U0158,C0089,2025,QS 2025,508.0,23.9,15.8,,,28.2,45.131313131313135,4.1
U1886,C0268,2025,QS 2025,508.0,23.9,64.5,,,7.7,64.38383838383838,1.4
U1924,C0244,2025,QS 2025,508.0,23.9,15.1,,,17.1,14.969696969696969,98.7
U0609,C0261,2025,QS 2025,511.0,23.8,6.9,,,22.1,15.81818181818182,24.4
U3459,C0268,2025,QS 2025,511.0,23.8,80.3,,,5.4,70.4040404040404,2.4
U0845,C0200,2025,QS 2025,513.0,23.7,2.6,,,10.5,28.161616161616163,19.7
U1695,C0200,2025,QS 2025,513.0,23.7,27.8,,,20.3,25.252525252525253,18.8
U2974,C0114,2025,QS 2025,513.0,23.7,54.1,,,20.4,64.54545454545455,4.3
U0178,C0187,2025,QS 2025,516.0,23.6,1.8,,,21.4,9.373737373737374,2.5
U0570,C0014,2025,QS 2025,516.0,23.6,49.8,,,8.5,55.23232323232323,57.7
U0924,C0145,2025,QS 2025,516.0,23.6,1.7,,,7.7,2.8484848484848486,92.9
U1182,C0261,2025,QS 2025,516.0,23.6,20.5,,,11.1,32.42424242424242,25.7
U1795,C0257,2025,QS 2025,516.0,23.6,19.4,,,19.5,21.21212121212121,14.2
U2857,C0244,2025,QS 2025,516.0,23.6,21.5,,,8.9,43.09090909090909,81.5
U3311,C0195,2025,QS 2025,516.0,23.6,2.1,,,19.6,35.252525252525245,25.3
U3450,C0243,2025,QS 2025,,,8.6,,,17.6,24.72727272727273,1.9
U1712,C0261,2025,QS 2025,524.0,23.4,19.5,,,18.7,34.121212121212125,13.7
U2205,C0011,2025,QS 2025,524.0,23.4,1.9,,,20.9,4.262626262626263,7.5
U2593,C0086,2025,QS 2025,526.0,23.3,8.8,,,17.2,42.58585858585859,20.2
U1341,C0245,2025,QS 2025,527.0,23.2,86.2,,,4.0,63.55555555555555,12.8
U2595,C0086,2025,QS 2025,527.0,23.2,8.4,,,23.5,38.14141414141415,14.2
U2668,C0086,2025,QS 2025,527.0,23.2,25.8,,,10.2,44.96969696969697,21.2
U3376,C0188,2025,QS 2025,527.0,23.2,4.7,,,23.3,26.323232323232325,10.3
U0482,C0244,2025,QS 2025,526.0,23.3,7.1,,,9.9,36.66666666666666,99.9
U0867,C0108,2025,QS 2025,531.0,23.1,95.0,,,5.5,66.46464646464646,1.1
U2690,C0244,2025,QS 2025,531.0,23.1,21.7,,,9.1,38.80808080808081,97.6
U3248,C0245,2025,QS 2025,531.0,23.1,30.5,,,15.7,49.99999999999999,10.3
U2401,C0011,2025,QS 2025,534.0,23.0,1.9,,,40.8,22.52525252525253,22.6
U1192,C0181,2025,QS 2025,535.0,22.9,7.4,,,17.2,11.353535353535356,1.8
U1535,C0244,2025,QS 2025,535.0,22.9,15.8,,,10.9,40.24242424242425,56.2
U2688,C0082,2025,QS 2025,535.0,22.9,17.6,,,31.3,47.1919191919192,23.3
U2784,C0080,2025,QS 2025,535.0,22.9,18.4,,,13.8,45.05050505050506,5.2
U0148,C0018,2025,QS 2025,539.0,22.8,2.0,,,23.5,5.575757575757577,46.8
U0797,C0116,2025,QS 2025,539.0,22.8,2.1,,,14.4,3.2929292929292933,20.0
U2002,C0145,2025,QS 2025,539.0,22.8,10.3,,,13.0,25.87878787878788,33.2
U2496,C0227,2025,QS 2025,539.0,22.8,25.4,,,10.3,37.93939393939394,38.3
U3102,C0216,2025,QS 2025,539.0,22.8,6.2,,,26.9,35.07070707070707,14.9
U2315,C0216,2025,QS 2025,544.0,22.7,7.0,,,21.3,39.39393939393939,9.0
U2427,C0216,2025,QS 2025,544.0,22.7,2.2,,,8.3,3.95959595959596,5.0
U1537,C0268,2025,QS 2025,547.0,22.6,63.8,,,5.8,59.232323232323225,5.2
U2038,C0248,2025,QS 2025,547.0,22.6,2.2,,,30.6,3.7979797979797993,4.1
U2818,C0114,2025,QS 2025,547.0,22.6,43.7,,,18.8,58.28282828282829,9.2
U2862,C0107,2025,QS 2025,547.0,22.6,6.7,,,6.8,32.747474747474755,10.3
U3281,C0039,2025,QS 2025,547.0,22.6,36.2,,,3.9,41.57575757575758,83.8
U2197,C0243,2025,QS 2025,261.0,39.4,16.6,,,30.1,43.87878787878788,34.2
U3176,C0264,2025,QS 2025,552.0,22.5,81.7,,,5.9,77.51515151515152,6.8
U0776,C0022,2025,QS 2025,554.0,22.4,15.4,,,5.8,36.44444444444444,25.3
U1019,C0117,2025,QS 2025,554.0,22.4,5.6,,,21.0,24.80808080808081,67.7
U2566,C0145,2025,QS 2025,554.0,22.4,8.2,,,22.0,17.737373737373737,79.3
U2775,C0019,2025,QS 2025,554.0,22.4,2.9,,,23.0,21.75757575757576,1.0
U3305,C0086,2025,QS 2025,554.0,22.4,31.2,,,7.4,42.58585858585859,21.0
U1635,C0195,2025,QS 2025,559.0,22.3,2.9,,,16.0,26.888888888888896,84.0
U2185,C0244,2025,QS 2025,559.0,22.3,11.5,,,8.1,35.61616161616162,77.6
U2191,C0200,2025,QS 2025,559.0,22.3,2.2,,,20.7,24.444444444444446,16.0
U2490,C0082,2025,QS 2025,562.0,22.2,48.3,,,18.1,66.12121212121212,12.0
U2555,C0276,2025,QS 2025,562.0,22.2,9.9,,,15.4,11.414141414141415,5.8
U0601,C0101,2025,QS 2025,564.0,22.1,6.1,,,23.3,31.49494949494949,11.0
U1401,C0268,2025,QS 2025,565.0,22.0,89.3,,,5.7,68.74747474747474,
U2753,C0245,2025,QS 2025,565.0,22.0,29.8,,,14.4,52.6060606060606,19.4
U0386,C0231,2025,QS 2025,567.0,21.9,4.2,,,34.8,26.78787878787879,4.2
U1203,C0132,2025,QS 2025,567.0,21.9,2.2,,,29.0,17.979797979797983,29.5
U1318,C0195,2025,QS 2025,567.0,21.9,1.3,,,9.8,2.080808080808081,41.3
U2736,C0057,2025,QS 2025,570.0,21.8,13.5,,,5.6,21.272727272727277,78.4
U3175,C0101,2025,QS 2025,570.0,21.8,4.8,,,18.5,31.434343434343432,41.2
U3214,C0181,2025,QS 2025,570.0,21.8,11.6,,,15.6,31.15151515151515,1.3
U0662,C0245,2025,QS 2025,573.0,21.6,24.8,,,25.6,43.07070707070707,4.2
U0661,C0245,2025,QS 2025,574.0,21.5,12.6,,,15.3,41.65656565656566,12.9
U2768,C0101,2025,QS 2025,574.0,21.5,3.9,,,17.9,32.343434343434346,70.0
U1440,C0195,2025,QS 2025,576.0,21.4,3.7,,,8.9,26.565656565656568,82.8
U1927,C0261,2025,QS 2025,576.0,21.4,5.1,,,17.5,7.656565656565657,19.6
U1944,C0014,2025,QS 2025,576.0,21.4,46.3,,,4.4,44.90909090909091,44.8
U2200,C0045,2025,QS 2025,576.0,21.4,4.6,,,20.6,14.505050505050503,3.9
U0990,C0108,2025,QS 2025,580.0,21.3,28.9,,,31.0,35.656565656565654,1.3
U1007,C0268,2025,QS 2025,580.0,21.3,52.7,,,5.2,52.26262626262626,83.1
U1267,C0145,2025,QS 2025,580.0,21.3,1.8,,,15.1,4.96969696969697,99.4
U1649,C0114,2025,QS 2025,580.0,21.3,76.5,,,6.9,64.18181818181819,7.2
U2580,C0082,2025,QS 2025,580.0,21.3,28.0,,,17.7,55.75757575757576,21.5
U0910,C0109,2025,QS 2025,585.0,21.2,1.6,,,17.3,4.808080808080808,5.3
U1915,C0205,2025,QS 2025,585.0,21.2,18.8,,,12.3,18.78787878787879,58.9
U0287,C0014,2025,QS 2025,587.0,21.1,28.8,,,4.3,27.151515151515152,86.6
U1896,C0108,2025,QS 2025,587.0,21.1,55.9,,,10.0,50.96969696969697,1.7
