university_id,country_id,year,source,global_rank,global_ranking_score,research_impact_score,students_per_staff,international_student_percentage,academic_reputation_score,research_productivity_index,international_students_score
U1392,,2023,WUR 2023,,,23.9,,,,47.88418239895532,61.8
U1392,,2023,WUR 2023,,,23.9,,,,43.8055958895228,61.8
U1392,,2023,WUR 2023,,,23.9,,,,43.76365568588358,61.8
U1392,,2023,WUR 2023,,,23.9,,,,40.199930465075184,61.8
U1392,,2023,WUR 2023,,,23.9,,,,28.5527837078826,61.8
U1392,,2023,WUR 2023,,,23.9,,,,33.749021648384776,61.8
U1392,,2023,WUR 2023,,,23.9,,,,27.403396326452484,61.8
U1392,,2023,WUR 2023,,,23.9,,,,31.15712600491052,61.8
U1392,,2023,WUR 2023,,,23.9,,,,29.071708243361048,61.8
U1392,,2023,WUR 2023,,,23.9,,,,30.399950650658432,61.8
U1392,,2023,WUR 2023,,,23.9,,,,35.33147185564629,61.8
U1392,,2023,WUR 2023,,,23.9,,,,33.946773711772735,61.8
U1392,,2023,WUR 2023,,,23.9,,,,24.793802164462853,61.8
U1392,,2023,WUR 2023,,,23.9,,,,26.75785339223952,61.8
U1392,,2023,WUR 2023,,,23.9,,,,28.23732384975655,61.8
U1392,,2023,WUR 2023,,,23.9,,,,25.94141452924313,61.8
U1392,,2023,WUR 2023,,,23.9,,,,29.006413964994017,61.8
U1392,,2023,WUR 2023,,,23.9,,,,22.1526345493242,61.8
U1392,,2023,WUR 2023,,,23.9,,,,24.14081875648968,61.8
U1392,,2023,WUR 2023,,,23.9,,,,21.705412418739144,61.8
U1392,,2023,WUR 2023,,,23.9,,,,17.20997779422529,61.8
U1392,,2023,WUR 2023,,,23.9,,,,19.88491145208488,61.8
U1392,,2023,WUR 2023,,,23.9,,,,16.844436642582238,61.8
U1392,,2023,WUR 2023,,,23.9,,,,14.210401042301203,61.8
U1392,,2023,WUR 2023,,,23.9,,,,15.06262573119662,61.8
U1392,,2023,WUR 2023,,,23.9,,,,16.635504832291446,61.8
U1392,,2023,WUR 2023,,,23.9,,,,7.70819853141716,61.8
U1392,,2023,WUR 2023,,,23.9,,,,10.257737010756824,61.8
U1392,,2023,WUR 2023,,,23.9,,,,12.715623388297129,61.8
U1392,,2023,WUR 2023,,,23.9,,,,13.869534663513184,61.8
U1392,,2023,WUR 2023,,,23.9,,,,6.146807125772188,61.8
U1392,,2023,WUR 2023,,,23.9,,,,12.013271551458049,61.8
U1392,,2023,WUR 2023,,,23.9,,,,4.31948995228298,61.8
U1392,,2023,WUR 2023,,,23.9,,,,14.647984495642952,61.8
U1392,,2023,WUR 2023,,,23.9,,,,21.04078790243373,61.8
U1392,,2023,WUR 2023,,,23.9,,,,12.360347732600466,61.8
U1392,,2023,WUR 2023,,,23.9,,,,13.933106593924531,61.8
U1392,,2023,WUR 2023,,,23.9,,,,22.456205164243038,61.8
U1392,,2023,WUR 2023,,,23.9,,,,14.884108458641276,61.8
U1392,,2023,WUR 2023,,,23.9,,,,14.175358906529317,61.8
U1392,,2023,WUR 2023,,,23.9,,,,2.945328711444474,61.8
U1392,,2023,WUR 2023,,,23.9,,,,15.149877445256404,61.8
U1392,,2023,WUR 2023,,,23.9,,,,9.937988328617376,61.8
U1392,,2023,WUR 2023,,,23.9,,,,7.4295133641299556,61.8
U1392,,2023,WUR 2023,,,23.9,,,,8.39952199281354,61.8
U1392,,2023,WUR 2023,,,23.9,,,,6.571154201361318,61.8
U1392,,2023,WUR 2023,,,23.9,,,,3.277609582730025,61.8
U1392,,2023,WUR 2023,,,23.9,,,,3.1847189500491737,61.8
U1392,,2023,WUR 2023,,,23.9,,,,6.577730643152531,61.8
U1392,,2023,WUR 2023,,,23.9,,,,3.9478255545891,61.8
U1392,,2023,WUR 2023,,,23.9,,,,6.733954972267687,61.8
U1392,,2023,WUR 2023,,,23.9,,,,12.535658747363703,61.8
U1392,,2023,WUR 2023,,,23.9,,,,4.047134316765368,61.8
U1392,,2023,WUR 2023,,,23.9,,,,9.259582578959762,61.8
U1392,,2023,WUR 2023,,,23.9,,,,5.0147794888344,61.8
U1392,,2023,WUR 2023,,,23.9,,,,6.048745570521993,61.8
U1392,,2023,WUR 2023,,,23.9,,,,3.2088437637489795,61.8
U1392,,2023,WUR 2023,,,23.9,,,,3.833456710089624,61.8
U1392,,2023,WUR 2023,,,23.9,,,,9.782059903657936,61.8
U1392,,2023,WUR 2023,,,23.9,,,,5.158831633617945,61.8
U1392,,2023,WUR 2023,,,23.9,,,,6.656987637310143,61.8
U1392,,2023,WUR 2023,,,23.9,,,,7.980847008957106,61.8
U1392,,2023,WUR 2023,,,23.9,,,,6.152391640490189,61.8
U1392,,2023,WUR 2023,,,23.9,,,,5.302684637660615,61.8
U1392,,2023,WUR 2023,,,23.9,,,,4.124848199841193,61.8
U1392,,2023,WUR 2023,,,23.9,,,,3.813111589693071,61.8
U1392,,2023,WUR 2023,,,23.9,,,,5.302602674557117,61.8
U1392,,2023,WUR 2023,,,23.9,,,,8.157174958216169,61.8
U1392,,2023,WUR 2023,,,23.9,,,,5.076762069949905,61.8
U1392,,2023,WUR 2023,,,23.9,,,,6.288810601252746,61.8
U1392,,2023,WUR 2023,,,23.9,,,,6.328276090764572,61.8
U1392,,2023,WUR 2023,,,23.9,,,,11.75297653654587,61.8
U1392,,2023,WUR 2023,,,23.9,,,,10.117266439246784,61.8
U1392,,2023,WUR 2023,,,23.9,,,,4.437922656063465,61.8
U1392,,2023,WUR 2023,,,23.9,,,,4.710293091892417,61.8
U1392,,2023,WUR 2023,,,23.9,,,,7.085925565335147,61.8
U1392,,2023,WUR 2023,,,23.9,,,,3.355528220457925,61.8
U1392,,2023,WUR 2023,,,23.9,,,,,61.8
U1392,,2023,WUR 2023,,,16.6,,,,51.67418335352436,46.5
U1392,,2023,WUR 2023,,,16.6,,,,47.88418239895532,46.5
U1392,,2023,WUR 2023,,,16.6,,,,43.8055958895228,46.5
U1392,,2023,WUR 2023,,,16.6,,,,43.76365568588358,46.5
U1392,,2023,WUR 2023,,,16.6,,,,40.199930465075184,46.5
U1392,,2023,WUR 2023,,,16.6,,,,28.5527837078826,46.5
U1392,,2023,WUR 2023,,,16.6,,,,33.749021648384776,46.5
U1392,,2023,WUR 2023,,,16.6,,,,27.403396326452484,46.5
U1392,,2023,WUR 2023,,,16.6,,,,31.15712600491052,46.5
U1392,,2023,WUR 2023,,,16.6,,,,29.071708243361048,46.5
U1392,,2023,WUR 2023,,,16.6,,,,30.399950650658432,46.5
U1392,,2023,WUR 2023,,,16.6,,,,35.33147185564629,46.5
U1392,,2023,WUR 2023,,,16.6,,,,33.946773711772735,46.5
U1392,,2023,WUR 2023,,,16.6,,,,24.793802164462853,46.5
U1392,,2023,WUR 2023,,,16.6,,,,26.75785339223952,46.5
U1392,,2023,WUR 2023,,,16.6,,,,28.23732384975655,46.5
U1392,,2023,WUR 2023,,,16.6,,,,25.94141452924313,46.5
U1392,,2023,WUR 2023,,,16.6,,,,29.006413964994017,46.5
U1392,,2023,WUR 2023,,,16.6,,,,22.1526345493242,46.5
U1392,,2023,WUR 2023,,,16.6,,,,24.14081875648968,46.5
U1392,,2023,WUR 2023,,,16.6,,,,21.705412418739144,46.5
U1392,,2023,WUR 2023,,,16.6,,,,17.20997779422529,46.5
U1392,,2023,WUR 2023,,,16.6,,,,19.88491145208488,46.5
U1392,,2023,WUR 2023,,,16.6,,,,16.844436642582238,46.5
U1392,,2023,WUR 2023,,,16.6,,,,14.210401042301203,46.5
U1392,,2023,WUR 2023,,,16.6,,,,15.06262573119662,46.5
U1392,,2023,WUR 2023,,,16.6,,,,16.635504832291446,46.5
U1392,,2023,WUR 2023,,,16.6,,,,7.70819853141716,46.5
U1392,,2023,WUR 2023,,,16.6,,,,10.257737010756824,46.5
U1392,,2023,WUR 2023,,,16.6,,,,12.715623388297129,46.5
U1392,,2023,WUR 2023,,,16.6,,,,13.869534663513184,46.5
U1392,,2023,WUR 2023,,,16.6,,,,6.146807125772188,46.5
U1392,,2023,WUR 2023,,,16.6,,,,12.013271551458049,46.5
U1392,,2023,WUR 2023,,,16.6,,,,4.31948995228298,46.5
U1392,,2023,WUR 2023,,,16.6,,,,14.647984495642952,46.5
U1392,,2023,WUR 2023,,,16.6,,,,21.04078790243373,46.5
U1392,,2023,WUR 2023,,,16.6,,,,12.360347732600466,46.5
U1392,,2023,WUR 2023,,,16.6,,,,13.933106593924531,46.5
U1392,,2023,WUR 2023,,,16.6,,,,22.456205164243038,46.5
U1392,,2023,WUR 2023,,,16.6,,,,14.884108458641276,46.5
U1392,,2023,WUR 2023,,,16.6,,,,14.175358906529317,46.5
U1392,,2023,WUR 2023,,,16.6,,,,2.945328711444474,46.5
U1392,,2023,WUR 2023,,,16.6,,,,15.149877445256404,46.5
U1392,,2023,WUR 2023,,,16.6,,,,9.937988328617376,46.5
U1392,,2023,WUR 2023,,,16.6,,,,7.4295133641299556,46.5
U1392,,2023,WUR 2023,,,16.6,,,,8.39952199281354,46.5
U1392,,2023,WUR 2023,,,16.6,,,,6.571154201361318,46.5
U1392,,2023,WUR 2023,,,16.6,,,,3.277609582730025,46.5
U1392,,2023,WUR 2023,,,16.6,,,,3.1847189500491737,46.5
U1392,,2023,WUR 2023,,,16.6,,,,6.577730643152531,46.5
U1392,,2023,WUR 2023,,,16.6,,,,3.9478255545891,46.5
U1392,,2023,WUR 2023,,,16.6,,,,6.733954972267687,46.5
U1392,,2023,WUR 2023,,,16.6,,,,12.535658747363703,46.5
U1392,,2023,WUR 2023,,,16.6,,,,4.047134316765368,46.5
U1392,,2023,WUR 2023,,,16.6,,,,9.259582578959762,46.5
U1392,,2023,WUR 2023,,,16.6,,,,5.0147794888344,46.5
U1392,,2023,WUR 2023,,,16.6,,,,6.048745570521993,46.5
U1392,,2023,WUR 2023,,,16.6,,,,3.2088437637489795,46.5
U1392,,2023,WUR 2023,,,16.6,,,,3.833456710089624,46.5
U1392,,2023,WUR 2023,,,16.6,,,,9.782059903657936,46.5
U1392,,2023,WUR 2023,,,16.6,,,,5.158831633617945,46.5
U1392,,2023,WUR 2023,,,16.6,,,,6.656987637310143,46.5
U1392,,2023,WUR 2023,,,16.6,,,,7.980847008957106,46.5
U1392,,2023,WUR 2023,,,16.6,,,,6.152391640490189,46.5
U1392,,2023,WUR 2023,,,16.6,,,,5.302684637660615,46.5
U1392,,2023,WUR 2023,,,16.6,,,,4.124848199841193,46.5
U1392,,2023,WUR 2023,,,16.6,,,,3.813111589693071,46.5
U1392,,2023,WUR 2023,,,16.6,,,,5.302602674557117,46.5
U1392,,2023,WUR 2023,,,16.6,,,,8.157174958216169,46.5
U1392,,2023,WUR 2023,,,16.6,,,,5.076762069949905,46.5
U1392,,2023,WUR 2023,,,16.6,,,,6.288810601252746,46.5
U1392,,2023,WUR 2023,,,16.6,,,,6.328276090764572,46.5
U1392,,2023,WUR 2023,,,16.6,,,,11.75297653654587,46.5
U1392,,2023,WUR 2023,,,16.6,,,,10.117266439246784,46.5
U1392,,2023,WUR 2023,,,16.6,,,,4.437922656063465,46.5
U1392,,2023,WUR 2023,,,16.6,,,,4.710293091892417,46.5
U1392,,2023,WUR 2023,,,16.6,,,,7.085925565335147,46.5
U1392,,2023,WUR 2023,,,16.6,,,,3.355528220457925,46.5
U1392,,2023,WUR 2023,,,16.6,,,,,46.5
U1392,,2023,WUR 2023,,,11.9,,,,51.67418335352436,45.7
U1392,,2023,WUR 2023,,,11.9,,,,47.88418239895532,45.7
U1392,,2023,WUR 2023,,,11.9,,,,43.8055958895228,45.7
U1392,,2023,WUR 2023,,,11.9,,,,43.76365568588358,45.7
U1392,,2023,WUR 2023,,,11.9,,,,40.199930465075184,45.7
U1392,,2023,WUR 2023,,,11.9,,,,28.5527837078826,45.7
U1392,,2023,WUR 2023,,,11.9,,,,33.749021648384776,45.7
U1392,,2023,WUR 2023,,,11.9,,,,27.403396326452484,45.7
U1392,,2023,WUR 2023,,,11.9,,,,31.15712600491052,45.7
U1392,,2023,WUR 2023,,,11.9,,,,29.071708243361048,45.7
U1392,,2023,WUR 2023,,,11.9,,,,30.399950650658432,45.7
U1392,,2023,WUR 2023,,,11.9,,,,35.33147185564629,45.7
U1392,,2023,WUR 2023,,,11.9,,,,33.946773711772735,45.7
U1392,,2023,WUR 2023,,,11.9,,,,24.793802164462853,45.7
U1392,,2023,WUR 2023,,,11.9,,,,26.75785339223952,45.7
U1392,,2023,WUR 2023,,,11.9,,,,28.23732384975655,45.7
U1392,,2023,WUR 2023,,,11.9,,,,25.94141452924313,45.7
U1392,,2023,WUR 2023,,,11.9,,,,29.006413964994017,45.7
U1392,,2023,WUR 2023,,,11.9,,,,22.1526345493242,45.7
U1392,,2023,WUR 2023,,,11.9,,,,24.14081875648968,45.7
U1392,,2023,WUR 2023,,,11.9,,,,21.705412418739144,45.7
U1392,,2023,WUR 2023,,,11.9,,,,17.20997779422529,45.7
U1392,,2023,WUR 2023,,,11.9,,,,19.88491145208488,45.7
U1392,,2023,WUR 2023,,,11.9,,,,16.844436642582238,45.7
U1392,,2023,WUR 2023,,,11.9,,,,14.210401042301203,45.7
U1392,,2023,WUR 2023,,,11.9,,,,15.06262573119662,45.7
U1392,,2023,WUR 2023,,,11.9,,,,16.635504832291446,45.7
U1392,,2023,WUR 2023,,,11.9,,,,7.70819853141716,45.7
U1392,,2023,WUR 2023,,,11.9,,,,10.257737010756824,45.7
U1392,,2023,WUR 2023,,,11.9,,,,12.715623388297129,45.7
U1392,,2023,WUR 2023,,,11.9,,,,13.869534663513184,45.7
U1392,,2023,WUR 2023,,,11.9,,,,6.146807125772188,45.7
U1392,,2023,WUR 2023,,,11.9,,,,12.013271551458049,45.7
U1392,,2023,WUR 2023,,,11.9,,,,4.31948995228298,45.7
U1392,,2023,WUR 2023,,,11.9,,,,14.647984495642952,45.7
U1392,,2023,WUR 2023,,,11.9,,,,21.04078790243373,45.7
U1392,,2023,WUR 2023,,,11.9,,,,12.360347732600466,45.7
U1392,,2023,WUR 2023,,,11.9,,,,13.933106593924531,45.7
U1392,,2023,WUR 2023,,,11.9,,,,22.456205164243038,45.7
U1392,,2023,WUR 2023,,,11.9,,,,14.884108458641276,45.7
U1392,,2023,WUR 2023,,,11.9,,,,14.175358906529317,45.7
U1392,,2023,WUR 2023,,,11.9,,,,2.945328711444474,45.7
U1392,,2023,WUR 2023,,,11.9,,,,15.149877445256404,45.7
U1392,,2023,WUR 2023,,,11.9,,,,9.937988328617376,45.7
U1392,,2023,WUR 2023,,,11.9,,,,7.4295133641299556,45.7
U1392,,2023,WUR 2023,,,11.9,,,,8.39952199281354,45.7
U1392,,2023,WUR 2023,,,11.9,,,,6.571154201361318,45.7
U1392,,2023,WUR 2023,,,11.9,,,,3.277609582730025,45.7
U1392,,2023,WUR 2023,,,11.9,,,,3.1847189500491737,45.7
U1392,,2023,WUR 2023,,,11.9,,,,6.577730643152531,45.7
U1392,,2023,WUR 2023,,,11.9,,,,3.9478255545891,45.7
U1392,,2023,WUR 2023,,,11.9,,,,6.733954972267687,45.7
U1392,,2023,WUR 2023,,,11.9,,,,12.535658747363703,45.7
U1392,,2023,WUR 2023,,,11.9,,,,4.047134316765368,45.7
U1392,,2023,WUR 2023,,,11.9,,,,9.259582578959762,45.7
U1392,,2023,WUR 2023,,,11.9,,,,5.0147794888344,45.7
U1392,,2023,WUR 2023,,,11.9,,,,6.048745570521993,45.7
U1392,,2023,WUR 2023,,,11.9,,,,3.2088437637489795,45.7
U1392,,2023,WUR 2023,,,11.9,,,,3.833456710089624,45.7
U1392,,2023,WUR 2023,,,11.9,,,,9.782059903657936,45.7
U1392,,2023,WUR 2023,,,11.9,,,,5.158831633617945,45.7
U1392,,2023,WUR 2023,,,11.9,,,,6.656987637310143,45.7
U1392,,2023,WUR 2023,,,11.9,,,,7.980847008957106,45.7
U1392,,2023,WUR 2023,,,11.9,,,,6.152391640490189,45.7
U1392,,2023,WUR 2023,,,11.9,,,,5.302684637660615,45.7
U1392,,2023,WUR 2023,,,11.9,,,,4.124848199841193,45.7
U1392,,2023,WUR 2023,,,11.9,,,,3.813111589693071,45.7
U1392,,2023,WUR 2023,,,11.9,,,,5.302602674557117,45.7
U1392,,2023,WUR 2023,,,11.9,,,,8.157174958216169,45.7
U1392,,2023,WUR 2023,,,11.9,,,,5.076762069949905,45.7
U1392,,2023,WUR 2023,,,11.9,,,,6.288810601252746,45.7
U1392,,2023,WUR 2023,,,11.9,,,,6.328276090764572,45.7
U1392,,2023,WUR 2023,,,11.9,,,,11.75297653654587,45.7
U1392,,2023,WUR 2023,,,11.9,,,,10.117266439246784,45.7
U1392,,2023,WUR 2023,,,11.9,,,,4.437922656063465,45.7
U1392,,2023,WUR 2023,,,11.9,,,,4.710293091892417,45.7
U1392,,2023,WUR 2023,,,11.9,,,,7.085925565335147,45.7
U1392,,2023,WUR 2023,,,11.9,,,,3.355528220457925,45.7
U1392,,2023,WUR 2023,,,11.9,,,,,45.7
U1392,,2023,WUR 2023,,,38.8,,,,51.67418335352436,56.7
U1392,,2023,WUR 2023,,,38.8,,,,47.88418239895532,56.7
U1392,,2023,WUR 2023,,,38.8,,,,43.8055958895228,56.7
U1392,,2023,WUR 2023,,,38.8,,,,43.76365568588358,56.7
U1392,,2023,WUR 2023,,,38.8,,,,40.199930465075184,56.7
U1392,,2023,WUR 2023,,,38.8,,,,28.5527837078826,56.7
U1392,,2023,WUR 2023,,,38.8,,,,33.749021648384776,56.7
U1392,,2023,WUR 2023,,,38.8,,,,27.403396326452484,56.7
U1392,,2023,WUR 2023,,,38.8,,,,31.15712600491052,56.7
U1392,,2023,WUR 2023,,,38.8,,,,29.071708243361048,56.7
U1392,,2023,WUR 2023,,,38.8,,,,30.399950650658432,56.7
U1392,,2023,WUR 2023,,,38.8,,,,35.33147185564629,56.7
U1392,,2023,WUR 2023,,,38.8,,,,33.946773711772735,56.7
U1392,,2023,WUR 2023,,,38.8,,,,24.793802164462853,56.7
U1392,,2023,WUR 2023,,,38.8,,,,26.75785339223952,56.7
U1392,,2023,WUR 2023,,,38.8,,,,28.23732384975655,56.7
U1392,,2023,WUR 2023,,,38.8,,,,25.94141452924313,56.7
U1392,,2023,WUR 2023,,,38.8,,,,29.006413964994017,56.7
U1392,,2023,WUR 2023,,,38.8,,,,22.1526345493242,56.7
U1392,,2023,WUR 2023,,,38.8,,,,24.14081875648968,56.7
U1392,,2023,WUR 2023,,,38.8,,,,21.705412418739144,56.7
U1392,,2023,WUR 2023,,,38.8,,,,17.20997779422529,56.7
U1392,,2023,WUR 2023,,,38.8,,,,19.88491145208488,56.7
U1392,,2023,WUR 2023,,,38.8,,,,16.844436642582238,56.7
U1392,,2023,WUR 2023,,,38.8,,,,14.210401042301203,56.7
U1392,,2023,WUR 2023,,,38.8,,,,15.06262573119662,56.7
U1392,,2023,WUR 2023,,,38.8,,,,16.635504832291446,56.7
U1392,,2023,WUR 2023,,,38.8,,,,7.70819853141716,56.7
U1392,,2023,WUR 2023,,,38.8,,,,10.257737010756824,56.7
U1392,,2023,WUR 2023,,,38.8,,,,12.715623388297129,56.7
U1392,,2023,WUR 2023,,,38.8,,,,13.869534663513184,56.7
U1392,,2023,WUR 2023,,,38.8,,,,6.146807125772188,56.7
U1392,,2023,WUR 2023,,,38.8,,,,12.013271551458049,56.7
U1392,,2023,WUR 2023,,,38.8,,,,4.31948995228298,56.7
U1392,,2023,WUR 2023,,,38.8,,,,14.647984495642952,56.7
U1392,,2023,WUR 2023,,,38.8,,,,21.04078790243373,56.7
U1392,,2023,WUR 2023,,,38.8,,,,12.360347732600466,56.7
U1392,,2023,WUR 2023,,,38.8,,,,13.933106593924531,56.7
U1392,,2023,WUR 2023,,,38.8,,,,22.456205164243038,56.7
U1392,,2023,WUR 2023,,,38.8,,,,14.884108458641276,56.7
U1392,,2023,WUR 2023,,,38.8,,,,14.175358906529317,56.7
U1392,,2023,WUR 2023,,,38.8,,,,2.945328711444474,56.7
U1392,,2023,WUR 2023,,,38.8,,,,15.149877445256404,56.7
U1392,,2023,WUR 2023,,,38.8,,,,9.937988328617376,56.7
U1392,,2023,WUR 2023,,,38.8,,,,7.4295133641299556,56.7
U1392,,2023,WUR 2023,,,38.8,,,,8.39952199281354,56.7
U1392,,2023,WUR 2023,,,38.8,,,,6.571154201361318,56.7
U1392,,2023,WUR 2023,,,38.8,,,,3.277609582730025,56.7
U1392,,2023,WUR 2023,,,38.8,,,,3.1847189500491737,56.7
U1392,,2023,WUR 2023,,,38.8,,,,6.577730643152531,56.7
U1392,,2023,WUR 2023,,,38.8,,,,3.9478255545891,56.7
U1392,,2023,WUR 2023,,,38.8,,,,6.733954972267687,56.7
U1392,,2023,WUR 2023,,,38.8,,,,12.535658747363703,56.7
U1392,,2023,WUR 2023,,,38.8,,,,4.047134316765368,56.7
U1392,,2023,WUR 2023,,,38.8,,,,9.259582578959762,56.7
U1392,,2023,WUR 2023,,,38.8,,,,5.0147794888344,56.7
U1392,,2023,WUR 2023,,,38.8,,,,6.048745570521993,56.7
U1392,,2023,WUR 2023,,,38.8,,,,3.2088437637489795,56.7
U1392,,2023,WUR 2023,,,38.8,,,,3.833456710089624,56.7
U1392,,2023,WUR 2023,,,38.8,,,,9.782059903657936,56.7
U1392,,2023,WUR 2023,,,38.8,,,,5.158831633617945,56.7
U1392,,2023,WUR 2023,,,38.8,,,,6.656987637310143,56.7
U1392,,2023,WUR 2023,,,38.8,,,,7.980847008957106,56.7
U1392,,2023,WUR 2023,,,38.8,,,,6.152391640490189,56.7
U1392,,2023,WUR 2023,,,38.8,,,,5.302684637660615,56.7
U1392,,2023,WUR 2023,,,38.8,,,,4.124848199841193,56.7
U1392,,2023,WUR 2023,,,38.8,,,,3.813111589693071,56.7
U1392,,2023,WUR 2023,,,38.8,,,,5.302602674557117,56.7
U1392,,2023,WUR 2023,,,38.8,,,,8.157174958216169,56.7
U1392,,2023,WUR 2023,,,38.8,,,,5.076762069949905,56.7
U1392,,2023,WUR 2023,,,38.8,,,,6.288810601252746,56.7
U1392,,2023,WUR 2023,,,38.8,,,,6.328276090764572,56.7
U1392,,2023,WUR 2023,,,38.8,,,,11.75297653654587,56.7
U1392,,2023,WUR 2023,,,38.8,,,,10.117266439246784,56.7
U1392,,2023,WUR 2023,,,38.8,,,,4.437922656063465,56.7
U1392,,2023,WUR 2023,,,38.8,,,,4.710293091892417,56.7
U1392,,2023,WUR 2023,,,38.8,,,,7.085925565335147,56.7
U1392,,2023,WUR 2023,,,38.8,,,,3.355528220457925,56.7
U1392,,2023,WUR 2023,,,38.8,,,,,56.7
U1392,,2023,WUR 2023,,,64.9,,,,51.67418335352436,41.6
U1392,,2023,WUR 2023,,,64.9,,,,47.88418239895532,41.6
U1392,,2023,WUR 2023,,,64.9,,,,43.8055958895228,41.6
U1392,,2023,WUR 2023,,,64.9,,,,43.76365568588358,41.6
U1392,,2023,WUR 2023,,,64.9,,,,40.199930465075184,41.6
U1392,,2023,WUR 2023,,,64.9,,,,28.5527837078826,41.6
U1392,,2023,WUR 2023,,,64.9,,,,33.749021648384776,41.6
U1392,,2023,WUR 2023,,,64.9,,,,27.403396326452484,41.6
U1392,,2023,WUR 2023,,,64.9,,,,31.15712600491052,41.6
U1392,,2023,WUR 2023,,,64.9,,,,29.071708243361048,41.6
U1392,,2023,WUR 2023,,,64.9,,,,30.399950650658432,41.6
U1392,,2023,WUR 2023,,,64.9,,,,35.33147185564629,41.6
U1392,,2023,WUR 2023,,,64.9,,,,33.946773711772735,41.6
U1392,,2023,WUR 2023,,,64.9,,,,24.793802164462853,41.6
U1392,,2023,WUR 2023,,,64.9,,,,26.75785339223952,41.6
U1392,,2023,WUR 2023,,,64.9,,,,28.23732384975655,41.6
U1392,,2023,WUR 2023,,,64.9,,,,25.94141452924313,41.6
U1392,,2023,WUR 2023,,,64.9,,,,29.006413964994017,41.6
U1392,,2023,WUR 2023,,,64.9,,,,22.1526345493242,41.6
U1392,,2023,WUR 2023,,,64.9,,,,24.14081875648968,41.6
U1392,,2023,WUR 2023,,,64.9,,,,21.705412418739144,41.6
U1392,,2023,WUR 2023,,,64.9,,,,17.20997779422529,41.6
U1392,,2023,WUR 2023,,,64.9,,,,19.88491145208488,41.6
U1392,,2023,WUR 2023,,,64.9,,,,16.844436642582238,41.6
U1392,,2023,WUR 2023,,,64.9,,,,14.210401042301203,41.6
U1392,,2023,WUR 2023,,,64.9,,,,15.06262573119662,41.6
U1392,,2023,WUR 2023,,,64.9,,,,16.635504832291446,41.6
U1392,,2023,WUR 2023,,,64.9,,,,7.70819853141716,41.6
U1392,,2023,WUR 2023,,,64.9,,,,10.257737010756824,41.6
U1392,,2023,WUR 2023,,,64.9,,,,12.715623388297129,41.6
U1392,,2023,WUR 2023,,,64.9,,,,13.869534663513184,41.6
U1392,,2023,WUR 2023,,,64.9,,,,6.146807125772188,41.6
U1392,,2023,WUR 2023,,,64.9,,,,12.013271551458049,41.6
U1392,,2023,WUR 2023,,,64.9,,,,4.31948995228298,41.6
U1392,,2023,WUR 2023,,,64.9,,,,14.647984495642952,41.6
U1392,,2023,WUR 2023,,,64.9,,,,21.04078790243373,41.6
U1392,,2023,WUR 2023,,,64.9,,,,12.360347732600466,41.6
U1392,,2023,WUR 2023,,,64.9,,,,13.933106593924531,41.6
U1392,,2023,WUR 2023,,,64.9,,,,22.456205164243038,41.6
U1392,,2023,WUR 2023,,,64.9,,,,14.884108458641276,41.6
U1392,,2023,WUR 2023,,,64.9,,,,14.175358906529317,41.6
U1392,,2023,WUR 2023,,,64.9,,,,2.945328711444474,41.6
U1392,,2023,WUR 2023,,,64.9,,,,15.149877445256404,41.6
U1392,,2023,WUR 2023,,,64.9,,,,9.937988328617376,41.6
U1392,,2023,WUR 2023,,,64.9,,,,7.4295133641299556,41.6
U1392,,2023,WUR 2023,,,64.9,,,,8.39952199281354,41.6
U1392,,2023,WUR 2023,,,64.9,,,,6.571154201361318,41.6
U1392,,2023,WUR 2023,,,64.9,,,,3.277609582730025,41.6
U1392,,2023,WUR 2023,,,64.9,,,,3.1847189500491737,41.6
U1392,,2023,WUR 2023,,,64.9,,,,6.577730643152531,41.6
U1392,,2023,WUR 2023,,,64.9,,,,3.9478255545891,41.6
U1392,,2023,WUR 2023,,,64.9,,,,6.733954972267687,41.6
U1392,,2023,WUR 2023,,,64.9,,,,12.535658747363703,41.6
U1392,,2023,WUR 2023,,,64.9,,,,4.047134316765368,41.6
U1392,,2023,WUR 2023,,,64.9,,,,9.259582578959762,41.6
U1392,,2023,WUR 2023,,,64.9,,,,5.0147794888344,41.6
U1392,,2023,WUR 2023,,,64.9,,,,6.048745570521993,41.6
U1392,,2023,WUR 2023,,,64.9,,,,3.2088437637489795,41.6
U1392,,2023,WUR 2023,,,64.9,,,,3.833456710089624,41.6
U1392,,2023,WUR 2023,,,64.9,,,,9.782059903657936,41.6
U1392,,2023,WUR 2023,,,64.9,,,,5.158831633617945,41.6
U1392,,2023,WUR 2023,,,64.9,,,,6.656987637310143,41.6
U1392,,2023,WUR 2023,,,64.9,,,,7.980847008957106,41.6
U1392,,2023,WUR 2023,,,64.9,,,,6.152391640490189,41.6
U1392,,2023,WUR 2023,,,64.9,,,,5.302684637660615,41.6
U1392,,2023,WUR 2023,,,64.9,,,,4.124848199841193,41.6
U1392,,2023,WUR 2023,,,64.9,,,,3.813111589693071,41.6
U1392,,2023,WUR 2023,,,64.9,,,,5.302602674557117,41.6
U1392,,2023,WUR 2023,,,64.9,,,,8.157174958216169,41.6
U1392,,2023,WUR 2023,,,64.9,,,,5.076762069949905,41.6
U1392,,2023,WUR 2023,,,64.9,,,,6.288810601252746,41.6
U1392,,2023,WUR 2023,,,64.9,,,,6.328276090764572,41.6
