university_id,university_name,country_id,country,region,source,ranking_year,global_rank,normalized_rank,ranking_score,rank_band,overall_score,academic_reputation_score,employer_reputation_score,faculty_student_score,student_staff_ratio,citations_per_faculty_score,citations_score,teaching_score,research_score,industry_income_score,international_outlook_score,international_faculty_score,international_students_score,international_student_percentage,international_research_network_score,employment_outcomes_score,sustainability_score,number_of_students,female_percentage
U1283,medical university of silesia in katowice,C094,Poland,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,7.3,,31.1,28.1,12.4,29.0,24.7,,,5.0,,,,10237,74
U1284,medical university of sofia,C018,Bulgaria,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,5.7,,27.9,30.8,13.5,48.8,53.9,,,44.0,,,,10849,48
U2974,university of medicine and pharmacy of craiova,C098,Romania,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,9.8,,37.2,24.3,9.9,19.2,40.5,,,14.0,,,,4298,63
U1293,mendel university in brno,C028,Czech Republic,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,16.3,,36.8,20.9,19.4,21.0,55.1,,,17.0,,,,9019,57
U1296,metropolitan autonomous university,C073,Mexico,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,42.1,,22.8,19.9,23.9,28.6,29.2,,,1.0,,,,60865,50
U1307,mie university,C055,Japan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,8.3,,23.9,26.9,13.9,61.8,24.8,,,3.0,,,,6983,38
U1324,mohammed v university of rabat,C077,Morocco,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,41.7,,32.2,29.1,15.0,37.3,32.1,,,3.0,,,,87462,53
U2998,university of monastir,C119,Tunisia,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,8.5,,36.2,25.7,10.1,28.1,46.0,,,2.0,,,,18846,69
U1330,morgan state university,C127,United States,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,14.6,,29.2,22.8,12.6,28.7,56.3,,,7.0,,,,6973,61
U1331,moscow aviation institute,C099,Russia,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,12.8,,26.4,32.9,14.4,48.6,31.9,,,12.0,,,,15468,29
U1337,moscow power engineering institute,C099,Russia,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,20.7,,20.4,23.6,18.3,51.4,39.9,,,14.0,,,,14248,33
U1345,multimedia university,C070,Malaysia,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,16.3,,29.0,19.5,13.0,62.2,41.2,,,9.0,,,,8893,45
U1352,mutah university,C056,Jordan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,15.5,,27.6,29.7,11.5,20.9,61.2,,,18.0,,,,11348,44
U1354,nagaoka university of technology,C055,Japan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,10.2,,19.9,34.3,16.4,62.1,43.2,,,12.0,,,,2127,12
U1355,nagasaki university,C055,Japan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,6.7,,28.5,29.4,14.8,48.4,40.3,,,5.0,,,,8782,39
U1357,nagoya institute of technology,C055,Japan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,16.1,,23.0,21.5,20.3,73.2,31.4,,,5.0,,,,5760,17
U3010,university of nairobi,C058,Kenya,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,34.5,,45.9,12.0,10.6,18.8,49.8,,,2.0,,,,52678,24
U3011,university of namibia,C079,Namibia,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,21.6,,51.3,13.1,8.6,15.8,62.8,,,3.0,,,,28916,63
U1391,national changhua university of education,C116,Taiwan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,15.0,,20.6,22.2,17.8,74.5,28.8,,,8.0,,,,8459,51
U1396,national chin yi university of technology,C116,Taiwan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,22.7,,27.4,13.9,25.1,42.1,28.7,,,6.0,,,,7618,30
U1397,national chung cheng university,C116,Taiwan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,15.6,,25.0,23.5,22.2,72.9,26.5,,,4.0,,,,8748,44
U1435,national university of colombia,C023,Colombia,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,22.0,,37.1,19.7,13.6,36.9,41.1,,,1.0,,,,56586,40
U1439,national university of distance education uned,C110,Spain,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,67.5,,37.8,24.9,18.9,35.8,31.0,,,4.0,,,,80478,55
U1399,national dong hwa university,C116,Taiwan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,18.6,,26.3,19.1,23.8,33.5,48.6,,,9.0,,,,9970,52
U1407,national institute of technology srinagar,C047,India,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,15.9,,45.7,23.1,10.7,16.7,19.8,,,0.0,,,,3820,0
U1410,national kaohsiung university of science and technology,C116,Taiwan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,33.1,,35.0,15.2,20.3,61.6,26.8,,,3.0,,,,28128,39
U1417,national research university of electronic technology miet,C099,Russia,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,9.5,,10.7,43.8,14.9,50.2,25.5,,,7.0,,,,5032,25
U1424,national taiwan ocean university,C116,Taiwan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,16.2,,30.2,19.7,25.0,63.0,34.7,,,8.0,,,,8244,32
U1427,national technical university kharkiv polytechnic institute,C124,Ukraine,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,7.9,,14.9,24.8,9.0,17.5,33.6,,,14.0,,,,11055,31
U1429,national technical university of ukraine igor sikorsky kyiv polytechnic institute,C124,Ukraine,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,8.0,,16.0,26.5,9.9,22.2,22.4,,,3.0,,,,21170,30
U3029,university of nigeria nsukka,C083,Nigeria,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,11.7,,30.3,29.1,10.6,17.3,37.0,,,1.0,,,,43108,46
U1535,ochanomizu university,C055,Japan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,14.5,,19.7,33.2,16.5,36.5,38.2,,,6.0,,,,2678,100
U1549,oles honchar dnipro national university,C124,Ukraine,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,10.1,,7.4,25.1,9.0,18.9,21.5,,,2.0,,,,7478,56
U1557,opole university of technology,C094,Poland,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,13.7,,37.3,18.5,13.8,18.5,36.1,,,6.0,,,,5096,32
U3046,university of oradea,C098,Romania,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,17.5,,35.0,16.7,14.6,16.9,41.0,,,6.0,,,,15820,56
U1569,osaka metropolitan university,C055,Japan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,11.5,,29.8,29.1,18.7,79.5,26.6,,,4.0,,,,15734,37
U1571,osmania university,C047,India,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,25.7,,31.1,33.9,16.3,27.7,21.4,,,3.0,,,,10520,36
U1590,paris nanterre university,C037,France,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,23.4,,27.9,20.9,16.8,42.9,66.7,,,16.0,,,,35218,64
U3064,university of pau and pays de l adour,C037,France,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,13.9,,21.6,23.4,12.4,28.5,79.9,,,15.0,,,,14105,53
U1598,pavol jozef safarik university in kosice,C105,Slovakia,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,10.3,,17.1,40.7,10.2,24.9,62.1,,,24.0,,,,7060,67
U1608,persian gulf university,C049,Iran,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,23.1,,45.5,17.8,14.1,28.8,38.2,,,5.0,,,,5499,55
U3215,university of the philippines,C093,Philippines,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,11.1,,38.7,25.4,15.3,22.8,38.4,,,0.0,,,,53676,59
U1616,pirogov russian national research medical university,C099,Russia,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,6.9,,14.5,44.2,13.3,28.1,22.6,,,4.0,,,,9613,
U1627,polytechnic institute of porto,C095,Portugal,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,16.9,,49.6,15.0,11.9,22.1,31.8,,,5.0,,,,19211,47
U1639,pontifical catholic university of peru,C092,Peru,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,7.3,,29.7,24.8,9.8,16.9,45.6,,,1.0,,,,27960,47
U1642,pontifical catholic university of valparaiso,C021,Chile,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,26.2,,32.8,15.8,17.1,38.1,51.1,,,1.0,,,,18104,43
U1643,pontifical javeriana university,C023,Colombia,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,12.9,,37.4,20.7,11.5,21.0,45.3,,,2.0,,,,28879,56
U1656,pontificia universidade catolica do parana,C016,Brazil,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,13.0,,34.3,26.3,12.8,43.0,30.7,,,1.0,,,,11476,56
U1659,port said university,C032,Egypt,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,28.3,,53.7,13.7,8.5,16.8,46.6,,,0.0,,,,29241,62
U1661,poznan university of life sciences,C094,Poland,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,8.5,,45.2,25.1,11.3,27.4,25.9,,,6.0,,,,6184,60
U1663,poznan university of technology,C094,Poland,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,11.4,,35.9,22.6,13.0,41.8,26.9,,,6.0,,,,14304,32
U1669,prince of songkla university,C118,Thailand,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,12.9,,32.6,23.4,14.8,43.5,37.7,,,2.0,,,,33318,69
U3088,university of puerto rico,C096,Puerto Rico,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,15.2,,40.8,25.0,11.4,37.6,44.4,,,1.0,,,,43535,58
U1682,pukyong national university,C109,South Korea,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,11.4,,28.5,26.7,13.9,39.0,36.4,,,10.0,,,,16563,52
U3090,university of qom,C049,Iran,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,43.0,,35.1,22.2,12.1,17.3,48.6,,,33.0,,,,11828,44
U3307,university rey juan carlos,C110,Spain,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,19.4,,51.2,15.8,13.4,31.3,39.9,,,6.0,,,,42153,59
U1725,rikkyo university,C055,Japan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,14.4,,34.0,18.6,9.3,19.7,58.4,,,4.0,,,,19783,
U1729,ritsumeikan university,C055,Japan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,17.4,,27.4,19.8,13.9,30.3,46.8,,,10.0,,,,35119,37
U2582,universite saint joseph de beyrouth,C063,Lebanon,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,10.9,,24.2,32.6,10.9,27.0,69.7,,,7.0,,,,7941,61
U1779,saitama medical university,C055,Japan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,1.4,,39.3,26.5,10.3,41.5,18.3,,,0.0,,,,1915,51
U1781,sakarya university,C120,Turkey,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,26.6,,45.4,16.5,10.6,24.0,28.4,,,7.0,,,,42601,51
U1786,samara national research university samara university,C099,Russia,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,10.7,,21.8,27.5,14.8,26.6,37.1,,,14.0,,,,9198,48
U1799,sapporo medical university,C055,Japan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,3.3,,33.1,29.7,12.9,58.3,17.6,,,0.0,,,,1294,44
U1802,sastra university,C047,India,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,13.1,,45.0,22.4,11.3,30.3,29.4,,,3.0,,,,10360,43
U1804,sathyabama institute of science and technology,C047,India,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,10.6,,35.1,31.2,9.9,16.9,29.7,,,5.0,,,,13406,50
U2497,universitas sebelas maret,C048,Indonesia,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,16.9,,33.9,19.3,19.3,48.3,33.3,,,2.0,,,,27580,64
U1821,selcuk university,C120,Turkey,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,14.0,,36.7,22.4,14.4,58.2,34.1,,,8.0,,,,32183,58
U1824,semnan university of medical sciences and health services,C049,Iran,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,7.9,,46.2,25.4,10.5,16.2,29.1,,,7.0,,,,3537,61
U1828,seoul national university of science and technology seoultech,C109,South Korea,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,13.8,,32.7,28.0,20.1,39.8,30.6,,,9.0,,,,8987,36
U2916,university of la serena,C021,Chile,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,26.4,,49.2,12.3,9.9,16.4,50.4,,,1.0,,,,8170,51
U1836,shahid bahonar university of kerman,C049,Iran,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,22.1,,41.8,19.4,13.7,26.9,26.3,,,1.0,,,,13458,60
U1842,shahid sadoughi university of medical sciences,C049,Iran,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,13.0,,20.8,39.1,10.6,17.5,20.6,,,2.0,,,,6260,58
U1843,shahjalal university of science and technology,C010,Bangladesh,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,17.8,,43.4,13.2,8.4,16.6,44.8,,,0.0,,,,9585,31
U3133,university of shanghai for science and technology,C022,China,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,10.5,,40.4,23.1,11.5,36.7,26.6,,,2.0,,,,26472,43
U1858,shibaura institute of technology,C055,Japan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,29.7,,22.3,20.8,20.1,36.3,42.3,,,5.0,,,,9001,18
U1859,shiga university of medical science,C055,Japan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,3.2,,32.3,31.5,12.8,62.7,24.5,,,4.0,,,,1163,50
U1868,showa university,C055,Japan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,1.6,,35.5,32.8,10.3,40.2,19.8,,,0.0,,,,3668,62
U1880,silesian university of technology,C094,Poland,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,12.0,,39.4,21.8,15.6,31.5,26.6,,,4.0,,,,17424,32
U2553,universite de skikda,C002,Algeria,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,29.4,,51.3,12.5,7.6,15.8,40.6,,,0.0,,,,32675,71
U1891,slovak university of agriculture in nitra,C105,Slovakia,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,11.9,,27.4,23.6,12.2,18.9,48.5,,,5.0,,,,4550,54
U1897,sohag university,C032,Egypt,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,27.6,,53.5,12.5,9.0,18.3,48.8,,,0.0,,,,64200,56
U1905,soonchunhyang university,C109,South Korea,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,21.4,,33.0,19.8,25.4,48.2,35.0,,,6.0,,,,10329,51
U1906,soongsil university,C109,South Korea,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,18.6,,25.1,26.7,15.0,47.4,35.6,,,12.0,,,,15808,48
U2583,universite sorbonne nouvelle,C037,France,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,23.7,,20.8,25.7,15.3,15.6,70.0,,,26.0,,,,16357,77
U3145,university of sousse,C119,Tunisia,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,13.7,,31.4,30.3,10.3,19.3,40.1,,,2.0,,,,25887,68
U3153,university of south china,C022,China,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,7.4,,27.7,26.8,13.9,30.6,22.3,,,2.0,,,,28160,38
U1917,southern federal university,C099,Russia,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,11.3,,21.4,27.9,14.3,32.1,40.3,,,11.0,,,,19181,54
U1914,south valley university,C032,Egypt,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,33.0,,53.3,16.0,9.2,17.7,48.9,,,1.0,,,,61914,53
U1925,southwest petroleum university,C022,China,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,15.9,,38.3,17.9,15.1,53.1,21.8,,,2.0,,,,33002,34
U3163,university of split,C025,Croatia,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,15.7,,49.1,17.9,13.9,23.1,36.0,,,2.0,,,,19354,58
U1933,sri venkateswara university,C047,India,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,15.0,,23.6,36.8,11.3,20.9,31.5,,,0.0,,,,7276,48
U1935,srm institute of science and technology,C047,India,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,15.5,,51.6,21.6,11.5,21.9,26.8,,,2.0,,,,49683,30
U1953,stefan cel mare university of suceava,C098,Romania,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,22.9,,49.3,15.6,13.0,16.8,36.9,,,14.0,,,,8939,59
U1940,st marianna university school of medicine,C055,Japan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,0.8,,44.4,27.6,9.9,37.3,20.1,,,1.0,,,,821,44
U1943,st petersburg electrotechnical university leti,C099,Russia,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,13.6,,22.8,22.6,16.4,37.6,41.7,,,20.0,,,,8712,31
U2607,universiti sultan zainal abidin,C070,Malaysia,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,17.7,,38.6,24.1,11.3,16.5,47.0,,,7.0,,,,12271,67
U3174,university of sunderland,C126,United Kingdom,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,16.0,,40.2,18.2,9.9,42.1,71.6,,,42.0,,,,13320,61
U1975,suranaree university of technology,C118,Thailand,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,26.2,,27.7,21.9,20.9,54.9,37.9,,,1.0,,,,14265,54
U2500,universitas syiah kuala,C048,Indonesia,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,20.4,,51.5,14.0,9.4,19.5,25.8,,,0.0,,,,30701,62
U3183,university of talca,C021,Chile,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,15.5,,31.5,17.4,13.7,36.7,52.3,,,0.0,,,,12510,48
U1999,tamkang university,C116,Taiwan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,22.5,,34.1,15.3,12.7,43.6,42.9,,,7.0,,,,23600,47
U3185,university of tarapaca,C021,Chile,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,31.8,,45.1,12.4,19.0,19.4,59.0,,,4.0,,,,10496,54
U2002,taras shevchenko national university of kyiv,C124,Ukraine,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,10.6,,20.2,30.0,13.1,31.4,31.8,,,5.0,,,,25937,56
U2029,technical university of cluj napoca,C098,Romania,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,20.5,,39.3,17.0,13.2,29.5,25.0,,,2.0,,,,19065,37
U2030,technical university of crete,C041,Greece,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,33.2,,50.4,13.1,11.1,40.6,40.7,,,4.0,,,,6935,37
U2033,technical university of kosice,C105,Slovakia,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,13.1,,30.2,26.5,17.1,30.0,44.8,,,23.0,,,,9573,27
U3190,university of technology of compiegne,C037,France,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,15.6,,24.3,26.7,10.9,48.8,83.8,,,19.0,,,,4170,39
U2608,universiti teknikal malaysia melaka,C070,Malaysia,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,16.1,,32.6,20.1,11.4,19.6,44.2,,,6.0,,,,11730,38
U0879,institut teknologi sepuluh nopember,C048,Indonesia,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,7.1,,25.4,25.3,10.8,35.4,42.5,,,6.0,,,,20658,40
U3202,university of texas rio grande valley,C127,United States,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,21.7,,45.1,17.9,8.5,17.4,46.1,,,2.0,,,,28703,61
U2070,tezpur university,C047,India,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,15.3,,27.9,31.3,15.3,33.8,18.4,,,1.0,,,,4447,43
U2071,thammasat university,C118,Thailand,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,11.4,,25.7,26.3,19.1,30.1,38.1,,,1.0,,,,30488,64
U2132,thiagarajar college of engineering,C047,India,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,18.3,,41.9,18.7,8.9,20.2,18.0,,,0.0,,,,4378,36
U2140,toho university,C055,Japan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,13.7,,33.7,24.7,15.0,57.3,21.5,,,0.0,,,,5424,53
U2143,tokai university,C055,Japan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,16.0,,36.5,18.3,12.0,46.0,30.4,,,4.0,,,,28334,27
U2145,tokushima university,C055,Japan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,9.7,,24.4,29.2,24.0,81.6,26.4,,,2.0,,,,7482,35
U2156,tokyo university of marine science and technology,C055,Japan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,10.4,,19.7,31.3,15.2,43.1,44.4,,,8.0,,,,2602,33
U2158,tokyo university of science,C055,Japan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,24.0,,26.4,24.0,26.1,74.0,29.1,,,4.0,,,,17662,25
U2160,tomas bata university in zlin,C028,Czech Republic,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,20.1,,31.8,18.1,21.0,26.1,51.3,,,11.0,,,,9642,56
U3230,university of toyama,C055,Japan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,10.6,,29.2,27.0,14.6,61.9,33.1,,,3.0,,,,8891,39
U2174,transilvania university of brasov,C098,Romania,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,20.4,,49.8,15.4,11.5,18.7,36.9,,,1.0,,,,20075,52
U2175,tribhuvan university,C080,Nepal,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,30.9,,49.5,11.3,8.2,15.9,46.7,,,0.0,,,,482541,52
U2188,tunghai university,C116,Taiwan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,20.4,,37.8,16.5,14.4,49.4,46.6,,,10.0,,,,15201,55
U3239,university of tunis,C119,Tunisia,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,11.4,,23.5,30.9,10.3,16.6,39.2,,,2.0,,,,17124,70
U2194,tzu chi university,C116,Taiwan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,8.9,,18.3,25.3,26.0,65.6,27.1,,,8.0,,,,3050,60
U2216,unir international university of la rioja,C110,Spain,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,36.0,,38.0,11.9,13.9,15.6,58.6,,,37.0,,,,35499,62
U2217,unisinos university,C016,Brazil,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,24.3,,22.3,30.1,15.4,25.2,29.3,,,0.0,,,,12990,47
U2616,universiti tun hussein onn malaysia uthm,C070,Malaysia,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,16.6,,37.0,22.0,13.5,18.5,42.1,,,6.0,,,,16137,46
U3254,university of valladolid,C110,Spain,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,10.7,,37.9,25.1,14.4,43.8,38.1,,,6.0,,,,21261,56
U3343,veltech university,C047,India,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,14.4,,44.4,17.9,9.1,16.0,27.7,,,2.0,,,,9943,16
U3256,university of venda,C108,South Africa,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,29.4,,19.9,20.3,29.2,16.8,49.0,,,1.0,,,,11848,58
U3349,vietnam national university hanoi,C131,Vietnam,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,15.9,,46.8,20.9,11.2,19.1,48.9,,,1.0,,,,52005,63
U3354,vilnius gediminas technical university vilnius tech,C065,Lithuania,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,12.3,,36.0,22.0,16.3,57.8,47.2,,,11.0,,,,8369,34
U3361,visvesvaraya national institute of technology nagpur,C047,India,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,15.3,,41.8,24.5,13.4,40.4,20.1,,,2.0,,,,4512,27
U3334,v n karazin kharkiv national university,C124,Ukraine,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,8.3,,8.8,26.4,10.9,46.6,47.2,,,28.0,,,,17491,53
U3367,volgograd state university,C099,Russia,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,10.5,,34.5,24.0,12.9,15.8,27.9,,,5.0,,,,6577,43
U3373,vsb technical university of ostrava,C028,Czech Republic,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,14.7,,27.8,26.8,19.7,31.0,46.9,,,13.0,,,,11390,33
U3374,vytautas magnus university,C065,Lithuania,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,11.2,,27.4,22.4,12.3,20.9,61.9,,,15.0,,,,8210,61
U3378,walailak university,C118,Thailand,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,13.6,,35.5,20.9,13.3,16.3,40.7,,,1.0,,,,8553,73
U3379,warsaw university of life sciences sggw,C094,Poland,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,13.4,,41.6,19.9,11.8,23.4,34.2,,,8.0,,,,15737,58
U3381,warsaw university of technology,C094,Poland,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,17.1,,33.3,22.0,19.6,53.5,31.7,,,7.0,,,,23167,32
U3276,university of west bohemia,C028,Czech Republic,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,14.8,,35.2,20.5,18.0,27.7,32.4,,,5.0,,,,11252,54
U3279,university of western macedonia,C041,Greece,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,46.2,,39.3,11.6,17.1,26.2,27.9,,,2.0,,,,10959,51
U3391,west university of timisoara,C098,Romania,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,23.9,,40.2,24.3,13.7,17.4,34.9,,,6.0,,,,15142,64
U3409,wrocław university of environmental and life sciences,C094,Poland,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,16.7,,34.3,19.1,13.9,49.8,29.6,,,4.0,,,,7099,67
U3410,wrocław university of science and technology,C094,Poland,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,19.8,,33.1,19.7,17.4,54.6,29.7,,,4.0,,,,22772,35
U3412,wuhan textile university,C022,China,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,15.8,,46.2,15.0,11.0,36.7,23.5,,,1.0,,,,23369,50
U3418,xiangtan university,C022,China,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,20.6,,49.0,17.0,15.9,33.7,21.8,,,0.0,,,,33943,50
U3420,xuzhou medical university,C022,China,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,18.6,,43.5,15.8,16.3,26.0,21.4,,,3.0,,,,14112,
U3423,yamagata university,C055,Japan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,8.8,,24.8,28.0,15.3,72.2,32.3,,,2.0,,,,8657,34
