university_id,university_name,country_id,country,region,source,ranking_year,global_rank,normalized_rank,ranking_score,rank_band,overall_score,academic_reputation_score,employer_reputation_score,faculty_student_score,student_staff_ratio,citations_per_faculty_score,citations_score,teaching_score,research_score,industry_income_score,international_outlook_score,international_faculty_score,international_students_score,international_student_percentage,international_research_network_score,employment_outcomes_score,sustainability_score,number_of_students,female_percentage
U3425,yamaguchi university,C055,Japan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,10.9,,21.4,28.5,13.4,57.3,33.4,,,5.0,,,,10437,37
U3294,university of yamanashi,C055,Japan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,6.2,,25.9,27.8,13.1,45.4,29.0,,,5.0,,,,4616,30
U3429,yarmouk university,C056,Jordan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,28.3,,41.5,19.9,12.9,20.8,53.1,,,11.0,,,,31177,57
U3431,yasouj university,C049,Iran,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,25.8,,52.3,14.7,14.5,20.1,22.4,,,0.0,,,,6236,54
U3440,yokohama national university,C055,Japan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,13.4,,19.1,26.0,22.5,71.2,36.1,,,8.0,,,,9649,28
U3446,yuan ze university,C116,Taiwan,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,23.0,,32.1,18.5,24.1,69.0,42.8,,,8.0,,,,6852,44
U3447,yuriy fedkovych chernivtsi national university,C124,Ukraine,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,10.4,,8.2,22.8,9.9,17.6,26.3,,,1.0,,,,10592,56
U3297,university of zambia,C133,Zambia,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,24.6,,45.8,13.2,9.8,19.9,54.9,,,2.0,,,,20976,39
U3298,university of zanjan,C049,Iran,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,23.5,,42.6,17.1,12.3,21.5,27.3,,,0.0,,,,9611,53
U3451,zanjan university of medical sciences,C049,Iran,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,10.9,,35.5,36.4,12.6,24.2,21.5,,,1.0,,,,5278,56
U3456,zhejiang chinese medical university,C022,China,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,31.0,,34.5,16.5,16.4,37.2,23.0,,,5.0,,,,18260,66
U3301,university of zimbabwe,C134,Zimbabwe,,THE,2024,1201–1500,1350.5,10.03,1001-1500,,,,,22.5,,37.3,12.9,12.7,20.9,50.8,,,0.0,,,,25108,42
U2528,universite 8 mai 1945 guelma,C002,Algeria,,THE,2024,1501+,1501.0,0.0,1501+,,,,,20.9,,25.4,14.7,8.6,15.9,37.0,,,1.0,,,,18030,70
U2621,university abdelhamid ibn badis mostaganem,C002,Algeria,,THE,2024,1501+,1501.0,0.0,1501+,,,,,19.5,,8.1,17.7,7.8,15.7,33.5,,,1.0,,,,24983,68
U0008,abdelmalek essaadi university,C077,Morocco,,THE,2024,1501+,1501.0,0.0,1501+,,,,,91.8,,30.1,21.6,9.7,17.2,29.4,,,1.0,,,,122962,52
U2641,university of abou bekr belkaid tlemcen,C002,Algeria,,THE,2024,1501+,1501.0,0.0,1501+,,,,,21.3,,11.6,22.7,9.0,19.6,35.3,,,1.0,,,,42485,59
U0019,acıbadem university,C120,Turkey,,THE,2024,1501+,1501.0,0.0,1501+,,,,,5.7,,22.7,25.8,12.0,24.2,30.3,,,3.0,,,,2547,73
U0024,adelphi university,C127,United States,,THE,2024,1501+,1501.0,0.0,1501+,,,,,11.1,,26.1,24.1,7.7,16.4,33.0,,,7.0,,,,6582,70
U0028,afe babalola university,C083,Nigeria,,THE,2024,1501+,1501.0,0.0,1501+,,,,,10.7,,17.2,23.4,11.6,24.6,43.6,,,1.0,,,,9660,57
U0048,akita university,C055,Japan,,THE,2024,1501+,1501.0,0.0,1501+,,,,,10.7,,20.8,25.6,13.4,39.1,26.7,,,4.0,,,,5002,35
U0050,aksaray university,C120,Turkey,,THE,2024,1501+,1501.0,0.0,1501+,,,,,22.2,,23.5,11.6,8.8,26.8,28.0,,,8.0,,,,19511,49
U0089,alexandru ioan cuza university,C098,Romania,,THE,2024,1501+,1501.0,0.0,1501+,,,,,22.3,,31.6,16.5,12.1,18.3,40.2,,,8.0,,,,25443,56
U0099,altai state university,C099,Russia,,THE,2024,1501+,1501.0,0.0,1501+,,,,,19.0,,15.2,20.5,16.5,25.2,64.4,,,27.0,,,,9271,56
U0102,alzahra university,C049,Iran,,THE,2024,1501+,1501.0,0.0,1501+,,,,,28.4,,24.6,25.4,15.3,19.6,31.0,,,3.0,,,,10531,100
U2659,university of anbar,C050,Iraq,,THE,2024,1501+,1501.0,0.0,1501+,,,,,15.5,,39.1,17.7,9.1,16.9,29.3,,,0.0,,,,26956,55
U2483,universitas andalas,C048,Indonesia,,THE,2024,1501+,1501.0,0.0,1501+,,,,,22.0,,16.5,24.7,12.7,36.1,33.2,,,1.0,,,,32695,58
U3206,university of the andes venezuela,C130,Venezuela,,THE,2024,1501+,1501.0,0.0,1501+,,,,,10.1,,8.8,21.9,8.6,27.7,50.2,,,2.0,,,,20302,61
U0128,andhra university,C047,India,,THE,2024,1501+,1501.0,0.0,1501+,,,,,14.8,,18.7,38.2,10.4,26.1,24.1,,,5.0,,,,10382,46
U2225,universidad andres bello unab,C021,Chile,,THE,2024,1501+,1501.0,0.0,1501+,,,,,18.4,,33.5,15.1,10.4,20.7,50.6,,,2.0,,,,46249,53
U0138,ankara university,C120,Turkey,,THE,2024,1501+,1501.0,0.0,1501+,,,,,27.6,,30.5,18.2,11.6,36.6,34.4,,,6.0,,,,70464,53
U0139,ankara yildirim beyazit university,C120,Turkey,,THE,2024,1501+,1501.0,0.0,1501+,,,,,23.3,,23.1,19.2,12.6,17.3,35.4,,,12.0,,,,21060,54
U0141,annamalai university,C047,India,,THE,2024,1501+,1501.0,0.0,1501+,,,,,13.6,,20.0,35.5,9.6,22.2,20.1,,,0.0,,,,18360,48
U0142,antonio narino university,C023,Colombia,,THE,2024,1501+,1501.0,0.0,1501+,,,,,14.1,,33.1,16.6,7.9,16.0,51.5,,,2.0,,,,13691,55
U0143,aoyama gakuin university,C055,Japan,,THE,2024,1501+,1501.0,0.0,1501+,,,,,12.2,,10.4,20.0,8.9,22.2,36.2,,,3.0,,,,19692,49
U0153,arak university,C049,Iran,,THE,2024,1501+,1501.0,0.0,1501+,,,,,18.7,,32.7,19.5,11.2,20.1,26.3,,,5.0,,,,7506,58
U2232,universidad autonoma de ciudad juarez,C073,Mexico,,THE,2024,1501+,1501.0,0.0,1501+,,,,,15.0,,10.2,15.6,8.0,17.5,37.3,,,2.0,,,,36463,56
U2233,universidad autonoma de coahuila,C073,Mexico,,THE,2024,1501+,1501.0,0.0,1501+,,,,,29.6,,12.8,21.4,8.0,18.1,34.4,,,0.0,,,,27413,58
U2242,universidad autonoma del estado de hidalgo,C073,Mexico,,THE,2024,1501+,1501.0,0.0,1501+,,,,,19.5,,11.1,19.2,9.6,18.1,26.4,,,0.0,,,,38732,58
U2244,universidad autonoma del estado de mexico uaemex,C073,Mexico,,THE,2024,1501+,1501.0,0.0,1501+,,,,,10.6,,7.7,22.2,9.3,17.4,26.9,,,1.0,,,,66758,59
U2245,universidad autonoma del estado de morelos,C073,Mexico,,THE,2024,1501+,1501.0,0.0,1501+,,,,,17.4,,9.1,17.1,9.1,28.8,27.4,,,0.0,,,,30889,56
U2237,universidad autonoma de nuevo leon uanl,C073,Mexico,,THE,2024,1501+,1501.0,0.0,1501+,,,,,48.0,,17.1,13.3,9.1,19.8,33.4,,,0.0,,,,132850,47
U2238,universidad autonoma de queretaro,C073,Mexico,,THE,2024,1501+,1501.0,0.0,1501+,,,,,45.2,,19.1,19.1,10.5,23.7,30.0,,,1.0,,,,25567,57
U2241,universidad autonoma de yucatan,C073,Mexico,,THE,2024,1501+,1501.0,0.0,1501+,,,,,19.6,,14.6,14.9,10.0,24.1,33.6,,,0.0,,,,19128,50
U0190,autonomous university of baja california,C073,Mexico,,THE,2024,1501+,1501.0,0.0,1501+,,,,,21.7,,12.6,13.0,9.0,17.0,35.7,,,3.0,,,,67944,54
U0205,badji mokhtar university annaba,C002,Algeria,,THE,2024,1501+,1501.0,0.0,1501+,,,,,11.9,,12.5,34.1,16.2,16.9,35.0,,,2.0,,,,38030,63
U2670,university of baghdad,C050,Iraq,,THE,2024,1501+,1501.0,0.0,1501+,,,,,13.3,,19.8,25.1,12.6,28.5,20.2,,,0.0,,,,77128,57
U0211,baku state university,C008,Azerbaijan,,THE,2024,1501+,1501.0,0.0,1501+,,,,,13.2,,13.8,20.1,8.6,19.7,35.5,,,2.0,,,,23684,66
U0227,baskent university,C120,Turkey,,THE,2024,1501+,1501.0,0.0,1501+,,,,,13.3,,15.7,20.0,12.2,29.1,22.0,,,3.0,,,,13970,49
U2678,university of basrah,C050,Iraq,,THE,2024,1501+,1501.0,0.0,1501+,,,,,11.7,,14.6,23.4,7.8,16.2,26.1,,,0.0,,,,42848,55
U2681,university of batna 2,C002,Algeria,,THE,2024,1501+,1501.0,0.0,1501+,,,,,23.7,,12.2,17.5,7.9,15.9,30.4,,,1.0,,,,27867,51
U2685,university of bejaia,C002,Algeria,,THE,2024,1501+,1501.0,0.0,1501+,,,,,23.7,,14.4,13.8,8.3,20.9,44.9,,,1.0,,,,40752,61
U0250,belgorod state national research university,C099,Russia,,THE,2024,1501+,1501.0,0.0,1501+,,,,,15.6,,10.6,23.4,13.7,34.1,42.3,,,20.0,,,,14066,60
U0253,benemerita universidad autonoma de puebla,C073,Mexico,,THE,2024,1501+,1501.0,0.0,1501+,,,,,45.2,,17.1,15.6,9.5,19.4,37.7,,,1.0,,,,79695,52
U2688,university of benin,C083,Nigeria,,THE,2024,1501+,1501.0,0.0,1501+,,,,,25.8,,35.0,15.5,5.7,16.4,34.7,,,0.0,,,,47837,49
U0257,bernardo o higgins university,C021,Chile,,THE,2024,1501+,1501.0,0.0,1501+,,,,,18.6,,10.7,13.9,10.3,20.9,54.0,,,6.0,,,,9010,68
U0260,bharath institute of higher education and research,C047,India,,THE,2024,1501+,1501.0,0.0,1501+,,,,,14.0,,30.2,21.1,7.3,21.2,35.9,,,2.0,,,,22563,56
U0262,bharati vidyapeeth university,C047,India,,THE,2024,1501+,1501.0,0.0,1501+,,,,,7.3,,13.5,24.8,9.4,30.4,18.8,,,0.0,,,,9925,50
U0263,bialystok university of technology,C094,Poland,,THE,2024,1501+,1501.0,0.0,1501+,,,,,10.8,,23.1,23.0,14.9,20.6,24.3,,,3.0,,,,6471,36
U0266,bilecik seyh edebali university,C120,Turkey,,THE,2024,1501+,1501.0,0.0,1501+,,,,,16.3,,22.8,14.5,9.5,17.8,32.0,,,13.0,,,,10386,40
U2693,university of bio bio,C021,Chile,,THE,2024,1501+,1501.0,0.0,1501+,,,,,25.5,,13.9,12.9,12.8,19.1,46.7,,,1.0,,,,12662,43
U2694,university of birjand,C049,Iran,,THE,2024,1501+,1501.0,0.0,1501+,,,,,36.9,,26.7,11.1,9.5,16.8,26.2,,,4.0,,,,12245,53
U2697,university of biskra,C002,Algeria,,THE,2024,1501+,1501.0,0.0,1501+,,,,,21.5,,19.3,16.3,8.6,15.9,38.1,,,0.0,,,,30508,64
U0277,blida 1 university,C002,Algeria,,THE,2024,1501+,1501.0,0.0,1501+,,,,,20.4,,14.9,19.6,8.6,16.7,36.8,,,1.0,,,,29433,64
U0280,bolu abant izzet baysal university,C120,Turkey,,THE,2024,1501+,1501.0,0.0,1501+,,,,,22.1,,29.2,15.6,9.3,17.4,32.4,,,9.0,,,,23820,55
U0288,bozok university,C120,Turkey,,THE,2024,1501+,1501.0,0.0,1501+,,,,,14.4,,30.3,16.1,9.4,16.9,28.9,,,5.0,,,,13417,51
U2706,university of brawijaya,C048,Indonesia,,THE,2024,1501+,1501.0,0.0,1501+,,,,,14.4,,17.2,20.5,9.9,20.4,25.7,,,1.0,,,,55332,56
U0306,burapha university,C118,Thailand,,THE,2024,1501+,1501.0,0.0,1501+,,,,,17.4,,10.3,16.0,9.8,20.9,27.6,,,2.0,,,,24431,66
U0308,bursa technical university,C120,Turkey,,THE,2024,1501+,1501.0,0.0,1501+,,,,,18.5,,30.4,13.7,9.4,18.5,29.7,,,8.0,,,,8696,48
U0309,bursa uludag university,C120,Turkey,,THE,2024,1501+,1501.0,0.0,1501+,,,,,24.2,,20.0,18.8,10.4,31.0,32.3,,,10.0,,,,41901,50
U2717,university of caldas,C023,Colombia,,THE,2024,1501+,1501.0,0.0,1501+,,,,,58.2,,9.0,10.1,11.0,53.2,32.2,,,0.0,,,,27456,49
U0323,cankırı karatekin university,C120,Turkey,,THE,2024,1501+,1501.0,0.0,1501+,,,,,19.9,,22.7,12.5,9.5,15.6,41.0,,,20.0,,,,10567,53
U0336,catholic university of brasilia,C016,Brazil,,THE,2024,1501+,1501.0,0.0,1501+,,,,,22.6,,11.7,15.4,10.5,19.0,35.7,,,0.0,,,,10064,53
U0338,catholic university of the north,C021,Chile,,THE,2024,1501+,1501.0,0.0,1501+,,,,,20.3,,29.0,14.2,15.2,18.2,58.0,,,3.0,,,,11528,46
U2259,universidad catolica del maule,C021,Chile,,THE,2024,1501+,1501.0,0.0,1501+,,,,,21.1,,19.3,13.4,13.4,15.8,57.5,,,3.0,,,,10891,58
U2255,universidad catolica de la santisima concepcion,C021,Chile,,THE,2024,1501+,1501.0,0.0,1501+,,,,,22.9,,22.9,13.2,14.9,16.9,48.9,,,0.0,,,,9879,56
U2744,university of caxias do sul,C016,Brazil,,THE,2024,1501+,1501.0,0.0,1501+,,,,,30.4,,11.8,15.9,9.4,22.3,21.6,,,0.0,,,,15054,53
U0343,ceara state university,C016,Brazil,,THE,2024,1501+,1501.0,0.0,1501+,,,,,14.7,,8.9,21.1,11.4,17.9,20.2,,,0.0,,,,16305,54
U1255,manisa celal bayar university,C120,Turkey,,THE,2024,1501+,1501.0,0.0,1501+,,,,,17.9,,21.6,14.9,5.2,16.7,22.0,,,3.0,,,,28224,48
U0354,centro federal de educacao tecnologica celso suckow da fonseca cefet rj,C016,Brazil,,THE,2024,1501+,1501.0,0.0,1501+,,,,,21.0,,18.2,12.4,9.7,16.7,30.6,,,0.0,,,,18816,38
U0359,ces university,C023,Colombia,,THE,2024,1501+,1501.0,0.0,1501+,,,,,13.6,,5.8,19.2,9.1,16.4,37.1,,,3.0,,,,6612,69
U0368,chaoyang university of technology,C116,Taiwan,,THE,2024,1501+,1501.0,0.0,1501+,,,,,37.5,,28.2,14.1,18.2,47.0,38.9,,,5.0,,,,14432,55
U0426,college of charleston,C127,United States,,THE,2024,1501+,1501.0,0.0,1501+,,,,,16.3,,30.4,17.4,7.9,23.2,29.8,,,1.0,,,,9986,68
U0375,chelyabinsk state university,C099,Russia,,THE,2024,1501+,1501.0,0.0,1501+,,,,,24.3,,10.7,12.3,10.7,17.0,25.9,,,2.0,,,,11226,62
U0380,chiba institute of technology,C055,Japan,,THE,2024,1501+,1501.0,0.0,1501+,,,,,24.4,,13.0,14.8,8.8,26.1,20.9,,,2.0,,,,9979,15
U0392,chinese culture university,C116,Taiwan,,THE,2024,1501+,1501.0,0.0,1501+,,,,,23.5,,16.8,13.9,10.0,26.1,29.8,,,6.0,,,,23152,50
U2532,universite chouaib doukkali,C077,Morocco,,THE,2024,1501+,1501.0,0.0,1501+,,,,,34.5,,28.8,13.4,10.8,18.9,26.7,,,2.0,,,,23437,58
U0402,chubu university,C055,Japan,,THE,2024,1501+,1501.0,0.0,1501+,,,,,17.1,,15.9,17.1,11.9,33.4,34.1,,,2.0,,,,8929,27
U0410,chuo university,C055,Japan,,THE,2024,1501+,1501.0,0.0,1501+,,,,,35.6,,15.5,18.7,12.7,27.2,30.4,,,4.0,,,,26161,38
U2759,university of colima,C073,Mexico,,THE,2024,1501+,1501.0,0.0,1501+,,,,,9.3,,12.4,21.6,8.0,20.0,31.6,,,0.0,,,,14288,55
U0434,comillas pontifical university,C110,Spain,,THE,2024,1501+,1501.0,0.0,1501+,,,,,21.0,,26.3,18.3,15.7,31.4,44.2,,,7.0,,,,9765,55
U0435,communication university of china,C022,China,,THE,2024,1501+,1501.0,0.0,1501+,,,,,15.3,,15.5,27.5,17.3,37.6,23.4,,,3.0,,,,17316,70
U0447,cracow university of technology,C094,Poland,,THE,2024,1501+,1501.0,0.0,1501+,,,,,12.2,,30.4,21.2,10.7,28.2,27.3,,,5.0,,,,13510,36
U2773,university of craiova,C098,Romania,,THE,2024,1501+,1501.0,0.0,1501+,,,,,20.9,,25.2,18.3,11.5,18.4,24.0,,,4.0,,,,16907,50
U0469,damghan university,C049,Iran,,THE,2024,1501+,1501.0,0.0,1501+,,,,,15.9,,27.0,17.7,11.4,17.9,27.9,,,0.0,,,,4709,69
U2779,university of dar es salaam,C117,Tanzania,,THE,2024,1501+,1501.0,0.0,1501+,,,,,21.1,,28.2,14.4,10.3,21.7,49.5,,,0.0,,,,36666,47
U0475,de la salle university,C093,Philippines,,THE,2024,1501+,1501.0,0.0,1501+,,,,,14.5,,31.3,19.6,12.8,17.4,29.3,,,3.0,,,,14905,50
U2636,university for development studies,C040,Ghana,,THE,2024,1501+,1501.0,0.0,1501+,,,,,27.4,,31.1,11.1,9.9,18.9,51.5,,,0.0,,,,16714,43
U0491,dicle university,C120,Turkey,,THE,2024,1501+,1501.0,0.0,1501+,,,,,17.5,,12.7,30.3,16.9,53.0,21.9,,,4.0,,,,32454,45
U0494,diponegoro university,C048,Indonesia,,THE,2024,1501+,1501.0,0.0,1501+,,,,,18.0,,19.1,27.1,15.4,42.9,35.1,,,2.0,,,,35688,56
U0496,dokkyo medical university,C055,Japan,,THE,2024,1501+,1501.0,0.0,1501+,,,,,1.2,,22.0,26.7,10.3,37.9,19.1,,,1.0,,,,1314,53
U0504,doshisha university,C055,Japan,,THE,2024,1501+,1501.0,0.0,1501+,,,,,18.6,,11.1,17.9,10.9,30.7,35.5,,,4.0,,,,27624,42
U0514,dumlupinar university,C120,Turkey,,THE,2024,1501+,1501.0,0.0,1501+,,,,,44.4,,23.3,10.9,7.8,19.8,38.5,,,19.0,,,,44749,40
U0515,dunarea de jos university of galati,C098,Romania,,THE,2024,1501+,1501.0,0.0,1501+,,,,,16.0,,17.5,19.8,9.2,16.4,46.1,,,22.0,,,,12481,58
U0521,eafit university,C023,Colombia,,THE,2024,1501+,1501.0,0.0,1501+,,,,,18.8,,16.5,17.0,11.0,16.5,44.7,,,1.0,,,,11298,44
U0569,el bosque university,C023,Colombia,,THE,2024,1501+,1501.0,0.0,1501+,,,,,6.8,,20.0,23.7,9.3,16.9,46.6,,,2.0,,,,12702,62
U0579,erzincan binali yıldırım university,C120,Turkey,,THE,2024,1501+,1501.0,0.0,1501+,,,,,21.9,,37.6,12.0,8.7,16.6,23.7,,,4.0,,,,24096,49
U0581,escuela politecnica nacional,C031,Ecuador,,THE,2024,1501+,1501.0,0.0,1501+,,,,,13.2,,29.0,18.2,9.4,18.6,52.1,,,1.0,,,,7458,28
U0586,eskisehir osmangazi university,C120,Turkey,,THE,2024,1501+,1501.0,0.0,1501+,,,,,17.5,,20.5,21.5,16.6,19.2,27.0,,,7.0,,,,30301,45
U2417,universidade do estado de santa catarina,C016,Brazil,,THE,2024,1501+,1501.0,0.0,1501+,,,,,11.5,,15.7,26.5,11.0,17.0,21.2,,,1.0,,,,12417,54
U2426,universidade estadual do norte fluminense darcy ribeiro,C016,Brazil,,THE,2024,1501+,1501.0,0.0,1501+,,,,,22.8,,21.6,21.1,10.9,22.3,34.5,,,0.0,,,,7105,61
U2423,universidade estadual de maringa,C016,Brazil,,THE,2024,1501+,1501.0,0.0,1501+,,,,,12.2,,20.2,28.9,13.8,21.2,22.0,,,0.0,,,,18706,53
U2427,universidade estadual do oeste do parana unioeste,C016,Brazil,,THE,2024,1501+,1501.0,0.0,1501+,,,,,9.9,,7.4,27.6,9.8,17.2,20.4,,,0.0,,,,12529,60
U0605,federal university of agriculture abeokuta,C083,Nigeria,,THE,2024,1501+,1501.0,0.0,1501+,,,,,26.5,,24.5,15.6,8.0,17.0,31.4,,,0.0,,,,17433,52
U2431,universidade federal de ciencias da saude de porto alegre ufcspa,C016,Brazil,,THE,2024,1501+,1501.0,0.0,1501+,,,,,11.6,,25.1,21.2,12.8,21.2,26.1,,,1.0,,,,4183,70
U0608,federal university of itajuba,C016,Brazil,,THE,2024,1501+,1501.0,0.0,1501+,,,,,17.3,,21.3,17.7,9.6,20.5,28.0,,,1.0,,,,8608,30
U2433,universidade federal de juiz de fora,C016,Brazil,,THE,2024,1501+,1501.0,0.0,1501+,,,,,16.6,,27.5,18.5,12.1,18.6,29.8,,,0.0,,,,26483,50
U2450,universidade federal do maranhao ufma,C016,Brazil,,THE,2024,1501+,1501.0,0.0,1501+,,,,,19.2,,14.5,15.2,10.3,18.7,23.2,,,0.0,,,,37016,51
U0613,federal university of mato grosso do sul,C016,Brazil,,THE,2024,1501+,1501.0,0.0,1501+,,,,,15.0,,22.3,21.4,11.7,33.0,28.9,,,1.0,,,,26725,55
U2436,universidade federal de ouro preto ufop,C016,Brazil,,THE,2024,1501+,1501.0,0.0,1501+,,,,,16.3,,20.7,22.1,12.0,25.5,24.7,,,1.0,,,,14799,49
U0615,federal university of para,C016,Brazil,,THE,2024,1501+,1501.0,0.0,1501+,,,,,17.7,,21.3,22.6,11.7,21.7,26.8,,,0.0,,,,46837,52
U0603,federal rural university of pernambuco,C016,Brazil,,THE,2024,1501+,1501.0,0.0,1501+,,,,,12.3,,19.1,25.0,11.0,20.0,23.4,,,0.0,,,,14347,49
U2459,universidade federal rural do semi arido,C016,Brazil,,THE,2024,1501+,1501.0,0.0,1501+,,,,,12.4,,5.7,19.1,9.0,16.6,18.3,,,0.0,,,,8687,49
U2444,universidade federal de sergipe,C016,Brazil,,THE,2024,1501+,1501.0,0.0,1501+,,,,,16.0,,36.4,17.0,10.4,18.1,28.1,,,0.0,,,,26133,52
U0652,fluminense federal university,C016,Brazil,,THE,2024,1501+,1501.0,0.0,1501+,,,,,20.8,,27.8,21.0,13.1,22.5,30.8,,,1.0,,,,70629,47
U2818,university of fortaleza unifor,C016,Brazil,,THE,2024,1501+,1501.0,0.0,1501+,,,,,20.3,,33.6,14.3,9.4,16.9,37.8,,,0.0,,,,21048,51
U2562,universite freres mentouri constantine 1,C002,Algeria,,THE,2024,1501+,1501.0,0.0,1501+,,,,,16.2,,13.5,20.2,8.1,18.2,38.3,,,1.0,,,,32394,65
U2294,universidad de las fuerzas armadas espe,C031,Ecuador,,THE,2024,1501+,1501.0,0.0,1501+,,,,,14.5,,11.6,15.9,8.6,16.3,40.6,,,1.0,,,,19314,39
U2823,university of fukui,C055,Japan,,THE,2024,1501+,1501.0,0.0,1501+,,,,,7.6,,16.4,26.0,12.4,37.9,26.5,,,2.0,,,,4803,27
U0668,fukuoka university,C055,Japan,,THE,2024,1501+,1501.0,0.0,1501+,,,,,8.7,,17.9,23.5,9.7,37.1,24.4,,,1.0,,,,19536,40
U2541,universite de gabes,C119,Tunisia,,THE,2024,1501+,1501.0,0.0,1501+,,,,,12.4,,28.9,20.8,9.4,16.7,42.8,,,1.0,,,,12714,74
U0682,gaziantep university,C120,Turkey,,THE,2024,1501+,1501.0,0.0,1501+,,,,,38.1,,33.0,15.6,10.8,20.1,39.5,,,12.0,,,,31977,47
U0694,georgian technical university,C038,Georgia,,THE,2024,1501+,1501.0,0.0,1501+,,,,,15.0,,22.2,32.4,9.3,16.1,40.8,,,2.0,,,,19873,1
U0696,german university in cairo,C032,Egypt,,THE,2024,1501+,1501.0,0.0,1501+,,,,,12.8,,34.0,18.6,8.7,16.8,48.6,,,2.0,,,,12332,43
U0698,gheorghe asachi technical university of iasi,C098,Romania,,THE,2024,1501+,1501.0,0.0,1501+,,,,,20.8,,23.2,15.9,9.6,26.2,32.1,,,9.0,,,,13357,29
U0701,gitam university,C047,India,,THE,2024,1501+,1501.0,0.0,1501+,,,,,13.9,,20.8,19.6,9.3,19.0,25.2,,,1.0,,,,23730,37
U0705,goa university,C047,India,,THE,2024,1501+,1501.0,0.0,1501+,,,,,11.8,,23.0,32.1,12.4,18.6,24.1,,,3.0,,,,2820,65
U0722,grigore t popa university of medicine and pharmacy,C098,Romania,,THE,2024,1501+,1501.0,0.0,1501+,,,,,10.8,,18.9,22.5,10.1,22.5,42.1,,,26.0,,,,9765,68
U2843,university of guadalajara,C073,Mexico,,THE,2024,1501+,1501.0,0.0,1501+,,,,,19.3,,13.7,16.3,8.8,18.0,31.2,,,0.0,,,,140348,55
U2844,university of guanajuato,C073,Mexico,,THE,2024,1501+,1501.0,0.0,1501+,,,,,21.4,,13.4,16.2,9.3,20.5,36.4,,,2.0,,,,30317,55
U0727,gubkin russian state university of oil and gas,C099,Russia,,THE,2024,1501+,1501.0,0.0,1501+,,,,,12.2,,12.5,23.4,10.5,38.2,26.8,,,7.0,,,,9371,33
U0751,hanoi university of science and technology,C131,Vietnam,,THE,2024,1501+,1501.0,0.0,1501+,,,,,34.1,,27.4,15.7,15.7,43.4,39.7,,,0.0,,,,37891,20
U0760,hasanuddin university,C048,Indonesia,,THE,2024,1501+,1501.0,0.0,1501+,,,,,16.6,,25.8,18.8,11.2,27.5,19.8,,,0.0,,,,38942,51
U2564,universite hassan 1er,C077,Morocco,,THE,2024,1501+,1501.0,0.0,1501+,,,,,88.2,,19.2,24.9,10.3,16.6,23.6,,,2.0,,,,50518,48
U0762,hassiba benbouali university of chlef,C002,Algeria,,THE,2024,1501+,1501.0,0.0,1501+,,,,,22.0,,20.7,15.5,12.3,32.7,41.9,,,1.0,,,,30200,72
U2852,university of havana,C026,Cuba,,THE,2024,1501+,1501.0,0.0,1501+,,,,,9.0,,10.8,28.1,11.8,33.9,53.0,,,5.0,,,,15584,64
U0767,hellenic open university,C041,Greece,,THE,2024,1501+,1501.0,0.0,1501+,,,,,6.8,,34.2,22.4,8.5,15.8,26.2,,,1.0,,,,19612,60
U0770,herzen state pedagogical university of russia,C099,Russia,,THE,2024,1501+,1501.0,0.0,1501+,,,,,15.4,,9.8,20.2,11.5,17.6,39.2,,,18.0,,,,15645,75
U0776,hindustan institute of technology and science,C047,India,,THE,2024,1501+,1501.0,0.0,1501+,,,,,11.3,,33.6,21.9,9.3,16.3,23.4,,,1.0,,,,7325,47
U0781,hitit university,C120,Turkey,,THE,2024,1501+,1501.0,0.0,1501+,,,,,22.6,,15.1,15.2,9.8,16.5,22.8,,,4.0,,,,10501,48
U0793,hosei university,C055,Japan,,THE,2024,1501+,1501.0,0.0,1501+,,,,,37.7,,34.0,15.2,11.0,23.9,38.3,,,5.0,,,,29180,38
U0801,hue university,C131,Vietnam,,THE,2024,1501+,1501.0,0.0,1501+,,,,,23.0,,16.4,13.3,8.7,16.2,49.2,,,1.0,,,,48943,56
U2869,university of hyogo,C055,Japan,,THE,2024,1501+,1501.0,0.0,1501+,,,,,12.4,,11.8,22.5,13.2,56.5,24.6,,,3.0,,,,6540,41
U0813,ibaraki university,C055,Japan,,THE,2024,1501+,1501.0,0.0,1501+,,,,,14.8,,12.2,18.9,12.5,36.9,27.4,,,3.0,,,,7741,34
U2340,universidad industrial de santander uis,C023,Colombia,,THE,2024,1501+,1501.0,0.0,1501+,,,,,23.4,,11.6,14.4,12.2,31.5,38.0,,,1.0,,,,21413,45
U0870,industrial university of tyumen,C099,Russia,,THE,2024,1501+,1501.0,0.0,1501+,,,,,11.4,,14.0,19.5,8.4,18.3,23.1,,,6.0,,,,11396,35
U0874,inonu university,C120,Turkey,,THE,2024,1501+,1501.0,0.0,1501+,,,,,22.2,,21.5,17.8,9.4,18.0,21.1,,,3.0,,,,36388,51
