rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,record_type,member_level,nid,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,subjects_offered,disabled,female_percentage,male_percentage,rank_type,rank_numeric,overall_score_min,overall_score_max,overall_score_mid
1501+,Niğde Ömer Halisdemir University,9.7â22.7,17750,13.5,1821,9.4,1737,24.5,1574,19.2,1576,27.7,1592,master_account,0,624759,Turkey,14088,20.1,5,"Business & Management,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Sport Science,Communication & Media Studies,Geography,Agriculture & Forestry,Architecture,Archaeology,Other Health,Psychology,History, Philosophy & Theology,Medicine & Dentistry,Accounting & Finance,Biological Sciences,General Engineering,Physics & Astronomy,Politics & International Studies (incl Development Studies),Civil Engineering,Computer Science,Languages, Literature & Linguistics,Sociology,Economics & Econometrics,Mathematics & Statistics,Chemistry,Art, Performing Arts & Design,Education",False,80,20,Range,,,,
1501+,Omsk State Technical University,9.7â22.7,17760,18.4,1517,8.4,1858,7.3,1891,20.0,1531,31.1,1462,master_account,0,624114,Russian Federation,12150,14.0,13,"Communication & Media Studies,Mechanical & Aerospace Engineering,General Engineering,Mathematics & Statistics,Business & Management,Economics & Econometrics,Chemical Engineering,Civil Engineering,Languages, Literature & Linguistics,Computer Science,Geology, Environmental, Earth & Marine Sciences,Psychology,History, Philosophy & Theology,Chemistry,Sport Science,Art, Performing Arts & Design,Electrical & Electronic Engineering,Biological Sciences,Physics & Astronomy,Archaeology,Sociology",True,33,67,Range,,,,
1501+,Ondokuz Mayis University,9.7â22.7,17770,19.0,1467,11.4,1478,22.2,1634,26.8,1268,36.1,1272,master_account,0,624477,Turkey,38149,18.3,14,"Languages, Literature & Linguistics,Electrical & Electronic Engineering,Mathematics & Statistics,Business & Management,Other Health,Biological Sciences,Psychology,Architecture,Sport Science,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Chemistry,Accounting & Finance,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Chemical Engineering,Education,History, Philosophy & Theology,Veterinary Science,Sociology,Archaeology,Agriculture & Forestry,Geography,Art, Performing Arts & Design,General Engineering,Communication & Media Studies,Economics & Econometrics,Civil Engineering,Physics & Astronomy,Law",False,44,56,Range,,,,
1501+,Oran 1 University,9.7â22.7,17780,30.7,653,9.0,1801,13.2,1798,17.8,1681,39.7,1128,master_account,0,649085,Algeria,25443,21.9,1,"General Engineering,Medicine & Dentistry,Computer Science,Chemistry,Physics & Astronomy,Biological Sciences,Languages, Literature & Linguistics",False,70,30,Range,,,,
1501+,Ordu University,9.7â22.7,17790,14.0,1803,10.3,1615,19.6,1688,16.7,1787,17.9,1898,master_account,0,715168,Turkey,11050,18.7,0,"Biological Sciences,Sport Science,Psychology,Other Health,Economics & Econometrics,Chemistry,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Medicine & Dentistry,Agriculture & Forestry,Sociology,Mathematics & Statistics,History, Philosophy & Theology,Communication & Media Studies,Languages, Literature & Linguistics,Art, Performing Arts & Design,Business & Management,General Engineering,Education",False,52,48,Range,,,,
1501+,Osaka Institute of Technology,9.7â22.7,17800,14.8,1768,15.3,1097,20.6,1668,37.3,1036,26.2,1658,master_account,0,131359,Japan,7407,35.4,1,"Electrical & Electronic Engineering,Business & Management,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Law,Computer Science,Chemical Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Biological Sciences,Architecture,Mathematics & Statistics",False,14,86,Range,,,,
1501+,Osaka Medical and Pharmaceutical University,9.7â22.7,17810,27.7,824,12.6,1351,23.7,1591,44.4,904,18.7,1888,master_account,0,715009,Japan,3132,5.5,1,"Other Health,Medicine & Dentistry",False,59,41,Range,,,,
1501+,University of Ostrava,9.7â22.7,17820,19.5,1424,16.3,1026,23.2,1604,18.2,1653,46.2,923,master_account,0,623964,Czech Republic,8526,16.0,9,"Agriculture & Forestry,Mathematics & Statistics,Computer Science,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Biological Sciences,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Other Health,Art, Performing Arts & Design,Geography,Psychology,History, Philosophy & Theology,Sociology,Education,Chemistry,Sport Science,Languages, Literature & Linguistics",False,71,29,Range,,,,
1501+,Ovidius University of Constanța,9.7â22.7,17830,19.4,1432,9.2,1765,9.6,1860,15.9,1878,27.0,1614,master_account,0,714895,Romania,17355,12.5,7,"Languages, Literature & Linguistics,Geography,Other Health,Chemistry,Medicine & Dentistry,Mathematics & Statistics,History, Philosophy & Theology,Sociology,Mechanical & Aerospace Engineering,Business & Management,Art, Performing Arts & Design,Sport Science,Computer Science,Education,Biological Sciences,Accounting & Finance,Civil Engineering,Law,Agriculture & Forestry,Psychology",False,61,39,Range,,,,
1501+,Universitas Padjadjaran,9.7â22.7,17840,28.5,776,12.2,1390,19.2,1698,23.6,1378,34.3,1346,master_account,0,624537,Indonesia,35498,11.3,1,"Languages, Literature & Linguistics,Chemistry,Psychology,Architecture,Mathematics & Statistics,Business & Management,Medicine & Dentistry,Communication & Media Studies,Art, Performing Arts & Design,Biological Sciences,Geography,Veterinary Science,Education,Archaeology,Physics & Astronomy,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Economics & Econometrics,Computer Science,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Sport Science,Law,Other Health,Sociology,Accounting & Finance",False,59,41,Range,,,,
1501+,Pamukkale University,9.7â22.7,17850,15.2,1746,9.5,1715,16.7,1736,18.5,1625,20.4,1854,master_account,0,624645,Turkey,33761,22.0,3,"Languages, Literature & Linguistics,Mathematics & Statistics,Art, Performing Arts & Design,Business & Management,Physics & Astronomy,Computer Science,Civil Engineering,Psychology,Other Health,Electrical & Electronic Engineering,Archaeology,Biological Sciences,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Veterinary Science,Agriculture & Forestry,Communication & Media Studies,General Engineering,Sport Science,Mechanical & Aerospace Engineering,Law,History, Philosophy & Theology,Medicine & Dentistry,Chemical Engineering,Education,Sociology,Politics & International Studies (incl Development Studies),Architecture,Chemistry,Geography,Economics & Econometrics",False,44,56,Range,,,,
1501+,Universidad Panamericana (UP),9.7â22.7,17860,23.9,1085,9.1,1784,12.0,1822,16.0,1865,43.9,993,master_account,1,589358,Mexico,15469,7.8,2,"Architecture,Computer Science,Communication & Media Studies,Education,Medicine & Dentistry,History, Philosophy & Theology,Business & Management,Mechanical & Aerospace Engineering,Economics & Econometrics,Psychology,Electrical & Electronic Engineering,General Engineering,Other Health,Civil Engineering,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Accounting & Finance,Art, Performing Arts & Design,Sociology,Law",False,48,52,Range,,,,
1501+,University of Pannonia,9.7â22.7,17870,22.2,1214,15.6,1078,21.5,1648,45.5,887,37.9,1201,master_account,0,662389,Hungary,5241,19.5,7,"Computer Science,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Psychology,Chemical Engineering,Economics & Econometrics,Politics & International Studies (incl Development Studies),Communication & Media Studies,Electrical & Electronic Engineering,Business & Management,Chemistry,Sport Science,General Engineering,Accounting & Finance,Languages, Literature & Linguistics,Education",False,48,52,Range,,,,
1501+,University of Pardubice,9.7â22.7,17880,21.1,1297,17.7,934,17.7,1717,30.0,1183,39.8,1122,master_account,0,131473,Czech Republic,7375,13.5,10,"General Engineering,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Accounting & Finance,Other Health,Mathematics & Statistics,Electrical & Electronic Engineering,Chemistry,History, Philosophy & Theology,Physics & Astronomy,Archaeology,Sport Science,Languages, Literature & Linguistics,Chemical Engineering,Education,Computer Science,Sociology,Art, Performing Arts & Design,Biological Sciences,Business & Management,Civil Engineering,Economics & Econometrics",False,56,44,Range,,,,
1501+,Pavlov First Saint Petersburg State Medical University,9.7â22.7,17890,29.4,728,10.7,1564,12.5,1811,25.3,1329,34.4,1343,master_account,0,624132,Russian Federation,5462,7.0,14,"Medicine & Dentistry,Other Health,Psychology,Sport Science",True,75,25,Range,,,,
1501+,Payame Noor University,9.7â22.7,17900,12.9,1851,9.1,1785,26.1,1539,19.6,1554,21.3,1833,master_account,0,622272,Iran,428888,120.3,1,"Electrical & Electronic Engineering,Biological Sciences,Psychology,Chemical Engineering,Sociology,Languages, Literature & Linguistics,Agriculture & Forestry,Law,Computer Science,Sport Science,Geography,Architecture,Communication & Media Studies,Business & Management,History, Philosophy & Theology,Chemistry,Education,Art, Performing Arts & Design,Civil Engineering,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Archaeology,Mathematics & Statistics,Accounting & Finance,General Engineering,Physics & Astronomy",False,60,40,Range,,,,
1501+,Pedagogical and Technological University of Colombia,9.7â22.7,17910,19.3,1443,7.7,1892,5.2,1898,16.0,1866,35.5,1300,master_account,0,639359,Colombia,33268,16.0,0,"General Engineering,Mathematics & Statistics,Computer Science,Biological Sciences,Psychology,Art, Performing Arts & Design,Chemistry,Economics & Econometrics,Medicine & Dentistry,Sport Science,Electrical & Electronic Engineering,Chemical Engineering,Education,Languages, Literature & Linguistics,Agriculture & Forestry,History, Philosophy & Theology,Veterinary Science,Business & Management,Architecture,Law,Geography,Accounting & Finance,Civil Engineering,Physics & Astronomy",False,54,46,Range,,,,
1501+,University of the Peloponnese,9.7â22.7,17920,16.1,1695,12.6,1352,28.9,1473,29.0,1201,27.8,1588,master_account,0,660818,Greece,12801,39.4,1,"Art, Performing Arts & Design,Sport Science,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Agriculture & Forestry,Archaeology,Mechanical & Aerospace Engineering,Computer Science,Accounting & Finance,Politics & International Studies (incl Development Studies),Economics & Econometrics,History, Philosophy & Theology,Business & Management,Education,Civil Engineering,Other Health,Sociology",False,52,48,Range,,,,
1501+,Universitas Pendidikan Indonesia,9.7â22.7,17930,19.8,1391,12.1,1401,33.0,1375,16.3,1829,23.9,1745,master_account,0,691819,Indonesia,32713,18.5,1,"Mechanical & Aerospace Engineering,Sociology,Languages, Literature & Linguistics,Communication & Media Studies,Mathematics & Statistics,Economics & Econometrics,Art, Performing Arts & Design,Sport Science,Psychology,Other Health,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Chemistry,History, Philosophy & Theology,Civil Engineering,Education,Computer Science,Physics & Astronomy,Accounting & Finance,Architecture,Agriculture & Forestry,Business & Management,Biological Sciences,Geography",False,61,39,Range,,,,
1501+,Penza State University,9.7â22.7,17940,14.3,1790,8.7,1833,7.8,1881,16.3,1830,32.8,1393,master_account,0,587610,Russian Federation,17934,17.2,12,"Electrical & Electronic Engineering,Sport Science,History, Philosophy & Theology,Communication & Media Studies,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,General Engineering,Mathematics & Statistics,Economics & Econometrics,Medicine & Dentistry,Geography,Accounting & Finance,Computer Science,Chemistry,Archaeology,Sociology,Art, Performing Arts & Design,Biological Sciences,Law,Mechanical & Aerospace Engineering,Physics & Astronomy,Business & Management,Other Health,Politics & International Studies (incl Development Studies),Psychology,Education",True,56,44,Range,,,,
1501+,Perm National Research Polytechnic University,9.7â22.7,17950,23.7,1101,13.4,1270,9.9,1857,50.0,807,28.4,1565,master_account,0,587694,Russian Federation,8719,10.2,9,"History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,General Engineering,Sociology,Chemical Engineering,Communication & Media Studies,Accounting & Finance,Sport Science,Electrical & Electronic Engineering,Civil Engineering,Chemistry,Languages, Literature & Linguistics,Business & Management,Politics & International Studies (incl Development Studies),Computer Science,Mechanical & Aerospace Engineering,Physics & Astronomy,Mathematics & Statistics,Art, Performing Arts & Design",True,37,63,Range,,,,
1501+,Perm State University,9.7â22.7,17960,21.2,1288,12.5,1360,8.2,1877,24.6,1350,23.7,1753,master_account,0,131419,Russian Federation,9845,12.0,5,"Biological Sciences,Business & Management,Art, Performing Arts & Design,Agriculture & Forestry,Education,Mechanical & Aerospace Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Mathematics & Statistics,Law,Economics & Econometrics,Archaeology,Chemistry,Accounting & Finance,Computer Science,Geography,History, Philosophy & Theology,Sociology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Psychology,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies)",True,59,41,Range,,,,
1501+,University of Pernambuco,9.7â22.7,17970,16.0,1697,10.3,1616,15.2,1763,18.3,1645,26.4,1648,master_account,0,639026,Brazil,21435,16.9,0,"Civil Engineering,Law,Languages, Literature & Linguistics,Medicine & Dentistry,Sport Science,Mechanical & Aerospace Engineering,Computer Science,Accounting & Finance,Education,Psychology,Biological Sciences,General Engineering,History, Philosophy & Theology,Business & Management,Electrical & Electronic Engineering",False,,,Range,,,,
1501+,Universidad Peruana de Ciencias Aplicadas (UPC),9.7â22.7,17980,13.5,1822,8.7,1834,10.1,1854,15.6,1901,26.5,1641,master_account,0,625590,Peru,56595,21.1,1,"Medicine & Dentistry,Law,Computer Science,Education,Civil Engineering,Electrical & Electronic Engineering,Other Health,Politics & International Studies (incl Development Studies),Biological Sciences,Business & Management,Architecture,Veterinary Science,Art, Performing Arts & Design,Communication & Media Studies,Accounting & Finance,General Engineering,Psychology,Sport Science,Economics & Econometrics",False,50,50,Range,,,,
1501+,University of Phayao,9.7â22.7,17990,14.9,1761,9.4,1738,39.3,1228,16.3,1831,25.9,1665,master_account,0,685147,Thailand,17256,17.1,0,"Art, Performing Arts & Design,Law,Agriculture & Forestry,General Engineering,Politics & International Studies (incl Development Studies),Business & Management,Civil Engineering,Chemistry,Biological Sciences,Sociology,Economics & Econometrics,Languages, Literature & Linguistics,Computer Science,Other Health,Architecture,Veterinary Science,Mechanical & Aerospace Engineering,Communication & Media Studies,Mathematics & Statistics,Geography,Accounting & Finance,Medicine & Dentistry,Education,Sport Science,Electrical & Electronic Engineering,Physics & Astronomy",False,66,34,Range,,,,
1501+,Universidad Politécnica Salesiana,9.7â22.7,18000,11.6,1885,9.5,1716,13.6,1790,15.8,1888,42.0,1051,master_account,0,639089,Ecuador,22513,24.2,1,"Architecture,Politics & International Studies (incl Development Studies),Psychology,Computer Science,Biological Sciences,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Art, Performing Arts & Design,Mathematics & Statistics,Civil Engineering,Business & Management,Agriculture & Forestry,Education,Other Health,Mechanical & Aerospace Engineering,Sociology,Medicine & Dentistry,Communication & Media Studies,Law,History, Philosophy & Theology,Sport Science,Economics & Econometrics,Electrical & Electronic Engineering,Veterinary Science",False,40,60,Range,,,,
1501+,Polytechnic University of Bucharest,9.7â22.7,18010,19.8,1392,11.4,1479,28.8,1477,29.7,1192,24.2,1731,master_account,0,624327,Romania,29166,23.2,4,"Mathematics & Statistics,Civil Engineering,Chemical Engineering,Electrical & Electronic Engineering,General Engineering,Mechanical & Aerospace Engineering,Computer Science,Physics & Astronomy",False,36,64,Range,,,,
1501+,Polytechnic University of Timişoara,9.7â22.7,18020,16.7,1654,10.1,1636,33.9,1353,30.9,1160,22.6,1786,master_account,0,647927,Romania,11846,18.7,3,"General Engineering,Mathematics & Statistics,Civil Engineering,Communication & Media Studies,Mechanical & Aerospace Engineering,Computer Science,Electrical & Electronic Engineering,Chemical Engineering,Art, Performing Arts & Design,Business & Management,Architecture",False,38,62,Range,,,,
1501+,Pontifical Catholic University of Minas Gerais,9.7â22.7,18030,24.4,1052,10.7,1565,14.6,1774,20.5,1513,24.7,1718,master_account,0,623454,Brazil,37267,36.0,1,"Biological Sciences,Physics & Astronomy,Architecture,Business & Management,Sport Science,Art, Performing Arts & Design,Languages, Literature & Linguistics,History, Philosophy & Theology,Geography,Veterinary Science,Computer Science,Education,Civil Engineering,Sociology,Electrical & Electronic Engineering,Chemical Engineering,Law,Psychology,Economics & Econometrics,Medicine & Dentistry,General Engineering,Politics & International Studies (incl Development Studies),Accounting & Finance,Mechanical & Aerospace Engineering,Mathematics & Statistics,Other Health,Communication & Media Studies",False,57,43,Range,,,,
1501+,Universidad Pontificia Bolivariana (UPB),9.7â22.7,18040,24.2,1070,10.6,1579,10.2,1853,26.8,1269,37.2,1232,master_account,0,131507,Colombia,10565,10.6,2,"Law,Chemical Engineering,Mechanical & Aerospace Engineering,Architecture,Education,Communication & Media Studies,Computer Science,Business & Management,General Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Psychology",False,57,43,Range,,,,
1501+,Pontificia Universidad Católica del Ecuador,9.7â22.7,18050,12.2,1871,8.7,1835,15.3,1760,15.9,1879,63.9,504,master_account,0,623952,Ecuador,21237,25.4,1,"Mechanical & Aerospace Engineering,Business & Management,History, Philosophy & Theology,Communication & Media Studies,Archaeology,Veterinary Science,Geography,Architecture,Biological Sciences,Sociology,Other Health,Geology, Environmental, Earth & Marine Sciences,Education,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Civil Engineering,Accounting & Finance,Agriculture & Forestry,Economics & Econometrics,Languages, Literature & Linguistics,Computer Science,Psychology,Medicine & Dentistry,Chemistry,Law",False,56,44,Range,,,,
1501+,University of Port Harcourt,9.7â22.7,18060,23.1,1146,14.4,1168,15.4,1758,21.8,1447,32.0,1428,master_account,0,707900,Nigeria,31493,17.1,0,"Other Health,Electrical & Electronic Engineering,Communication & Media Studies,History, Philosophy & Theology,Computer Science,Civil Engineering,Accounting & Finance,Languages, Literature & Linguistics,Chemistry,Business & Management,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Mathematics & Statistics,Psychology,General Engineering,Physics & Astronomy,Education,Biological Sciences,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Sport Science,Sociology,Chemical Engineering,Geography,Agriculture & Forestry,Law,Economics & Econometrics",False,35,65,Range,,,,
1501+,Prague University of Economics and Business,9.7â22.7,18070,15.5,1732,14.9,1135,27.6,1504,16.8,1776,47.9,867,master_account,0,131560,Czech Republic,14306,29.1,27,"Mathematics & Statistics,Law,Business & Management,Communication & Media Studies,Economics & Econometrics,Accounting & Finance,Politics & International Studies (incl Development Studies)",False,53,47,Range,,,,
1501+,University of Primorska,9.7â22.7,18080,16.4,1672,14.9,1136,26.5,1526,21.9,1444,61.8,547,master_account,0,661106,Slovenia,5805,15.3,18,"Sport Science,Computer Science,Geography,Archaeology,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Biological Sciences,Agriculture & Forestry,Education,Other Health,Art, Performing Arts & Design,Mathematics & Statistics,Civil Engineering,Business & Management,Psychology,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Communication & Media Studies",False,77,23,Range,,,,
1501+,University of Prishtina,9.7â22.7,18090,11.8,1881,10.7,1566,13.7,1788,18.4,1637,38.9,1156,master_account,0,700370,Kosovo,28532,31.4,1,"Medicine & Dentistry,Sport Science,Geography,Chemical Engineering,Computer Science,Physics & Astronomy,History, Philosophy & Theology,Archaeology,Accounting & Finance,Biological Sciences,Sociology,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Law,Other Health,Veterinary Science,Architecture,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Business & Management,Economics & Econometrics,Mathematics & Statistics,Agriculture & Forestry,Mechanical & Aerospace Engineering,Communication & Media Studies,Psychology,Chemistry,Education,Civil Engineering",False,65,35,Range,,,,
1501+,Privolzhsky Research Medical University,9.7â22.7,18100,23.9,1086,9.9,1658,5.2,1899,20.0,1532,40.3,1107,master_account,0,623733,Russian Federation,5896,10.3,23,"Medicine & Dentistry,History, Philosophy & Theology,Languages, Literature & Linguistics,Physics & Astronomy,Mathematics & Statistics,Other Health,Psychology,Law,Economics & Econometrics,Biological Sciences,Computer Science,Chemistry",True,68,32,Range,,,,
1501+,PSG College of Technology,9.7â22.7,18110,22.9,1158,8.9,1815,29.4,1457,20.7,1502,17.6,1900,master_account,0,624387,India,8140,14.2,0,"Electrical & Electronic Engineering,Chemistry,Physics & Astronomy,Business & Management,Civil Engineering,Computer Science,General Engineering,Mathematics & Statistics,Mechanical & Aerospace Engineering",False,37,63,Range,,,,
1501+,Recep Tayyip Erdoğan University,9.7â22.7,18120,16.3,1681,9.5,1717,23.9,1586,16.6,1798,22.3,1797,master_account,0,670464,Turkey,12407,16.9,4,"General Engineering,Biological Sciences,Art, Performing Arts & Design,Agriculture & Forestry,Accounting & Finance,Electrical & Electronic Engineering,Civil Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Physics & Astronomy,Law,Architecture,Mechanical & Aerospace Engineering,Chemistry,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Computer Science,Chemical Engineering,Education,History, Philosophy & Theology,Mathematics & Statistics,Economics & Econometrics,Other Health,Sport Science,Business & Management",False,54,46,Range,,,,
1501+,REVA University,9.7â22.7,18130,16.0,1698,7.9,1885,37.9,1259,20.7,1503,19.8,1874,master_account,0,715081,India,13907,18.7,1,"Biological Sciences,Chemistry,General Engineering,Law,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Business & Management,Civil Engineering,Architecture,Art, Performing Arts & Design,Accounting & Finance,Physics & Astronomy,Mathematics & Statistics,History, Philosophy & Theology",False,34,66,Range,,,,
1501+,Riga Stradiņš University,9.7â22.7,18140,17.3,1610,13.8,1229,26.3,1535,23.2,1393,62.7,529,master_account,0,131344,Latvia,8761,21.8,29,"Psychology,Sport Science,Biological Sciences,Sociology,Medicine & Dentistry,Law,Communication & Media Studies,Other Health,Politics & International Studies (incl Development Studies),Business & Management",False,75,25,Range,,,,
1501+,University of Rijeka,9.7â22.7,18150,18.7,1486,16.7,994,29.9,1446,25.8,1306,29.2,1533,master_account,0,699442,Croatia,13163,15.6,3,"Mechanical & Aerospace Engineering,Accounting & Finance,Mathematics & Statistics,Medicine & Dentistry,Education,Computer Science,Other Health,Law,Civil Engineering,Art, Performing Arts & Design,Electrical & Electronic Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Biological Sciences,Business & Management,Architecture,Economics & Econometrics,History, Philosophy & Theology,Psychology",False,58,42,Range,,,,
1501+,Russian Presidential Academy of National Economy and Public Administration,9.7â22.7,18160,26.8,884,17.1,965,18.1,1712,19.4,1568,23.2,1771,master_account,0,131707,Russian Federation,18646,10.4,4,"Law,History, Philosophy & Theology,Economics & Econometrics,Psychology,Politics & International Studies (incl Development Studies),Accounting & Finance,Computer Science,Languages, Literature & Linguistics,Sociology,Communication & Media Studies,Business & Management",True,63,37,Range,,,,
1501+,Russian State University for the Humanities,9.7â22.7,18170,13.5,1823,13.4,1273,16.8,1735,15.7,1897,22.1,1803,master_account,0,131647,Russian Federation,16679,22.1,4,"Mathematics & Statistics,Law,Communication & Media Studies,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Accounting & Finance,Computer Science,Archaeology,Sociology,Languages, Literature & Linguistics,Economics & Econometrics,Psychology,Education,History, Philosophy & Theology,Business & Management",True,69,31,Range,,,,
1501+,R V College of Engineering,9.7â22.7,18180,24.6,1038,9.4,1739,29.3,1458,17.8,1682,16.1,1904,master_account,6,715156,India,5741,14.9,0,"Civil Engineering,Computer Science,Electrical & Electronic Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,General Engineering",False,26,74,Range,,,,
1501+,Ryukoku University,9.7â22.7,18190,15.5,1733,10.6,1580,12.0,1823,23.2,1394,31.2,1454,master_account,0,609264,Japan,15818,27.7,2,"Law,Accounting & Finance,Electrical & Electronic Engineering,Sociology,Education,Chemical Engineering,General Engineering,Geology, Environmental, Earth & Marine Sciences,Archaeology,Economics & Econometrics,Biological Sciences,Communication & Media Studies,History, Philosophy & Theology,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemistry,Psychology,Mathematics & Statistics,Sport Science,Mechanical & Aerospace Engineering,Computer Science,Languages, Literature & Linguistics,Business & Management",False,36,64,Range,,,,
1501+,University of the Ryukyus,9.7â22.7,18200,25.4,978,14.1,1201,22.6,1623,37.2,1039,37.6,1215,master_account,0,609306,Japan,7534,9.9,2,"Other Health,Physics & Astronomy,Art, Performing Arts & Design,Civil Engineering,Sociology,Archaeology,Chemical Engineering,Psychology,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Architecture,Biological Sciences,Education,Computer Science,Sport Science,Law,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Communication & Media Studies,Business & Management,General Engineering,Mathematics & Statistics,Geography,Medicine & Dentistry,Chemistry,Accounting & Finance,Languages, Literature & Linguistics,Agriculture & Forestry,Politics & International Studies (incl Development Studies)",False,39,61,Range,,,,
1501+,Rzeszów University of Technology,9.7â22.7,18210,20.6,1332,9.1,1786,29.1,1466,22.9,1405,23.1,1775,master_account,0,661133,Poland,10742,11.6,1,"Electrical & Electronic Engineering,Business & Management,Mathematics & Statistics,Physics & Astronomy,Computer Science,Sociology,Civil Engineering,Architecture,Chemical Engineering,Biological Sciences,General Engineering,Chemistry,Mechanical & Aerospace Engineering,Accounting & Finance",False,38,62,Range,,,,
1501+,University of La Sabana,9.7â22.7,18220,17.4,1601,10.9,1539,19.7,1685,16.6,1799,44.3,980,master_account,0,589343,Colombia,11838,17.1,2,"Languages, Literature & Linguistics,Other Health,Communication & Media Studies,Politics & International Studies (incl Development Studies),General Engineering,Computer Science,Mechanical & Aerospace Engineering,Medicine & Dentistry,Psychology,Geology, Environmental, Earth & Marine Sciences,Business & Management,Physics & Astronomy,History, Philosophy & Theology,Chemical Engineering,Civil Engineering,Education,Chemistry,Law,Economics & Econometrics",False,56,44,Range,,,,
1501+,Saga University,9.7â22.7,18230,26.0,938,14.5,1161,21.8,1640,59.0,663,25.4,1687,master_account,0,609459,Japan,6518,9.8,2,"Agriculture & Forestry,Chemistry,Medicine & Dentistry,Mathematics & Statistics,Education,Civil Engineering,Economics & Econometrics,Other Health,Art, Performing Arts & Design,Physics & Astronomy,Mechanical & Aerospace Engineering,Sociology,Business & Management,General Engineering,Electrical & Electronic Engineering,Accounting & Finance,Chemical Engineering,Languages, Literature & Linguistics,Biological Sciences",False,42,58,Range,,,,
1501+,Saitama University,9.7â22.7,18240,22.9,1160,15.5,1084,19.4,1691,41.2,951,41.5,1067,master_account,0,131763,Japan,8321,15.3,6,"Electrical & Electronic Engineering,Computer Science,Psychology,General Engineering,Mathematics & Statistics,Sociology,Accounting & Finance,Physics & Astronomy,Chemical Engineering,Education,Archaeology,Art, Performing Arts & Design,Biological Sciences,Law,Geography,Business & Management,Economics & Econometrics,Civil Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Communication & Media Studies,Chemistry",False,32,68,Range,,,,
1501+,Samara State Technical University,9.7â22.7,18250,16.9,1632,10.6,1582,10.9,1840,32.3,1137,22.1,1804,master_account,0,587805,Russian Federation,12762,16.0,5,"Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Chemistry,Mechanical & Aerospace Engineering,Education,Computer Science,Communication & Media Studies,History, Philosophy & Theology,Civil Engineering,Accounting & Finance,Architecture,Art, Performing Arts & Design,Physics & Astronomy,General Engineering,Biological Sciences,Chemical Engineering,Electrical & Electronic Engineering,Business & Management,Mathematics & Statistics,Economics & Econometrics",True,38,62,Range,,,,
