University,Country,QS_Rank,QS_Overall_Score,QS_Academic_Reputation,QS_Employer_Reputation,QS_Faculty_Student,QS_Citations_Per_Faculty,QS_International_Faculty,QS_International_Students,QS_International_Research_Network,QS_Employment_Outcomes,QS_Sustainability,QS_Normalized_Rank,THE_Rank,THE_Overall_Score,THE_Teaching,THE_Research_Environment,THE_Research_Quality,THE_Industry_Impact,THE_International_Outlook,THE_Number_Students,THE_Student_Staff_Ratio,THE_International_Students,THE_Female_Male_Ratio,THE_Year,THE_Normalized_Rank,THE_Female_Percentage,THE_Male_Percentage
University of Tabriz,Iran,552.0,22.5,5.9,5.0,3.4,81.7,1.5,6.8,71.8,5.3,1.2,7.394957983193278,633.0,42.3175,27.9,21.4,75.7,44.9,45.0,21199.0,23.6,7.0,51 : 49,2025,69.77522716403635,51,49
University of Tartu,Estonia,358.0,32.0,22.9,10.5,93.7,10.8,48.6,15.1,88.8,85.7,18.0,40.0,322.0,52.518,35.0,32.4,85.4,64.3,61.4,9449.0,8.6,13.0,67 : 33,2025,84.64849354375896,67,33
University of Tasmania,Australia,293.0,37.0,16.0,7.4,22.1,59.8,79.9,89.7,80.0,15.9,85.6,50.924369747899156,288.0,54.26499999999999,32.0,36.3,81.6,76.7,90.0,14344.0,18.9,29.0,60 : 40,2025,86.27450980392157,60,40
University of Technology Sydney,Australia,88.0,62.4,43.9,55.0,9.8,97.7,96.6,86.0,91.4,40.2,96.3,85.3781512605042,156.0,61.682,35.2,42.5,94.9,88.2,93.0,28533.0,36.6,24.0,51 : 49,2025,92.58727881396462,51,49
University of Tehran,Iran,368.0,31.4,20.6,26.8,3.0,79.1,2.0,2.0,86.2,23.1,4.7,38.31932773109244,447.0,47.73950000000001,37.0,33.7,72.5,65.6,35.7,55389.0,27.8,2.0,46 : 54,2025,78.67049258727882,46,54
University of Texas at Austin,United States,66.0,69.5,93.5,86.6,8.1,76.7,6.1,11.7,91.7,81.7,52.1,89.07563025210085,50.0,75.8605,66.1,76.3,91.3,82.6,47.2,50047.0,16.6,9.0,55 : 45,2025,97.65662362505978,55,45
University of the Philippines,Philippines,336.0,33.3,36.3,65.3,31.1,1.9,1.6,1.1,60.9,65.6,67.7,43.69747899159664,1419.0,26.783,25.3,16.9,35.0,26.9,37.9,54781.0,11.1,0.0,60 : 40,2025,32.185557149689146,60,40
University of the Punjab,Pakistan,570.0,21.8,15.6,52.2,4.5,11.6,3.2,1.3,62.2,81.4,4.3,4.369747899159663,905.0,36.2355,27.5,15.1,63.5,26.6,48.4,30994.0,23.7,1.0,57 : 43,2025,56.76709708273553,57,43
University of Toronto,Canada,25.0,84.1,99.7,96.9,44.9,50.8,96.9,96.1,97.7,98.7,100.0,95.96638655462185,21.0,88.295,76.2,93.5,93.4,94.9,91.8,80107.0,25.2,29.0,56 : 44,2025,99.04351984696318,56,44
University of Trento,Italy,506.0,24.0,24.9,10.5,22.0,32.7,29.6,6.1,85.8,4.4,19.0,15.126050420168067,342.0,51.246,33.7,35.1,78.9,70.7,61.7,14213.0,17.6,9.0,52 : 48,2025,83.69201339072214,52,48
University of Tsukuba,Japan,377.0,31.1,36.6,22.5,54.7,17.3,12.4,19.3,66.9,9.8,63.4,36.806722689075634,399.0,49.35850000000001,50.5,43.8,49.6,77.1,50.6,15383.0,12.2,16.0,38 : 62,2025,80.9660449545672,38,62
University of Turin,Italy,371.0,31.3,41.5,7.2,3.2,33.3,4.1,5.3,87.5,51.7,83.6,37.81512605042017,462.0,47.2475,24.2,31.7,82.2,73.7,44.1,61291.0,27.0,6.0,62 : 38,2025,77.9531324725012,62,38
University of Turku,Finland,375.0,31.2,27.8,12.1,52.3,29.3,33.2,4.4,86.3,39.9,52.5,37.142857142857146,350.0,51.0545,31.7,35.6,82.6,65.6,53.0,13835.0,15.8,6.0,64 : 36,2025,83.30942132950742,64,36
University of Twente,Netherlands,233.0,42.7,20.7,32.0,43.3,61.3,100.0,90.4,87.6,20.0,13.8,61.00840336134454,182.0,59.6525,43.6,46.4,74.6,99.3,93.1,8742.0,11.6,41.0,37 : 63,2025,91.34385461501674,37,63
University of Utah,United States,531.0,23.1,15.7,6.3,50.0,30.5,15.5,10.3,80.5,17.4,24.5,10.92436974789916,219.0,57.64999999999999,44.0,39.0,89.0,88.5,41.6,32540.0,13.1,9.0,50 : 50,2025,89.57436633189862,50,50
University of Victoria,Canada,349.0,32.6,17.0,7.7,3.9,62.5,94.7,40.9,54.2,11.3,82.9,41.51260504201681,311.0,53.1205,29.6,37.1,81.7,65.8,86.5,17573.0,24.9,19.0,57 : 43,2025,85.17455762792922,57,43
University of Vienna,Austria,137.0,53.9,70.9,40.4,23.2,13.0,100.0,92.0,96.0,89.7,60.9,77.14285714285715,110.0,65.505,48.0,61.0,78.6,74.5,94.6,30739.0,37.0,32.0,65 : 35,2025,94.7871831659493,65,35
University of Virginia,United States,297.0,36.6,37.3,27.3,55.8,29.1,6.1,11.3,81.6,77.9,35.4,50.252100840336134,165.0,60.88699999999999,49.3,42.2,87.3,85.2,60.1,26228.0,9.0,12.0,54 : 46,2025,92.15686274509804,54,46
University of Waikato,New Zealand,235.0,42.5,19.1,11.7,12.4,84.7,99.0,56.9,55.1,46.4,89.5,60.67226890756302,442.0,47.8765,22.7,30.7,75.8,72.3,88.6,10117.0,19.9,27.0,62 : 38,2025,78.90961262553802,62,38
University of Warsaw,Poland,258.0,39.8,50.0,53.6,46.4,5.5,10.5,8.4,84.1,60.0,69.8,56.80672268907563,704.0,40.4235,34.8,31.6,53.6,36.4,46.1,33322.0,10.7,10.0,61 : 39,2025,66.37972262075562,61,39
University of Washington,United States,76.0,65.3,81.9,55.5,28.6,78.8,11.0,32.8,95.6,68.7,66.5,87.39495798319328,25.0,83.7795,74.6,81.3,98.0,84.7,72.1,49647.0,10.0,16.0,57 : 43,2025,98.85222381635582,57,43
University of Waterloo,Canada,115.0,57.2,40.4,64.2,6.5,78.9,75.8,71.3,84.6,58.9,93.3,80.84033613445378,163.0,60.91999999999999,41.0,48.9,83.1,77.1,88.4,35370.0,23.1,22.0,47 : 53,2025,92.25251076040172,47,53
University of Windsor,Canada,547.0,22.6,3.9,3.9,2.2,36.2,88.7,83.8,51.1,25.8,38.5,8.235294117647058,545.0,44.585,28.7,30.5,59.7,65.9,89.7,15179.0,35.4,38.0,,2025,73.98373983739837,,
University of Wisconsin Madison,United States,116.0,57.1,77.7,47.8,74.3,23.7,35.3,23.6,91.6,81.6,59.6,80.67226890756302,56.0,74.828,69.7,70.2,86.3,81.4,63.5,43549.0,10.6,14.0,,2025,97.36967957914874,,
University of Wollongong,Australia,167.0,50.3,29.5,24.5,17.0,94.6,91.8,56.3,89.0,18.3,93.9,72.10084033613445,229.0,57.221,34.6,37.4,85.4,91.2,92.0,15249.0,23.1,24.0,55 : 45,2025,89.0961262553802,55,45
University of York,United Kingdom,184.0,48.2,42.9,30.1,43.0,40.1,87.8,75.6,92.5,23.5,97.4,69.24369747899159,146.0,62.1455,42.4,44.2,90.6,66.8,92.9,20135.0,15.3,31.0,57 : 43,2025,93.06551889048302,57,43
Uppsala University,Sweden,103.0,59.3,61.4,33.7,52.0,42.3,99.4,81.1,96.7,68.4,99.2,82.85714285714286,131.0,63.564,44.2,55.4,83.4,96.1,74.6,24313.0,12.6,18.0,59 : 41,2025,93.78287900526064,59,41
Vanderbilt University,United States,248.0,40.8,24.4,21.8,100.0,53.0,30.1,36.0,78.6,34.7,24.5,58.4873949579832,91.0,67.26599999999999,53.3,49.0,95.9,95.0,63.5,12863.0,3.8,18.0,55 : 45,2025,95.69583931133428,55,45
Victoria University of Wellington,New Zealand,244.0,41.2,42.8,21.4,10.1,32.1,100.0,31.0,70.7,71.6,91.4,59.15966386554622,485.0,46.50299999999999,26.3,32.4,70.6,54.4,79.9,16703.0,17.7,17.0,59 : 41,2025,76.85318029650885,59,41
Vilnius University,Lithuania,439.0,27.1,19.1,23.5,74.7,3.3,12.4,13.6,75.5,83.7,27.1,26.38655462184874,1057.0,33.257,27.2,18.3,48.1,45.9,48.8,21338.0,8.9,11.0,63 : 37,2025,49.49784791965567,63,37
Virginia Polytechnic Institute and State University,United States,389.0,30.1,26.4,26.2,18.9,28.4,71.8,16.5,82.6,24.0,34.8,34.78991596638655,253.0,55.704,40.7,40.6,79.7,77.9,65.3,37225.0,18.5,13.0,43 : 57,2025,87.94835007173602,43,57
Vrije Universiteit Amsterdam,Netherlands,221.0,43.8,39.4,17.8,21.3,63.7,67.3,47.4,89.0,45.1,50.8,63.02521008403361,137.0,62.672,37.4,49.6,92.9,73.0,86.2,31761.0,17.5,20.0,57 : 43,2025,93.4959349593496,57,43
Vrije Universiteit Brussel,Belgium,278.0,38.1,23.3,13.7,76.1,18.2,93.6,58.2,93.1,51.8,72.1,53.445378151260506,227.0,57.2935,37.6,42.7,81.1,90.4,78.3,15481.0,35.0,24.0,58 : 42,2025,89.1917742706839,58,42
Wageningen University and Research,Netherlands,155.0,51.6,42.1,23.8,98.6,41.3,59.4,81.2,97.9,21.1,92.3,74.11764705882354,67.0,72.7135,56.7,59.3,92.9,99.0,92.8,15976.0,17.4,29.0,54 : 46,2025,96.84361549497848,54,46
Warsaw University of Technology,Poland,527.0,23.2,23.3,51.9,42.6,4.7,2.4,10.3,60.6,9.8,1.4,11.596638655462185,1430.0,26.5815,25.7,17.6,30.8,54.9,32.8,22996.0,10.9,8.0,32 : 68,2025,31.65949306551889,32,68
Waseda University,Japan,181.0,48.5,60.7,96.1,23.5,3.8,27.9,28.0,66.4,83.7,56.1,69.74789915966386,847.0,37.3685,33.8,27.1,42.7,66.4,54.3,45453.0,14.3,12.0,39 : 61,2025,59.54088952654233,39,61
Washington State University,United States,466.0,25.7,23.3,20.0,15.5,33.5,47.1,5.0,77.3,8.6,29.6,21.84873949579832,405.0,49.16299999999999,36.9,33.9,69.1,82.1,59.1,27562.0,18.0,6.0,55 : 45,2025,80.67910090865614,55,45
Washington University in St Louis,United States,171.0,49.9,36.3,12.0,99.7,47.7,85.4,72.4,83.6,31.9,86.7,71.42857142857143,69.0,72.13799999999999,59.8,56.9,97.5,78.4,74.8,15303.0,7.9,27.0,52 : 48,2025,96.7479674796748,52,48
Western Sydney University,Australia,384.0,30.5,19.9,14.2,4.8,31.0,100.0,45.5,87.4,8.9,89.2,35.63025210084034,335.0,51.773500000000006,24.8,31.5,88.3,56.0,87.9,33215.0,34.8,22.0,59 : 41,2025,84.02678144428502,59,41
Western University,Canada,120.0,55.8,32.6,38.9,3.3,93.4,99.8,49.5,81.5,96.7,99.3,80.0,226.0,57.37649999999999,39.5,42.1,76.7,99.5,87.0,31227.0,32.7,24.0,56 : 44,2025,89.23959827833573,56,44
Wuhan University,China,194.0,46.7,39.2,40.5,14.0,91.9,39.2,4.9,78.2,46.5,22.2,67.56302521008404,134.0,63.0285,52.8,46.3,90.1,98.2,40.9,49929.0,13.8,6.0,,2025,93.63940698230512,,
Xi an Jiaotong University,China,295.0,36.9,19.0,39.4,14.0,89.5,3.9,3.8,80.5,26.4,18.2,50.588235294117645,239.0,56.437,45.6,49.1,74.0,99.9,34.0,53183.0,15.9,6.0,35 : 65,2025,88.6178861788618,35,65
Xiamen University,China,362.0,31.7,23.6,16.2,19.0,72.2,5.1,3.1,62.6,46.0,15.4,39.32773109243698,312.0,52.8895,40.4,33.5,83.3,87.1,37.1,46212.0,15.4,2.0,,2025,85.12673362027738,,
Yale University,United States,23.0,85.2,99.9,99.9,100.0,38.6,91.5,63.3,93.9,98.5,92.2,96.30252100840336,10.0,94.164,93.7,95.0,97.8,86.5,82.3,14401.0,6.2,22.0,53 : 47,2025,99.56958393113344,53,47
Yonsei University,South Korea,56.0,72.9,81.5,97.0,84.2,44.1,20.7,51.2,78.7,87.8,88.9,90.75630252100841,103.0,66.11649999999999,57.5,56.2,84.4,99.9,47.2,19235.0,14.4,12.0,50 : 50,2025,95.1219512195122,50,50
York University,Canada,362.0,31.7,22.7,18.6,3.9,22.6,53.1,78.7,65.5,76.3,86.5,39.32773109243698,416.0,48.7925,28.0,32.5,73.5,71.0,82.9,42331.0,27.8,28.0,55 : 45,2025,80.1530368244859,55,45
Zhejiang University,China,47.0,77.1,75.3,95.4,54.7,99.5,95.0,15.9,91.8,55.5,30.7,92.26890756302521,47.0,76.17849999999999,70.6,76.6,81.8,100.0,61.3,50206.0,12.1,15.0,,2025,97.8000956480153,,
