University Rank,Name of University,Location,No of student,No of student per staff,International Student,Female:Male Ratio,OverAll Score,Teaching Score,Research Score,Citations Score,Industry Income Score,International Outlook Score,University_Name_Standardized,Country_Standardized,Country_ID,University_ID
Reporter,University of Batna 1,Algeria,"32,179",28.1,0%,64 : 36,,,,,,,university of batna 1,algeria,C002,U1767
Reporter,Baze University,Nigeria,"1,790",5.2,0%,50 : 50,,,,,,,baze university,nigeria,C073,U1768
Reporter,Bells University of Technology,Nigeria,"1,765",7.5,0%,27 : 73,,,,,,,bells university of technology,nigeria,C073,U1769
Reporter,University of Benghazi,Libya,"76,419",16.3,2%,58 : 42,,,,,,,university of benghazi,libya,C056,U1770
Reporter,Benson Idahosa University,Nigeria,"3,859",16.6,0%,50 : 50,,,,,,,benson idahosa university,nigeria,C073,U1771
Reporter,Bernardo OâHiggins University,Chile,"7,554",18.1,4%,66 : 34,,,,,,,bernardo oâhiggins university,chile,C016,U1772
Reporter,Beykent University,Turkey,"22,103",25.4,4%,47 : 53,,,,,,,beykent university,turkey,C104,U1773
Reporter,Bilecik Åeyh Edebali University,Turkey,"10,434",18.2,8%,42 : 58,,,,,,,bilecik åeyh edebali university,turkey,C104,U1774
Reporter,Biruni University,Turkey,"5,111",16.9,7%,72 : 28,,,,,,,biruni university,turkey,C104,U1775
Reporter,Birzeit University,Palestine,"11,486",17.5,5%,63 : 37,,,,,,,birzeit university,palestine,C078,U1776
Reporter,University of Bisha,Saudi Arabia,"13,919",11.8,1%,66 : 34,,,,,,,university of bisha,saudi arabia,C087,U1777
Reporter,Bishop Grosseteste University,United Kingdom,"2,010",21.2,4%,79 : 21,,,,,,,bishop grosseteste university,united kingdom,C109,U1778
Reporter,University of BogotÃ¡ Jorge Tadeo Lozano,Colombia,"7,704",18.6,1%,55 : 45,,,,,,,university of bogotã jorge tadeo lozano,colombia,C018,U1779
Reporter,University of Bolton,United Kingdom,"5,400",14.6,33%,61 : 39,,,,,,,university of bolton,united kingdom,C109,U1780
Reporter,Botswana International University of Science and Technology (BIUST),Botswana,"2,006",11.4,1%,22 : 78,,,,,,,botswana international university of science and technology biust,botswana,C010,U1781
Reporter,Bowen University,Nigeria,"4,161",12.0,0%,58 : 42,,,,,,,bowen university,nigeria,C073,U1782
Reporter,Buckinghamshire New University,United Kingdom,"5,290",17.3,32%,60 : 40,,,,,,,buckinghamshire new university,united kingdom,C109,U1783
Reporter,Buriram Rajabhat University,Thailand,"11,197",26.2,0%,53 : 47,,,,,,,buriram rajabhat university,thailand,C102,U1784
Reporter,Canadian International College (CIC) â Cairo,Egypt,"9,494",39.4,2%,32 : 68,,,,,,,canadian international college cic â cairo,egypt,C026,U1785
Reporter,Catholic University in Erbil,Iraq,152,3.6,0%,58 : 42,,,,,,,catholic university in erbil,iraq,C042,U1786
Reporter,Universidad CatÃ³lica de Colombia,Colombia,"10,671",27.2,0%,50 : 50,,,,,,,universidad catã³lica de colombia,colombia,C018,U1787
Reporter,B. S. Abdur Rahman Crescent Institute of Science and Technology,India,"7,046",15.7,0%,24 : 76,,,,,,,b s abdur rahman crescent institute of science and technology,india,C039,U1788
Reporter,Universidad CatÃ³lica de Cuenca,Ecuador,"16,046",20.6,2%,57 : 43,,,,,,,universidad catã³lica de cuenca,ecuador,C025,U1789
Reporter,Universidad CatÃ³lica San Pablo,Peru,"8,793",32.5,0%,53 : 47,,,,,,,universidad catã³lica san pablo,peru,C080,U1790
Reporter,Cebu Technological University,Philippines,"39,726",33.3,0%,50 : 50,,,,,,,cebu technological university,philippines,C081,U1791
Reporter,CECOS University of IT and Emerging Sciences,Pakistan,"2,405",13.0,0%,11 : 89,,,,,,,cecos university of it and emerging sciences,pakistan,C077,U1792
Reporter,University of Celaya,Mexico,"1,993",14.0,2%,50 : 50,,,,,,,university of celaya,mexico,C063,U1793
Reporter,Central European University,Austria,"1,276",7.6,83%,55 : 45,,,,,,,central european university,austria,C006,U1794
Reporter,University of Central Punjab,Pakistan,"16,948",32.8,0%,36 : 64,,,,,,,university of central punjab,pakistan,C077,U1795
Reporter,Centro UniversitÃ¡rio de JaguariÃºna,Brazil,"9,839",25.8,0%,58 : 42,,,,,,,centro universitãrio de jaguariãºna,brazil,C011,U1796
Reporter,Centro UniversitÃ¡rio Max Planck,Brazil,"5,150",16.0,0%,61 : 39,,,,,,,centro universitãrio max planck,brazil,C011,U1797
Reporter,CES University,Colombia,"6,348",13.5,3%,70 : 30,,,,,,,ces university,colombia,C018,U1798
Reporter,CÃ©sar Ritz Colleges Switzerland,Switzerland,547,4.8,99%,49 : 51,,,,,,,cãsar ritz colleges switzerland,switzerland,C099,U1799
Reporter,CETYS Universidad,Mexico,"4,960",9.6,13%,52 : 48,,,,,,,cetys universidad,mexico,C063,U1800
Reporter,Chernihiv Polytechnic National University,Ukraine,"5,914",20.5,0%,42 : 58,,,,,,,chernihiv polytechnic national university,ukraine,C107,U1801
Reporter,University of Chichester,United Kingdom,"4,180",14.7,7%,62 : 38,,,,,,,university of chichester,united kingdom,C109,U1802
Reporter,Chitkara University,India,"12,895",15.5,3%,40 : 60,,,,,,,chitkara university,india,C039,U1803
Reporter,Christ University Bengaluru India,India,"23,637",20.2,2%,48 : 52,,,,,,,christ university bengaluru india,india,C039,U1804
Reporter,Coal City University,Nigeria,461,4.8,0%,48 : 52,,,,,,,coal city university,nigeria,C073,U1805
Reporter,Conservatoire for Dance and Drama,United Kingdom,940,10.4,35%,70 : 30,,,,,,,conservatoire for dance and drama,united kingdom,C109,U1806
Reporter,University of Constantine 3,Algeria,"14,736",16.2,2%,73 : 27,,,,,,,university of constantine 3,algeria,C002,U1807
Reporter,Courtauld Institute of Art,United Kingdom,510,12.8,51%,82 : 18,,,,,,,courtauld institute of art,united kingdom,C109,U1808
Reporter,Cranfield University,United Kingdom,"3,135",7.8,68%,30 : 70,,,,,,,cranfield university,united kingdom,C109,U1809
Reporter,Cihan University â Erbil,Iraq,"4,457",23.3,1%,43 : 57,,,,,,,cihan university â erbil,iraq,C042,U1810
Reporter,University for the Creative Arts,United Kingdom,"5,345",18.8,35%,67 : 33,,,,,,,university for the creative arts,united kingdom,C109,U1811
Reporter,"City University of Science and Information Technology, Peshawar",Pakistan,"4,163",21.3,2%,15 : 85,,,,,,,city university of science and information technology peshawar,pakistan,C077,U1812
Reporter,Cross River University of Technology,Nigeria,"18,915",40.2,0%,36 : 64,,,,,,,cross river university of technology,nigeria,C073,U1813
Reporter,University of Cumbria,United Kingdom,"5,275",15.7,10%,70 : 30,,,,,,,university of cumbria,united kingdom,C109,U1814
Reporter,C.V. Raman Global University,India,"6,991",15.8,4%,29 : 71,,,,,,,cv raman global university,india,C039,U1815
Reporter,Cyprus Health and Social Sciences University,Northern Cyprus,"2,354",35.1,75%,45 : 55,,,,,,,cyprus health and social sciences university,northern cyprus,C074,U1816
Reporter,Daffodil International University (DIU),Bangladesh,"16,157",21.1,3%,34 : 66,,,,,,,daffodil international university diu,bangladesh,C008,U1817
Reporter,Debre Tabor University,Ethiopia,"8,414",7.4,0%,41 : 59,,,,,,,debre tabor university,ethiopia,C028,U1818
Reporter,Universidad del SinÃº,Colombia,"4,350",25.6,0%,57 : 43,,,,,,,universidad del sinãº,colombia,C018,U1819
Reporter,Delta University for Science and Technology,Egypt,"8,780",16.9,0%,48 : 52,,,,,,,delta university for science and technology,egypt,C026,U1820
Reporter,Deraya University,Egypt,"4,275",18.9,0%,58 : 42,,,,,,,deraya university,egypt,C026,U1821
Reporter,University for Development Studies,Ghana,"20,674",33.9,1%,41 : 59,,,,,,,university for development studies,ghana,C034,U1822
Reporter,Dhaka International University,Bangladesh,"6,033",29.9,8%,17 : 83,,,,,,,dhaka international university,bangladesh,C008,U1823
Reporter,Dhofar University,Oman,"3,122",17.8,6%,56 : 44,,,,,,,dhofar university,oman,C076,U1824
Reporter,Dhonburi Rajabhat University,Thailand,"4,210",16.1,1%,61 : 39,,,,,,,dhonburi rajabhat university,thailand,C102,U1825
Reporter,Dijlah University,Iraq,"8,864",28.5,0%,43 : 57,,,,,,,dijlah university,iraq,C042,U1826
Reporter,University of Diyala,Iraq,"29,461",17.9,0%,54 : 46,,,,,,,university of diyala,iraq,C042,U1827
Reporter,Denau Institute of Entrepreneurship and Pedagogy,Uzbekistan,"5,247",21.9,0%,63 : 37,,,,,,,denau institute of entrepreneurship and pedagogy,uzbekistan,C112,U1828
Reporter,DoÄuÅ University,Turkey,"9,149",30.2,1%,40 : 60,,,,,,,doäuå university,turkey,C104,U1829
Reporter,Donetsk National University of Economics and Trade named after Mykhailo Tuhan-Baranovsky (DonNUET),Ukraine,"1,068",18.4,2%,60 : 40,,,,,,,donetsk national university of economics and trade named after mykhailo tuhanbaranovsky donnuet,ukraine,C107,U1830
Reporter,Dr. M.G.R. Educational and Research Institute,India,"23,097",13.3,0%,32 : 68,,,,,,,dr mgr educational and research institute,india,C039,U1831
Reporter,University of Dubai,United Arab Emirates,"1,147",27.3,24%,29 : 71,,,,,,,university of dubai,united arab emirates,C108,U1832
Reporter,DHA Suffa University,Pakistan,"1,807",14.5,0%,15 : 85,,,,,,,dha suffa university,pakistan,C077,U1833
Reporter,University of Duhok,Iraq,"23,662",13.5,0%,52 : 48,,,,,,,university of duhok,iraq,C042,U1834
Reporter,EAN University,Colombia,"10,000",142.9,0%,,,,,,,,ean university,colombia,C018,U1835
Reporter,Ebonyi State University,Nigeria,"25,204",27.5,0%,50 : 50,,,,,,,ebonyi state university,nigeria,C073,U1836
Reporter,University of El Oued,Algeria,"29,028",33.1,0%,59 : 41,,,,,,,university of el oued,algeria,C002,U1837
Reporter,Ãcole Nationale Polytechnique,Algeria,"1,489",8.7,0%,46 : 54,,,,,,,ãcole nationale polytechnique,algeria,C002,U1838
Reporter,Ãcole Polytechnique dâArchitecture et dâUrbanisme,Algeria,"1,371",10.1,0%,69 : 31,,,,,,,ãcole polytechnique dâarchitecture et dâurbanisme,algeria,C002,U1839
Reporter,Academy of Economic Studies of Moldova,Moldova,"5,525",25.3,1%,53 : 47,,,,,,,academy of economic studies of moldova,moldova,C064,U1840
Reporter,Edo State University Uzairue,Nigeria,"1,489",9.5,0%,52 : 48,,,,,,,edo state university uzairue,nigeria,C073,U1841
Reporter,"University of Education, Lahore",Pakistan,"27,105",33.1,0%,51 : 49,,,,,,,university of education lahore,pakistan,C077,U1842
Reporter,Effat University,Saudi Arabia,"1,067",9.4,26%,99 : 1,,,,,,,effat university,saudi arabia,C087,U1843
Reporter,Egerton University,Kenya,"20,472",40.1,1%,43 : 57,,,,,,,egerton university,kenya,C050,U1844
Reporter,Egyptian Russian University,Egypt,"6,237",13.6,2%,39 : 61,,,,,,,egyptian russian university,egypt,C026,U1845
Reporter,Egypt-Japan University of Science and Technology (E-JUST),Egypt,539,6.7,3%,33 : 67,,,,,,,egyptjapan university of science and technology ejust,egypt,C026,U1846
Reporter,"University of Engineering and Technology, Mardan",Pakistan,"1,208",21.6,1%,5 : 95,,,,,,,university of engineering and technology mardan,pakistan,C077,U1847
Reporter,ESIC,,"6,123",19.4,10%,46 : 54,,,,,,,esic,,,U1848
Reporter,Universidade Estadual de GoiÃ¡s,Brazil,"19,519",15.4,0%,66 : 34,,,,,,,universidade estadual de goiãs,brazil,C011,U1849
Reporter,European University Cyprus,,"5,229",19.4,49%,58 : 42,,,,,,,european university cyprus,,,U1850
Reporter,European University of Valencia,Spain,"2,169",8.8,50%,58 : 42,,,,,,,european university of valencia,spain,C095,U1851
Reporter,"Evangel University, Akaeze",Nigeria,987,5.7,0%,47 : 53,,,,,,,evangel university akaeze,nigeria,C073,U1852
Reporter,Externado University of Colombia,Colombia,"12,370",13.0,1%,58 : 42,,,,,,,externado university of colombia,colombia,C018,U1853
Reporter,Falmouth University,United Kingdom,"4,800",17.8,14%,57 : 43,,,,,,,falmouth university,united kingdom,C109,U1854
Reporter,Federal University Gashua,Nigeria,"1,091",3.3,0%,10 : 90,,,,,,,federal university gashua,nigeria,C073,U1855
Reporter,Federal University of Kashere,Nigeria,"10,121",21.4,0%,30 : 70,,,,,,,federal university of kashere,nigeria,C073,U1856
Reporter,Federal University of Lafia,Nigeria,"12,456",22.8,0%,40 : 60,,,,,,,federal university of lafia,nigeria,C073,U1857
Reporter,Federal University of Latin American Integration (UNILA),Brazil,"4,774",11.8,31%,50 : 50,,,,,,,federal university of latin american integration unila,brazil,C011,U1858
Reporter,"Federal University of Petroleum Resources, Effurun",Nigeria,"7,313",39.7,0%,17 : 83,,,,,,,federal university of petroleum resources effurun,nigeria,C073,U1859
Reporter,"Federal University of Technology, Minna",Nigeria,"24,671",27.8,0%,25 : 75,,,,,,,federal university of technology minna,nigeria,C073,U1860
Reporter,"Federal University of Technology, Owerri",Nigeria,"22,610",18.7,0%,31 : 69,,,,,,,federal university of technology owerri,nigeria,C073,U1861
Reporter,First Technical University,Nigeria,"2,442",29.1,0%,29 : 71,,,,,,,first technical university,nigeria,C073,U1862
Reporter,Fountain University,Nigeria,"1,420",18.9,0%,59 : 41,,,,,,,fountain university,nigeria,C073,U1863
Reporter,University of Franca,Brazil,"50,760",160.6,0%,57 : 43,,,,,,,university of franca,brazil,C011,U1864
Reporter,Fukui Prefectural University,Japan,"1,772",10.9,1%,51 : 49,,,,,,,fukui prefectural university,japan,C047,U1865
Reporter,FundaÃ§Ã£o Oswaldo Cruz,Brazil,"3,699",,%,,,,,,,,fundaãão oswaldo cruz,brazil,C011,U1866
Reporter,FundaciÃ³n Universitaria del Ãrea Andina,Colombia,"40,193",35.9,0%,60 : 40,,,,,,,fundaciã³n universitaria del ãrea andina,colombia,C018,U1867
Reporter,Future University in Egypt,Egypt,"9,066",10.7,10%,43 : 57,,,,,,,future university in egypt,egypt,C026,U1868
Reporter,General Sir John Kotelawala Defence University,Sri Lanka,"5,136",21.0,2%,48 : 52,,,,,,,general sir john kotelawala defence university,sri lanka,C096,U1869
Reporter,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,Pakistan,"2,046",20.5,0%,10 : 90,,,,,,,ghulam ishaq khan institute of engineering sciences and technology,pakistan,C077,U1870
Reporter,GLA University,India,"9,680",17.2,0%,27 : 73,,,,,,,gla university,india,C039,U1871
Reporter,Fergana Polytechnic Institute,Uzbekistan,"14,812",23.6,0%,20 : 80,,,,,,,fergana polytechnic institute,uzbekistan,C112,U1872
Reporter,Glasgow School of Art,United Kingdom,"2,240",16.0,44%,67 : 33,,,,,,,glasgow school of art,united kingdom,C109,U1873
Reporter,University of Gloucestershire,United Kingdom,"6,605",17.2,11%,60 : 40,,,,,,,university of gloucestershire,united kingdom,C109,U1874
Reporter,Government College Women University Faisalabad,Pakistan,"14,424",56.3,0%,100 : 0,,,,,,,government college women university faisalabad,pakistan,C077,U1875
Reporter,"Government College Women University, Sialkot",Pakistan,"7,023",34.8,0%,100 : 0,,,,,,,government college women university sialkot,pakistan,C077,U1876
Reporter,"The Graduate University for Advanced Studies, SOKENDAI",Japan,506,0.4,31%,29 : 71,,,,,,,the graduate university for advanced studies sokendai,japan,C047,U1877
Reporter,Greenwich University,Pakistan,"1,261",15.6,3%,35 : 65,,,,,,,greenwich university,pakistan,C077,U1878
Reporter,Gregory University Uturu,Nigeria,"2,025",7.3,0%,62 : 38,,,,,,,gregory university uturu,nigeria,C073,U1879
Reporter,Guildhall School of Music and Drama,United Kingdom,995,5.2,34%,50 : 50,,,,,,,guildhall school of music and drama,united kingdom,C109,U1880
Reporter,Gulf College,Oman,"2,780",27.5,3%,40 : 60,,,,,,,gulf college,oman,C076,U1881
Reporter,Harper Adams University,United Kingdom,"2,195",13.3,11%,58 : 42,,,,,,,harper adams university,united kingdom,C109,U1882
Reporter,Hartpury University,United Kingdom,"1,655",23.6,10%,64 : 36,,,,,,,hartpury university,united kingdom,C109,U1883
Reporter,Hassiba Benbouali University of Chlef,Algeria,"30,121",22.3,1%,71 : 29,,,,,,,hassiba benbouali university of chlef,algeria,C002,U1884
Reporter,Hawler Medical University,Iraq,"4,152",7.2,1%,63 : 37,,,,,,,hawler medical university,iraq,C042,U1885
Reporter,University of Health and Allied Sciences,Ghana,"6,445",23.5,0%,62 : 38,,,,,,,university of health and allied sciences,ghana,C034,U1886
Reporter,"University of Health Sciences, Turkey",Turkey,"21,322",9.0,5%,34 : 66,,,,,,,university of health sciences turkey,turkey,C104,U1887
Reporter,University of the Highlands and Islands,United Kingdom,"7,200",130.9,12%,61 : 39,,,,,,,university of the highlands and islands,united kingdom,C109,U1888
Reporter,Hindustan Institute of Technology and Science,India,"6,033",12.1,1%,36 : 64,,,,,,,hindustan institute of technology and science,india,C039,U1889
Reporter,Hiroshima Shudo University,Japan,"4,776",16.6,0%,39 : 61,,,,,,,hiroshima shudo university,japan,C047,U1890
Reporter,Hiroshima Institute of Technology,Japan,"4,628",25.4,0%,10 : 90,,,,,,,hiroshima institute of technology,japan,C047,U1891
Reporter,Hitotsubashi University,Japan,"6,212",17.0,15%,32 : 68,,,,,,,hitotsubashi university,japan,C047,U1892
Reporter,Huachiew Chalermprakiet University,Thailand,"7,297",16.0,7%,79 : 21,,,,,,,huachiew chalermprakiet university,thailand,C102,U1893
Reporter,University of Human Development,Iraq,"2,583",17.1,3%,49 : 51,,,,,,,university of human development,iraq,C042,U1894
Reporter,Hyogo University of Teacher Education,Japan,"1,161",8.0,2%,68 : 32,,,,,,,hyogo university of teacher education,japan,C047,U1895
Reporter,IFHE Hyderabad,India,"6,931",20.3,0%,39 : 61,,,,,,,ifhe hyderabad,india,C039,U1896
Reporter,Ignatius Ajuru University of Education,Nigeria,"29,785",75.2,0%,49 : 51,,,,,,,ignatius ajuru university of education,nigeria,C073,U1897
Reporter,Ilma University,Pakistan,"4,107",22.4,0%,21 : 79,,,,,,,ilma university,pakistan,C077,U1898
Reporter,IMT Mines AlÃ¨s,France,"1,425",12.8,15%,31 : 69,,,,,,,imt mines alãs,france,C031,U1899
Reporter,Indira Gandhi Delhi Technical University for Women,India,"3,673",53.2,0%,100 : 0,,,,,,,indira gandhi delhi technical university for women,india,C039,U1900
Reporter,Institute of Cancer Research,United Kingdom,195,2.8,33%,62 : 38,,,,,,,institute of cancer research,united kingdom,C109,U1901
Reporter,International Christian University,Japan,"2,913",12.6,11%,61 : 39,,,,,,,international christian university,japan,C047,U1902
Reporter,International University of Rabat,Morocco,"5,830",33.3,2%,51 : 49,,,,,,,international university of rabat,morocco,C067,U1903
Reporter,Ionian University,Greece,"8,169",41.9,3%,53 : 47,,,,,,,ionian university,greece,C035,U1904
Reporter,Ion Mincu University of Architecture and Urbanism,Romania,"3,173",12.8,4%,71 : 29,,,,,,,ion mincu university of architecture and urbanism,romania,C086,U1905
Reporter,Islamia College Peshawar,Pakistan,"6,732",25.5,3%,27 : 73,,,,,,,islamia college peshawar,pakistan,C077,U1906
Reporter,The Islamic University,Iraq,"4,152",9.1,2%,70 : 30,,,,,,,the islamic university,iraq,C042,U1907
Reporter,Islamic University of Gaza,Palestine,"17,058",47.0,1%,60 : 40,,,,,,,islamic university of gaza,palestine,C078,U1908
Reporter,Islamic University of Madinah,Saudi Arabia,"11,703",7.7,75%,4 : 96,,,,,,,islamic university of madinah,saudi arabia,C087,U1909
Reporter,Isra University,Jordan,"4,864",19.6,18%,54 : 46,,,,,,,isra university,jordan,C048,U1910
Reporter,Israel Technological University,Ecuador,"3,070",34.9,1%,42 : 58,,,,,,,israel technological university,ecuador,C025,U1911
Reporter,Istanbul AydÄ±n University,Turkey,"27,826",27.9,13%,51 : 49,,,,,,,istanbul aydän university,turkey,C104,U1912
Reporter,Istanbul GeliÅim University,Turkey,"18,774",23.4,15%,46 : 54,,,,,,,istanbul geliåim university,turkey,C104,U1913
Reporter,IUBAT â International University of Business Agriculture and Technology,Bangladesh,"6,435",22.1,1%,30 : 70,,,,,,,iubat â international university of business agriculture and technology,bangladesh,C008,U1914
Reporter,Universita IULM,,"7,841",15.9,7%,72 : 28,,,,,,,universita iulm,,,U1915
Reporter,Jabir ibn Hayyan Medical University,Iraq,"1,532",16.1,0%,58 : 42,,,,,,,jabir ibn hayyan medical university,iraq,C042,U1916
Reporter,Japan Advanced Institute of Science and Technology (JAIST),Japan,"1,218",7.8,42%,23 : 77,,,,,,,japan advanced institute of science and technology jaist,japan,C047,U1917
Reporter,Jashore University of Science and Technology,Bangladesh,"4,741",20.1,0%,30 : 70,,,,,,,jashore university of science and technology,bangladesh,C008,U1918
Reporter,Jerash Private University,Jordan,"3,362",18.0,31%,38 : 62,,,,,,,jerash private university,jordan,C048,U1919
Reporter,University of Jijel,Algeria,"21,228",20.2,0%,63 : 37,,,,,,,university of jijel,algeria,C002,U1920
Reporter,University of Jos,Nigeria,"37,885",23.4,0%,45 : 55,,,,,,,university of jos,nigeria,C073,U1921
Reporter,Kamianets-PodÑlskyi Ivan Ohiienko National University,Ukraine,"2,944",7.8,0%,64 : 36,,,,,,,kamianetspodñlskyi ivan ohiienko national university,ukraine,C107,U1922
Reporter,Kampala International University,Uganda,"23,800",7.0,30%,45 : 55,,,,,,,kampala international university,uganda,C106,U1923
Reporter,Karaganda University of Kazpotrebsoyuz,Kazakhstan,"5,076",13.3,1%,59 : 41,,,,,,,karaganda university of kazpotrebsoyuz,kazakhstan,C049,U1924
Reporter,Karshi State University,Uzbekistan,"13,909",21.0,0%,63 : 37,,,,,,,karshi state university,uzbekistan,C112,U1925
Reporter,Kastamonu University,Turkey,"17,597",41.0,15%,45 : 55,,,,,,,kastamonu university,turkey,C104,U1926
Reporter,Kazakh National Pedagogical University Abai,Kazakhstan,"13,479",12.6,2%,61 : 39,,,,,,,kazakh national pedagogical university abai,kazakhstan,C049,U1927
Reporter,University of Kelaniya,Sri Lanka,"17,082",17.1,3%,65 : 35,,,,,,,university of kelaniya,sri lanka,C096,U1928
Reporter,University of Kerbala,Iraq,"20,327",16.5,0%,55 : 45,,,,,,,university of kerbala,iraq,C042,U1929
Reporter,Kermanshah University of Technology,Iran,"2,251",13.6,0%,38 : 62,,,,,,,kermanshah university of technology,iran,C041,U1930
Reporter,Kharkiv University of Humanities âPeopleâs Ukrainian Academyâ,Ukraine,455,5.5,1%,81 : 19,,,,,,,kharkiv university of humanities âpeopleâs ukrainian academyâ,ukraine,C107,U1931
Reporter,Kadir Has University,Turkey,"4,896",23.5,3%,53 : 47,,,,,,,kadir has university,turkey,C104,U1932
Reporter,Khazar University,Azerbaijan,"2,610",11.3,7%,54 : 46,,,,,,,khazar university,azerbaijan,C007,U1933
Reporter,Khomein University of Medical Sciences,Iran,782,31.3,0%,48 : 52,,,,,,,khomein university of medical sciences,iran,C041,U1934
Reporter,Khulna University,Bangladesh,"5,921",11.8,0%,41 : 59,,,,,,,khulna university,bangladesh,C008,U1935
Reporter,Khwaja Fareed University of Engineering and Information Technology,Pakistan,"10,713",21.6,0%,41 : 59,,,,,,,khwaja fareed university of engineering and information technology,pakistan,C077,U1936
Reporter,Khyber Medical University,Pakistan,"4,364",16.5,3%,40 : 60,,,,,,,khyber medical university,pakistan,C077,U1937
Reporter,Kings University,Nigeria,132,3.3,0%,42 : 58,,,,,,,kings university,nigeria,C073,U1938
Reporter,University of Kirkuk,Iraq,"22,867",24.8,0%,52 : 48,,,,,,,university of kirkuk,iraq,C042,U1939
Reporter,Kitami Institute of Technology,Japan,"1,965",14.1,4%,13 : 87,,,,,,,kitami institute of technology,japan,C047,U1940
Reporter,Kobe City University of Foreign Studies,Japan,"2,287",15.3,4%,67 : 33,,,,,,,kobe city university of foreign studies,japan,C047,U1941
Reporter,Kobe Gakuin University,Japan,"11,557",34.3,2%,38 : 62,,,,,,,kobe gakuin university,japan,C047,U1942
Reporter,Kocaeli Health and Technology University,Turkey,"2,784",31.6,4%,66 : 34,,,,,,,kocaeli health and technology university,turkey,C104,U1943
Reporter,Kokshetau State University,Kazakhstan,"7,047",11.3,5%,65 : 35,,,,,,,kokshetau state university,kazakhstan,C049,U1944
Reporter,Konan Womenâs University,Japan,"4,416",24.7,1%,100 : 0,,,,,,,konan womenâs university,japan,C047,U1945
Reporter,Konya Technical University,Turkey,"13,016",30.1,4%,26 : 74,,,,,,,konya technical university,turkey,C104,U1946
Reporter,KTO Karatay University,Turkey,"8,370",26.2,3%,58 : 42,,,,,,,kto karatay university,turkey,C104,U1947
Reporter,Kyiv National Economic University,Ukraine,"10,585",9.4,2%,61 : 39,,,,,,,kyiv national economic university,ukraine,C107,U1948
Reporter,Kyoai Gakuen University,Japan,"1,089",19.4,4%,66 : 34,,,,,,,kyoai gakuen university,japan,C047,U1949
Reporter,Kyrgyz-Turkish Manas University,Kyrgyzstan,"5,448",14.5,17%,72 : 28,,,,,,,kyrgyzturkish manas university,kyrgyzstan,C053,U1950
Reporter,University of Laghouat,Algeria,"34,345",35.2,0%,51 : 49,,,,,,,university of laghouat,algeria,C002,U1951
Reporter,Lagos State University,Nigeria,"28,289",37.1,0%,50 : 50,,,,,,,lagos state university,nigeria,C073,U1952
Reporter,Knowledge University,Iraq,"2,125",16.6,1%,47 : 53,,,,,,,knowledge university,iraq,C042,U1953
Reporter,University of Lampung,Indonesia,"25,782",19.9,0%,50 : 50,,,,,,,university of lampung,indonesia,C040,U1954
Reporter,Landmark University,Nigeria,"3,429",13.4,0%,34 : 66,,,,,,,landmark university,nigeria,C073,U1955
Reporter,La Salle University,Colombia,"9,869",20.1,1%,55 : 45,,,,,,,la salle university,colombia,C018,U1956
Reporter,University of Las AmÃ©ricas (UDLA),Ecuador,"12,767",13.7,1%,54 : 46,,,,,,,university of las amãricas udla,ecuador,C025,U1957
Reporter,Leeds Arts University,United Kingdom,"2,065",15.3,12%,76 : 24,,,,,,,leeds arts university,united kingdom,C109,U1958
Reporter,Leeds Conservatoire,United Kingdom,"1,260",19.4,12%,33 : 67,,,,,,,leeds conservatoire,united kingdom,C109,U1959
Reporter,Leeds Trinity University,United Kingdom,"3,230",24.8,9%,65 : 35,,,,,,,leeds trinity university,united kingdom,C109,U1960
Reporter,Koya University,Iraq,"4,536",9.4,1%,50 : 50,,,,,,,koya university,iraq,C042,U1961
Reporter,Lesya Ukrainka Volyn National University,Ukraine,"8,039",10.1,1%,68 : 32,,,,,,,lesya ukrainka volyn national university,ukraine,C107,U1962
Reporter,University of Liberal Arts Bangladesh,Bangladesh,"4,475",20.2,0%,49 : 51,,,,,,,university of liberal arts bangladesh,bangladesh,C008,U1963
Reporter,Liverpool Hope University,United Kingdom,"4,025",15.2,13%,67 : 33,,,,,,,liverpool hope university,united kingdom,C109,U1964
Reporter,Liverpool Institute for Performing Arts,United Kingdom,865,17.3,23%,57 : 43,,,,,,,liverpool institute for performing arts,united kingdom,C109,U1965
Reporter,Liverpool School of Tropical Medicine,United Kingdom,210,2.2,39%,65 : 35,,,,,,,liverpool school of tropical medicine,united kingdom,C109,U1966
Reporter,The LNM Institute of Information Technology,India,"2,136",22.3,0%,17 : 83,,,,,,,the lnm institute of information technology,india,C039,U1967
Reporter,Loei Rajabhat University,Thailand,"7,433",19.6,0%,70 : 30,,,,,,,loei rajabhat university,thailand,C102,U1968
Reporter,London Business School,United Kingdom,"1,995",18.1,91%,38 : 62,,,,,,,london business school,united kingdom,C109,U1969
Reporter,London School of Hygiene and Tropical Medicine,United Kingdom,825,1.8,62%,70 : 30,,,,,,,london school of hygiene and tropical medicine,united kingdom,C109,U1970
Reporter,London Metropolitan University,United Kingdom,"8,260",21.5,45%,66 : 34,,,,,,,london metropolitan university,united kingdom,C109,U1971
Reporter,University of Los Lagos,Chile,"5,567",16.6,0%,58 : 42,,,,,,,university of los lagos,chile,C016,U1972
Reporter,Universidad Loyola,Spain,"3,319",13.3,4%,65 : 35,,,,,,,universidad loyola,spain,C095,U1973
