RANK_2025,RANK_2024,Institution_Name,Location,Region,SIZE,FOCUS,RES.,STATUS,Academic_Reputation_Score,Academic_Reputation_Rank,Employer_Reputation_Score,Employer_Reputation_Rank,Faculty_Student_Score,Faculty_Student_Rank,Citations_per_Faculty_Score,Citations_per_Faculty_Rank,International_Faculty_Score,International_Faculty_Rank,International_Students_Score,International_Students_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,Overall_Score,RANK_2025_Original,Rank_Type,University_Name_Standardized,Country_Standardized,Country_ID,University_ID
1201-1400,1201-1400,Universidade Federal de Viçosa (UFV),Brazil,Americas,L,FC,HI,A,5.1,601+,2.4,601+,10.9,701+,7.8,701+,2.4,701+,1.9,701+,20.2,701+,3.8,701+,1.3,701+,,1201-1400,Range,universidade federal de viçosa ufv,brazil,C012,U1012
1201-1400,1201-1400,Universidade Federal do Ceará (UFC),Brazil,Americas,XL,FC,HI,A,7.4,601+,2.8,601+,6.3,701+,5.3,701+,1.3,701+,1.2,701+,43.4,701+,3.7,701+,2.0,701+,,1201-1400,Range,universidade federal do ceará ufc,brazil,C012,U1013
1201-1400,1401+,Universidade Federal do Rio Grande Do Norte,Brazil,Americas,XL,FC,HI,A,5.2,601+,1.2,601+,9.5,701+,3.4,701+,,,,,45.0,701+,1.3,701+,1.4,701+,,1201-1400,Range,universidade federal do rio grande do norte,brazil,C012,U1018
1201-1400,1201-1400,Universidade Presbiteriana Mackenzie,Brazil,Americas,M,CO,HI,B,3.5,601+,8.7,601+,12.3,701+,2.1,701+,2.4,701+,1.1,701+,12.5,701+,48.3,265,1.0,701+,,1201-1400,Range,universidade presbiteriana mackenzie,brazil,C012,U1022
1201-1400,1201-1400,Università degli studi di Bergamo,Italy,Europe,L,FO,VH,A,5.7,601+,2.4,601+,1.9,701+,6.5,701+,4.3,701+,6.7,701+,27.8,701+,4.3,701+,1.2,701+,,1201-1400,Range,università degli studi di bergamo,italy,C047,U1381
1201-1400,1201-1400,Universitas Islam Indonesia,Indonesia,Asia,L,CO,HI,B,11.2,601+,4.9,601+,2.0,701+,1.8,701+,2.2,701+,1.2,701+,10.7,701+,3.9,701+,1.3,701+,,1201-1400,Range,universitas islam indonesia,indonesia,C042,U1030
1201-1400,1201-1400,Universitas Muhammadiyah Yogyakarta,Indonesia,Asia,L,FO,HI,B,6.6,601+,2.8,601+,3.2,701+,1.4,701+,57.9,331,1.9,701+,7.9,701+,2.3,701+,1.2,701+,,1201-1400,Range,universitas muhammadiyah yogyakarta,indonesia,C042,U1033
1201-1400,1201-1400,Universitas Pendidikan Indonesia,Indonesia,Asia,XL,FO,VH,A,10.9,601+,4.1,601+,12.0,701+,1.4,701+,13.2,701+,1.6,701+,13.1,701+,2.3,701+,3.3,701+,,1201-1400,Range,universitas pendidikan indonesia,indonesia,C042,U1035
1201-1400,1201-1400,Universitas Sumatera Utara,Indonesia,Asia,XL,FC,HI,A,8.8,601+,8.0,601+,24.9,595,1.3,701+,12.6,701+,2.5,701+,18.3,701+,5.5,701+,4.6,701+,,1201-1400,Range,universitas sumatera utara,indonesia,C042,U1037
1201-1400,1201-1400,Universitatea de Vest din Timisoara / West University of Timisoara,Romania,Europe,L,FO,HI,A,9.2,601+,9.7,601+,4.7,701+,2.8,701+,1.6,701+,6.7,701+,27.5,701+,23.5,481,2.7,701+,,1201-1400,Range,universitatea de vest din timisoara west university of timisoara,romania,C079,U1047
1201-1400,1201-1400,Université de Limoges,France,Europe,M,SP,VH,,6.6,601+,2.3,601+,17.2,701+,5.5,701+,,,,,58.8,646,2.9,701+,1.1,701+,,1201-1400,Range,université de limoges,france,C031,U1410
1201-1400,1201-1400,Université Jean Moulin Lyon 3,France,Europe,L,SP,VH,A,8.8,601+,5.2,601+,1.8,701+,2.3,701+,18.7,615,30.2,427,8.5,701+,4.4,701+,1.0,701+,,1201-1400,Range,université jean moulin lyon 3,france,C031,U1427
1201-1400,1001-1200,Universiti Kuala Lumpur (UniKL),Malaysia,Asia,L,FC,HI,C,6.0,601+,5.3,601+,32.7,483,2.2,701+,7.4,701+,3.9,701+,17.3,701+,3.9,701+,1.0,701+,,1201-1400,Range,universiti kuala lumpur unikl,malaysia,C059,U1051
1201-1400,1001-1200,Universiti Malaysia Perlis,Malaysia,Asia,M,FO,VH,A,7.8,601+,5.1,601+,19.2,694,6.7,701+,1.8,701+,3.5,701+,31.1,701+,3.9,701+,2.8,701+,,1201-1400,Range,universiti malaysia perlis,malaysia,C059,U1054
1201-1400,1201-1400,Universiti Teknikal Malaysia Melaka,Malaysia,Asia,M,SP,VH,A,6.3,601+,5.7,601+,10.6,701+,5.8,701+,3.9,701+,4.8,701+,18.9,701+,3.9,701+,2.5,701+,,1201-1400,Range,universiti teknikal malaysia melaka,malaysia,C059,U1062
1201-1400,1201-1400,University of Babylon,Iraq,Asia,L,FC,HI,A,4.6,601+,9.8,601+,14.5,701+,2.0,701+,1.1,701+,1.0,701+,29.9,701+,4.3,701+,1.2,701+,,1201-1400,Range,university of babylon,iraq,C044,U1086
1201-1400,1201-1400,University of Basrah,Iraq,Asia,XL,FC,HI,A,5.5,601+,9.3,601+,18.4,701+,1.4,701+,1.3,701+,1.1,701+,33.7,701+,10.0,701+,1.0,701+,,1201-1400,Range,university of basrah,iraq,C044,U1091
1201-1400,1201-1400,University of Bialystok,Poland,Europe,M,FO,VH,A,5.4,601+,2.7,601+,24.0,609,2.6,701+,,,4.7,701+,28.6,701+,3.1,701+,1.0,701+,,1201-1400,Range,university of bialystok,poland,C075,U1097
1201-1400,1201-1400,University of International Business and Economics,China (Mainland),Asia,L,FO,HI,A,3.7,601+,2.3,601+,9.7,701+,3.0,701+,7.0,701+,30.3,425,5.3,701+,14.0,692,1.1,701+,,1201-1400,Range,university of international business and economics,china (mainland),C017,U1182
1201-1400,1401+,University of Kragujevac,Serbia,Europe,L,FO,VH,A,3.9,601+,3.0,601+,8.5,701+,3.7,701+,1.0,701+,1.1,701+,44.1,701+,9.3,701+,1.0,701+,,1201-1400,Range,university of kragujevac,serbia,C082,U1194
1201-1400,1201-1400,University of Kufa,Iraq,Asia,L,FC,HI,A,4.4,601+,12.8,601+,29.0,535,1.4,701+,4.4,701+,1.1,701+,16.4,701+,4.2,701+,1.0,701+,,1201-1400,Range,university of kufa,iraq,C044,U1195
1201-1400,1201-1400,University of Memphis,United States,Americas,L,CO,VH,A,3.1,601+,2.5,601+,12.1,701+,8.0,701+,2.2,701+,8.3,701+,39.4,701+,7.6,701+,2.1,701+,,1201-1400,Range,university of memphis,united states,C102,U1220
1201-1400,1201-1400,University of Miskolc,Hungary,Europe,M,FO,VH,B,6.6,601+,5.7,601+,18.6,701+,2.4,701+,3.1,701+,3.8,701+,19.2,701+,13.0,701+,1.0,701+,,1201-1400,Range,university of miskolc,hungary,C039,U1228
1201-1400,1201-1400,University of Missouri Saint Louis,United States,Americas,M,SP,VH,A,4.2,601+,4.2,601+,12.3,701+,10.5,701+,3.4,701+,3.1,701+,9.8,701+,7.7,701+,1.0,701+,,1201-1400,Range,university of missouri saint louis,united states,C102,U1232
1201-1400,1201-1400,University of Ni,Serbia,Europe,L,FC,HI,A,5.0,601+,5.5,601+,12.5,701+,2.4,701+,,,5.7,701+,49.0,701+,4.0,701+,1.0,701+,,1201-1400,Range,university of ni,serbia,C082,U1247
1201-1400,1201-1400,University of North Carolina at Greensboro,United States,Americas,L,CO,HI,A,2.6,601+,2.4,601+,8.9,701+,10.1,701+,5.9,701+,3.4,701+,50.7,701+,1.5,701+,1.6,701+,,1201-1400,Range,university of north carolina at greensboro,united states,C102,U1249
1201-1400,1201-1400,University of Ostrava,Czech Republic,Europe,M,FC,HI,A,6.3,601+,1.1,601+,15.6,701+,3.6,701+,27.7,509,16.6,592,27.0,701+,2.9,701+,1.0,701+,,1201-1400,Range,university of ostrava,czech republic,C023,U1259
1201-1400,1201-1400,University of Pannonia,Hungary,Europe,S,FO,VH,A,4.2,601+,4.0,601+,22.0,637,8.5,701+,3.3,701+,8.3,701+,44.7,701+,4.0,701+,1.0,701+,,1201-1400,Range,university of pannonia,hungary,C039,U1265
1201-1400,1001-1200,University of Pardubice,Czech Republic,Europe,M,FO,VH,A,4.5,601+,2.3,601+,44.5,348,3.1,701+,9.7,701+,8.8,701+,18.7,701+,1.7,701+,1.0,701+,,1201-1400,Range,university of pardubice,czech republic,C023,U1266
1201-1400,1201-1400,University of Peradeniya,Sri Lanka,Asia,L,CO,HI,A,9.0,601+,11.6,601+,12.0,701+,2.0,701+,1.0,701+,1.3,701+,22.7,701+,10.9,701+,5.8,701+,,1201-1400,Range,university of peradeniya,sri lanka,C089,U1271
1201-1400,1001-1200,University of Primorska,Slovenia,Europe,M,CO,HI,A,3.7,601+,2.5,601+,8.9,701+,4.1,701+,25.0,534,26.4,459,46.3,701+,4.2,701+,1.0,701+,,1201-1400,Range,university of primorska,slovenia,C085,U1280
1201-1400,1201-1400,University of Rijeka,Croatia,Europe,L,CO,HI,A,6.1,601+,4.3,601+,13.8,701+,4.3,701+,2.5,701+,1.8,701+,45.8,701+,12.0,701+,2.9,701+,,1201-1400,Range,university of rijeka,croatia,C020,U1284
1201-1400,1201-1400,University of Rzeszów,Poland,Europe,L,FC,HI,A,5.2,601+,1.8,601+,15.1,701+,2.7,701+,,,1.7,701+,28.3,701+,3.0,701+,1.0,701+,,1201-1400,Range,university of rzeszów,poland,C075,U1287
1201-1400,1201-1400,University of San Diego,United States,Americas,M,CO,HI,B,6.2,601+,7.0,601+,25.5,581,2.7,701+,3.1,701+,6.8,701+,5.5,701+,12.2,701+,1.0,701+,,1201-1400,Range,university of san diego,united states,C102,U1292
1201-1400,1001-1200,University of San Francisco,United States,Americas,M,CO,HI,B,5.9,601+,4.4,601+,18.7,701+,3.6,701+,2.3,701+,20.2,534,6.0,701+,29.5,422,1.2,701+,,1201-1400,Range,university of san francisco,united states,C102,U1293
1201-1400,1201-1400,University of Silesia in Katowice,Poland,Europe,L,CO,VH,A,5.4,601+,4.2,601+,20.3,664,3.1,701+,3.5,701+,3.9,701+,52.5,701+,7.4,701+,2.4,701+,,1201-1400,Range,university of silesia in katowice,poland,C075,U1302
1201-1400,1201-1400,University of South Alabama (USA),United States,Americas,M,CO,VH,A,4.7,601+,5.9,601+,19.0,700,6.1,701+,,,2.1,701+,13.6,701+,2.3,701+,1.2,701+,,1201-1400,Range,university of south alabama usa,united states,C102,U1304
1201-1400,1201-1400,University of Split,Croatia,Europe,L,FC,HI,A,6.3,601+,4.0,601+,5.0,701+,4.2,701+,1.4,701+,2.0,701+,47.5,701+,12.3,701+,4.5,701+,,1201-1400,Range,university of split,croatia,C020,U1313
1201-1400,,University of Sri Jayewardenepura,Sri Lanka,Asia,L,CO,HI,A,6.0,601+,10.4,601+,4.5,701+,3.3,701+,,,1.0,701+,14.1,701+,11.0,701+,1.0,701+,,1201-1400,Range,university of sri jayewardenepura,sri lanka,C089,U1314
1201-1400,1201-1400,University of the Pacific,United States,Americas,M,CO,HI,B,2.2,601+,3.5,601+,31.9,495,3.0,701+,3.2,701+,12.0,680,7.6,701+,8.1,701+,1.0,701+,,1201-1400,Range,university of the pacific,united states,C102,U1334
1201-1400,1001-1200,University of Tyumen,Russia,Europe,M,FO,VH,A,3.6,601+,2.1,601+,37.1,432,1.6,701+,4.5,701+,13.8,645,27.0,701+,4.5,701+,1.3,701+,,1201-1400,Range,university of tyumen,russia,C080,U1350
1201-1400,1201-1400,University of West Bohemia,Czech Republic,Europe,M,FO,VH,A,5.6,601+,2.1,601+,10.9,701+,3.8,701+,,,,,37.2,701+,5.2,701+,1.0,701+,,1201-1400,Range,university of west bohemia,czech republic,C023,U1362
1201-1400,1001-1200,University of Wisconsin Milwaukee,United States,Americas,L,FO,VH,A,7.6,601+,2.4,601+,9.7,701+,9.8,701+,5.7,701+,5.1,701+,39.5,701+,6.8,701+,4.5,701+,,1201-1400,Range,university of wisconsin milwaukee,united states,C102,U1365
1201-1400,1201-1400,University POLITEHNICA of Bucharest,Romania,Europe,L,FO,VH,A,5.2,601+,12.7,601+,3.4,701+,6.9,701+,1.4,701+,2.6,701+,61.8,605,3.9,701+,1.0,701+,,1201-1400,Range,university politehnica of bucharest,romania,C079,U1376
1201-1400,1001-1200,Vancouver Island University,Canada,Americas,L,FO,MD,,4.5,601+,3.7,601+,48.8,319,1.1,701+,,,,,2.6,701+,1.5,701+,1.0,701+,,1201-1400,Range,vancouver island university,canada,C015,U1445
1201-1400,1201-1400,Voronezh State University,Russia,Europe,L,CO,HI,A,5.4,601+,2.7,601+,21.8,641,1.3,701+,3.0,701+,21.4,523,12.1,701+,3.0,701+,1.0,701+,,1201-1400,Range,voronezh state university,russia,C080,U1457
1201-1400,1001-1200,Western Michigan University,United States,Americas,L,FC,HI,A,4.9,601+,4.9,601+,10.0,701+,5.8,701+,21.4,580,10.6,701+,33.3,701+,16.5,625,1.6,701+,,1201-1400,Range,western michigan university,united states,C102,U1471
1201-1400,1001-1200,Yamaguchi University,Japan,Asia,M,FC,HI,A,3.9,601+,1.8,601+,41.8,370,4.2,701+,6.7,701+,2.5,701+,18.7,701+,1.8,701+,1.0,701+,,1201-1400,Range,yamaguchi university,japan,C048,U1484
1201-1400,1201-1400,Yogyakarta State University,Indonesia,Asia,L,FO,VH,A,11.7,601+,3.3,601+,8.7,701+,1.4,701+,13.5,695,1.7,701+,8.6,701+,2.3,701+,1.0,701+,,1201-1400,Range,yogyakarta state university,indonesia,C042,U1490
1201-1400,1201-1400,Youngsan University,South Korea,Asia,M,FO,MD,C,4.0,601+,10.0,601+,19.3,689,1.3,701+,2.5,701+,9.9,701+,2.0,701+,1.9,701+,1.0,701+,,1201-1400,Range,youngsan university,south korea,C087,U1495
1201-1400,1201-1400,Yuan Ze University,Taiwan,Asia,M,FO,VH,C,5.5,601+,5.6,601+,8.7,701+,9.0,701+,12.2,701+,11.7,686,12.4,701+,2.0,701+,2.4,701+,,1201-1400,Range,yuan ze university,taiwan,C094,U1496
1201-1400,1201-1400,Zagazig University,Egypt,Africa,XL,FC,HI,A,7.7,601+,4.9,601+,3.0,701+,2.6,701+,1.1,701+,2.5,701+,67.7,513,3.7,701+,5.3,701+,,1201-1400,Range,zagazig university,egypt,C027,U1497
1401+,1201-1400,Don State Technical University,Russia,Europe,L,CO,VH,A,3.5,601+,3.5,601+,12.8,701+,1.4,701+,1.6,701+,14.9,626,11.4,701+,1.9,701+,1.0,701+,,1401+,Open-ended,don state technical university,russia,C080,U0194
1401+,1401+,Akdeniz Üniversitesi,Turkey,Asia,XL,FO,VH,A,5.7,601+,4.8,601+,3.5,701+,3.0,701+,1.2,701+,1.1,701+,33.7,701+,2.0,701+,1.0,701+,,1401+,Open-ended,akdeniz üniversitesi,turkey,C097,U0017
1401+,1201-1400,California Polytechnic State University,United States,Americas,L,CO,HI,A,3.6,601+,9.1,601+,6.7,701+,3.0,701+,,,,,25.5,701+,8.7,701+,1.3,701+,,1401+,Open-ended,california polytechnic state university,united states,C102,U0115
1401+,1401+,California State University - Los Angeles,United States,Americas,L,CO,HI,A,5.2,601+,3.3,601+,3.8,701+,2.9,701+,3.6,701+,2.3,701+,14.9,701+,5.5,701+,1.0,701+,,1401+,Open-ended,california state university los angeles,united states,C102,U0117
1401+,1201-1400,"California State University, Long Beach",United States,Americas,XL,CO,HI,A,3.7,601+,4.1,601+,4.8,701+,2.9,701+,2.6,701+,3.4,701+,16.4,701+,1.7,701+,1.0,701+,,1401+,Open-ended,california state university long beach,united states,C102,U0116
1401+,1201-1400,Católica de Córdoba,Argentina,Americas,M,FC,MD,B,5.3,601+,2.6,601+,17.1,701+,1.1,701+,3.6,701+,3.6,701+,2.3,701+,4.6,701+,1.0,701+,,1401+,Open-ended,católica de córdoba,argentina,C001,U0125
1401+,1201-1400,East West University,Bangladesh,Asia,L,FO,MD,B,6.8,601+,12.8,601+,2.8,701+,2.4,701+,1.4,701+,1.0,701+,7.4,701+,3.9,701+,1.1,701+,,1401+,Open-ended,east west university,bangladesh,C007,U0205
1401+,1201-1400,Fundación Universidad De Bogotá-Jorge Tadeo Lozano,Colombia,Americas,M,CO,MD,C,5.2,601+,3.3,601+,10.2,701+,1.7,701+,3.2,701+,1.2,701+,5.9,701+,12.1,701+,1.0,701+,,1401+,Open-ended,fundación universidad de bogotájorge tadeo lozano,colombia,C018,U0239
1401+,1401+,Humboldt State University,United States,Americas,M,CO,HI,A,3.0,601+,2.5,601+,9.7,701+,3.7,701+,2.9,701+,1.2,701+,9.9,701+,3.1,701+,1.0,701+,,1401+,Open-ended,humboldt state university,united states,C102,U0289
1401+,1401+,Illinois State University,United States,Americas,L,CO,HI,,3.4,601+,2.8,601+,5.6,701+,4.1,701+,4.7,701+,3.1,701+,20.0,701+,7.6,701+,1.1,701+,,1401+,Open-ended,illinois state university,united states,C102,U0295
1401+,,"Indian Institute of Information Technology, Allahabad",India,Asia,S,FO,VH,A,4.1,601+,4.4,601+,2.0,701+,10.7,701+,,,2.1,701+,2.6,701+,2.1,701+,1.0,701+,,1401+,Open-ended,indian institute of information technology allahabad,india,C041,U0300
1401+,1201-1400,Indiana State University,United States,Americas,M,CO,HI,A,6.2,601+,4.4,601+,8.5,701+,3.0,701+,1.7,701+,2.2,701+,4.2,701+,6.8,701+,1.0,701+,,1401+,Open-ended,indiana state university,united states,C102,U0313
1401+,1401+,International University of Business Agriculture and Technology,Bangladesh,Asia,M,FO,HI,B,6.6,601+,4.1,601+,2.6,701+,2.3,701+,1.4,701+,1.3,701+,8.6,701+,3.8,701+,1.0,701+,,1401+,Open-ended,international university of business agriculture and technology,bangladesh,C007,U0327
1401+,1401+,Irkutsk State University,Russia,Europe,L,CO,HI,A,3.3,601+,1.8,601+,14.1,701+,1.3,701+,1.9,701+,3.8,701+,26.4,701+,5.2,701+,1.2,701+,,1401+,Open-ended,irkutsk state university,russia,C080,U0332
1401+,1201-1400,Korkyt Ata Kyzylorda University,Kazakhstan,Asia,M,FO,MD,A,7.0,601+,7.9,601+,5.7,701+,1.0,701+,3.4,701+,1.2,701+,1.0,701+,3.3,701+,1.1,701+,,1401+,Open-ended,korkyt ata kyzylorda university,kazakhstan,C050,U0405
1401+,1201-1400,Kwansei Gakuin University,Japan,Asia,L,CO,HI,B,4.1,601+,5.1,601+,5.0,701+,2.4,701+,21.9,570,3.4,701+,13.0,701+,7.7,701+,1.0,701+,,1401+,Open-ended,kwansei gakuin university,japan,C048,U0412
1401+,1201-1400,Lucian Blaga University of Sibiu,Romania,Europe,L,FC,MD,A,3.6,601+,3.2,601+,8.5,701+,1.9,701+,13.9,687,2.9,701+,17.0,701+,4.1,701+,1.2,701+,,1401+,Open-ended,lucian blaga university of sibiu,romania,C079,U0446
1401+,1201-1400,M.Kh. Dulaty Taraz Regional University,Kazakhstan,Asia,L,CO,MD,A,7.6,601+,2.7,601+,12.0,701+,1.0,701+,1.1,701+,6.7,701+,2.6,701+,3.1,701+,1.1,701+,,1401+,Open-ended,mkh dulaty taraz regional university,kazakhstan,C050,U0481
1401+,1401+,MIREA - Russian Technological University,Russia,Europe,L,FO,VH,A,5.5,601+,7.0,601+,6.6,701+,1.4,701+,1.3,701+,3.3,701+,9.5,701+,5.2,701+,1.0,701+,,1401+,Open-ended,mirea russian technological university,russia,C080,U0478
1401+,1401+,Moscow City University,Russia,Europe,L,FO,HI,A,7.1,601+,1.9,601+,10.7,701+,1.1,701+,2.7,701+,3.3,701+,2.5,701+,1.9,701+,1.0,701+,,1401+,Open-ended,moscow city university,russia,C080,U0483
1401+,1201-1400,Naresuan University,Thailand,Asia,L,FC,MD,A,6.6,601+,2.8,601+,6.6,701+,1.9,701+,7.3,701+,1.2,701+,10.1,701+,2.5,701+,1.7,701+,,1401+,Open-ended,naresuan university,thailand,C095,U0501
1401+,1201-1400,National University of Life and Environmental Sciences of Ukraine,Ukraine,Europe,L,FO,VH,A,5.8,601+,3.9,601+,15.8,701+,1.4,701+,1.2,701+,1.2,701+,20.0,701+,3.7,701+,1.0,701+,,1401+,Open-ended,national university of life and environmental sciences of ukraine,ukraine,C099,U0527
1401+,1201-1400,"National University of Modern Languages (NUML), Islamabad",Pakistan,Asia,L,FO,MD,,7.0,601+,7.3,601+,5.2,701+,1.5,701+,3.4,701+,1.2,701+,8.1,701+,2.6,701+,1.2,701+,,1401+,Open-ended,national university of modern languages numl islamabad,pakistan,C069,U0528
1401+,1201-1400,Nova Southeastern University,United States,Americas,L,CO,HI,,2.7,601+,3.5,601+,11.6,701+,2.8,701+,4.7,701+,3.9,701+,13.2,701+,8.9,701+,1.2,701+,,1401+,Open-ended,nova southeastern university,united states,C102,U0553
1401+,1401+,Pontifícia Universidade Católica de Minas Gerais  PUC Minas,Brazil,Americas,XL,FO,HI,B,4.9,601+,4.6,601+,1.9,701+,1.5,701+,1.9,701+,1.1,701+,8.3,701+,9.4,701+,1.0,701+,,1401+,Open-ended,pontifícia universidade católica de minas gerais puc minas,brazil,C012,U0592
1401+,1401+,Pontificia Universidade Católica do Campinas - PUC Campinas,Brazil,Americas,M,CO,MD,C,4.2,601+,3.8,601+,7.0,701+,2.0,701+,1.8,701+,1.2,701+,2.3,701+,1.9,701+,1.0,701+,,1401+,Open-ended,pontificia universidade católica do campinas puc campinas,brazil,C012,U0591
1401+,1401+,Pontifícia Universidade Católica do Paraná,Brazil,Americas,M,FC,HI,B,4.1,601+,2.9,601+,7.6,701+,3.9,701+,1.8,701+,1.3,701+,28.9,701+,3.9,701+,1.4,701+,,1401+,Open-ended,pontifícia universidade católica do paraná,brazil,C012,U0594
1401+,1201-1400,Russian State Agrarian University - Moscow Timiryazev Agricultural Academy,Russia,Europe,L,FO,HI,A,7.0,601+,4.1,601+,6.4,701+,1.3,701+,1.9,701+,4.4,701+,9.0,701+,5.6,701+,1.2,701+,,1401+,Open-ended,russian state agrarian university moscow timiryazev agricultural academy,russia,C080,U0637
1401+,1201-1400,Russian State University for the Humanities,Russia,Europe,M,FO,VH,A,5.1,601+,2.6,601+,14.2,701+,1.2,701+,1.8,701+,4.0,701+,7.5,701+,3.3,701+,1.0,701+,,1401+,Open-ended,russian state university for the humanities,russia,C080,U0638
1401+,1401+,Sakarya University,Turkey,Asia,XL,FC,HI,A,4.6,601+,3.1,601+,3.1,701+,3.3,701+,1.4,701+,11.3,691,27.6,701+,1.9,701+,2.7,701+,,1401+,Open-ended,sakarya university,turkey,C097,U0648
1401+,1201-1400,Shanghai Normal University,China (Mainland),Asia,XL,CO,HI,A,5.0,601+,1.6,601+,10.9,701+,4.3,701+,4.5,701+,1.6,701+,26.5,701+,1.5,701+,1.3,701+,,1401+,Open-ended,shanghai normal university,china (mainland),C017,U0670
1401+,1201-1400,Shibaura Institute of Technology,Japan,Asia,M,FO,VH,B,4.5,601+,2.5,601+,3.1,701+,5.1,701+,13.0,701+,8.7,701+,14.5,701+,1.8,701+,1.0,701+,,1401+,Open-ended,shibaura institute of technology,japan,C048,U0676
1401+,1201-1400,Silpakorn University,Thailand,Asia,L,CO,HI,A,6.3,601+,5.4,601+,4.4,701+,2.8,701+,4.3,701+,1.2,701+,24.7,701+,2.5,701+,1.0,701+,,1401+,Open-ended,silpakorn university,thailand,C095,U0684
1401+,1401+,Soochow University (Taiwan),Taiwan,Asia,L,FO,HI,C,4.7,601+,5.3,601+,4.1,701+,1.8,701+,3.8,701+,2.9,701+,3.4,701+,3.2,701+,1.8,701+,,1401+,Open-ended,soochow university taiwan,taiwan,C094,U0695
1401+,1201-1400,Soongsil University,South Korea,Asia,L,CO,HI,C,3.5,601+,6.0,601+,8.3,701+,4.5,701+,5.2,701+,11.2,693,14.9,701+,2.8,701+,1.0,701+,,1401+,Open-ended,soongsil university,south korea,C087,U0698
1401+,1401+,Stamford University Bangladesh,Bangladesh,Asia,L,FO,MD,,9.7,601+,4.6,601+,1.2,701+,1.4,701+,,,,,2.2,701+,3.6,701+,1.0,701+,,1401+,Open-ended,stamford university bangladesh,bangladesh,C007,U0711
1401+,1401+,State University of Malang,Indonesia,Asia,L,FO,VH,A,6.3,601+,2.5,601+,8.7,701+,1.7,701+,13.7,690,1.3,701+,11.5,701+,5.4,701+,1.1,701+,,1401+,Open-ended,state university of malang,indonesia,C042,U0713
1401+,1201-1400,Stefan cel Mare University of Suceava,Romania,Europe,M,CO,HI,A,3.8,601+,2.4,601+,4.5,701+,4.2,701+,2.3,701+,25.5,472,19.3,701+,4.1,701+,1.9,701+,,1401+,Open-ended,stefan cel mare university of suceava,romania,C079,U0714
1401+,1401+,"The University of Notre Dame, Australia",Australia,Oceania,M,FO,VH,B,3.0,601+,3.7,601+,3.5,701+,7.2,701+,21.4,579,2.2,701+,10.6,701+,1.7,701+,1.0,701+,,1401+,Open-ended,the university of notre dame australia,australia,C003,U0799
1401+,1401+,Udayana University,Indonesia,Asia,XL,FC,MD,A,6.4,601+,4.7,601+,5.7,701+,1.4,701+,7.4,701+,3.4,701+,12.3,701+,3.7,701+,1.0,701+,,1401+,Open-ended,udayana university,indonesia,C042,U0833
1401+,1201-1400,United International University,Bangladesh,Asia,M,CO,MD,C,6.3,601+,8.7,601+,3.0,701+,2.5,701+,,,1.1,701+,8.8,701+,3.9,701+,1.0,701+,,1401+,Open-ended,united international university,bangladesh,C007,U0840
1401+,1201-1400,Universidad Alberto Hurtado,Chile,Americas,M,CO,HI,B,8.6,601+,4.2,601+,3.1,701+,2.8,701+,12.7,701+,1.7,701+,8.2,701+,2.2,701+,1.0,701+,,1401+,Open-ended,universidad alberto hurtado,chile,C016,U0842
1401+,1201-1400,Universidad Autónoma de Aguascalientes,Mexico,Americas,L,FC,MD,A,3.1,601+,1.6,601+,32.5,485,1.2,701+,,,,,10.8,701+,1.6,701+,1.0,701+,,1401+,Open-ended,universidad autónoma de aguascalientes,mexico,C061,U0849
1401+,1201-1400,Universidad Autónoma de Baja California,Mexico,Americas,XL,CO,HI,A,6.6,601+,4.4,601+,4.4,701+,1.5,701+,2.6,701+,1.1,701+,12.5,701+,2.1,701+,7.5,701+,,1401+,Open-ended,universidad autónoma de baja california,mexico,C061,U0850
1401+,1401+,Universidad Autónoma de Chile,Chile,Americas,XL,FO,HI,B,5.3,601+,2.0,601+,4.2,701+,3.1,701+,12.4,701+,1.4,701+,32.6,701+,2.1,701+,2.8,701+,,1401+,Open-ended,universidad autónoma de chile,chile,C016,U0851
1401+,1401+,Universidad Autónoma de Querétaro (UAQ),Mexico,Americas,L,FC,MD,A,4.4,601+,2.4,601+,6.0,701+,2.1,701+,3.8,701+,1.5,701+,7.3,701+,2.0,701+,1.0,701+,,1401+,Open-ended,universidad autónoma de querétaro uaq,mexico,C061,U0855
