world_rank,university_name,national_rank,total_score,alumni,award,hici,ns,pub,pcp,year,university_id
203.0,University of Colorado Health Science Center,91-119,,0.0,0.0,15.7,17.1,34.0,17.5,2005,UNI_01284
203.0,University of Durham,20-30,,0.0,0.0,19.2,15.7,33.7,17.8,2005,UNI_01285
203.0,University of Erlangen-Nuremberg,17-23,,0.0,0.0,13.6,9.8,41.1,18.9,2005,UNI_00359
203.0,University of Florence,6-9,,0.0,0.0,13.6,16.4,40.4,15.8,2005,UNI_00485
203.0,University of Genova,6-9,,0.0,0.0,15.7,5.4,34.4,14.2,2005,UNI_01286
203.0,University of Guelph,9-17,,0.0,0.0,13.6,11.0,32.9,15.8,2005,UNI_00101
203.0,University of Halle-Wittenberg,17-23,,6.3,9.1,7.9,8.1,29.8,14.2,2005,UNI_01287
203.0,University of Houston,91-119,,0.0,0.0,22.2,8.1,33.9,16.7,2005,UNI_00997
203.0,University of Innsbruck,2,,0.0,11.2,7.9,19.2,29.8,16.1,2005,UNI_00045
203.0,University of Kansas - Lawrence,91-119,,15.4,0.0,7.9,15.3,32.3,14.4,2005,UNI_01288
203.0,University of Karlsruhe,17-23,,6.3,0.0,11.1,13.9,33.0,16.0,2005,UNI_01289
203.0,University of Kentucky,91-119,,14.0,0.0,7.9,9.6,43.5,17.4,2005,UNI_01099
203.0,University of Liege,5-6,,10.9,0.0,7.9,10.7,30.3,23.2,2005,UNI_01290
203.0,University of Manitoba,9-17,,0.0,0.0,17.6,7.1,33.9,16.5,2005,UNI_00103
203.0,University of Massachusetts Medical School - Worcester,91-119,,0.0,0.0,13.6,24.4,28.2,16.9,2005,UNI_01291
203.0,University of Medicine and Dentistry New Jersey,91-119,,0.0,0.0,22.2,10.1,33.6,17.6,2005,UNI_01292
203.0,University of Missouri - Columbia,91-119,,12.5,0.0,7.9,13.1,41.8,14.5,2005,UNI_01223
203.0,University of Montpellier 2,9-13,,14.0,0.0,13.6,16.9,31.2,16.7,2005,UNI_00322
203.0,University of Naples Federico II,6-9,,0.0,0.0,7.9,9.1,42.1,12.4,2005,UNI_00497
203.0,University of Oregon,91-119,,14.0,0.0,11.1,23.1,28.5,18.3,2005,UNI_01027
203.0,University of Ottawa,9-17,,0.0,0.0,7.9,12.5,37.6,17.2,2005,UNI_00111
203.0,University of Saskatchewan,9-17,,12.5,0.0,17.6,6.2,32.9,16.5,2005,UNI_00092
203.0,University of South Carolina - Columbia,91-119,,0.0,0.0,13.6,16.0,35.9,17.0,2005,UNI_01228
203.0,University of South Florida,91-119,,0.0,0.0,15.7,9.9,36.6,13.7,2005,UNI_01056
203.0,University of Southern Denmark,4,,0.0,0.0,15.7,13.5,28.9,15.1,2005,UNI_00245
203.0,University of St Andrews,20-30,,14.0,0.0,7.9,22.0,30.8,17.0,2005,UNI_00956
203.0,University of Stuttgart,17-23,,17.7,0.0,7.9,8.6,30.1,14.6,2005,UNI_00345
203.0,University of Szeged,1,,0.0,15.8,7.9,8.7,24.7,13.4,2005,UNI_00423
203.0,University of Turku,2,,0.0,0.0,11.1,12.7,33.6,16.0,2005,UNI_00262
203.0,University of Vermont,91-119,,17.7,0.0,15.7,11.2,28.6,20.5,2005,UNI_01038
203.0,University of Victoria,9-17,,0.0,0.0,13.6,12.3,30.1,15.0,2005,UNI_00116
203.0,University of Warwick,20-30,,0.0,0.0,11.1,14.1,33.9,16.3,2005,UNI_00960
203.0,University of Waterloo,9-17,,0.0,0.0,19.2,11.4,38.7,19.0,2005,UNI_00119
203.0,University of York,20-30,,0.0,0.0,11.1,15.4,33.6,16.4,2005,UNI_00895
203.0,Wake Forest University,91-119,,0.0,0.0,11.1,10.9,33.4,23.2,2005,UNI_01128
203.0,Washington State University - Pullman,91-119,,0.0,0.0,20.8,15.5,33.6,16.9,2005,UNI_01209
203.0,Wayne State University,91-119,,0.0,0.0,7.9,9.6,39.9,17.7,2005,UNI_01086
203.0,Western University,9-17,,0.0,0.0,7.9,17.1,42.2,19.6,2005,UNI_01293
203.0,Yeshiva University,91-119,,0.0,0.0,11.1,22.0,34.5,20.5,2005,UNI_01040
203.0,Yonsei University,2,,0.0,0.0,7.9,9.7,43.9,19.4,2005,UNI_00728
301.0,Aristotle University of Thessaloniki,2,,0.0,0.0,7.9,2.0,34.9,15.2,2005,UNI_00407
301.0,Auburn University,120-140,,0.0,0.0,7.9,5.2,29.7,12.0,2005,UNI_01044
301.0,Bar-Ilan University,5-6,,0.0,0.0,11.1,9.2,28.2,13.4,2005,UNI_00473
301.0,Ben-Gurion University of the Negev,5-6,,0.0,0.0,0.0,10.1,37.5,16.5,2005,UNI_00475
301.0,Brigham Young University,120-140,,12.5,0.0,11.1,2.9,28.0,10.3,2005,UNI_01182
301.0,Carleton University,18-19,,0.0,0.0,13.6,7.0,26.9,13.1,2005,UNI_00120
301.0,Chiba University,14-24,,0.0,0.0,0.0,7.7,35.4,17.2,2005,UNI_00533
301.0,City University of Hong Kong,4-5,,0.0,0.0,0.0,9.9,36.9,18.9,2005,UNI_00415
301.0,City University of New York City College,120-140,,37.1,0.0,11.1,5.5,17.6,14.4,2005,UNI_01294
301.0,Clemson University,120-140,,0.0,0.0,13.6,9.4,28.2,13.8,2005,UNI_01047
301.0,Technical University Darmstadt,24-33,,10.9,0.0,7.9,9.4,25.7,12.5,2005,UNI_01295
301.0,Dresden University of Technology,24-33,,0.0,0.0,7.9,6.6,33.9,15.1,2005,UNI_00381
301.0,Ecole National Superieure Mines - Paris,14-19,,18.8,25.8,0.0,0.0,10.1,13.0,2005,UNI_01296
301.0,Ecole Normale Superieure - Lyon,14-19,,0.0,0.0,7.9,14.1,21.7,11.5,2005,UNI_01297
301.0,Eindhoven University of Technology,10-11,,0.0,0.0,0.0,11.4,32.5,16.7,2005,UNI_00637
301.0,Eotvos Lorand University,2,,19.8,0.0,0.0,12.8,24.3,13.1,2005,UNI_01298
301.0,Federal University of Rio de Janeiro,3,,0.0,0.0,0.0,8.2,38.6,16.8,2005,UNI_00070
301.0,Fudan University,3-7,,0.0,0.0,0.0,9.1,38.0,15.2,2005,UNI_00134
301.0,Gunma University,14-24,,0.0,0.0,7.9,8.8,24.4,17.7,2005,UNI_00538
301.0,Henri Poincare University (Nancy 1),14-19,,15.4,19.3,0.0,2.5,24.0,13.9,2005,UNI_01299
301.0,Indian Institute of Science,1,,0.0,0.0,11.1,9.8,31.9,14.9,2005,UNI_00437
301.0,Indiana University-Purdue University at Indianapolis,120-140,,0.0,0.0,0.0,9.4,38.2,11.7,2005,UNI_01300
301.0,Industrial Physics and Chemistry Higher Educational Institution - Paris,14-19,,10.9,19.3,0.0,7.6,16.8,11.8,2005,UNI_01301
301.0,International School for Advanced Studies,10-18,,0.0,0.0,0.0,12.2,18.8,42.7,2005,UNI_00522
301.0,Jagiellonian University,1-2,,0.0,0.0,7.9,4.3,31.8,14.1,2005,UNI_00665
301.0,Kanazawa University,14-24,,0.0,0.0,11.1,6.5,29.1,17.5,2005,UNI_00534
301.0,Korea Advanced Institute of Science and Technology,3-5,,0.0,0.0,0.0,7.7,39.5,17.1,2005,UNI_01302
301.0,Linkoping University,10-11,,0.0,0.0,7.9,6.8,31.6,12.5,2005,UNI_01303
301.0,London School of Hygiene and Tropical Medicine,31-36,,10.9,0.0,0.0,14.1,27.1,13.4,2005,UNI_01304
301.0,Medical College of Wisconsin,120-140,,0.0,0.0,7.9,8.0,28.7,13.1,2005,UNI_01071
301.0,Medical University of South Carolina,120-140,,0.0,0.0,15.7,2.5,30.3,14.5,2005,UNI_01098
301.0,Nagasaki University,14-24,,0.0,0.0,11.1,1.6,27.5,17.3,2005,UNI_00560
301.0,Nanjing University,3-7,,0.0,0.0,0.0,7.2,42.1,15.6,2005,UNI_00154
301.0,Nanyang Technological University,2,,0.0,0.0,0.0,0.0,42.9,18.2,2005,UNI_00709
301.0,National Cheng Kung University,2-3,,0.0,0.0,0.0,1.6,39.4,15.3,2005,UNI_00833
301.0,National Tsing Hua University,2-3,,16.6,0.0,0.0,5.1,31.5,19.1,2005,UNI_00829
301.0,Nihon University,14-24,,0.0,0.0,7.9,4.9,28.9,12.9,2005,UNI_00581
301.0,Niigata University,14-24,,0.0,0.0,13.6,7.1,29.4,17.5,2005,UNI_00563
301.0,Pohang University of Science and Technology,3-5,,0.0,0.0,7.9,11.3,30.4,14.2,2005,UNI_00741
301.0,Polytechnic Institute of Milan,10-18,,10.9,15.8,0.0,6.5,27.7,13.5,2005,UNI_01305
301.0,"Royal Holloway, U. of London",31-36,,0.0,0.0,7.9,13.3,22.5,11.6,2005,UNI_01306
301.0,Saint Louis University,120-140,,0.0,12.9,7.9,1.6,26.2,16.3,2005,UNI_01109
301.0,Saint Petersburg State University,2,,24.3,0.0,0.0,6.0,31.9,15.6,2005,UNI_00694
301.0,San Diego State University,120-140,,0.0,0.0,13.6,10.0,25.8,12.4,2005,UNI_00972
301.0,Scuola Normale Superiore - Pisa,10-18,,0.0,0.0,7.9,7.4,16.6,38.1,2005,UNI_01307
301.0,Shanghai Jiao Tong University,3-7,,0.0,0.0,0.0,7.3,40.9,15.2,2005,UNI_00171
301.0,Simon Fraser University,18-19,,0.0,0.0,11.1,12.8,30.5,14.8,2005,UNI_00096
301.0,State University of New York Health Science Center at Brooklyn,120-140,,0.0,15.8,11.1,7.7,17.4,11.5,2005,UNI_01308
301.0,Stockholm School of Economics,10-11,,0.0,17.1,0.0,,11.0,29.4,2005,UNI_01309
301.0,Sungkyunkwan University,3-5,,0.0,0.0,0.0,6.0,34.9,15.0,2005,UNI_00729
301.0,Technical University of Braunschweig,24-33,,16.6,0.0,7.9,5.7,23.8,12.0,2005,UNI_01310
301.0,Temple University,120-140,,0.0,0.0,15.7,3.8,31.7,13.3,2005,UNI_01033
301.0,Texas Tech University,120-140,,0.0,0.0,11.1,10.0,30.1,14.0,2005,UNI_01053
301.0,The Hong Kong Polytechnic University,4-5,,0.0,0.0,7.9,0.0,38.6,18.3,2005,UNI_00416
301.0,The Open University,31-36,,0.0,0.0,13.6,14.4,23.3,13.0,2005,UNI_00903
301.0,The University of Montana - Missoula,120-140,,8.9,0.0,11.1,17.1,16.6,16.7,2005,UNI_01201
301.0,The University of Texas at Dallas,120-140,,0.0,0.0,13.6,4.9,23.1,18.0,2005,UNI_01118
301.0,The University of Tokushima,14-24,,0.0,0.0,11.1,4.9,26.7,17.8,2005,UNI_00571
301.0,Tokyo Medical and Dental University,14-24,,0.0,0.0,7.9,7.3,26.9,23.2,2005,UNI_00570
301.0,Tokyo University of Agriculture and Technology,14-24,,0.0,0.0,7.9,6.7,25.7,21.2,2005,UNI_00567
301.0,University of Aberdeen,31-36,,0.0,0.0,0.0,16.3,32.8,15.5,2005,UNI_00891
301.0,University of Bath,31-36,,0.0,0.0,7.9,17.6,27.8,14.4,2005,UNI_00908
301.0,University of Bayreuth,24-33,,0.0,0.0,7.9,16.2,24.4,12.9,2005,UNI_00360
301.0,University of Bergen,3,,0.0,0.0,0.0,12.5,33.9,15.3,2005,UNI_00655
301.0,University of Bielefeld,24-33,,0.0,0.0,15.7,12.3,25.6,13.8,2005,UNI_01311
301.0,University of Cagliari,10-18,,0.0,0.0,11.1,8.5,22.5,12.8,2005,UNI_00504
301.0,University of Chile,1,,10.9,0.0,0.0,7.2,29.2,13.2,2005,UNI_00129
301.0,University of Duesseldorf,24-33,,0.0,0.0,7.9,9.2,32.6,14.8,2005,UNI_01312
301.0,University of Essex,31-36,,17.7,0.0,7.9,7.6,20.1,11.1,2005,UNI_00901
301.0,University of Ferrara,10-18,,0.0,0.0,7.9,4.8,27.3,16.4,2005,UNI_00481
301.0,University of Graz,3-4,,12.5,12.9,0.0,6.0,22.1,11.8,2005,UNI_00042
301.0,University of Greifswald,24-33,,0.0,9.1,7.9,8.6,22.8,11.6,2005,UNI_00349
301.0,University of Konstanz,24-33,,0.0,0.0,11.1,15.3,23.4,12.8,2005,UNI_00372
301.0,University of Lausanne,7,,0.0,0.0,0.0,18.5,28.2,17.9,2005,UNI_00813
301.0,University of Nebraska Medical Center,120-140,,0.0,0.0,15.7,6.2,20.9,11.4,2005,UNI_01151
301.0,University of Nevada - Reno,120-140,,0.0,0.0,7.9,14.7,24.5,15.2,2005,UNI_01164
301.0,University of New Hampshire - Durham,120-140,,0.0,0.0,15.7,13.0,24.7,17.1,2005,UNI_01313
301.0,University of Newcastle,10,,0.0,0.0,13.6,5.5,27.5,15.4,2005,UNI_00018
301.0,University of Oklahoma - Norman,120-140,,0.0,0.0,7.9,13.1,29.5,12.5,2005,UNI_01314
301.0,University of Otago,2,,0.0,0.0,11.1,11.8,31.8,15.1,2005,UNI_00646
301.0,University of Palermo,10-18,,0.0,0.0,13.6,6.0,25.7,10.8,2005,UNI_00488
301.0,University of Paris Dauphine (Paris 9),14-19,,0.0,27.3,7.9,0.0,10.5,12.9,2005,UNI_01315
301.0,University of Pavia,10-18,,0.0,0.0,7.9,10.4,31.7,16.0,2005,UNI_00512
301.0,University of Perugia,10-18,,0.0,0.0,7.9,9.2,29.2,14.8,2005,UNI_00524
301.0,University of Regensburg,24-33,,0.0,0.0,7.9,13.7,32.0,15.2,2005,UNI_00374
301.0,University of Rhode Island,120-140,,0.0,0.0,19.2,13.1,19.7,15.9,2005,UNI_01188
301.0,University of Roma - Tor Vergata,10-18,,0.0,0.0,0.0,7.4,34.3,16.1,2005,UNI_01316
301.0,University of Science and Technology of China,3-7,,0.0,0.0,0.0,10.5,40.1,16.9,2005,UNI_00177
301.0,University of the Mediterranean (Aix-Marseille 2),14-19,,0.0,0.0,13.6,15.5,24.7,13.7,2005,UNI_01317
301.0,University of the Witwatersrand,2,,25.1,0.0,0.0,7.5,26.1,13.8,2005,UNI_00718
301.0,University of Twente,10-11,,0.0,0.0,11.1,15.0,27.7,16.7,2005,UNI_00633
301.0,University of Ulm,24-33,,0.0,0.0,7.9,12.3,33.1,15.4,2005,UNI_00361
301.0,University of Valencia,4,,0.0,0.0,0.0,7.7,38.1,16.5,2005,UNI_00770
301.0,University of Warsaw,1-2,,17.7,0.0,0.0,8.1,35.1,16.2,2005,UNI_00672
301.0,University of Wyoming,120-140,,0.0,0.0,7.9,12.5,22.5,14.2,2005,UNI_01026
301.0,Utah State University,120-140,,0.0,0.0,7.9,13.0,23.7,13.7,2005,UNI_01194
301.0,Vienna University of Technology,3-4,,0.0,0.0,0.0,14.8,30.2,14.3,2005,UNI_00040
301.0,Waseda University,14-24,,0.0,0.0,11.1,6.4,29.0,13.5,2005,UNI_00558
301.0,Yamaguchi University,14-24,,0.0,0.0,15.7,5.2,23.9,16.0,2005,UNI_00568
301.0,Zhejiang University,3-7,,0.0,0.0,0.0,5.7,49.7,13.7,2005,UNI_00189
401.0,Aalto University,3-5,,0.0,0.0,0.0,11.4,28.6,13.1,2005,UNI_00258
401.0,Autonomous University of Barcelona,5-9,,0.0,0.0,0.0,3.3,35.4,15.1,2005,UNI_00789
401.0,Boston College,141-168,,0.0,0.0,7.9,8.6,21.7,12.7,2005,UNI_01135
401.0,Drexel University,141-168,,0.0,0.0,0.0,11.8,28.6,15.5,2005,UNI_01059
401.0,Ehime University,25-34,,0.0,0.0,7.9,8.7,23.0,14.5,2005,UNI_00535
401.0,Flinders University,11-14,,0.0,0.0,7.9,6.4,23.1,14.9,2005,UNI_00011
401.0,Florida International University,141-168,,0.0,0.0,7.9,7.8,24.1,13.0,2005,UNI_01102
401.0,Gifu University,25-34,,0.0,0.0,7.9,5.2,25.5,16.2,2005,UNI_00536
401.0,Hacettepe University,1-2,,0.0,0.0,0.0,1.6,32.4,13.8,2005,UNI_00874
401.0,Hannover Medical School,34-40,,0.0,0.0,0.0,7.2,27.9,12.2,2005,UNI_00396
401.0,Hanyang University,6-8,,0.0,0.0,0.0,1.6,35.3,15.0,2005,UNI_00738
401.0,Howard University,141-168,,15.4,0.0,7.9,8.0,18.7,9.6,2005,UNI_01101
401.0,Indian Institute of Technology Kharagpur,2-3,,0.0,0.0,11.1,4.9,24.5,11.6,2005,UNI_00436
401.0,Istanbul University,1-2,,0.0,0.0,0.0,2.5,31.1,13.3,2005,UNI_00870
401.0,Jilin University,8,,0.0,0.0,0.0,6.2,32.3,9.1,2005,UNI_00210
401.0,Juntendo University,25-34,,0.0,0.0,11.1,5.8,19.5,9.9,2005,UNI_00605
401.0,Kagoshima University,25-34,,0.0,0.0,7.9,6.4,24.1,13.8,2005,UNI_00531
401.0,Kent State University,141-168,,0.0,0.0,7.9,5.4,23.0,11.5,2005,UNI_01149
401.0,Korea University,6-8,,0.0,0.0,0.0,0.0,36.8,15.6,2005,UNI_00743
401.0,Kumamoto University,25-34,,0.0,0.0,0.0,8.5,27.2,16.0,2005,UNI_00578
401.0,Kyungpook National University,6-8,,0.0,0.0,0.0,4.9,30.4,13.1,2005,UNI_00724
401.0,La Trobe University,11-14,,0.0,0.0,7.9,8.3,24.2,12.2,2005,UNI_00010
401.0,Lehigh University,141-168,,0.0,0.0,11.1,5.4,21.6,15.9,2005,UNI_01143
401.0,Loyola University Chicago,141-168,,0.0,0.0,7.9,3.8,24.8,11.2,2005,UNI_01167
401.0,Massey University,3-5,,0.0,0.0,7.9,7.2,23.6,11.0,2005,UNI_00651
401.0,Medical College of Georgia,141-168,,0.0,0.0,7.9,9.2,21.7,10.6,2005,UNI_01318
401.0,Medical University of Graz,5-6,,0.0,11.2,11.1,3.8,17.5,9.0,2005,UNI_00048
401.0,Medical University of Innsbruck,5-6,,0.0,0.0,7.9,5.2,21.8,10.1,2005,UNI_01319
401.0,Memorial University of Newfoundland,20-23,,0.0,0.0,7.9,6.4,22.0,10.3,2005,UNI_00093
401.0,Michigan Technological University,141-168,,12.5,0.0,11.1,5.7,16.0,15.1,2005,UNI_00985
401.0,Montana State University - Bozeman,141-168,,0.0,0.0,7.9,7.6,21.6,10.3,2005,UNI_01196
401.0,Murdoch University,11-14,,0.0,0.0,11.1,4.1,19.1,14.6,2005,UNI_00028
401.0,Nara Institute of Science and Technology,25-34,,0.0,0.0,11.1,10.0,18.8,10.2,2005,UNI_00600
401.0,National Chiao Tung University,4-5,,0.0,0.0,0.0,0.0,33.7,18.5,2005,UNI_00838
401.0,National Yang Ming University,4-5,,0.0,0.0,0.0,5.6,27.4,19.5,2005,UNI_00843
401.0,New Jersey Institute of Technology,141-168,,0.0,0.0,7.9,7.3,18.4,13.8,2005,UNI_01025
401.0,New Mexico State University,141-168,,0.0,0.0,11.1,6.6,22.6,13.2,2005,UNI_00988
401.0,Northeastern University,141-168,,0.0,0.0,7.9,9.4,24.6,12.7,2005,UNI_01110
401.0,Northern Arizona University,141-168,,0.0,0.0,11.1,12.0,15.1,11.0,2005,UNI_01061
401.0,Old Dominion University,141-168,,0.0,0.0,11.1,6.2,18.1,11.9,2005,UNI_01024
401.0,Osaka City University,25-34,,0.0,0.0,0.0,8.0,28.7,12.7,2005,UNI_00544
401.0,Osaka Prefecture University,25-34,,0.0,0.0,11.1,2.2,25.0,11.6,2005,UNI_00547
401.0,Polytechnic University of Turin,19-23,,0.0,0.0,11.1,1.6,24.9,12.6,2005,UNI_00494
401.0,Polytechnic University of Valencia,5-9,,0.0,0.0,0.0,9.2,26.4,11.9,2005,UNI_00766
401.0,Saarland University,34-40,,0.0,0.0,0.0,9.6,27.8,12.5,2005,UNI_00358
401.0,Sao Paulo State University,4,,0.0,0.0,0.0,2.2,32.0,13.6,2005,UNI_01320
401.0,Southern Methodist University,141-168,,15.4,0.0,7.9,5.4,18.7,13.4,2005,UNI_01034
401.0,Swansea Univ,37-40,,0.0,0.0,7.9,6.4,22.4,10.4,2005,UNI_01321
401.0,The College of William and Mary,141-168,,0.0,0.0,7.9,10.7,21.1,13.7,2005,UNI_01175
401.0,The Graduate University for Advanced Studies,25-34,,0.0,0.0,0.0,16.1,18.7,10.5,2005,UNI_00586
401.0,The Royal Veterinary and Agricultural University,5,,0.0,0.0,7.9,8.2,25.5,11.8,2005,UNI_01322
401.0,The University of Akron,141-168,,0.0,0.0,11.1,4.9,22.3,11.9,2005,UNI_01170
401.0,The University of Connecticut Health Center,141-168,,0.0,0.0,7.9,14.1,19.9,10.9,2005,UNI_01323
401.0,The University of Memphis,141-168,,0.0,0.0,7.9,6.5,21.1,10.4,2005,UNI_01060
401.0,Tokyo Metropolitan University,25-34,,0.0,0.0,7.9,10.1,24.2,11.6,2005,UNI_00593
401.0,University College Cork,2-3,,0.0,0.0,13.6,3.5,22.5,11.3,2005,UNI_00466
401.0,University College Dublin,2-3,,0.0,0.0,0.0,9.0,29.7,13.2,2005,UNI_00469
401.0,University of Bari,19-23,,0.0,0.0,0.0,2.2,31.5,13.0,2005,UNI_01324
401.0,University of Bradford,37-40,,0.0,0.0,11.1,5.9,19.8,10.0,2005,UNI_00933
401.0,University of Bremen,34-40,,0.0,0.0,0.0,14.8,25.5,12.5,2005,UNI_00344
401.0,University of Calcutta,2-3,,15.4,12.9,0.0,0.0,14.7,9.5,2005,UNI_00443
401.0,University of Canterbury,3-5,,0.0,0.0,7.9,5.4,23.9,10.9,2005,UNI_00647
401.0,University of Central Florida,141-168,,0.0,0.0,13.6,0.0,27.0,11.9,2005,UNI_01180
401.0,University of Duisburg-Essen,34-40,,0.0,0.0,0.0,7.0,31.1,13.6,2005,UNI_00338
401.0,University of Exeter,37-40,,0.0,0.0,0.0,11.6,29.3,13.4,2005,UNI_00889
401.0,University of Fribourg,8,,0.0,0.0,11.1,11.6,15.9,16.7,2005,UNI_00823
401.0,University of Giessen,34-40,,0.0,0.0,0.0,7.1,31.9,13.9,2005,UNI_01325
401.0,University of Granada,5-9,,0.0,0.0,0.0,6.5,31.8,13.8,2005,UNI_00765
401.0,University of Haifa,7,,0.0,0.0,7.9,5.2,26.4,11.9,2005,UNI_00476
401.0,University of Idaho,141-168,,0.0,0.0,7.9,6.7,22.5,13.5,2005,UNI_01018
401.0,University of Jena,34-40,,0.0,0.0,0.0,8.6,32.2,14.2,2005,UNI_00377
401.0,University of Jyvaskyla,3-5,,0.0,0.0,7.9,9.0,23.2,11.1,2005,UNI_01326
401.0,University of KwaZulu-Natal,3-4,,0.0,0.0,7.9,8.9,23.1,11.0,2005,UNI_00715
401.0,University of Lisbon,1,,0.0,9.1,0.0,3.8,24.3,11.1,2005,UNI_00677
401.0,University of Louisville,141-168,,0.0,0.0,0.0,8.0,31.2,15.6,2005,UNI_01227
401.0,University of Maastricht,12,,0.0,0.0,0.0,4.9,32.6,17.3,2005,UNI_01327
401.0,University of Maine,141-168,,0.0,0.0,7.9,10.6,19.5,13.6,2005,UNI_01328
401.0,"University of Maryland, Baltimore County",141-168,,0.0,0.0,11.1,8.6,20.4,14.9,2005,UNI_00990
401.0,University of Mississippi,141-168,,0.0,0.0,7.9,4.9,24.3,11.0,2005,UNI_01329
401.0,University of Oulu,3-5,,0.0,0.0,0.0,6.9,29.9,13.0,2005,UNI_00259
401.0,University of Parma,19-23,,0.0,0.0,0.0,7.8,27.9,13.6,2005,UNI_00513
401.0,University of Pretoria,3-4,,0.0,0.0,0.0,9.4,25.4,11.5,2005,UNI_00717
401.0,University of Provence (Aix-Marseille 1),20-21,,8.9,0.0,7.9,5.5,22.0,10.5,2005,UNI_01330
401.0,University of Quebec,20-23,,0.0,0.0,0.0,6.6,31.6,13.7,2005,UNI_01331
401.0,University of Rostock,34-40,,0.0,0.0,7.9,6.0,25.0,11.4,2005,UNI_00389
401.0,University of Sevilla,5-9,,0.0,0.0,0.0,8.7,30.7,13.6,2005,UNI_01332
401.0,University of Sherbrooke,20-23,,0.0,0.0,7.9,9.7,22.5,10.9,2005,UNI_00112
401.0,University of Siena,19-23,,0.0,0.0,0.0,6.9,27.1,16.6,2005,UNI_00516
401.0,University of Surrey,37-40,,0.0,0.0,0.0,6.4,30.2,13.1,2005,UNI_00922
401.0,University of Tasmania,11-14,,0.0,0.0,7.9,7.5,24.6,15.3,2005,UNI_00006
401.0,University of Tennessee Health Science Center,141-168,,0.0,0.0,7.9,2.2,25.3,11.3,2005,UNI_01333
401.0,University of Trieste,19-23,,0.0,0.0,0.0,7.8,27.6,15.4,2005,UNI_00487
401.0,University of Tromso,4,,0.0,0.0,11.1,4.6,21.8,10.6,2005,UNI_01334
401.0,University of Wisconsin - Milwaukee,141-168,,14.0,0.0,0.0,6.4,25.6,11.8,2005,UNI_01015
401.0,University of Wroclaw,3,,8.9,0.0,0.0,6.2,25.2,11.3,2005,UNI_01335
401.0,University of Zaragoza,5-9,,0.0,0.0,7.9,4.3,27.3,12.2,2005,UNI_00780
401.0,Victor Segalen Bordeaux 2 University,20-21,,0.0,0.0,7.9,12.6,21.2,11.0,2005,UNI_01336
401.0,Victoria University of Wellington,3-5,,15.4,0.0,0.0,8.1,22.0,11.0,2005,UNI_00650
401.0,Vrije University Brussel,7,,0.0,0.0,0.0,9.1,27.5,20.6,2005,UNI_01337
401.0,York University,20-23,,0.0,0.0,0.0,10.8,27.8,12.7,2005,UNI_00102
1.0,Harvard University,1,100.0,100.0,100.0,100.0,100.0,100.0,73.6,2006,UNI_01065
2.0,University of Cambridge,1,72.6,96.3,91.5,53.8,59.5,67.1,66.5,2006,UNI_00910
3.0,Stanford University,2,72.5,39.7,70.7,88.4,70.0,71.4,65.3,2006,UNI_01081
4.0,"University of California, Berkeley",3,72.1,70.6,74.5,70.5,72.2,71.9,53.1,2006,UNI_01113
5.0,Massachusetts Institute of Technology (MIT),4,69.7,72.9,80.6,66.6,66.4,62.2,53.6,2006,UNI_01236
6.0,California Institute of Technology,5,66.0,57.1,69.1,59.1,64.5,50.1,100.0,2006,UNI_01076
7.0,Columbia University,6,61.8,78.2,59.4,56.0,53.6,69.8,45.8,2006,UNI_01057
8.0,Princeton University,7,58.6,61.1,75.3,59.6,43.5,47.3,58.0,2006,UNI_01115
8.0,University of Chicago,7,58.6,72.9,80.2,49.9,43.7,54.1,41.8,2006,UNI_01058
10.0,University of Oxford,2,57.6,62.0,57.9,48.0,54.3,66.0,46.0,2006,UNI_00886
11.0,Yale University,9,55.9,50.3,43.6,59.1,56.6,63.0,49.3,2006,UNI_01111
12.0,Cornell University,10,54.1,44.9,51.3,56.0,48.4,65.2,40.1,2006,UNI_01122
13.0,"University of California, San Diego",11,50.5,17.1,34.0,59.6,54.8,65.6,47.1,2006,UNI_01032
14.0,"University of California, Los Angeles",12,50.4,26.4,32.1,57.6,47.5,77.3,34.9,2006,UNI_01116
15.0,University of Pennsylvania,13,50.1,34.2,34.4,57.0,41.7,73.6,40.0,2006,UNI_00989
16.0,University of Wisconsin - Madison,14,48.8,41.5,35.5,53.3,45.1,68.3,29.3,2006,UNI_01087
17.0,University of Washington,15,48.5,27.7,31.8,53.3,47.6,75.5,27.8,2006,UNI_00982
18.0,"University of California, San Francisco",16,47.7,0.0,36.8,55.5,54.8,61.1,48.2,2006,UNI_01161
19.0,The University of Tokyo,1,46.7,34.8,14.1,41.4,51.5,85.5,35.2,2006,UNI_00564
20.0,The Johns Hopkins University,17,46.6,49.5,27.8,40.7,52.2,68.8,25.3,2006,UNI_01121
21.0,University of Michigan - Ann Arbor,18,44.5,41.5,0.0,61.5,41.6,76.9,31.2,2006,UNI_01142
22.0,Kyoto University,2,43.9,38.3,33.4,36.9,36.2,72.4,31.7,2006,UNI_00542
23.0,"The Imperial College of Science, Technology and Medicine",3,43.4,20.1,37.4,40.0,39.7,64.2,40.2,2006,UNI_01237
24.0,University of Toronto,1,42.8,27.1,19.3,38.5,36.5,78.3,44.8,2006,UNI_00091
25.0,University of Illinois at Urbana-Champaign,19,42.5,40.1,36.6,45.5,33.6,57.7,26.3,2006,UNI_01037
26.0,University College London,4,42.2,29.6,32.2,38.5,43.2,60.0,33.4,2006,UNI_00915
