world_rank,university_name,national_rank,total_score,alumni,award,hici,ns,pub,pcp,year,university_id
201.0,University of Barcelona,1-4,,0.0,0.0,7.2,14.0,51.4,15.9,2010,UNI_00787
201.0,University of Bergen,2-3,,0.0,0.0,7.2,15.1,36.9,18.4,2010,UNI_00655
201.0,University of Bochum,15-23,,0.0,0.0,12.5,12.5,38.9,18.7,2010,UNI_01282
201.0,University of Bologna,5-8,,0.0,0.0,10.2,8.6,48.3,15.8,2010,UNI_00500
201.0,University of Cape Town,1,,21.3,0.0,10.2,14.2,32.8,17.5,2010,UNI_00716
201.0,University of Central Florida,90-111,,0.0,0.0,18.4,9.5,30.1,16.8,2010,UNI_01180
201.0,University of Cincinnati,90-111,,0.0,0.0,22.8,10.4,40.2,14.5,2010,UNI_01132
201.0,University of Colorado at Denver,90-111,,0.0,0.0,17.6,13.6,41.1,16.4,2010,UNI_01346
201.0,University of Duesseldorf,15-23,,13.1,0.0,11.4,12.0,31.4,16.0,2010,UNI_01312
201.0,University of East Anglia,20-30,,15.1,0.0,16.1,17.4,28.7,21.1,2010,UNI_00931
201.0,University of Erlangen-Nuremberg,15-23,,0.0,0.0,14.4,13.3,40.6,19.7,2010,UNI_00359
201.0,University of Florence,5-8,,0.0,0.0,16.1,11.4,39.7,15.8,2010,UNI_00485
201.0,University of Gothenburg,5-9,,0.0,15.4,7.2,7.6,39.9,17.1,2010,UNI_00800
201.0,University of Guelph,9-18,,0.0,0.0,16.1,14.7,33.4,19.4,2010,UNI_00101
201.0,University of Halle-Wittenberg,15-23,,5.3,8.9,7.2,12.2,28.2,14.4,2010,UNI_01287
201.0,University of Houston,90-111,,0.0,0.0,20.4,11.1,34.8,19.4,2010,UNI_00997
201.0,University of Innsbruck,2-3,,0.0,10.9,7.2,15.1,25.1,23.1,2010,UNI_00045
201.0,University of Kansas - Lawrence,90-111,,13.1,0.0,12.5,12.9,33.1,12.6,2010,UNI_01288
201.0,University of Kentucky,90-111,,11.9,0.0,7.2,12.1,42.3,14.2,2010,UNI_01099
201.0,University of Lausanne,7,,0.0,0.0,12.5,20.7,32.4,19.9,2010,UNI_00813
201.0,University of Leicester,20-30,,0.0,0.0,19.0,18.0,33.0,19.9,2010,UNI_00913
201.0,University of Leipzig,15-23,,15.1,15.4,0.0,8.7,35.0,17.8,2010,UNI_01270
201.0,University of Liege,5-6,,9.2,0.0,10.2,12.4,30.6,23.0,2010,UNI_01290
201.0,University of Manitoba,9-18,,0.0,0.0,16.1,8.5,35.6,15.9,2010,UNI_00103
201.0,University of Marburg,15-23,,15.1,0.0,14.4,14.6,29.9,16.5,2010,UNI_00379
201.0,University of Medicine and Dentistry New Jersey,90-111,,0.0,0.0,22.8,13.1,32.4,15.0,2010,UNI_01292
201.0,University of Missouri - Columbia,90-111,,10.7,0.0,7.2,14.3,40.9,14.4,2010,UNI_01223
201.0,University of Montpellier 2,8-13,,11.9,0.0,12.5,15.6,32.4,17.5,2010,UNI_00322
201.0,University of Notre Dame,90-111,,14.1,0.0,12.5,13.6,30.3,18.0,2010,UNI_01004
201.0,University of Oregon,90-111,,11.9,0.0,10.2,20.2,26.4,19.0,2010,UNI_01027
201.0,University of Otago,1-2,,0.0,0.0,10.2,8.3,34.1,24.4,2010,UNI_00646
201.0,University of Ottawa,9-18,,0.0,0.0,7.2,13.2,41.7,17.8,2010,UNI_00111
201.0,University of Saskatchewan,9-18,,10.7,0.0,14.4,6.6,33.8,16.1,2010,UNI_00092
201.0,University of Science and Technology of China,3-7,,0.0,0.0,7.2,12.5,44.5,22.9,2010,UNI_00177
201.0,University of South Carolina - Columbia,90-111,,0.0,0.0,16.1,11.9,34.9,14.8,2010,UNI_01228
201.0,University of South Florida,90-111,,0.0,0.0,12.5,9.8,38.4,14.4,2010,UNI_01056
201.0,University of St Andrews,20-30,,11.9,0.0,7.2,21.1,29.8,23.2,2010,UNI_00956
201.0,University of Stuttgart,15-23,,20.6,0.0,10.2,13.6,28.1,15.7,2010,UNI_00345
201.0,University of the Mediterranean (Aix-Marseille 2),8-13,,0.0,0.0,14.4,17.1,27.6,13.1,2010,UNI_01317
201.0,University of Turin,5-8,,18.5,0.0,12.5,9.5,39.7,17.6,2010,UNI_00502
201.0,University of Valencia,1-4,,0.0,0.0,7.2,10.1,40.9,13.2,2010,UNI_00770
201.0,University of Vermont,90-111,,15.1,0.0,14.4,8.4,27.9,15.3,2010,UNI_01038
201.0,University of Victoria,9-18,,0.0,0.0,14.4,11.3,31.1,18.7,2010,UNI_00116
201.0,University of York,20-30,,0.0,0.0,17.6,13.0,32.7,19.6,2010,UNI_00895
201.0,Washington State University - Pullman,90-111,,0.0,0.0,20.4,13.6,31.3,16.0,2010,UNI_01209
201.0,Western University,9-18,,0.0,0.0,8.8,13.5,45.5,18.5,2010,UNI_01293
201.0,Yeshiva University,90-111,,0.0,0.0,12.5,16.2,34.6,21.1,2010,UNI_01040
201.0,Yonsei University,2-4,,0.0,0.0,7.2,10.6,51.8,18.2,2010,UNI_00728
201.0,Zhejiang University,3-7,,0.0,0.0,0.0,8.5,61.9,16.2,2010,UNI_00189
301.0,Aristotle University of Thessaloniki,2,,0.0,0.0,7.2,3.5,37.5,16.8,2010,UNI_00407
301.0,Autonomous University of Barcelona,5-7,,0.0,0.0,0.0,7.7,42.4,16.2,2010,UNI_00789
301.0,Bar-Ilan University,5-6,,0.0,0.0,12.5,9.0,28.0,14.0,2010,UNI_00473
301.0,Ben-Gurion University of the Negev,5-6,,0.0,0.0,7.2,10.2,35.8,16.6,2010,UNI_00475
301.0,Brigham Young University,112-137,,10.7,0.0,12.5,3.7,26.7,11.8,2010,UNI_01182
301.0,City University of Hong Kong,5,,0.0,0.0,12.5,0.0,38.2,22.3,2010,UNI_00415
301.0,Clemson University,112-137,,0.0,0.0,12.5,6.0,29.1,14.3,2010,UNI_01047
301.0,Technical University Darmstadt,24-33,,16.9,0.0,7.2,7.9,29.3,14.6,2010,UNI_01295
301.0,Dresden University of Technology,24-33,,0.0,0.0,7.2,11.0,37.3,17.3,2010,UNI_00381
301.0,Drexel University,112-137,,0.0,0.0,7.2,9.6,28.8,14.2,2010,UNI_01059
301.0,Eotvos Lorand University,1-2,,16.9,0.0,10.2,9.0,24.2,13.2,2010,UNI_01298
301.0,Federal University of Minas Gerais,3-5,,0.0,0.0,7.2,5.8,36.6,16.5,2010,UNI_00086
301.0,Federal University of Rio de Janeiro,3-5,,0.0,0.0,0.0,12.3,41.9,19.1,2010,UNI_00070
301.0,Flinders University,10-13,,16.9,0.0,7.2,4.0,24.8,19.6,2010,UNI_00011
301.0,Georgetown University,112-137,,0.0,0.0,12.5,7.2,33.0,17.6,2010,UNI_01131
301.0,Hanyang University,5-7,,0.0,0.0,0.0,6.2,39.7,17.3,2010,UNI_00738
301.0,Henri Poincare University (Nancy 1),14-18,,13.1,18.9,0.0,10.1,16.7,10.8,2010,UNI_01299
301.0,Hiroshima University,11-17,,0.0,0.0,7.2,11.6,35.1,17.5,2010,UNI_00599
301.0,Indian Institute of Science,1,,0.0,0.0,12.5,6.3,34.6,16.3,2010,UNI_00437
301.0,Jagiellonian University,1-2,,11.9,0.0,7.2,5.5,31.8,14.9,2010,UNI_00665
301.0,James Cook University,10-13,,0.0,0.0,10.2,14.1,24.1,21.8,2010,UNI_00021
301.0,Kanazawa University,11-17,,0.0,0.0,10.2,6.9,27.6,17.1,2010,UNI_00534
301.0,Kansas State University,112-137,,0.0,0.0,14.4,8.9,29.7,14.0,2010,UNI_01008
301.0,King Saud University,1,,0.0,0.0,24.4,0.0,21.2,14.1,2010,UNI_00706
301.0,Kobe University,11-17,,0.0,0.0,10.2,12.6,32.8,16.4,2010,UNI_00557
301.0,London School of Hygiene and Tropical Medicine,31-35,,9.2,0.0,0.0,5.5,29.7,28.7,2010,UNI_01304
301.0,Medical University of Graz,4-6,,0.0,10.9,7.2,3.3,21.4,20.2,2010,UNI_00048
301.0,Medical University of Innsbruck,4-6,,0.0,0.0,12.5,5.7,24.6,22.9,2010,UNI_01319
301.0,Medical University of South Carolina,112-137,,0.0,0.0,14.4,7.3,30.0,19.5,2010,UNI_01098
301.0,Nagasaki University,11-17,,13.1,0.0,10.2,4.1,24.4,17.0,2010,UNI_00560
301.0,Nanyang Technological University,2,,0.0,0.0,0.0,6.5,46.5,20.5,2010,UNI_00709
301.0,National Chiao Tung University,3-4,,0.0,0.0,7.2,6.4,38.3,20.7,2010,UNI_00838
301.0,National Tsing Hua University,3-4,,14.1,0.0,0.0,8.9,35.4,21.2,2010,UNI_00829
301.0,Okayama University,11-17,,0.0,0.0,7.2,12.0,33.4,17.8,2010,UNI_00602
301.0,Pohang University of Science and Technology,5-7,,0.0,0.0,7.2,9.8,29.3,28.8,2010,UNI_00741
301.0,Polytechnic University of Valencia,5-7,,0.0,0.0,7.2,11.5,31.4,15.4,2010,UNI_00766
301.0,Saint Louis University,112-137,,0.0,12.6,10.2,4.7,24.4,12.4,2010,UNI_01109
301.0,Saint Petersburg State University,2,,26.1,0.0,0.0,4.8,29.6,15.4,2010,UNI_00694
301.0,San Diego State University,112-137,,0.0,0.0,14.4,12.3,27.6,16.2,2010,UNI_00972
301.0,Sao Paulo State University,3-5,,0.0,0.0,0.0,5.4,43.9,19.3,2010,UNI_01320
301.0,Scuola Normale Superiore - Pisa,9-13,,0.0,0.0,14.4,5.7,16.4,44.7,2010,UNI_01307
301.0,Shandong University,8-10,,0.0,0.0,0.0,4.0,43.0,12.2,2010,UNI_00216
301.0,Sichuan University,8-10,,0.0,0.0,0.0,2.1,46.0,12.6,2010,UNI_00203
301.0,State University of New York at Albany,112-137,,0.0,0.0,16.1,5.3,27.3,17.4,2010,UNI_01278
301.0,State University of New York Health Science Center at Brooklyn,112-137,,0.0,15.4,10.2,5.8,17.2,17.1,2010,UNI_01308
301.0,Stockholm School of Economics,10,,0.0,16.6,0.0,,10.7,39.0,2010,UNI_01309
301.0,Sun Yat-sen University,8-10,,0.0,0.0,0.0,3.2,42.3,13.7,2010,UNI_00136
301.0,Sungkyunkwan University,5-7,,0.0,0.0,0.0,10.9,43.2,17.2,2010,UNI_00729
301.0,Syracuse University,112-137,,0.0,0.0,16.1,8.7,24.7,13.9,2010,UNI_01129
301.0,Temple University,112-137,,0.0,0.0,14.4,5.1,30.9,12.5,2010,UNI_01033
301.0,Texas Tech University,112-137,,0.0,0.0,10.2,6.6,30.6,14.5,2010,UNI_01053
301.0,The Open University,31-35,,0.0,0.0,12.5,13.8,21.7,12.5,2010,UNI_00903
301.0,The University of Dundee,31-35,,0.0,0.0,16.1,12.0,27.0,18.1,2010,UNI_00911
301.0,The University of Montana - Missoula,112-137,,7.5,0.0,12.5,11.7,17.1,14.9,2010,UNI_01201
301.0,The University of Texas at Dallas,112-137,,0.0,0.0,10.2,14.1,25.2,21.2,2010,UNI_01118
301.0,The University of Texas Medical Branch at Galveston,112-137,,0.0,0.0,17.6,7.8,25.7,15.4,2010,UNI_01179
301.0,Thomas Jefferson University,112-137,,0.0,0.0,16.1,4.7,28.2,27.8,2010,UNI_01233
301.0,Tokyo Medical and Dental University,11-17,,0.0,0.0,7.2,13.1,25.4,24.3,2010,UNI_00570
301.0,Tulane University,112-137,,0.0,0.0,14.4,10.3,26.5,14.7,2010,UNI_01139
301.0,University College Dublin,2,,0.0,0.0,7.2,10.3,35.3,16.4,2010,UNI_00469
301.0,University of Alaska - Fairbanks,112-137,,0.0,0.0,14.4,12.9,21.2,16.5,2010,UNI_00969
301.0,University of Arkansas at Fayetteville,112-137,,0.0,0.0,10.2,10.6,24.9,13.7,2010,UNI_01338
301.0,University of Bath,31-35,,0.0,0.0,10.2,12.4,29.3,17.8,2010,UNI_00908
301.0,University of Bielefeld,24-33,,0.0,0.0,14.4,9.6,24.7,13.2,2010,UNI_01311
301.0,University of Bordeaux 1,14-18,,7.5,0.0,12.5,13.8,24.5,14.6,2010,UNI_01283
301.0,University of Bremen,24-33,,0.0,0.0,0.0,14.5,30.5,14.8,2010,UNI_00344
301.0,University of Duisburg-Essen,24-33,,0.0,0.0,7.2,8.8,31.7,14.7,2010,UNI_00338
301.0,University of Exeter,31-35,,0.0,0.0,0.0,18.8,28.3,18.4,2010,UNI_00889
301.0,University of Genova,9-13,,0.0,0.0,14.4,4.0,32.5,13.7,2010,UNI_01286
301.0,University of Graz,4-6,,10.7,12.6,0.0,8.7,20.1,18.9,2010,UNI_00042
301.0,University of Jena,24-33,,0.0,0.0,0.0,11.7,35.2,16.2,2010,UNI_00377
301.0,University of Karlsruhe,24-33,,5.3,0.0,10.2,12.8,30.9,15.4,2010,UNI_01289
301.0,University of Konstanz,24-33,,0.0,0.0,14.4,12.4,23.6,13.2,2010,UNI_00372
301.0,University of Maastricht,10-11,,0.0,0.0,0.0,7.8,39.8,22.3,2010,UNI_01327
301.0,University of Naples Federico II,9-13,,0.0,0.0,7.2,5.2,42.0,12.5,2010,UNI_00497
301.0,University of Nevada - Reno,112-137,,0.0,0.0,10.2,11.8,24.3,13.5,2010,UNI_01164
301.0,University of New Hampshire - Durham,112-137,,0.0,0.0,14.4,14.6,21.7,15.4,2010,UNI_01313
301.0,University of Newcastle,10-13,,0.0,0.0,10.2,7.6,29.5,20.8,2010,UNI_00018
301.0,University of Nice Sophia Antipolis,14-18,,0.0,0.0,7.2,14.2,25.3,11.3,2010,UNI_00324
301.0,University of Oklahoma - Norman,112-137,,0.0,0.0,10.2,9.3,29.8,14.3,2010,UNI_01314
301.0,University of Oulu,2-3,,13.1,0.0,7.2,7.5,29.7,14.3,2010,UNI_00259
301.0,University of Palermo,9-13,,0.0,0.0,12.5,7.3,29.6,12.4,2010,UNI_00488
301.0,University of Paris Dauphine (Paris 9),14-18,,0.0,26.7,7.2,0.0,11.8,20.4,2010,UNI_01315
301.0,University of Pompeu Fabra,5-7,,0.0,0.0,7.2,11.9,22.8,24.4,2010,UNI_01349
301.0,University of Provence (Aix-Marseille 1),14-18,,16.0,0.0,7.2,10.1,22.3,11.3,2010,UNI_01330
301.0,University of Regensburg,24-33,,0.0,0.0,7.2,10.1,31.1,14.6,2010,UNI_00374
301.0,University of Rhode Island,112-137,,0.0,0.0,20.4,12.1,19.3,16.4,2010,UNI_01188
301.0,University of Roma - Tor Vergata,9-13,,0.0,0.0,0.0,9.5,35.0,17.1,2010,UNI_01316
301.0,University of Southern Denmark,4,,0.0,0.0,14.4,9.3,31.1,15.5,2010,UNI_00245
301.0,University of Szeged,1-2,,0.0,15.4,7.2,6.7,24.1,13.2,2010,UNI_00423
301.0,University of the Witwatersrand,2,,21.3,0.0,0.0,9.9,29.6,15.1,2010,UNI_00718
301.0,University of Tromso,4,,0.0,0.0,10.2,8.9,25.3,16.3,2010,UNI_01334
301.0,University of Turku,2-3,,0.0,0.0,12.5,6.6,33.1,15.7,2010,UNI_00262
301.0,University of Twente,10-11,,0.0,0.0,10.2,6.7,28.9,18.4,2010,UNI_00633
301.0,University of Ulm,24-33,,0.0,0.0,7.2,9.5,30.8,14.4,2010,UNI_00361
301.0,University of Warsaw,1-2,,18.5,0.0,0.0,6.9,33.6,16.0,2010,UNI_00672
301.0,University of Wollongong,10-13,,0.0,0.0,12.5,7.3,28.1,19.9,2010,UNI_00008
301.0,Wake Forest University,112-137,,0.0,0.0,10.2,7.9,33.5,13.8,2010,UNI_01128
301.0,Waseda University,11-17,,0.0,0.0,12.5,10.6,28.8,14.5,2010,UNI_00558
301.0,Wayne State University,112-137,,0.0,0.0,7.2,9.8,39.2,13.9,2010,UNI_01086
401.0,Aalto University,4-6,,0.0,0.0,0.0,5.7,31.1,13.8,2010,UNI_00258
401.0,Auburn University,138-154,,0.0,0.0,7.2,4.2,30.4,13.2,2010,UNI_01044
401.0,Boston College,138-154,,0.0,0.0,7.2,10.5,22.7,13.8,2010,UNI_01135
401.0,Brunel University,36-38,,0.0,0.0,10.2,1.5,25.1,13.9,2010,UNI_00950
401.0,Carleton University,19-23,,0.0,0.0,14.4,0.0,26.3,15.2,2010,UNI_00120
401.0,Catholic University of Chile,1-2,,0.0,0.0,7.2,9.8,27.8,13.3,2010,UNI_01342
401.0,Catholic University of the Sacred Heart,14-22,,0.0,0.0,7.2,5.8,29.3,14.4,2010,UNI_00503
401.0,Chang Gung University,5-7,,0.0,0.0,7.2,2.6,32.3,19.2,2010,UNI_00835
401.0,Chiba University,18-25,,0.0,0.0,0.0,8.0,31.1,15.8,2010,UNI_00533
401.0,China Agricultural University,11-22,,0.0,0.0,0.0,7.6,36.1,14.9,2010,UNI_00180
401.0,Concordia University,19-23,,0.0,0.0,7.2,4.7,25.8,12.7,2010,UNI_00114
401.0,Curtin University of Technology,14-17,,0.0,0.0,0.0,12.2,29.5,17.4,2010,UNI_01348
401.0,Dalian University of Technology,11-22,,0.0,0.0,0.0,2.1,38.5,16.1,2010,UNI_00198
401.0,Ecole National Superieure Mines - Paris,19-22,,16.0,25.2,0.0,3.3,8.7,12.7,2010,UNI_01296
401.0,Ecole Normale Superieure - Lyon,19-22,,0.0,0.0,7.2,10.3,20.4,20.4,2010,UNI_01297
401.0,Eindhoven University of Technology,12,,0.0,0.0,0.0,6.0,33.5,20.0,2010,UNI_00637
401.0,Federal University of Rio Grande do Sul,6,,0.0,0.0,0.0,2.4,39.5,17.3,2010,UNI_00078
401.0,Gunma University,18-25,,0.0,0.0,7.2,7.3,22.2,16.5,2010,UNI_00538
401.0,Hannover Medical School,34-39,,0.0,0.0,0.0,7.7,31.6,14.2,2010,UNI_00396
401.0,Harbin Institute of Technology,11-22,,0.0,0.0,0.0,0.0,44.8,13.5,2010,UNI_00195
401.0,Huazhong University of Science and Technology,11-22,,0.0,0.0,0.0,0.0,43.6,13.3,2010,UNI_00144
401.0,Indian Institute of Technology Kharagpur,2,,0.0,0.0,7.2,0.0,29.8,13.4,2010,UNI_00436
401.0,Indiana University-Purdue University at Indianapolis,138-154,,0.0,0.0,0.0,6.3,39.1,13.0,2010,UNI_01300
401.0,Istanbul University,1,,15.1,0.0,0.0,3.0,33.7,15.5,2010,UNI_00870
401.0,Jilin University,11-22,,0.0,0.0,0.0,5.2,40.9,11.3,2010,UNI_00210
401.0,Kent State University,138-154,,0.0,0.0,7.2,11.5,23.6,13.5,2010,UNI_01149
401.0,King Fahd University of Petroleum & Minerals,2,,0.0,0.0,21.0,0.0,18.2,12.1,2010,UNI_01351
401.0,Kyung Hee University,8-10,,0.0,0.0,0.0,1.5,34.8,15.2,2010,UNI_00735
401.0,Kyungpook National University,8-10,,0.0,0.0,0.0,4.0,34.8,15.2,2010,UNI_00724
401.0,La Trobe University,14-17,,0.0,0.0,7.2,6.3,25.8,16.9,2010,UNI_00010
401.0,Lanzhou University,11-22,,0.0,0.0,0.0,6.4,35.4,16.6,2010,UNI_00217
401.0,Lehigh University,138-154,,0.0,0.0,12.5,8.3,20.9,17.1,2010,UNI_01143
401.0,Linkoping University,11,,0.0,0.0,7.2,2.1,32.1,15.4,2010,UNI_01303
401.0,Massey University,3-5,,0.0,0.0,10.2,4.0,25.9,14.6,2010,UNI_00651
401.0,Medical College of Wisconsin,138-154,,0.0,0.0,7.2,7.1,28.1,11.6,2010,UNI_01071
401.0,Montana State University - Bozeman,138-154,,0.0,0.0,7.2,10.4,20.3,14.0,2010,UNI_01196
401.0,Nankai University,11-22,,0.0,0.0,0.0,7.9,35.5,13.7,2010,UNI_00214
401.0,National Central University,5-7,,0.0,0.0,0.0,8.5,31.1,18.3,2010,UNI_00825
401.0,National Yang Ming University,5-7,,0.0,0.0,0.0,7.6,29.7,22.2,2010,UNI_00843
401.0,Nihon University,18-25,,0.0,0.0,7.2,6.2,27.0,12.5,2010,UNI_00581
401.0,Niigata University,18-25,,0.0,0.0,12.5,4.7,25.2,15.5,2010,UNI_00563
401.0,Northeastern University,138-154,,0.0,0.0,7.2,10.2,26.0,15.3,2010,UNI_01110
401.0,Ohio University,138-154,,15.1,0.0,0.0,9.1,23.0,12.4,2010,UNI_01148
401.0,Osaka Prefecture University,18-25,,0.0,0.0,10.2,6.8,21.8,10.9,2010,UNI_00547
401.0,Polytechnic University of Turin,14-22,,0.0,0.0,14.4,0.0,28.3,15.1,2010,UNI_00494
401.0,Portland State University,138-154,,0.0,0.0,10.2,7.6,19.5,13.5,2010,UNI_01030
401.0,Pusan National University,8-10,,0.0,0.0,0.0,7.6,34.4,15.4,2010,UNI_00736
401.0,Southeast University,11-22,,0.0,0.0,0.0,4.7,35.9,13.2,2010,UNI_00208
401.0,Swinburne University of Technology,14-17,,0.0,0.0,10.2,9.5,18.3,18.9,2010,UNI_00012
401.0,Technical University of Braunschweig,34-39,,14.1,0.0,7.2,6.8,23.4,11.9,2010,UNI_01310
401.0,The University of Connecticut Health Center,138-154,,0.0,0.0,10.2,8.9,22.1,16.6,2010,UNI_01323
401.0,The University of Texas at San Antonio,138-154,,0.0,0.0,7.2,9.2,21.8,14.0,2010,UNI_01104
401.0,The University of Tokushima,18-25,,0.0,0.0,10.2,8.6,23.2,16.8,2010,UNI_00571
401.0,Tianjin University,11-22,,0.0,0.0,0.0,3.3,34.8,13.3,2010,UNI_00140
401.0,Tokyo University of Agriculture and Technology,18-25,,0.0,0.0,7.2,3.3,23.6,19.7,2010,UNI_00567
401.0,University College Cork,3,,0.0,0.0,16.1,6.3,22.3,12.3,2010,UNI_00466
401.0,University of Arkansas at Little Rock,138-154,,0.0,0.0,7.2,6.0,26.3,19.0,2010,UNI_01340
401.0,University of Bari,14-22,,0.0,0.0,0.0,7.6,30.7,13.5,2010,UNI_01324
401.0,University of Bayreuth,34-39,,0.0,0.0,7.2,13.3,24.6,12.6,2010,UNI_00360
401.0,University of Canterbury,3-5,,0.0,0.0,7.2,7.3,24.0,17.6,2010,UNI_00647
401.0,University of Chile,1-2,,9.2,0.0,0.0,4.5,32.1,14.4,2010,UNI_00129
401.0,University of Eastern Finland,4-6,,0.0,0.0,7.2,5.8,30.1,13.8,2010,UNI_00267
401.0,University of Essex,36-38,,15.1,0.0,7.2,2.6,20.6,16.2,2010,UNI_00901
401.0,University of Ferrara,14-22,,0.0,0.0,10.2,6.9,25.7,16.7,2010,UNI_00481
401.0,University of Giessen,34-39,,0.0,0.0,7.2,5.9,30.3,13.8,2010,UNI_01325
401.0,University of Granada,8-10,,0.0,0.0,0.0,6.1,36.3,11.2,2010,UNI_00765
401.0,University of Greifswald,34-39,,0.0,8.9,7.2,2.6,23.4,11.4,2010,UNI_00349
401.0,University of Haifa,7,,0.0,0.0,7.2,6.3,25.8,12.0,2010,UNI_00476
401.0,University of Hannover,34-39,,0.0,0.0,7.2,7.3,25.2,11.9,2010,UNI_01343
401.0,University of Jyvaskyla,4-6,,0.0,0.0,7.2,6.9,25.6,12.0,2010,UNI_01326
401.0,University of Kansas Medical Center,138-154,,0.0,0.0,12.5,6.0,20.2,10.7,2010,UNI_01344
401.0,University of KwaZulu-Natal,3,,0.0,0.0,7.2,9.6,27.5,13.1,2010,UNI_00715
401.0,University of Lisbon,1-2,,0.0,8.9,0.0,5.7,26.9,12.6,2010,UNI_00677
401.0,University of Ljubljana,1,,0.0,0.0,0.0,6.3,35.8,13.4,2010,UNI_00713
401.0,University of Nebraska Medical Center,138-154,,0.0,0.0,16.1,5.2,22.8,14.4,2010,UNI_01151
401.0,University of Parma,14-22,,0.0,0.0,7.2,7.5,26.4,13.7,2010,UNI_00513
401.0,University of Pavia,14-22,,0.0,0.0,0.0,8.1,30.5,15.2,2010,UNI_00512
401.0,University of Perugia,14-22,,0.0,0.0,7.2,9.3,28.0,14.7,2010,UNI_00524
401.0,University of Porto,1-2,,0.0,0.0,0.0,5.2,36.9,16.3,2010,UNI_00678
401.0,University of Quebec,19-23,,0.0,0.0,0.0,8.2,34.6,15.5,2010,UNI_01331
401.0,University of Rennes 1,19-22,,0.0,0.0,7.2,10.8,28.7,11.0,2010,UNI_00300
401.0,University of Santiago Compostela,8-10,,0.0,0.0,0.0,5.6,32.5,12.3,2010,UNI_01350
401.0,University of Sherbrooke,19-23,,0.0,0.0,7.2,11.0,25.1,12.4,2010,UNI_00112
401.0,University of Siena,14-22,,0.0,0.0,0.0,8.0,28.3,18.0,2010,UNI_00516
401.0,University of Surrey,36-38,,0.0,0.0,7.2,5.0,26.2,15.6,2010,UNI_00922
401.0,University of Tasmania,14-17,,0.0,0.0,7.2,10.3,24.9,18.6,2010,UNI_00006
401.0,University of Tehran,1,,14.1,0.0,0.0,0.0,36.9,16.7,2010,UNI_00453
401.0,University of Versailles,19-22,,0.0,0.0,7.2,12.9,19.0,11.7,2010,UNI_01352
401.0,University of Wyoming,138-154,,0.0,0.0,7.2,11.7,22.2,14.8,2010,UNI_01026
401.0,University of Zaragoza,8-10,,0.0,0.0,7.2,1.5,31.8,12.2,2010,UNI_00780
401.0,Utah State University,138-154,,0.0,0.0,7.2,7.3,23.7,13.7,2010,UNI_01194
401.0,Victoria University of Wellington,3-5,,13.1,0.0,0.0,8.9,22.4,16.3,2010,UNI_00650
401.0,Vienna University of Technology,7,,0.0,0.0,0.0,10.8,28.9,21.6,2010,UNI_00040
401.0,Vrije University Brussel,7,,15.1,0.0,0.0,5.4,26.9,22.2,2010,UNI_01337
401.0,Wuhan University,11-22,,0.0,0.0,0.0,2.1,37.4,10.5,2010,UNI_00186
401.0,Xiamen University,11-22,,0.0,0.0,0.0,7.5,31.3,11.6,2010,UNI_00147
401.0,Xian Jiao Tong University,11-22,,0.0,0.0,0.0,0.0,39.7,14.2,2010,UNI_00146
401.0,Yamaguchi University,18-25,,0.0,0.0,16.1,1.5,21.0,15.0,2010,UNI_00568
401.0,York University,19-23,,0.0,0.0,0.0,10.8,31.4,11.9,2010,UNI_00102
1.0,Harvard University,1,100.0,100.0,100.0,100.0,100.0,100.0,70.5,2011,UNI_01065
2.0,Stanford University,2,72.6,41.2,78.4,88.4,70.2,70.3,48.6,2011,UNI_01081
3.0,Massachusetts Institute of Technology (MIT),3,72.0,72.8,81.9,67.9,70.6,60.6,63.7,2011,UNI_01236
4.0,"University of California, Berkeley",4,71.9,68.3,79.3,70.0,69.5,69.4,53.1,2011,UNI_01113
5.0,University of Cambridge,1,70.0,87.1,96.7,54.5,54.1,65.1,52.0,2011,UNI_00910
6.0,California Institute of Technology,5,64.7,52.6,68.8,57.3,65.0,46.5,100.0,2011,UNI_01076
7.0,Princeton University,6,61.2,56.7,87.1,62.1,43.8,43.4,64.2,2011,UNI_01115
8.0,Columbia University,7,60.4,69.6,67.4,57.1,50.8,67.5,31.0,2011,UNI_01057
9.0,University of Chicago,8,57.5,65.0,83.9,52.0,40.4,50.9,39.1,2011,UNI_01058
10.0,University of Oxford,2,56.4,55.5,57.6,48.9,49.7,69.5,40.0,2011,UNI_00886
11.0,Yale University,9,54.8,49.6,44.9,59.5,57.4,61.6,35.5,2011,UNI_01111
12.0,"University of California, Los Angeles",10,53.0,30.0,42.6,57.5,53.1,73.6,30.3,2011,UNI_01116
13.0,Cornell University,11,51.5,42.0,51.1,54.5,48.3,56.4,36.9,2011,UNI_01122
14.0,University of Pennsylvania,12,50.4,36.3,34.3,57.7,48.8,67.5,36.5,2011,UNI_00989
15.0,"University of California, San Diego",13,49.5,15.6,35.8,61.2,52.4,65.6,34.5,2011,UNI_01032
16.0,University of Washington,14,48.8,24.3,31.7,55.0,51.9,72.4,27.3,2011,UNI_00982
17.0,"University of California, San Francisco",15,46.7,0.0,40.1,53.5,54.2,62.0,33.9,2011,UNI_01161
18.0,The Johns Hopkins University,16,45.9,43.2,32.1,42.1,47.9,65.6,26.8,2011,UNI_01121
19.0,University of Wisconsin - Madison,17,45.6,35.3,35.4,52.0,39.7,64.2,24.6,2011,UNI_01087
20.0,University College London,3,44.8,32.2,32.1,39.5,46.1,68.0,31.2,2011,UNI_00915
