university_id,university_name,country
UNI_00670,Adam Mickiewicz University,Poland
UNI_00671,University of Wrocław,Poland
UNI_00672,University of Warsaw,Poland
UNI_00673,Nicolaus Copernicus University in Toruń,Poland
UNI_00674,Wrocław University of Technology,Poland
UNI_00675,University of Minho,Portugal
UNI_00676,New University of Lisbon,Portugal
UNI_00677,University of Lisbon,Portugal
UNI_00678,University of Porto,Portugal
UNI_00679,University of Coimbra,Portugal
UNI_00680,Instituto Superior Técnico Lisboa,Portugal
UNI_00681,Universidade Nova de Lisboa,Portugal
UNI_00682,University of Aveiro,Portugal
UNI_00683,University of the Algarve,Portugal
UNI_00684,University of Puerto Rico at Mayagüez,Puerto Rico
UNI_00685,Qatar University,Qatar
UNI_00686,Dublin Institute of Technology,Republic of Ireland
UNI_00687,West University of Timişoara,Romania
UNI_00688,Alexandru Ioan Cuza University,Romania
UNI_00689,Babeş-Bolyai University,Romania
UNI_00690,University of Bucharest,Romania
UNI_00691,Novosibirsk State University,Russia
UNI_00692,Kazan Federal University,Russia
UNI_00693,National University of Science and Technology (MISiS),Russia
UNI_00694,Saint Petersburg State University,Russia
UNI_00695,Tomsk Polytechnic University,Russia
UNI_00696,Lomonosov Moscow State University,Russia
UNI_00697,Moscow Institute of Physics and Technology,Russia
UNI_00698,National Research Nuclear University MEPhI,Russia
UNI_00699,Bauman Moscow State Technical University,Russia
UNI_00700,Ural Federal University,Russia
UNI_00701,Southern Federal University,Russia
UNI_00702,Peter the Great St Petersburg Polytechnic University,Russia
UNI_00703,Tomsk State University,Russia
UNI_00704,King Abdullah University of Science and Technology,Saudi Arabia
UNI_00705,King Abdulaziz University,Saudi Arabia
UNI_00706,King Saud University,Saudi Arabia
UNI_00707,King Fahd University of Petroleum and Minerals,Saudi Arabia
UNI_00708,University of Belgrade,Serbia
UNI_00709,"Nanyang Technological University, Singapore",Singapore
UNI_00710,National University of Singapore,Singapore
UNI_00711,Comenius University in Bratislava,Slovakia
UNI_00712,Slovak University of Technology in Bratislava,Slovakia
UNI_00713,University of Ljubljana,Slovenia
UNI_00714,University of Maribor,Slovenia
UNI_00715,University of KwaZulu-Natal,South Africa
UNI_00716,University of Cape Town,South Africa
UNI_00717,University of Pretoria,South Africa
UNI_00718,University of the Witwatersrand,South Africa
UNI_00719,University of South Africa,South Africa
UNI_00720,Stellenbosch University,South Africa
UNI_00721,Sejong University,South Korea
UNI_00722,Sungkyunkwan University (SKKU),South Korea
UNI_00723,Seoul National University,South Korea
UNI_00724,Kyungpook National University,South Korea
UNI_00725,Chungnam National University,South Korea
UNI_00726,Korea Advanced Institute of Science and Technology (KAIST),South Korea
UNI_00727,Inha University,South Korea
UNI_00728,Yonsei University,South Korea
UNI_00729,Sungkyunkwan University,South Korea
UNI_00730,Hallym University,South Korea
UNI_00731,Konkuk University,South Korea
UNI_00732,Ajou University,South Korea
UNI_00733,Ewha Womans University,South Korea
UNI_00734,Dankook University,South Korea
UNI_00735,Kyung Hee University,South Korea
UNI_00736,Pusan National University,South Korea
UNI_00737,Catholic University of Korea,South Korea
UNI_00738,Hanyang University,South Korea
UNI_00739,Sogang University,South Korea
UNI_00740,Inje University,South Korea
UNI_00741,Pohang University of Science and Technology,South Korea
UNI_00742,Kangwon National University,South Korea
UNI_00743,Korea University,South Korea
UNI_00744,Chung-Ang University,South Korea
UNI_00745,Gwangju Institute of Science and Technology,South Korea
UNI_00746,Chungbuk National University,South Korea
UNI_00747,Pukyong National University,South Korea
UNI_00748,Ulsan National Institute of Science and Technology,South Korea
UNI_00749,Chonbuk National University,South Korea
UNI_00750,Yeungnam University,South Korea
UNI_00751,University of Ulsan,South Korea
UNI_00752,Dongguk University,South Korea
UNI_00753,Chonnam National University,South Korea
UNI_00754,Gachon University,South Korea
UNI_00755,Gyeongsang National University,South Korea
UNI_00756,University of Seoul,South Korea
UNI_00757,Chosun University,South Korea
UNI_00758,University of Rovira i Virgili,Spain
UNI_00759,Autonomous University of Madrid,Spain
UNI_00760,Pompeu Fabra University,Spain
UNI_00761,University of Alcalá,Spain
UNI_00762,University of Navarra,Spain
UNI_00763,University of the Basque Country,Spain
UNI_00764,Miguel Hernández University of Elche,Spain
UNI_00765,University of Granada,Spain
UNI_00766,Polytechnic University of Valencia,Spain
UNI_00767,University of La Laguna,Spain
UNI_00768,University of Seville,Spain
UNI_00769,Carlos III University of Madrid,Spain
UNI_00770,University of Valencia,Spain
UNI_00771,University of Vigo,Spain
UNI_00772,Polytechnic University of Catalonia,Spain
UNI_00773,King Juan Carlos University,Spain
UNI_00774,University of Santiago de Compostela,Spain
UNI_00775,Public University of Navarre,Spain
UNI_00776,University of Oviedo,Spain
UNI_00777,University of Alicante,Spain
UNI_00778,Jaume I University,Spain
UNI_00779,University of Extremadura,Spain
UNI_00780,University of Zaragoza,Spain
UNI_00781,University of Murcia,Spain
UNI_00782,University of Málaga,Spain
UNI_00783,University of Girona,Spain
UNI_00784,University of Jaén,Spain
UNI_00785,University of Cantabria,Spain
UNI_00786,University of Castilla–La Mancha,Spain
UNI_00787,University of Barcelona,Spain
UNI_00788,Technical University of Madrid,Spain
UNI_00789,Autonomous University of Barcelona,Spain
UNI_00790,University of Cádiz,Spain
UNI_00791,University of Salamanca,Spain
UNI_00792,Rovira i Virgili University,Spain
UNI_00793,University of the Balearic Islands,Spain
UNI_00794,University of Lleida,Spain
UNI_00795,University of Córdoba (Spain),Spain
UNI_00796,University of A Coruña,Spain
UNI_00797,Complutense University of Madrid,Spain
UNI_00798,University of Valladolid,Spain
UNI_00799,University of Almería,Spain
UNI_00800,University of Gothenburg,Sweden
UNI_00801,Swedish University of Agricultural Sciences,Sweden
UNI_00802,Chalmers University of Technology,Sweden
UNI_00803,Umeå University,Sweden
UNI_00804,Stockholm University,Sweden
UNI_00805,Lund University,Sweden
UNI_00806,Linköping University,Sweden
UNI_00807,Karolinska Institute,Sweden
UNI_00808,Royal Institute of Technology,Sweden
UNI_00809,KTH Royal Institute of Technology,Sweden
UNI_00810,Uppsala University,Sweden
UNI_00811,Örebro University,Sweden
UNI_00812,University of Basel,Switzerland
UNI_00813,University of Lausanne,Switzerland
UNI_00814,University of Geneva,Switzerland
UNI_00815,University of Bern,Switzerland
UNI_00816,Swiss Federal Institute of Technology in Lausanne,Switzerland
UNI_00817,University of Zurich,Switzerland
UNI_00818,University of St Gallen,Switzerland
UNI_00819,ETH Zurich – Swiss Federal Institute of Technology Zurich,Switzerland
UNI_00820,École Polytechnique Fédérale de Lausanne,Switzerland
UNI_00821,University of Neuchâtel,Switzerland
UNI_00822,Swiss Federal Institute of Technology in Zurich,Switzerland
UNI_00823,University of Fribourg,Switzerland
UNI_00824,ETH Zurich,Switzerland
UNI_00825,National Central University,Taiwan
UNI_00826,Fu Jen Catholic University,Taiwan
UNI_00827,National Chengchi University,Taiwan
UNI_00828,"China Medical University, Taiwan",Taiwan
UNI_00829,National Tsing Hua University,Taiwan
UNI_00830,National Chung Hsing University,Taiwan
UNI_00831,Kaohsiung Medical University,Taiwan
UNI_00832,Taipei Medical University,Taiwan
UNI_00833,National Cheng Kung University,Taiwan
UNI_00834,National Taiwan University of Science and Technology (Taiwan Tech),Taiwan
UNI_00835,Chang Gung University,Taiwan
UNI_00836,National Chung Cheng University,Taiwan
UNI_00837,National Taipei University of Technology,Taiwan
UNI_00838,National Chiao Tung University,Taiwan
UNI_00839,National Taiwan Ocean University,Taiwan
UNI_00840,National Sun Yat-sen University,Taiwan
UNI_00841,Yuan Ze University,Taiwan
UNI_00842,"Asia University, Taiwan",Taiwan
UNI_00843,National Yang-Ming University,Taiwan
UNI_00844,I-Shou University,Taiwan
UNI_00845,National Taiwan University of Science and Technology,Taiwan
UNI_00846,Feng Chia University,Taiwan
UNI_00847,Chung Shan Medical University,Taiwan
UNI_00848,National Dong Hwa University,Taiwan
UNI_00849,Chung Yuan Christian University,Taiwan
UNI_00850,Tamkang University,Taiwan
UNI_00851,National Taiwan Normal University,Taiwan
UNI_00852,National Taiwan University,Taiwan
UNI_00853,Chiang Mai University,Thailand
UNI_00854,Mahidol University,Thailand
UNI_00855,King Mongkut’s University of Technology Thonburi,Thailand
UNI_00856,Chulalongkorn University,Thailand
UNI_00857,Khon Kaen University,Thailand
UNI_00858,Prince of Songkla University,Thailand
UNI_00859,Suranaree University of Technology,Thailand
UNI_00860,Bilkent University,Turkey
UNI_00861,Boğaziçi University,Turkey
UNI_00862,Istanbul Technical University,Turkey
UNI_00863,Gazi University,Turkey
UNI_00864,Anadolu University,Turkey
UNI_00865,Erciyes University,Turkey
UNI_00866,Ege University,Turkey
UNI_00867,Koç University,Turkey
UNI_00868,Middle East Technical University,Turkey
UNI_00869,Dokuz Eylül University,Turkey
UNI_00870,Istanbul University,Turkey
UNI_00871,Yıldız Technical University,Turkey
UNI_00872,Ankara University,Turkey
UNI_00873,Sabancı University,Turkey
UNI_00874,Hacettepe University,Turkey
UNI_00875,Makerere University,Uganda
UNI_00876,V.N. Karazin Kharkiv National University,Ukraine
UNI_00877,Taras Shevchenko National University of Kyiv,Ukraine
UNI_00878,University of Hawai’i at Mānoa,United States
UNI_00879,United Arab Emirates University,United Arab Emirates
UNI_00880,American University of Sharjah,United Arab Emirates
UNI_00881,Durham University,United Kingdom
UNI_00882,University of Sussex,United Kingdom
UNI_00883,London School of Economics,United Kingdom
UNI_00884,London School of Economics and Political Science,United Kingdom
UNI_00885,University of Portsmouth,United Kingdom
UNI_00886,University of Oxford,United Kingdom
UNI_00887,Oxford Brookes University,United Kingdom
UNI_00888,University of Brighton,United Kingdom
UNI_00889,University of Exeter,United Kingdom
UNI_00890,University of Bristol,United Kingdom
UNI_00891,University of Aberdeen,United Kingdom
UNI_00892,University of Manchester,United Kingdom
UNI_00893,London School of Hygiene & Tropical Medicine,United Kingdom
UNI_00894,"Royal Holloway, University of London",United Kingdom
UNI_00895,University of York,United Kingdom
UNI_00896,Heriot-Watt University,United Kingdom
UNI_00897,University of Hertfordshire,United Kingdom
UNI_00898,University of Strathclyde,United Kingdom
UNI_00899,University of Stirling,United Kingdom
UNI_00900,Brunel University London,United Kingdom
UNI_00901,University of Essex,United Kingdom
UNI_00902,University of Southampton,United Kingdom
UNI_00903,The Open University,United Kingdom
UNI_00904,Queen’s University Belfast,United Kingdom
UNI_00905,Sheffield Hallam University,United Kingdom
UNI_00906,University of Reading,United Kingdom
UNI_00907,Bangor University,United Kingdom
UNI_00908,University of Bath,United Kingdom
UNI_00909,King’s College London,United Kingdom
UNI_00910,University of Cambridge,United Kingdom
UNI_00911,University of Dundee,United Kingdom
UNI_00912,University of Central Lancashire,United Kingdom
UNI_00913,University of Leicester,United Kingdom
UNI_00914,Cardiff University,United Kingdom
UNI_00915,University College London,United Kingdom
UNI_00916,University of Liverpool,United Kingdom
UNI_00917,University of Leeds,United Kingdom
UNI_00918,Aston University,United Kingdom
UNI_00919,Loughborough University,United Kingdom
UNI_00920,Liverpool John Moores University,United Kingdom
UNI_00921,Manchester Metropolitan University,United Kingdom
UNI_00922,University of Surrey,United Kingdom
UNI_00923,University of the West of England,United Kingdom
UNI_00924,Keele University,United Kingdom
UNI_00925,Imperial College London,United Kingdom
UNI_00926,University of Westminster,United Kingdom
UNI_00927,University of Ulster,United Kingdom
UNI_00928,University of Nottingham,United Kingdom
UNI_00929,University of Sheffield,United Kingdom
UNI_00930,University of Kent,United Kingdom
UNI_00931,University of East Anglia,United Kingdom
UNI_00932,University of Hull,United Kingdom
UNI_00933,University of Bradford,United Kingdom
UNI_00934,Aberystwyth University,United Kingdom
UNI_00935,Coventry University,United Kingdom
UNI_00936,Ulster University,United Kingdom
UNI_00937,Open University (UK),United Kingdom
UNI_00938,"Birkbeck, University of London",United Kingdom
UNI_00939,University of Edinburgh,United Kingdom
UNI_00940,"St George’s, University of London",United Kingdom
UNI_00941,Newcastle University,United Kingdom
UNI_00942,De Montfort University,United Kingdom
UNI_00943,Plymouth University,United Kingdom
UNI_00944,Queen Mary University of London,United Kingdom
UNI_00945,Cranfield University,United Kingdom
UNI_00946,University of Lincoln,United Kingdom
UNI_00947,University of Glasgow,United Kingdom
UNI_00948,Middlesex University,United Kingdom
UNI_00949,Lancaster University,United Kingdom
UNI_00950,Brunel University,United Kingdom
UNI_00951,Swansea University,United Kingdom
UNI_00952,Northumbria University,United Kingdom
UNI_00953,University of Salford,United Kingdom
UNI_00954,Nottingham Trent University,United Kingdom
UNI_00955,University of Birmingham,United Kingdom
UNI_00956,University of St Andrews,United Kingdom
UNI_00957,Glasgow Caledonian University,United Kingdom
UNI_00958,University of Greenwich,United Kingdom
UNI_00959,University of Huddersfield,United Kingdom
UNI_00960,University of Warwick,United Kingdom
UNI_00961,Kingston University,United Kingdom
UNI_00962,Royal Veterinary College,United Kingdom
UNI_00963,City University London,United Kingdom
UNI_00964,Bournemouth University,United Kingdom
UNI_00965,UCL,United Kingdom
UNI_00966,"University of Wales, Trinity Saint David",United Kingdom
UNI_00967,"Royal Veterinary College, University of London",United Kingdom
UNI_00968,University of North Carolina at Charlotte,United States
UNI_00969,University of Alaska Fairbanks,United States
UNI_00970,"University of California, Santa Barbara",United States
UNI_00971,University of Oklahoma,United States
UNI_00972,San Diego State University,United States
UNI_00973,"University of California, Merced",United States
UNI_00974,University of North Carolina at Chapel Hill,United States
UNI_00975,Wright State University - Dayton,United States
UNI_00976,The Catholic University of America,United States
UNI_00977,Clarkson University,United States
UNI_00978,Stony Brook University,United States
UNI_00979,Montana State University,United States
UNI_00980,Rochester Institute of Technology,United States
UNI_00981,University of Texas at El Paso,United States
UNI_00982,University of Washington,United States
UNI_00983,North Dakota State University - Main Campus,United States
UNI_00984,University of Utah,United States
UNI_00985,Michigan Technological University,United States
UNI_00986,Duke University,United States
UNI_00987,Carnegie Mellon University,United States
UNI_00988,New Mexico State University,United States
UNI_00989,University of Pennsylvania,United States
UNI_00990,"University of Maryland, Baltimore County",United States
UNI_00991,University of South Alabama,United States
UNI_00992,University of Medicine and Dentistry of New Jersey,United States
UNI_00993,University of North Carolina at Greensboro,United States
UNI_00994,Northwestern University,United States
UNI_00995,San Francisco State University,United States
UNI_00996,Georgia Institute of Technology,United States
UNI_00997,University of Houston,United States
UNI_00998,University of Nebraska-Lincoln,United States
UNI_00999,Oklahoma State University,United States
UNI_01000,Boston University,United States
UNI_01001,North Carolina State University,United States
UNI_01002,William & Mary,United States
UNI_01003,University of Pittsburgh,United States
UNI_01004,University of Notre Dame,United States
UNI_01005,Creighton University,United States
UNI_01006,Colorado State University,United States
UNI_01007,University of Tulsa,United States
UNI_01008,Kansas State University,United States
UNI_01009,Florida Institute of Technology,United States
UNI_01010,Emory University,United States
UNI_01011,New York University,United States
UNI_01012,University of Wisconsin,United States
UNI_01013,Rice University,United States
UNI_01014,University of Connecticut,United States
UNI_01015,University of Wisconsin-Milwaukee,United States
UNI_01016,Bowling Green State University,United States
UNI_01017,"University of California, Irvine",United States
UNI_01018,University of Idaho,United States
UNI_01019,Vanderbilt University,United States
UNI_01020,University of Massachusetts,United States
UNI_01021,Brown University,United States
UNI_01022,University of Minnesota,United States
UNI_01023,Tufts University,United States
UNI_01024,Old Dominion University,United States
UNI_01025,New Jersey Institute of Technology,United States
UNI_01026,University of Wyoming,United States
UNI_01027,University of Oregon,United States
UNI_01028,University of Toledo,United States
UNI_01029,University of Texas at Arlington,United States
UNI_01030,Portland State University,United States
UNI_01031,University of Southern California,United States
UNI_01032,"University of California, San Diego",United States
UNI_01033,Temple University,United States
UNI_01034,Southern Methodist University,United States
UNI_01035,University of Virginia,United States
UNI_01036,State University of New York Albany,United States
UNI_01037,University of Illinois at Urbana-Champaign,United States
UNI_01038,University of Vermont,United States
UNI_01039,Washington University in St Louis,United States
UNI_01040,Yeshiva University,United States
UNI_01041,Washington State University,United States
UNI_01042,"University of California, Santa Cruz",United States
UNI_01043,University of Southern Mississippi,United States
UNI_01044,Auburn University,United States
UNI_01045,University of South Carolina,United States
UNI_01046,University of Georgia,United States
UNI_01047,Clemson University,United States
UNI_01048,University of Massachusetts Boston,United States
UNI_01049,University of Montana,United States
UNI_01050,University of Colorado Boulder,United States
UNI_01051,Oregon State University,United States
UNI_01052,Georgia State University,United States
UNI_01053,Texas Tech University,United States
UNI_01054,Ohio State University,United States
UNI_01055,Case Western Reserve University,United States
UNI_01056,University of South Florida,United States
UNI_01057,Columbia University,United States
UNI_01058,University of Chicago,United States
UNI_01059,Drexel University,United States
UNI_01060,University of Memphis,United States
UNI_01061,Northern Arizona University,United States
UNI_01062,Indiana University,United States
UNI_01063,Iowa State University,United States
UNI_01064,American University,United States
UNI_01065,Harvard University,United States
UNI_01066,Pennsylvania State University,United States
UNI_01067,University of South Dakota,United States
UNI_01068,Colorado School of Mines,United States
UNI_01069,University of Massachusetts Lowell,United States
UNI_01070,"Binghamton University, State University of New York",United States
UNI_01071,Medical College of Wisconsin,United States
UNI_01072,Purdue University,United States
UNI_01073,George Mason University,United States
UNI_01074,"Rutgers, the State University of New Jersey",United States
UNI_01075,Rensselaer Polytechnic Institute,United States
UNI_01076,California Institute of Technology,United States
UNI_01077,Brandeis University,United States
UNI_01078,Georgia Health Sciences University,United States
UNI_01079,University of Florida,United States
UNI_01080,Massachusetts Institute of Technology,United States
UNI_01081,Stanford University,United States
UNI_01082,"University of Tennessee, Knoxville",United States
UNI_01083,University of Arkansas,United States
UNI_01084,Virginia Polytechnic Institute and State University,United States
UNI_01085,University of San Francisco,United States
UNI_01086,Wayne State University,United States
UNI_01087,University of Wisconsin-Madison,United States
UNI_01088,Michigan State University,United States
UNI_01089,University of Miami,United States
UNI_01090,University of Mississippi Medical Center,United States
UNI_01091,University of Iowa,United States
UNI_01092,"University of California, Davis",United States
UNI_01093,Miami University,United States
UNI_01094,East Carolina University,United States
UNI_01095,University of Alabama in Huntsville,United States
UNI_01096,Texas A&M University,United States
UNI_01097,University of Kansas,United States
UNI_01098,Medical University of South Carolina,United States
UNI_01099,University of Kentucky,United States
UNI_01100,"Queens College, City University of New York",United States
UNI_01101,Howard University,United States
UNI_01102,Florida International University,United States
UNI_01103,University of Missouri–St. Louis,United States
UNI_01104,University of Texas at San Antonio,United States
UNI_01105,University of Texas at Austin,United States
UNI_01106,"University of California, Riverside",United States
UNI_01107,Louisiana State University,United States
UNI_01108,Missouri University of Science and Technology,United States
UNI_01109,Saint Louis University,United States
UNI_01110,Northeastern University,United States
UNI_01111,Yale University,United States
UNI_01112,"Rutgers, The State University of New Jersey - Newark",United States
UNI_01113,"University of California, Berkeley",United States
UNI_01114,University of North Dakota,United States
UNI_01115,Princeton University,United States
UNI_01116,"University of California, Los Angeles",United States
UNI_01117,Illinois Institute of Technology,United States
UNI_01118,University of Texas at Dallas,United States
UNI_01119,"University of North Texas, Denton",United States
UNI_01120,University of New Mexico,United States
UNI_01121,Johns Hopkins University,United States
UNI_01122,Cornell University,United States
UNI_01123,University of Arizona,United States
UNI_01124,Florida Atlantic University,United States
UNI_01125,George Washington University,United States
UNI_01126,University of Missouri,United States
UNI_01127,Hunter College,United States
UNI_01128,Wake Forest University,United States
UNI_01129,Syracuse University,United States
UNI_01130,University of Michigan,United States
UNI_01131,Georgetown University,United States
UNI_01132,University of Cincinnati,United States
UNI_01133,Marquette University,United States
UNI_01134,"California State University, Long Beach",United States
UNI_01135,Boston College,United States
UNI_01136,"University of Maryland, College Park",United States
UNI_01137,University of Delaware,United States
UNI_01138,University of Rochester,United States
UNI_01139,Tulane University,United States
UNI_01140,Oregon Health and Science University,United States
UNI_01141,Florida State University,United States
UNI_01142,University of Michigan-Ann Arbor,United States
UNI_01143,Lehigh University,United States
UNI_01144,Rush University,United States
UNI_01145,Oakland University,United States
UNI_01146,University of Illinois at Chicago,United States
UNI_01147,Arizona State University,United States
UNI_01148,Ohio University,United States
UNI_01149,Kent State University,United States
UNI_01150,University at Buffalo,United States
UNI_01151,University of Nebraska Medical Center,United States
UNI_01152,Dartmouth College,United States
UNI_01153,"University of Maine, Orono",United States
UNI_01154,Western Michigan University,United States
UNI_01155,"Pennsylvania State University, University Park",United States
UNI_01156,"University of Minnesota, Twin Cities",United States
UNI_01157,"Ohio State University, Columbus",United States
UNI_01158,Rutgers University-New Brunswick,United States
UNI_01159,University of Pittsburgh - Pittsburgh Campus,United States
UNI_01160,"Purdue University, West Lafayette",United States
UNI_01161,"University of California, San Francisco",United States
UNI_01162,Rockefeller University,United States
UNI_01163,University of Washington - Seattle,United States
UNI_01164,"University of Nevada, Reno",United States
UNI_01165,University of Hawaii at Manoa,United States
UNI_01166,University of Nebraska Omaha,United States
UNI_01167,Loyola University Chicago,United States
UNI_01168,Baylor University,United States
UNI_01169,Texas Tech University (TTU),United States
UNI_01170,University of Akron,United States
UNI_01171,University of Denver,United States
UNI_01172,University of Arkansas - Fayetteville,United States
UNI_01173,University of Arkansas for Medical Sciences,United States
UNI_01174,University of Mississippi - Oxford Campus,United States
UNI_01175,College of William and Mary,United States
UNI_01176,Oklahoma State University–Stillwater,United States
UNI_01177,"University at Albany, SUNY",United States
UNI_01178,University of Alabama - Tuscaloosa,United States
UNI_01179,University of Texas Medical Branch at Galveston,United States
UNI_01180,University of Central Florida,United States
UNI_01181,University of New Hampshire,United States
UNI_01182,Brigham Young University,United States
UNI_01183,Georgia Regents University,United States
UNI_01184,West Virginia University,United States
UNI_01185,Mississippi State University,United States
UNI_01186,Louisiana Tech University,United States
UNI_01187,State University of New York Upstate Medical University,United States
UNI_01188,University of Rhode Island,United States
UNI_01189,Loma Linda University,United States
UNI_01190,"University of Nevada, Las Vegas",United States
UNI_01191,Texas A&M Health Science Center,United States
UNI_01192,New York Medical College,United States
UNI_01193,SUNY Downstate Medical Center,United States
UNI_01194,Utah State University,United States
UNI_01195,University of Dayton,United States
UNI_01196,Montana State University - Bozeman,United States
UNI_01197,University of Missouri–Kansas City,United States
UNI_01198,LSU Health Sciences Center New Orleans,United States
UNI_01199,Southern Illinois University Carbondale,United States
UNI_01200,Northern Illinois University,United States
UNI_01201,University of Montana - Missoula,United States
UNI_01202,Binghamton University,United States
UNI_01203,University of New Orleans,United States
UNI_01204,Albany Medical College,United States
UNI_01205,University of Texas Southwestern Medical Center,United States
UNI_01206,University of Oklahoma Health Sciences Center,United States
UNI_01207,University of Oklahoma - Norman Campus,United States
UNI_01208,Wesleyan University,United States
UNI_01209,"Washington State University, Pullman",United States
UNI_01210,Louisiana State University - Baton Rouge,United States
UNI_01211,Icahn School of Medicine at Mount Sinai,United States
UNI_01212,University of Alabama at Birmingham,United States
UNI_01213,Oregon Health & Science University,United States
UNI_01214,"University of Maryland, Baltimore",United States
UNI_01215,University of Massachusetts Medical School,United States
UNI_01216,Indiana University-Purdue University Indianapolis,United States
UNI_01217,University of Colorado Denver,United States
UNI_01218,University of Texas MD Anderson Cancer Center,United States
UNI_01219,"Texas A&M University, College Station",United States
UNI_01220,Indiana University - Bloomington,United States
UNI_01221,Baylor College of Medicine,United States
UNI_01222,University of South Florida - Tampa,United States
UNI_01223,University of Missouri–Columbia,United States
UNI_01224,Colorado State University - Fort Collins,United States
UNI_01225,"University at Buffalo, The State University of New York",United States
UNI_01226,City College of New York,United States
UNI_01227,University of Louisville,United States
UNI_01228,University of South Carolina - Columbia,United States
UNI_01229,Virginia Commonwealth University,United States
UNI_01230,University of Massachusetts Amherst,United States
UNI_01231,University of Texas Health Science Center at San Antonio,United States
UNI_01232,University of Texas Health Science Center at Houston,United States
UNI_01233,Thomas Jefferson University,United States
UNI_01234,Williams College,United States
UNI_01235,University of the Republic (Uruguay),Uruguay
UNI_01236,Massachusetts Institute of Technology (MIT),
UNI_01237,"The Imperial College of Science, Technology and Medicine",
UNI_01238,Swiss Federal Institute of Technology Zurich,
UNI_01239,University of Colorado at Boulder,
UNI_01240,The University of Texas Southwestern Medical Center at Dallas,
UNI_01241,"Rutgers, The State University of New Jersey - New Brunswick",
UNI_01242,Pierre and Marie Curie University - Paris 6,
UNI_01243,University of Munich,
UNI_01244,Technical University Munich,
UNI_01245,University of Paris Sud (Paris 11),
UNI_01246,Moscow State University,
UNI_01247,University of Heidelberg,
UNI_01248,University of Goettingen,
UNI_01249,Ecole Normale Superieure - Paris,
UNI_01250,University of Roma - La Sapienza,
UNI_01251,Arizona State University - Tempe,
UNI_01252,Catholic University of Leuven,
UNI_01253,Catholic University of Louvain,
UNI_01254,College of France,
UNI_01255,Mayo Medical School,
UNI_01256,North Carolina State University - Raleigh,
UNI_01257,State University of New York at Stony Brook,
UNI_01258,University Libre Bruxelles,
UNI_01259,University of Frankfurt,
UNI_01260,University of Muenster,
UNI_01261,University of Sao Paulo,
UNI_01262,University of Tuebingen,
UNI_01263,University of Wuerzburg,
UNI_01264,Erasmus University,
UNI_01265,Joseph Fourier University (Grenoble 1),
UNI_01266,Mount Sinai School of Medicine,
UNI_01267,Swiss Federal Institute of Technology of Lausanne,
UNI_01268,The University of Connecticut - Storrs,
UNI_01269,University of Koeln,
UNI_01270,University of Leipzig,
UNI_01271,University of Mainz,
UNI_01272,University of Paris Descartes (Paris 5),
UNI_01273,University of Paris Diderot (Paris 7),
UNI_01274,University of Wageningen,
UNI_01275,Ecole Polytechnique,
UNI_01276,Paul Sabatier University (Toulouse 3),
UNI_01277,"Queen Mary, U. of London",
UNI_01278,State University of New York at Albany,
UNI_01279,State University of New York at Buffalo,
UNI_01280,The University of New Mexico - Albuquerque,
UNI_01281,Umea University,
UNI_01282,University of Bochum,
UNI_01283,University of Bordeaux 1,
UNI_01284,University of Colorado Health Science Center,
UNI_01285,University of Durham,
UNI_01286,University of Genova,
UNI_01287,University of Halle-Wittenberg,
UNI_01288,University of Kansas - Lawrence,
UNI_01289,University of Karlsruhe,
UNI_01290,University of Liege,
UNI_01291,University of Massachusetts Medical School - Worcester,
UNI_01292,University of Medicine and Dentistry New Jersey,
UNI_01293,Western University,
UNI_01294,City University of New York City College,
UNI_01295,Technical University Darmstadt,
UNI_01296,Ecole National Superieure Mines - Paris,
UNI_01297,Ecole Normale Superieure - Lyon,
UNI_01298,Eotvos Lorand University,
UNI_01299,Henri Poincare University (Nancy 1),
UNI_01300,Indiana University-Purdue University at Indianapolis,
UNI_01301,Industrial Physics and Chemistry Higher Educational Institution - Paris,
UNI_01302,Korea Advanced Institute of Science and Technology,
UNI_01303,Linkoping University,
UNI_01304,London School of Hygiene and Tropical Medicine,
UNI_01305,Polytechnic Institute of Milan,
UNI_01306,"Royal Holloway, U. of London",
UNI_01307,Scuola Normale Superiore - Pisa,
UNI_01308,State University of New York Health Science Center at Brooklyn,
UNI_01309,Stockholm School of Economics,
UNI_01310,Technical University of Braunschweig,
UNI_01311,University of Bielefeld,
UNI_01312,University of Duesseldorf,
UNI_01313,University of New Hampshire - Durham,
UNI_01314,University of Oklahoma - Norman,
UNI_01315,University of Paris Dauphine (Paris 9),
UNI_01316,University of Roma - Tor Vergata,
UNI_01317,University of the Mediterranean (Aix-Marseille 2),
UNI_01318,Medical College of Georgia,
UNI_01319,Medical University of Innsbruck,
UNI_01320,Sao Paulo State University,
UNI_01321,Swansea Univ,
UNI_01322,The Royal Veterinary and Agricultural University,
UNI_01323,The University of Connecticut Health Center,
UNI_01324,University of Bari,
UNI_01325,University of Giessen,
UNI_01326,University of Jyvaskyla,
UNI_01327,University of Maastricht,
UNI_01328,University of Maine,
UNI_01329,University of Mississippi,
UNI_01330,University of Provence (Aix-Marseille 1),
UNI_01331,University of Quebec,
UNI_01332,University of Sevilla,
UNI_01333,University of Tennessee Health Science Center,
UNI_01334,University of Tromso,
UNI_01335,University of Wroclaw,
UNI_01336,Victor Segalen Bordeaux 2 University,
UNI_01337,Vrije University Brussel,
UNI_01338,University of Arkansas at Fayetteville,
UNI_01339,Louisiana State University Health Sciences Center,
