university_id,year,global_rank,overall_score,academic_reputation_score,employer_reputation_score,source,teaching_score,research_score,citation_score,industry_income_score,international_outlook_score
U2919,2023,1001.0,,,,WUR 2023,29.5,13.0,25.5,53.6,79.2
U2918,2023,1001.0,,,,WUR 2023,17.8,13.6,46.3,38.6,34.1
U1241,2023,1001.0,,,,WUR 2023,24.3,11.1,50.0,37.1,21.8
U1250,2023,1001.0,,,,WUR 2023,18.4,11.4,36.0,38.7,67.4
U2542,2023,1001.0,,,,WUR 2023,17.9,13.6,40.7,37.2,29.6
U2948,2023,1001.0,,,,WUR 2023,19.2,8.3,52.7,36.9,44.6
U2949,2023,1001.0,,,,WUR 2023,15.1,12.4,55.7,36.9,27.4
U2952,2023,1001.0,,,,WUR 2023,26.8,10.5,32.7,38.7,37.7
U2960,2023,1001.0,,,,WUR 2023,16.4,10.0,49.1,38.1,41.9
U2961,2023,1001.0,,,,WUR 2023,25.2,15.0,38.1,38.1,27.0
U1298,2023,1001.0,,,,WUR 2023,37.1,10.5,30.9,39.5,28.0
U1316,2023,1001.0,,,,WUR 2023,14.5,8.2,61.4,38.2,41.7
U1330,2023,1001.0,,,,WUR 2023,17.5,16.1,40.5,40.0,38.6
U1354,2023,1001.0,,,,WUR 2023,22.0,10.4,36.7,37.2,48.7
U2999,2023,1001.0,,,,WUR 2023,20.1,19.1,34.0,39.2,39.8
U1399,2023,1001.0,,,,WUR 2023,22.0,26.1,23.1,69.5,20.8
U1395,2023,1001.0,,,,WUR 2023,29.2,19.7,37.2,39.0,20.7
U1413,2023,1001.0,,,,WUR 2023,29.9,29.5,21.3,54.3,47.8
U1415,2023,1001.0,,,,WUR 2023,25.0,22.6,17.4,73.6,43.7
U1461,2023,1001.0,,,,WUR 2023,20.3,13.1,41.2,37.3,38.4
U1448,2023,1001.0,,,,WUR 2023,22.7,23.1,24.6,96.5,39.7
U1450,2023,1001.0,,,,WUR 2023,18.7,25.6,24.1,74.9,31.3
U1430,2023,1001.0,,,,WUR 2023,22.2,17.2,45.6,39.0,18.6
U1492,2023,1001.0,,,,WUR 2023,33.7,12.7,26.9,39.6,31.5
U1509,2023,1001.0,,,,WUR 2023,25.3,13.5,48.8,42.1,25.3
U1540,2023,1001.0,,,,WUR 2023,21.5,14.5,40.1,41.5,21.4
U1557,2023,1001.0,,,,WUR 2023,29.0,15.7,31.3,37.1,33.6
U0310,2023,1001.0,,,,WUR 2023,15.0,14.6,45.5,38.8,42.1
U1572,2023,1001.0,,,,WUR 2023,27.6,20.3,22.4,57.6,33.6
U3048,2023,1001.0,,,,WUR 2023,22.0,20.1,38.4,40.4,32.8
U1607,2023,1001.0,,,,WUR 2023,19.6,19.9,40.0,37.8,59.3
U3057,2023,1001.0,,,,WUR 2023,16.9,16.6,43.7,40.9,38.1
U1624,2023,1001.0,,,,WUR 2023,39.7,10.1,14.4,37.0,64.8
U3060,2023,1001.0,,,,WUR 2023,38.3,13.0,27.2,38.7,56.3
U1647,2023,1001.0,,,,WUR 2023,26.4,11.2,35.5,36.9,43.1
U1653,2023,1001.0,,,,WUR 2023,14.3,11.2,46.3,37.1,36.7
U1662,2023,1001.0,,,,WUR 2023,35.9,21.3,23.5,38.1,16.1
U1685,2023,1001.0,,,,WUR 2023,20.5,21.5,40.6,37.8,30.6
U1686,2023,1001.0,,,,WUR 2023,13.2,8.0,53.9,37.0,42.5
U1707,2023,1001.0,,,,WUR 2023,20.0,13.5,42.5,39.0,46.6
U3083,2023,1001.0,,,,WUR 2023,22.9,10.5,41.0,39.9,46.7
U1712,2023,1001.0,,,,WUR 2023,30.7,32.5,21.6,50.8,28.5
U1740,2023,1001.0,,,,WUR 2023,14.3,9.6,50.3,36.9,66.2
U3304,2023,1001.0,,,,WUR 2023,15.4,13.2,47.4,38.3,38.8
U1753,2023,1001.0,,,,WUR 2023,16.5,8.7,41.0,37.4,49.2
U1759,2023,1001.0,,,,WUR 2023,17.7,12.9,33.9,38.2,79.9
U1760,2023,1001.0,,,,WUR 2023,20.9,19.2,43.5,38.2,41.5
U1766,2023,1001.0,,,,WUR 2023,30.7,11.3,45.6,37.3,31.3
U1798,2023,1001.0,,,,WUR 2023,20.2,15.6,48.7,55.1,19.3
U1809,2023,1001.0,,,,WUR 2023,21.2,11.3,46.2,54.2,27.3
U2431,2023,1001.0,,,,WUR 2023,16.7,9.8,42.8,37.7,65.6
U3116,2023,1001.0,,,,WUR 2023,28.1,10.7,39.2,37.3,43.2
U1853,2023,1001.0,,,,WUR 2023,20.9,9.2,47.6,37.0,25.0
U3125,2023,1001.0,,,,WUR 2023,20.3,22.6,39.5,40.6,45.4
U1867,2023,1001.0,,,,WUR 2023,38.6,14.8,35.8,50.9,21.7
U1873,2023,1001.0,,,,WUR 2023,17.7,12.7,48.7,37.7,19.3
U1875,2023,1001.0,,,,WUR 2023,25.1,16.6,46.1,37.6,28.1
U1879,2023,1001.0,,,,WUR 2023,15.8,11.2,50.6,48.4,32.0
U1904,2023,1001.0,,,,WUR 2023,23.9,10.4,40.7,36.9,23.4
U1906,2023,1001.0,,,,WUR 2023,28.6,14.8,46.3,52.8,16.0
U3136,2023,1001.0,,,,WUR 2023,29.4,19.5,33.1,41.4,33.1
U1927,2023,1001.0,,,,WUR 2023,24.8,25.9,28.4,51.7,39.0
U1928,2023,1001.0,,,,WUR 2023,14.2,8.3,52.2,37.4,44.9
U3142,2023,1001.0,,,,WUR 2023,30.4,25.5,29.3,37.6,42.6
U3151,2023,1001.0,,,,WUR 2023,35.2,15.0,30.1,36.9,24.9
U3216,2023,1001.0,,,,WUR 2023,15.8,16.3,45.3,43.1,69.0
U1954,2023,1001.0,,,,WUR 2023,13.7,8.4,53.6,37.0,46.1
U3158,2023,1001.0,,,,WUR 2023,16.9,11.0,33.0,38.5,70.9
U3159,2023,1001.0,,,,WUR 2023,15.7,13.4,49.7,37.9,37.3
U2088,2023,1001.0,,,,WUR 2023,16.9,12.0,52.0,37.5,33.5
U1983,2023,1001.0,,,,WUR 2023,26.7,8.6,39.4,37.1,17.6
U3170,2023,1001.0,,,,WUR 2023,16.9,9.6,35.3,37.1,69.6
U2012,2023,1001.0,,,,WUR 2023,15.4,16.3,38.5,37.3,52.0
U3175,2023,1001.0,,,,WUR 2023,23.2,15.5,33.3,39.6,60.8
U2024,2023,1001.0,,,,WUR 2023,19.7,18.8,22.4,39.0,68.9
U2061,2023,1001.0,,,,WUR 2023,14.1,11.9,57.4,41.4,43.4
U2069,2023,1001.0,,,,WUR 2023,22.5,15.3,36.5,45.2,52.7
U2080,2023,1001.0,,,,WUR 2023,17.8,12.3,33.1,37.5,72.6
U2087,2023,1001.0,,,,WUR 2023,19.1,12.7,42.5,37.2,69.1
U3200,2023,1001.0,,,,WUR 2023,18.1,23.7,40.7,37.1,36.0
U2126,2023,1001.0,,,,WUR 2023,28.2,11.5,39.8,44.5,19.0
U2127,2023,1001.0,,,,WUR 2023,24.5,14.6,34.1,39.9,30.0
U2148,2023,1001.0,,,,WUR 2023,23.5,17.5,30.4,59.9,26.0
U3235,2023,1001.0,,,,WUR 2023,17.1,19.4,31.9,36.9,44.2
U2564,2023,1001.0,,,,WUR 2023,16.1,14.9,49.8,39.7,35.6
U3315,2023,1001.0,,,,WUR 2023,24.2,16.4,38.6,40.9,22.4
U3257,2023,1001.0,,,,WUR 2023,16.3,13.9,38.4,54.8,45.0
U3341,2023,1001.0,,,,WUR 2023,18.7,9.6,45.9,38.9,45.5
U3263,2023,1001.0,,,,WUR 2023,18.7,16.5,44.5,40.6,44.6
U3377,2023,1001.0,,,,WUR 2023,29.3,23.8,27.6,41.1,47.0
U3279,2023,1001.0,,,,WUR 2023,18.6,18.4,35.9,37.3,82.9
U3411,2023,1001.0,,,,WUR 2023,19.4,15.2,48.3,55.7,23.2
U3416,2023,1001.0,,,,WUR 2023,22.0,20.4,40.8,78.4,21.1
U3427,2023,1001.0,,,,WUR 2023,29.4,11.1,33.6,38.2,49.8
U3428,2023,1001.0,,,,WUR 2023,14.8,13.6,53.8,38.5,18.5
U3435,2023,1001.0,,,,WUR 2023,25.7,26.7,29.3,100.0,32.0
U3298,2023,1001.0,,,,WUR 2023,21.1,16.3,35.0,40.7,40.3
U3454,2023,1001.0,,,,WUR 2023,16.9,11.0,53.8,40.1,32.8
U3458,2023,1001.0,,,,WUR 2023,18.2,18.4,49.1,65.1,24.5
U2864,2023,1001.0,,,,WUR 2023,21.3,18.2,29.7,45.3,33.0
U3299,2023,1001.0,,,,WUR 2023,14.8,23.3,35.6,43.1,50.0
U2448,2023,1201.0,,,,WUR 2023,16.2,8.6,41.3,37.0,36.5
U0008,2023,1201.0,,,,WUR 2023,27.4,9.5,16.2,36.9,28.0
U0019,2023,1201.0,,,,WUR 2023,42.4,9.7,18.2,42.5,24.1
U0018,2023,1201.0,,,,WUR 2023,22.4,11.4,18.0,38.7,24.9
U0026,2023,1201.0,,,,WUR 2023,15.6,17.2,20.0,38.1,60.4
U0031,2023,1201.0,,,,WUR 2023,20.6,18.6,18.7,56.8,25.5
U0036,2023,1201.0,,,,WUR 2023,26.5,12.4,31.6,41.1,18.7
U2454,2023,1201.0,,,,WUR 2023,23.4,10.5,27.6,38.4,38.5
U0046,2023,1201.0,,,,WUR 2023,15.5,10.8,27.8,38.1,19.7
U2640,2023,1201.0,,,,WUR 2023,20.3,18.4,23.1,39.3,41.3
U0126,2023,1201.0,,,,WUR 2023,23.1,11.3,32.9,40.5,22.9
U3202,2023,1201.0,,,,WUR 2023,17.8,14.3,28.0,40.2,48.1
U0127,2023,1201.0,,,,WUR 2023,38.4,9.9,21.7,40.3,20.4
U2203,2023,1201.0,,,,WUR 2023,14.3,9.4,29.8,37.8,50.4
U0138,2023,1201.0,,,,WUR 2023,18.8,11.0,25.6,37.7,27.4
U2646,2023,1201.0,,,,WUR 2023,17.2,14.9,25.0,43.3,37.8
U0149,2023,1201.0,,,,WUR 2023,23.3,10.4,24.0,39.8,45.5
U0155,2023,1201.0,,,,WUR 2023,17.9,12.9,24.9,37.2,23.5
U0157,2023,1201.0,,,,WUR 2023,15.8,18.9,15.5,40.1,31.4
U0176,2023,1201.0,,,,WUR 2023,18.8,14.0,37.2,37.3,20.4
U0193,2023,1201.0,,,,WUR 2023,16.5,14.4,24.0,44.4,51.4
U0221,2023,1201.0,,,,WUR 2023,34.7,11.0,26.3,43.2,21.8
U0223,2023,1201.0,,,,WUR 2023,22.6,25.8,15.3,88.8,34.7
U0225,2023,1201.0,,,,WUR 2023,17.3,10.2,33.7,40.7,46.3
U0226,2023,1201.0,,,,WUR 2023,18.1,13.4,33.0,37.8,25.7
U2673,2023,1201.0,,,,WUR 2023,14.7,8.7,28.3,36.9,27.1
U0263,2023,1201.0,,,,WUR 2023,27.7,10.7,27.2,41.0,24.3
U0274,2023,1201.0,,,,WUR 2023,17.6,14.3,24.4,43.8,27.0
U0294,2023,1201.0,,,,WUR 2023,13.8,8.7,30.2,38.4,27.7
U2691,2023,1201.0,,,,WUR 2023,27.3,15.8,23.5,49.5,31.2
U0300,2023,1201.0,,,,WUR 2023,15.1,8.7,41.9,37.1,30.1
U0301,2023,1201.0,,,,WUR 2023,18.6,17.8,17.1,42.7,56.2
U0306,2023,1201.0,,,,WUR 2023,16.5,15.6,29.0,38.4,22.0
U2698,2023,1201.0,,,,WUR 2023,24.3,16.8,23.1,37.6,29.4
U0309,2023,1201.0,,,,WUR 2023,19.1,17.5,18.0,43.6,39.1
U2700,2023,1201.0,,,,WUR 2023,17.6,16.4,32.6,38.4,39.8
U0330,2023,1201.0,,,,WUR 2023,24.7,12.8,26.4,37.0,47.7
U2727,2023,1201.0,,,,WUR 2023,19.0,9.8,19.1,38.3,44.2
U0343,2023,1201.0,,,,WUR 2023,25.1,18.9,24.9,41.2,20.1
U0345,2023,1201.0,,,,WUR 2023,14.3,17.0,27.4,38.2,57.1
U0372,2023,1201.0,,,,WUR 2023,13.6,16.1,29.4,47.8,19.3
U2736,2023,1201.0,,,,WUR 2023,26.2,13.4,15.8,41.5,51.4
U2737,2023,1201.0,,,,WUR 2023,18.8,12.9,18.7,37.6,56.5
U0407,2023,1201.0,,,,WUR 2023,17.8,22.2,16.9,81.3,29.6
U0414,2023,1201.0,,,,WUR 2023,20.3,20.2,20.9,42.9,26.6
U0415,2023,1201.0,,,,WUR 2023,26.7,24.6,18.7,46.1,24.3
U0417,2023,1201.0,,,,WUR 2023,17.2,21.9,26.6,48.5,42.9
U0432,2023,1201.0,,,,WUR 2023,37.8,18.6,12.8,37.4,16.9
U2749,2023,1201.0,,,,WUR 2023,17.1,12.7,32.9,38.4,24.7
U2752,2023,1201.0,,,,WUR 2023,16.4,14.0,30.1,49.9,50.7
U0479,2023,1201.0,,,,WUR 2023,16.0,12.2,23.0,37.2,43.5
U0496,2023,1201.0,,,,WUR 2023,23.2,16.1,15.5,48.4,58.2
U0505,2023,1201.0,,,,WUR 2023,18.1,13.3,25.4,39.1,23.4
U0513,2023,1201.0,,,,WUR 2023,18.1,13.4,23.6,36.9,25.6
U0516,2023,1201.0,,,,WUR 2023,16.8,11.6,25.3,38.4,48.4
U0519,2023,1201.0,,,,WUR 2023,15.2,13.8,36.9,37.9,32.6
U0533,2023,1201.0,,,,WUR 2023,18.4,13.3,20.9,95.8,21.7
U0575,2023,1201.0,,,,WUR 2023,21.8,13.3,19.0,46.7,24.1
U0578,2023,1201.0,,,,WUR 2023,20.7,15.3,21.7,44.0,27.1
U0580,2023,1201.0,,,,WUR 2023,20.3,7.8,19.7,37.9,44.1
U2790,2023,1201.0,,,,WUR 2023,19.9,21.1,10.5,44.3,32.6
U0588,2023,1201.0,,,,WUR 2023,20.0,14.1,23.7,68.9,24.1
U0593,2023,1201.0,,,,WUR 2023,16.1,10.2,35.0,37.0,54.3
U2325,2023,1201.0,,,,WUR 2023,24.9,12.4,17.4,39.9,24.2
U2354,2023,1201.0,,,,WUR 2023,17.6,15.4,32.6,38.1,34.9
U2336,2023,1201.0,,,,WUR 2023,24.6,11.1,25.6,37.2,24.6
U0617,2023,1201.0,,,,WUR 2023,20.4,12.2,22.5,42.1,24.8
U0618,2023,1201.0,,,,WUR 2023,22.5,13.0,19.2,38.8,23.7
U0623,2023,1201.0,,,,WUR 2023,24.7,17.1,15.7,54.3,23.1
U2358,2023,1201.0,,,,WUR 2023,25.4,16.0,15.2,39.1,23.9
U0633,2023,1201.0,,,,WUR 2023,22.2,10.1,34.0,38.5,27.1
U0634,2023,1201.0,,,,WUR 2023,22.1,12.1,33.9,37.8,21.5
U0635,2023,1201.0,,,,WUR 2023,28.1,19.0,18.4,42.8,26.1
U0641,2023,1201.0,,,,WUR 2023,23.0,11.1,34.6,39.4,21.4
U0643,2023,1201.0,,,,WUR 2023,28.3,16.7,15.2,43.7,21.7
U0645,2023,1201.0,,,,WUR 2023,14.0,12.0,27.3,39.4,54.8
U2806,2023,1201.0,,,,WUR 2023,22.5,12.4,22.5,37.0,43.9
U2903,2023,1201.0,,,,WUR 2023,16.0,12.9,28.8,37.1,49.7
U0676,2023,1201.0,,,,WUR 2023,17.3,10.5,43.9,39.3,23.5
U2497,2023,1201.0,,,,WUR 2023,18.1,9.3,25.7,36.9,42.1
U2457,2023,1201.0,,,,WUR 2023,25.6,17.3,11.3,71.7,36.2
U0693,2023,1201.0,,,,WUR 2023,27.5,16.2,23.0,92.7,18.9
U2816,2023,1201.0,,,,WUR 2023,18.4,15.5,19.1,38.0,34.7
U0695,2023,1201.0,,,,WUR 2023,17.7,15.1,33.3,45.0,29.9
U0696,2023,1201.0,,,,WUR 2023,20.5,14.4,22.1,44.1,25.5
U0705,2023,1201.0,,,,WUR 2023,21.9,11.4,33.9,39.4,28.0
U0708,2023,1201.0,,,,WUR 2023,15.0,8.8,38.4,36.9,43.0
U0713,2023,1201.0,,,,WUR 2023,25.7,13.0,17.2,42.1,26.1
U0726,2023,1201.0,,,,WUR 2023,17.5,11.5,21.0,37.3,43.7
U0731,2023,1201.0,,,,WUR 2023,26.7,9.0,19.2,37.0,30.6
U0749,2023,1201.0,,,,WUR 2023,24.2,13.0,17.1,40.7,23.5
U0754,2023,1201.0,,,,WUR 2023,20.8,17.0,21.2,40.9,26.4
U0760,2023,1201.0,,,,WUR 2023,19.8,18.7,18.4,45.1,21.4
U0768,2023,1201.0,,,,WUR 2023,24.6,23.2,18.6,79.3,21.7
U0774,2023,1201.0,,,,WUR 2023,18.4,10.9,25.5,44.5,26.4
U0775,2023,1201.0,,,,WUR 2023,14.3,13.5,23.7,42.8,54.5
U2532,2023,1201.0,,,,WUR 2023,19.4,8.6,30.3,38.6,24.6
U2581,2023,1201.0,,,,WUR 2023,15.4,8.1,32.6,37.7,76.2
U0783,2023,1201.0,,,,WUR 2023,15.5,8.3,31.1,37.3,39.7
U0809,2023,1201.0,,,,WUR 2023,16.7,10.0,27.8,38.3,31.8
U2855,2023,1201.0,,,,WUR 2023,17.0,13.6,30.0,39.3,57.6
U0825,2023,1201.0,,,,WUR 2023,21.1,13.3,21.0,37.7,56.2
U2868,2023,1201.0,,,,WUR 2023,19.8,10.7,35.8,36.9,33.5
U0855,2023,1201.0,,,,WUR 2023,17.9,14.6,25.2,38.6,29.8
U0863,2023,1201.0,,,,WUR 2023,27.8,15.8,19.2,36.9,20.2
U0914,2023,1201.0,,,,WUR 2023,11.7,10.8,34.4,37.3,31.2
U0928,2023,1201.0,,,,WUR 2023,26.1,9.7,17.6,53.1,40.4
U2875,2023,1201.0,,,,WUR 2023,30.6,17.2,21.9,38.5,27.9
U0957,2023,1201.0,,,,WUR 2023,14.1,9.5,28.2,38.0,34.8
U0967,2023,1201.0,,,,WUR 2023,20.6,9.5,4.2,37.6,30.9
U0989,2023,1201.0,,,,WUR 2023,26.0,12.3,34.1,37.3,16.0
U0994,2023,1201.0,,,,WUR 2023,19.3,15.6,22.4,40.0,23.0
U0998,2023,1201.0,,,,WUR 2023,15.2,11.5,40.4,44.4,20.5
U1030,2023,1201.0,,,,WUR 2023,20.3,12.2,20.8,42.3,28.9
U1037,2023,1201.0,,,,WUR 2023,25.7,8.9,18.8,37.9,19.5
U1039,2023,1201.0,,,,WUR 2023,20.3,19.4,19.1,39.9,23.1
U1044,2023,1201.0,,,,WUR 2023,13.1,8.8,37.2,37.2,42.6
U1061,2023,1201.0,,,,WUR 2023,18.2,15.9,21.3,43.8,44.3
U1085,2023,1201.0,,,,WUR 2023,31.3,14.1,19.4,38.0,24.6
U1094,2023,1201.0,,,,WUR 2023,22.1,14.4,19.2,49.5,32.2
U1097,2023,1201.0,,,,WUR 2023,14.3,9.2,45.7,37.0,24.3
U1114,2023,1201.0,,,,WUR 2023,16.6,10.3,31.5,39.1,23.0
U1125,2023,1201.0,,,,WUR 2023,23.9,10.1,20.3,41.3,17.9
U1137,2023,1201.0,,,,WUR 2023,25.2,14.3,10.1,42.0,33.7
U2537,2023,1201.0,,,,WUR 2023,17.2,9.0,24.1,40.1,38.3
U1184,2023,1201.0,,,,WUR 2023,20.2,14.1,25.1,53.5,36.2
U1189,2023,1201.0,,,,WUR 2023,22.8,8.8,27.5,36.9,28.7
U2920,2023,1201.0,,,,WUR 2023,17.0,13.7,20.5,37.0,57.1
U1225,2023,1201.0,,,,WUR 2023,18.1,10.9,24.4,37.0,53.3
U1240,2023,1201.0,,,,WUR 2023,23.1,14.9,15.9,45.5,21.1
U2935,2023,1201.0,,,,WUR 2023,30.3,10.3,20.7,37.4,18.1
U1248,2023,1201.0,,,,WUR 2023,22.4,18.4,8.7,37.3,61.0
U2940,2023,1201.0,,,,WUR 2023,17.2,14.6,30.8,39.8,39.1
U2540,2023,1201.0,,,,WUR 2023,14.7,11.6,23.9,39.4,33.5
U2544,2023,1201.0,,,,WUR 2023,22.9,11.8,16.2,37.9,45.7
U2951,2023,1201.0,,,,WUR 2023,17.2,17.4,28.3,42.5,43.5
U1284,2023,1201.0,,,,WUR 2023,18.3,10.0,24.1,40.4,26.3
U1315,2023,1201.0,,,,WUR 2023,19.0,17.6,18.1,37.7,55.7
U1317,2023,1201.0,,,,WUR 2023,17.3,17.5,31.6,38.1,25.8
U1329,2023,1201.0,,,,WUR 2023,22.4,12.7,19.0,44.9,23.8
U1332,2023,1201.0,,,,WUR 2023,16.4,19.8,29.4,53.3,25.6
U1348,2023,1201.0,,,,WUR 2023,30.4,13.3,17.4,45.4,27.9
U2990,2023,1201.0,,,,WUR 2023,19.6,10.0,26.5,36.9,45.1
U1369,2023,1201.0,,,,WUR 2023,19.5,10.7,25.6,38.5,42.1
U2998,2023,1201.0,,,,WUR 2023,29.6,19.9,16.1,38.0,16.7
U3000,2023,1201.0,,,,WUR 2023,31.3,8.6,20.8,37.3,34.5
U1378,2023,1201.0,,,,WUR 2023,25.0,15.7,9.1,47.3,36.5
U1379,2023,1201.0,,,,WUR 2023,24.2,13.0,22.1,43.9,36.1
U1380,2023,1201.0,,,,WUR 2023,24.5,15.8,24.1,51.2,21.7
U1417,2023,1201.0,,,,WUR 2023,23.9,28.3,11.0,44.4,47.6
U1421,2023,1201.0,,,,WUR 2023,15.2,23.6,13.6,46.4,24.1
U1422,2023,1201.0,,,,WUR 2023,20.4,18.7,13.3,43.2,24.9
U1423,2023,1201.0,,,,WUR 2023,21.5,21.0,17.2,51.3,31.8
U1465,2023,1201.0,,,,WUR 2023,17.8,18.5,21.9,38.2,29.5
U1424,2023,1201.0,,,,WUR 2023,17.3,21.7,22.9,40.9,45.7
U1475,2023,1201.0,,,,WUR 2023,18.2,10.4,28.6,37.6,40.8
U1453,2023,1201.0,,,,WUR 2023,20.8,9.1,15.8,38.2,30.0
U1455,2023,1201.0,,,,WUR 2023,21.2,10.0,27.8,37.7,21.2
U1504,2023,1201.0,,,,WUR 2023,19.3,19.0,30.3,38.3,30.5
U3022,2023,1201.0,,,,WUR 2023,25.0,10.2,32.2,37.6,30.0
U1922,2023,1201.0,,,,WUR 2023,19.8,12.5,20.4,38.3,48.3
U3029,2023,1201.0,,,,WUR 2023,18.5,8.1,32.4,37.3,30.0
U1520,2023,1201.0,,,,WUR 2023,18.5,19.9,29.3,66.8,18.7
U3210,2023,1201.0,,,,WUR 2023,17.3,12.5,21.1,39.8,51.6
U1558,2023,1201.0,,,,WUR 2023,19.6,12.3,26.1,36.9,33.9
U1575,2023,1201.0,,,,WUR 2023,17.3,8.6,3.9,37.2,20.9
U1585,2023,1201.0,,,,WUR 2023,16.2,13.0,24.9,37.8,29.3
U1586,2023,1201.0,,,,WUR 2023,30.4,8.3,22.2,37.6,39.5
U1596,2023,1201.0,,,,WUR 2023,23.7,17.0,17.8,47.3,24.2
U1598,2023,1201.0,,,,WUR 2023,32.4,13.9,16.8,40.7,18.1
U3043,2023,1201.0,,,,WUR 2023,18.5,15.1,16.2,37.1,46.0
U3052,2023,1201.0,,,,WUR 2023,18.0,14.6,17.5,39.1,39.5
U1617,2023,1201.0,,,,WUR 2023,24.8,21.0,14.0,37.1,55.1
U3058,2023,1201.0,,,,WUR 2023,18.5,11.3,23.9,41.6,71.6
U2468,2023,1201.0,,,,WUR 2023,20.0,10.7,26.0,37.4,18.4
U1634,2023,1201.0,,,,WUR 2023,15.7,13.4,38.6,48.5,28.3
U1670,2023,1201.0,,,,WUR 2023,20.7,10.0,28.9,37.8,43.1
U1673,2023,1201.0,,,,WUR 2023,16.6,18.1,21.4,47.4,50.0
U1665,2023,1201.0,,,,WUR 2023,23.2,13.5,34.2,39.3,26.7
U1688,2023,1201.0,,,,WUR 2023,22.1,12.2,30.7,46.7,35.3
U1689,2023,1201.0,,,,WUR 2023,18.9,12.7,26.6,40.0,22.2
U3080,2023,1201.0,,,,WUR 2023,15.8,14.2,16.3,38.1,68.0
U1696,2023,1201.0,,,,WUR 2023,18.8,13.6,18.9,51.2,33.1
U1713,2023,1201.0,,,,WUR 2023,20.1,8.7,26.4,40.2,76.7
U1752,2023,1201.0,,,,WUR 2023,22.7,22.0,14.8,62.6,60.9
U1757,2023,1201.0,,,,WUR 2023,18.9,13.0,16.9,39.3,40.1
U3215,2023,1201.0,,,,WUR 2023,20.7,12.6,16.9,45.4,33.2
U1797,2023,1201.0,,,,WUR 2023,22.4,12.7,17.3,49.1,23.6
U2583,2023,1201.0,,,,WUR 2023,21.9,10.1,18.7,40.1,69.2
U1807,2023,1201.0,,,,WUR 2023,23.7,9.0,38.7,40.3,16.2
U3112,2023,1201.0,,,,WUR 2023,16.6,16.1,14.6,37.6,46.6
U1827,2023,1201.0,,,,WUR 2023,25.4,11.3,25.5,41.0,15.9
U1830,2023,1201.0,,,,WUR 2023,17.7,10.4,43.2,44.6,19.4
U1832,2023,1201.0,,,,WUR 2023,22.7,9.9,24.7,37.5,23.8
U2469,2023,1201.0,,,,WUR 2023,17.9,17.3,23.6,70.8,25.8
U1850,2023,1201.0,,,,WUR 2023,17.9,13.0,32.5,78.0,28.6
U1852,2023,1201.0,,,,WUR 2023,17.9,11.1,40.7,37.4,19.6
U3124,2023,1201.0,,,,WUR 2023,22.6,21.1,26.1,40.9,26.4
U1857,2023,1201.0,,,,WUR 2023,23.2,17.7,17.0,43.0,26.1
U3126,2023,1201.0,,,,WUR 2023,25.2,14.0,22.6,37.3,43.6
U1861,2023,1201.0,,,,WUR 2023,27.3,14.2,17.6,40.8,16.2
U1865,2023,1201.0,,,,WUR 2023,19.8,13.7,29.7,43.0,21.5
U1869,2023,1201.0,,,,WUR 2023,22.1,17.2,22.5,79.3,22.3
U1870,2023,1201.0,,,,WUR 2023,17.4,15.0,26.3,46.3,23.8
U3127,2023,1201.0,,,,WUR 2023,18.9,10.5,26.7,50.4,21.8
U1887,2023,1201.0,,,,WUR 2023,19.1,17.4,11.8,42.6,38.8
U1888,2023,1201.0,,,,WUR 2023,27.3,11.3,29.4,44.8,21.6
U1890,2023,1201.0,,,,WUR 2023,21.5,14.9,24.3,42.4,27.1
U1897,2023,1201.0,,,,WUR 2023,29.5,9.0,30.5,39.0,17.7
U1909,2023,1201.0,,,,WUR 2023,18.0,14.2,22.2,40.2,21.7
U1925,2023,1201.0,,,,WUR 2023,25.0,11.1,16.4,37.8,39.0
U1936,2023,1201.0,,,,WUR 2023,17.8,19.4,24.1,38.2,28.5
U1937,2023,1201.0,,,,WUR 2023,24.4,12.5,13.4,38.5,30.9
U2584,2023,1201.0,,,,WUR 2023,31.7,12.0,7.4,36.9,72.1
U3141,2023,1201.0,,,,WUR 2023,23.4,9.4,24.1,36.9,40.1
U1956,2023,1201.0,,,,WUR 2023,18.7,21.1,30.1,44.4,20.6
U1964,2023,1201.0,,,,WUR 2023,36.6,10.4,21.4,37.3,23.6
U1965,2023,1201.0,,,,WUR 2023,18.6,10.4,34.4,37.2,20.9
U1968,2023,1201.0,,,,WUR 2023,17.7,11.4,33.8,37.0,56.4
U1973,2023,1201.0,,,,WUR 2023,19.4,10.5,35.8,36.9,23.2
U2006,2023,1201.0,,,,WUR 2023,20.2,15.9,18.1,68.3,32.2
U3179,2023,1201.0,,,,WUR 2023,17.0,11.9,25.3,38.3,52.3
U2029,2023,1201.0,,,,WUR 2023,15.8,12.7,23.7,38.6,39.9
U3181,2023,1201.0,,,,WUR 2023,14.7,18.2,23.6,37.2,52.6
U2032,2023,1201.0,,,,WUR 2023,23.6,12.9,10.8,37.5,30.4
U2064,2023,1201.0,,,,WUR 2023,21.3,15.8,12.5,40.4,44.8
U2081,2023,1201.0,,,,WUR 2023,14.8,7.8,31.4,38.0,31.5
U3187,2023,1201.0,,,,WUR 2023,22.5,10.8,20.2,41.4,81.1
U3188,2023,1201.0,,,,WUR 2023,23.5,11.0,22.3,42.0,69.4
U2091,2023,1201.0,,,,WUR 2023,15.7,11.1,44.9,38.7,22.7
